Word	cs
bazaar	bazar
bazooka	pancéřová pěst
bday	bday
be	být
beach	pláž
beaches	pláže
beacon	maják
bead	korálek
beading	bělení
beads	korálky
beady	korálkovitý
beagle	beagle
beak	zobák
beaker	kádinka
beam	nosník
beaming	zářící
bean	fazole
beanbag	beanbag
beanie	čepice
bear	medvěd
bearable	snesitelný
beard	vousy
bearded	vousatý
bearer	nosič
bearing	ložisko
bearings	ložiska
bearish	bearish
bearskin	medvědí kůže
beast	bestie
beastly	brutální
beat	porazit
beaten	bít
beater	šlehač
beating	porážka
beatnik	beatnik
beau	beau
beautification	zkrášlení
beautiful	Krásná
beautify	zkrášlit
beauty	krása
beaver	bobr
bebop	bebop
beck	kývnutí
beckon	pokynout
become	stát
bed	postel
bedding	lůžkoviny
bedpan	bedpan
bedrock	podloží
bedroom	ložnice
bedside	lůžko
bedspread	přehoz přes postel
bedtime	před spaním
bee	včela
beef	hovězí
beefsteak	hovězí steak
beehive	úl
beep	pípnutí
beeper	pípání
beer	pivo
bees	včely
beeswax	včelí vosk
beetle	brouk
befall	potkat
befitting	v pořádku
befriend	milovat se
befuddled	befuddled
beg	žebrat
beggar	Žebrák
begging	žebrání
begin	začít
beginner	začátečník
beginning	začátek
beginnings	začátky
begrudge	závidět
begun	začal
behappy	NO TRANSLATION
behave	chovat se
behavior	chování
behavioral	behaviorální
behemoth	monstrum
behest	příkazy
behold	spatřit
beholden	viz
beholder	pozorovatel
beige	béžový
belated	opožděný
belay	belay
belch	říhnutí
belief	víra
believable	uvěřitelný
believe	věřím
believed	věřil
believer	věřící
believing	věřit
belittle	snižovat
belittled	zmenšený
bell	zvonek
bellboy	bellboy
bellhop	hotelový poslíček
belligerent	agresivní
bellman	Zvoník
bellow	níže
bellows	měchy
belly	břicho
bellybutton	pupík
bellyful	bříško
belong	patřit
belongings	věci
beloved	milovaný
belt	pás
beluga	beluga
bemused	zmatený
bench	lavice
bend	ohyb
bender	bender
bending	ohýbání
beneath	pod
benedictory	benedictory
benefactor	patron
beneficial	příznivý
beneficiary	příjemce
benefit	výhoda
benevolence	shovívavost
benevolent	dobrotivý
benign	benigní
bent	ohnutý
benzene	benzen
bequeath	odkázat
bequest	odkaz
bereaved	truchlící
bereavement	úmrtí
bereft	bereft
beret	baret
bergamot	bergamot
berlin	Berlín
berserk	šílený
berth	kotviště
beryllium	berýlium
beseech	prosím
beset	oblékání
bestdayever	nejlepší den
bestfeeling	nejlepší smysl
bestfriends	nejlepší přátelé
bestial	bestiální
besties	obléhání
bestow	propůjčit
bestseller	nejlepší prodejce
bet	sázka
beta	beta
betray	zradit
betrayal	zrada
betrayed	zradila
betrothed	snoubenec
betterment	zlepšení
betting	sázení
betty	betty
bevel	úkos
beverage	nápoj
bevy	houf
beware	pozor
bewilder	zmást
bewildered	zmatený
bewilderment	zmatek
bias	předpojatost
biased	zaujatý
bib	bryndáček
bible	bible
biblical	biblický
bibliography	bibliografie
bicarbonate	hydrogenuhličitanu
bicentennial	dvousetletý
biceps	biceps
bicker	bicker
bickering	házení
bicolor	bicolor
bicycle	jízdní kolo
bid	nabídka
bidder	uchazeč
bidding	nabídky
bide	NO TRANSLATION
biennial	dvouletý
bier	NO TRANSLATION
bifurcation	bifurkace
big	velký
bigamy	bigamie
bigday	velký den
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	velký roh
bigmouth	velká pusa
bigot	náboženský fanatik
bigoted	bigotní
bigotry	bigotnost
bike	kolo
biker	cyklista
bikini	bikiny
bilateral	bilaterální
bilayer	dvouvrstvý
bile	žluč
bilge	údolí
bilingual	bilingvní
bill	účtovat
billboard	plakátovací tabule
billet	sběratel
billiard	kulečník
billiards	kulečník
billing	fakturace
billion	miliarda
billionaire	miliardář
billy	billy
bimbo	bimbo
bimonthly	dvakrát
bin	zásobník
binary	binární
bind	svázat
binder	pořadač
bindery	vazárna
binding	vazba
bing	bing
binge	binge
bingo	bingo
binocular	binokulární
binoculars	dalekohled
binomial	binomický
bio	bio
biochemical	biochemické
biochemist	biochemik
biochemistry	biochemie
biogenesis	biogeneze
biographer	životopisec
biography	životopis
biological	biologický
biologist	biolog
biology	biologie
bionic	bionický
biopsy	biopsie
biosphere	biosféra
bipartite	bipartitní
bipolar	bipolární
birch	bříza
bird	pták
birdcage	klec
birdie	ptáček
birdman	ptáků
birth	narození
birthday	narozeniny
birthing	pěstování
birthmark	mateřské znaménko
birthplace	Rodiště
birthright	prvotní právo
bis	NO TRANSLATION
biscuit	suchar
bisexual	bisexuální
bishop	biskup
bison	bizon
bisque	bisque
bistro	bistro
bit	bit
bitch	fena
bitchy	svárlivý
bite	kousat
biter	NO TRANSLATION
bitsy	bitsy
bitter	hořké
bitterly	hořce
bitterness	hořkost
bittersweet	hořkosladký
bitty	bitty
bitumen	živice
biweekly	dvoutýdenní
biz	biz
bizarre	bizarní
blab	žvanit
blabbermouth	blabbermouth
black	Černá
black snake	černý had
blackberry	ostružina
blackbird	kos
blackboard	Černá tabule
blacken	černá
blackface	Černá tvář
blackjack	blackjack
blacklist	černá listina
blackmail	vydírání
blackmailer	vyděrač
blackness	temnota
blackout	výpadek proudu
blacksmith	kovář
bladder	měchýř
blade	čepel
blame	obviňovat
blameless	bezúhonný
bland	bland
blank	prázdný
blanket	deka
blare	blare
blase	NO TRANSLATION
blasphemous	rouhavé
blasphemy	rouhání
blast	výbuch
blaster	blaster
blastoff	odpálení rakety
blatant	bláznivý
blather	blather
blaze	požár
blazer	blejzr
blazing	planoucí
bleach	bělidlo
bleak	mrzutý
bleed	krvácet
bleeder	bleeder
bleeding	krvácející
bleep	pípnutí
blemish	vada
blemished	poškozen
blend	směs
blender	mixér
blending	míchání
bless	žehnat
blessed	blahoslavený
blessing	požehnání
blessings	požehnání
bleu	bleu
blight	plíseň
blighted	bledě
blimp	blimp
blind	slepý
blinded	zaslepený
blindfold	páska přes oči
blindfolded	se zavázanýma očima
blinding	oslepující
blindly	slepě
blindness	slepota
blink	blikat
blip	blip
bliss	blaho
blissful	blažený
blister	blistr
blistering	puchýře
blitz	blitz
blizzard	vánice
bloat	udit
bloated	nafouklý
blob	kapka
block	blok
blockade	blokáda
blockage	ucpání
blockbuster	trhák
blockhead	hlupák
blog	blog
bloke	chlap
blond	blond
blonde	blondýnka
blood	krev
bloodbath	krvavá koupel
bloodhound	krvelačka
bloodless	nekrvavý
bloodline	krevní linii
bloodshed	krveprolití
bloodshot	krve
bloodstream	krevního oběhu
bloodthirsty	krvežíznivý
bloody	krvavý
bloom	květ
bloomers	bombarďáky
blooming	kvetoucí
blossom	květ
blot	skvrna
blotched	skvrnitý
blotter	piják
blouse	halenka
blow	foukat
blower	ventilátor
blowfish	blowfish
blowing	foukání
blowjob	kouření
blown	foukané
blowout	výbuch
blowtorch	opalovací lampa
blubber	blubber
bluddy	bluddy
blue	modrý
blue spruce	modrý smrk
blueberry	borůvka
bluebird	modrý pták
bluegrass	bluegrass
bluejay	bluejay
blueprint	modrotisk
blues	blues
bluff	blufovat
bluish	namodralý
blunder	chyba
blunt	otupit
blur	rozmazat
blurred	rozmazané
blurry	rozmazané
blurt	vyhrknout
blush	ruměnec
blushing	červenající se
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	kanec
board	deska
board game	desková hra
boarder	NO TRANSLATION
boarding	stravování
boardroom	zasedací místnost
boards	desky
boardwalk	promenádě
boast	chlubit se
boastful	chlubivý
boasting	chlubit se
boat	loď
boathouse	lodní člun
boating	plavba lodí
boatload	lodní náklad
boatman	převozník
bobbin	cívka
bobcat	rys
bobsled	bobová dráha
bode	bod
bodega	bodega
bodice	živůtek
bodily	tělesně
body	tělo
bodyguard	osobní strážce
bog	bažina
bogey	strašák
bogeyman	bogeyman
bogus	falešný
bohemian	Český
boil	vaříme
boiler	kotel
boilerplate	plovoucí desku
boiling	vařící
boisterous	bouřlivý
bold	tučně
boldness	odvaha
bollocks	bocích
bolster	posílení
bolt	šroub
bolus	bolus
bomb	bombardovat
bombard	bombardovat
bombardier	bombardier
bombardment	bombardování
bombed	bombardován
bomber	bombardér
bombers	bombardéry
bombing	bombardování
bombshell	bombashell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	pouto
bondage	otroctví
bonding	lepení
bonds	vazby
bondsman	nevolník
bone	kost
bonehead	pitomec
boner	boner
bones	kosti
bonfire	táborák
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	kapota
bonny	milý
bonsai	bonsai
bonus	bonus
bony	kostnatý
boo	vypískat
boob	trdlo
booby	booby
booger	šušeň
boogeyman	boogeyman
boogie	boogie
book	rezervovat
bookcase	knihovna
bookie	bookie
booking	rezervace
bookish	knižní
bookkeeper	účetní
bookkeeping	vedení účetnictví
booklet	brožur
bookmaker	bookmaker
bookmark	záložka do knihy
books	knihy
bookseller	knihkupec
bookshop	knihkupectví
bookstore	knihkupectví
bookworm	knihomol
boom	výložník
boomer	boomer
boomerang	bumerang
booming	vzkvétající
boon	dobrodiní
boooo	NO TRANSLATION
boost	zvýšení
booster	booster
boot	boot
booth	stánku
bootleg	bootleg
bootlegger	pašerák
boots	boty
booty	kořist
booze	chlast
bop	bop
bopper	bopper
border	okraj
bordering	hraniční
borderline	hranice
bore	otvor
boreal	boreální
bored	znuděný
boredom	nuda
borer	vrták
boring	nudný
born	narozený
boron	boru
borough	čtvrti
borrow	půjčit si
borrower	dlužník
bosom	ňadra
boss	šéf
bossy	panovačný
boston	boston
botanical	botanický
botanist	botanik
botany	botanika
bother	obtěžovat
bothering	trápení
bottle	láhev
bottleneck	úzký
bottling	balení
bottom	dno
bottomless	bezedný
botulism	botulismus
boulder	balvan
bounce	odskočit
bouncer	vyhazovač
bouncy	skákání
bound	vázaný
boundary	hranice
boundless	nekonečné
bounds	meze
bountiful	bohatý
bounty	odměna
bouquet	kytice
bourbon	bourbon
bourgeois	buržoazie
bourgeoisie	buržoazie
bourse	burza
bout	zápas
boutique	butik
bouttime	NO TRANSLATION
bovine	hovězí
bow	luk
bowed	uklonil se
bowel	střevo
bowels	střev
bowl	miska
bowler	nadhazovač
bowling	kuželky
bowls	bowls
box	box
boxcar	boxcar
boxer	boxer
boxers	boxerů
boxing	box
boy	chlapec
boycott	bojkot
boyfriend	přítel
boyhood	chlapectví
boyish	chlapecký
boysenberry	boysenberry
bozo	bozo
bra	podprsenka
brace	ortéza
bracelet	náramek
braces	příčky
brachial	brachial
bracket	Závorka
brackets	závorky
brackish	brakické
brad	brad
brag	chvást
braid	prýmek
brain	mozek
brainless	hloupý
brains	mozky
brainstorm	brainstorming
brainwash	vymýt mozek
brainy	duchaplný
brake	brzda
bran	otruby
branch	větev
branching	větvení
brand	značka
brandy	brandy
brash	drzý
brass	mosaz
brass knuckle	mosazný kloub
brassiere	podprsenka
brat	spratek
bratwurst	bratwurst
bravado	bravado
brave	statečný
bravery	udatnost
brawl	hádka
brawn	sval
brazen	brazen
breach	porušení
bread	chléb
breadth	šířka
break	přestávka
breakable	rozbitné
breakaway	odloučený
breakdown	zhroutit se
breaker	jistič
breakers	jističe
breakfast	snídaně
breaking and entering	lámání a vstupování
breakingnews	breaknews
breakneck	krkolomný
breakthrough	průlom
breakup	rozchod
breast	prsa
breath	dech
breathe	dýchat
breather	odvzdušněte
breathless	bez dechu
breathtaking	dech beroucí
breech	závěr
breeches	lýtek
breed	plemeno
breeder	chovatel
breeding	chov
breeze	vánek
breezy	svěží
brethren	bratři
breve	NO TRANSLATION
brevity	stručnost
brew	vařit
brewery	pivovar
brewing	vaření
briar	vřes
bribe	úplatek
bribery	podplácení
brick	cihlový
bridal	svatební
bride	nevěsta
bridegroom	ženich
bridesmaid	družička
bridge	most
bridle	uzda
brief	stručný
briefcase	aktovka
briefing	instruktáž
briefly	Krátce
brig	briga
brigade	brigáda
bright	Jasný
brighten	rozjasnit
brightens	rozjasní
brighter	jasnější
brightness	jas
brilliance	oslnivost
brilliant	brilantní
brim	okraj
brimming	překrývající se
brimstone	síra
brine	solankou
bring	přinést
brink	pokraj
brisk	ostré
brisket	hrudníku
bristle	štětina
brittle	křehký
bro	bro
broach	rožeň
broad	široký
broadcast	přenos
broadcasting	vysílání
broaden	rozšířit
broadside	širokopásmové
broadsword	široký meč
brocade	brokát
broccoli	brokolice
brochure	brožura
broil	grilovat
broke	rozbil
broken	zlomený
brokenheart	NO TRANSLATION
brokenhearted	se zlomeným srdcem
broker	makléř
brokerage	zprostředkování
bromide	bromid
bronco	bronco
bronze	bronz
brooch	brož
brood	dumat
brooding	rozmazání
brook	potok
broom	koště
broomstick	koště
broth	vývar
brothel	bordel
brother	bratr
brotherhood	bratrství
brotherly	bratrský
brow	obočí
brown	hnědý
brownstone	brownstone
browse	Procházet
brrr	brrr
bruise	pohmoždit
bruising	modřiny
brunch	pozdní snídaně
brunette	bruneta
brunt	nápor
brush	štětec
brutal	brutální
brutality	brutalita
brute	hovado
brutish	brutish
bubble	bublina
bubbling	bublinu
bubbly	temperamentní
bubonic	dýmějový
buck	dolar
buckaroo	buckaroo
bucket	Kbelík
buckle	přezka
buckled	zapuštěný
bucko	bucko
buckshot	buckshot
buckwheat	pohanka
bud	pupen
buddha	Buddha
buddhism	buddhismus
buddhist	buddhistický
budding	pučící
buddy	kamarád
budge	ustoupit
budget	rozpočet
buff	fanoušek
buffalo	buvol
buffer	vyrovnávací paměť
buffering	vyrovnávací paměť
buffet	bufet
buffoon	kašpar
bug	Chyba
bugaboo	bubák
bugged	chybné
bugger	prevít
buggy	buggy
bugle	polnice
bugler	trubač
build	stavět
builder	stavitel
building	budova
buildings	budov
buildup	vybudovat
bulb	žárovka
bulbous	bulbous
bulge	boule
bulimic	bulimic
bulk	hromadné
bulkhead	přepážka
bulky	objemný
bull	býk
bulldog	buldok
bulldozer	buldozer
bullet	kulka
bulletin	bulletin
bulletproof	neprůstřelný
bullfighter	torero
bullfrog	skokan volský
bullheaded	bullheaded
bullhorn	bullhorn
bullion	drahých kovů
bullock	býček
bullpen	bullpen
bullshit	hovadina
bully	tyran
bulwark	val
bum	zadek
bumblebee	čmelák
bummed	bummed
bummer	bummer
bump	narazit
bumper	nárazník
bumpy	hrbolatý
bun	NO TRANSLATION
bunch	chomáč
bundle	balíček
bungalow	bungalov
bungee	bungee
bunghole	bunghole
bunion	puchýř
bunk	lůžko
bunker	bunkr
bunkhouse	bunkhouse
bunny	Králíček
bunt	bunt
buoy	bóje
buoyancy	vztlak
buoyant	vzrušující
bur	bur
burden	zátěž
burdened	zatížena
burdensome	zatěžující
bureau	kancelář
bureaucracy	byrokracie
bureaucrat	byrokrat
bureaucratic	byrokratický
burger	hamburger
burglar	zloděj
burglary	vloupání
burial	pohřbení
buried	pohřben
burke	burke
burlap	pytlík
burlesque	parodie
burly	statný
burn	hořet
burned	spálil
burner	hořák
burning	hořící
burnished	leštěné
burnout	vyhořet
burnt	Spálený
burp	říhnutí
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	doupě
bursary	stipendium
burst	burst
bury	pohřbít
bus	autobus
busboy	NO TRANSLATION
bush	keř
bushel	bušl
bushy	huňatý
business	podnikání
business man	NO TRANSLATION
businessman	podnikatel
businesswoman	NO TRANSLATION
busload	busload
buss	políbit
bust	poprsí
busted	zrušen
buster	buster
bustle	shon
bustling	rušný
busy	zaneprázdněný
busybody	všetečka
butane	butan
butcher	řezník
butler	komorník
butt	zadek
butter	máslo
buttercup	pryskyřník
butterfly	motýl
buttermilk	podmáslí
butterscotch	butterscotch
buttery	máslový
buttock	hýždě
buttocks	hýždě
button	tlačítko
buttress	opěrku
buxom	prsatá
buy	Koupit
buyer	kupující
buying	nákup
buzz	bzučet
buzzard	káně
buzzed	buzzed
buzzer	bzučák
buzzing	bzučení
bye	sbohem
bygone	dávný
bylaw	nařízení
byline	byline
bypass	bypass
bystander	stářím
byte	byte
byzantine	byzantský
cab	kabina
cabal	kabal
cabana	chata
cabaret	kabaret
cabbage	zelí
cabbie	cabbie
cabernet	cabernet
cabin	chata
cabinet	skříň
cable	kabel
caboodle	caboodle
caboose	služební vůz vlaku
cabriolet	kabriolet
cache	mezipaměti
cacophony	kakofonie
cactus	kaktus
cad	CAD
cadaver	mrtvola
caddie	NO TRANSLATION
caddy	caddy
cadence	kadence
cadet	kadet
cafe	kavárna
cafeteria	jídelna
caffeine	kofein
cage	klec
cagey	opatrný
cahoots	partnerství
cairn	cairn
cake	dort
cakewalk	cakewalk
calamari	calamari
calamitous	katastrofální
calamity	kalamita
calcareous	vápenatý
calcium	vápník
calculate	vypočítat
calculated	vypočítané
calculating	výpočet
calculation	výpočet
calculator	kalkulačka
calculus	počet
calendar	kalendář
calender	NO TRANSLATION
calf	tele
caliber	ráže
calibrate	kalibrovat
calico	kaliko
calipers	třmeny
calisthenics	kalestenika
call	volání
callback	zpětné volání
caller	volajícího
calligraphy	kaligrafie
calling	povolání
callous	otrlý
calls	volání
calm	uklidnit
calming	uklidňující
calmness	klid
caloric	kalorický
calorie	kalorie
calorimeter	kalorimetr
cam	vačka
camaraderie	kamarádství
camber	klenutí
camcorder	videokamera
camel	velbloud
cameo	camo
camera	Fotoaparát
cameraman	kameraman
camisole	živůtek
camouflage	maskovat
