Word	uk
bearings	підшипники
bearish	ведмежий
bearskin	ведмідь шкіри
beast	звір
beastly	звісно
beat	бити
beaten	побитий
beater	биттер
beating	бити
beatnik	бітник
beau	бой
beautification	благоустрій
beautiful	гарний
beautify	прикрасьте
beauty	красуня
beaver	бобра
bebop	bebop
beck	бек
beckon	махнути
become	стати
bed	ліжко
bedding	постільна білизна
bedpan	лежак
bedrock	фундамент
bedroom	спальня
bedside	приліжкова тумба
bedspread	покривало
bedtime	перед сном
bee	бджола
beef	яловичина
beefsteak	біфштекс
beehive	вулик
beep	звуковий сигнал
beeper	біпер
beer	пиво
bees	бджоли
beeswax	бджолиний віск
beetle	Жук
befall	статися
befitting	належним чином
befriend	подружитися
befuddled	обморожений
beg	просити
beggar	жебрак
begging	просячи
begin	почати
beginner	початківець
beginning	початок
beginnings	початки
begrudge	пожаліть
begun	почався
behappy	NO TRANSLATION
behave	вести себе
behavior	поведінка
behavioral	поведінкові
behemoth	бегемот
behest	належить
behold	ось
beholden	я бачу
beholder	спостерігач
beige	бежевий
belated	запізнілий
belay	біллі
belch	скачати
belief	віра
believable	правдоподібний
believe	вірте
believed	вірив
believer	віруючий
believing	віруючи
belittle	принижувати
belittled	зневажений
bell	дзвін
bellboy	дзвінниця
bellhop	bellhop
belligerent	войовничий
bellman	Беллман
bellow	нижче
bellows	сильфони
belly	живіт
bellybutton	bellybutton
bellyful	животик
belong	належати
belongings	речі
beloved	коханий
belt	ремінь
beluga	білуга
bemused	здивований
bench	лавка
bend	згинати
bender	бендер
bending	згинання
beneath	внизу
benedictory	благородство
benefactor	благодійник
beneficial	корисно
beneficiary	бенефіціар
benefit	користь
benevolence	доброзичливість
benevolent	доброзичливий
benign	доброякісний
bent	зігнутий
benzene	бензол
bequeath	заповідати
bequest	заповідання
bereaved	загинув
bereavement	поранення
bereft	позбавлений
beret	берет
bergamot	бергамот
berlin	Берлін
berserk	берсерк
berth	причал
beryllium	берилій
beseech	просимо
beset	осілий
bestdayever	найкращий день
bestfeeling	найкращепочуття
bestfriends	найкращі друзі
bestial	звірячий
besties	besties
bestow	дарувати
bestseller	бестселер
bet	ставка
beta	бета-версія
betray	зрадити
betrayal	зрада
betrayed	зраджений
betrothed	заміжня
betterment	покращення
betting	робити ставки
betty	Бетті
bevel	скошений
beverage	напій
bevy	Буйво
beware	остерігайся
bewilder	здивування
bewildered	здивований
bewilderment	здивування
bias	упередження
biased	упереджений
bib	нагрудник
bible	біблія
biblical	біблійний
bibliography	бібліографія
bicarbonate	бікарбонат
bicentennial	двохсотріччя
biceps	біцепс
bicker	брифінг
bickering	сперечання
bicolor	двоколірний
bicycle	велосипед
bid	ставка
bidder	учасник торгів
bidding	торги
bide	NO TRANSLATION
biennial	бієнале
bier	NO TRANSLATION
bifurcation	біфуркація
big	великий
bigamy	бігами
bigday	великий день
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	великий ріг
bigmouth	великий рот
bigot	фанатик
bigoted	фанатичний
bigotry	фанатизм
bike	велосипед
biker	байкер
bikini	бікіні
bilateral	двосторонніх
bilayer	двошаровий
bile	жовч
bilge	трюм
bilingual	двомовний
bill	законопроект
billboard	рекламний щит
billet	заготівля
billiard	більярд
