Word	nl
basilica	basiliek
basin	bekken
basis	basis
bask	zich koesteren
basket	mand
basketball	basketbal
bass	bas
bass guitar	basgitaar
basso	NO TRANSLATION
bassoon	fagot
bastard	bastaard-
bastarding	bastarding
bastards	klootzakken
bastion	bastion
bat	knuppel
batch	partij
batching	groeperen
bate	NO TRANSLATION
bath	bad
bathe	baden
bathhouse	badhuis
bathing	het baden
bathrobe	badjas
bathroom	badkamer
bathtub	bad
bathymetry	meting van diepte
baton	wapenstok
battalion	bataljon
batter	beslag
battered	gehavend
battering	mishandeling
battery	accu
battle	strijd
battled	vochten
battlefield	slagveld
battleground	slagveld
battlements	kantelen
battleship	slagschip
batty	gek
bauble	snuisterij
bawdy	liederlijk
bawl	joelen
bay	baai
bayonet	bajonet
bayou	moerassige rivierarm
bazaar	bazaar
bazooka	antitankgeweer
bday	bday
be	worden
beach	strand
beaches	stranden
beacon	baken
bead	kraal
beading	kralen
beads	kralen
beady	gelijkend op bead
beagle	brak
beak	bek
beaker	beker
beam	balk
beaming	stralend
bean	Boon
beanbag	zitzak
beanie	beanie
bear	beer
bearable	dragelijk
beard	baard
bearded	bebaarde
bearer	toonder
bearing	lager
bearings	lagers
bearish	nors
bearskin	berenvel
beast	beest
beastly	beestachtig
beat	overtreffen
beaten	geslagen
beater	drijver
beating	pak slaag
beatnik	beatnik
beau	galant
beautification	verfraaiing
beautiful	mooi
beautify	mooi maken
beauty	schoonheid
beaver	bever
bebop	bebop
beck	wenk
beckon	wenken
become	worden
bed	bed
bedding	beddegoed
bedpan	bedpan
bedrock	grondslag
bedroom	slaapkamer
bedside	nachtkastje
bedspread	beddesprei
bedtime	bedtijd
bee	bij
beef	rundvlees
beefsteak	biefstuk
beehive	bijenkorf
beep	signaal
beeper	Pieper
beer	bier
bees	bijen
beeswax	bijenwas
beetle	kever
befall	overkomen
befitting	passend
befriend	betonen
befuddled	befuddled
beg	bedelen
beggar	bedelaar
begging	bedelarij
begin	beginnen
beginner	beginner
beginning	begin
beginnings	begin
begrudge	misgunnen
begun	begonnen
behappy	NO TRANSLATION
behave	zich gedragen
behavior	gedrag
behavioral	gedragsmatig
behemoth	nijlpaard
behest	opdracht
behold	aanschouwen
beholden	verplicht
beholder	aanschouwer
beige	beige
belated	verlate
belay	vastsjorren
belch	oprisping
belief	geloof
believable	geloofwaardig
believe	geloven
believed	geloofde
believer	gelovige
believing	geloven
belittle	kleineren
belittled	gekleineerd
bell	klok
bellboy	loopjongen
bellhop	piccolo
belligerent	strijdlustig
bellman	omroeper
bellow	blaten
bellows	blaasbalg
belly	buik
bellybutton	navel
bellyful	meer dan genoeg
belong	behoren
belongings	toebehoren
beloved	geliefd
belt	riem
beluga	beluga
bemused	onrustig
bench	bank
bend	bocht
bender	nijptang
bending	verbuiging
beneath	onder
benedictory	zegenende
benefactor	weldoener
beneficial	gunstig
beneficiary	begunstigde
benefit	voordeel
benevolence	welwillendheid
benevolent	welwillend
benign	goedaardig
bent	krom
benzene	benzine
bequeath	nalaten
bequest	legaat
bereaved	diep bedroefd
bereavement	sterfgeval
bereft	beroofd
beret	beret
bergamot	bergamot
berlin	berlijn
berserk	gek
berth	ligplaats
beryllium	beryllium
beseech	smeken
beset	bestoken
bestdayever	beste dag ooit
bestfeeling	beste gevoel
bestfriends	beste vrienden
bestial	beestachtig
besties	besties
bestow	schenken
bestseller	bestseller
bet	inzet
beta	beta
betray	verraden
betrayal	verraad
betrayed	verraden
betrothed	verloofd
betterment	verbetering
betting	wedden
betty	betty
bevel	schuin
beverage	drank
bevy	schare
beware	pas op
bewilder	verbijsteren
bewildered	verbijsterd
bewilderment	verbijstering
bias	vooroordeel
biased	vooringenomen
bib	slabbetje
bible	Bijbel
biblical	bijbels
bibliography	bibliografie
bicarbonate	bicarbonaat
bicentennial	tweehonderd jaarfeest
biceps	biceps
bicker	kibbelen
bickering	gekibbel
bicolor	bicolor
bicycle	fiets
bid	bod
bidder	bieder
bidding	bod
bide	NO TRANSLATION
biennial	tweejarig
bier	NO TRANSLATION
bifurcation	splitsing
big	groot
bigamy	bigamie
bigday	grote dag
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	grote hoorn
bigmouth	grote mond
bigot	onverdraaglijke
bigoted	kwezelachtig
bigotry	kwezelarij
bike	fiets
biker	biker
bikini	bikini
bilateral	bilaterale
bilayer	dubbellaag
bile	gal
bilge	kim
bilingual	tweetalig
bill	Bill
billboard	aanplakbord
billet	blok hout
billiard	biljart
billiards	biljart
billing	billing
billion	miljard
billionaire	miljardair
billy	Billy
bimbo	bimbo
bimonthly	tweemaandelijks
bin	bak
binary	binair
bind	binden
binder	binder
bindery	boekbinderij
binding	verbindend
bing	bing
binge	binge
bingo	bingo
binocular	verrekijker
binoculars	kijker
binomial	binomium
bio	bio
biochemical	biochemische
biochemist	biochemicus
biochemistry	biochemie
biogenesis	biogenese
biographer	biograaf
biography	biografie
biological	biologisch
biologist	bioloog
biology	biologie
bionic	bionic
biopsy	biopsie
biosphere	biosfeer
bipartite	tweedelig
bipolar	bipolaire
birch	berk
bird	vogel
birdcage	vogelkooi
birdie	vogeltje
birdman	birdman
birth	geboorte
birthday	verjaardag
birthing	geboorte
birthmark	moedervlek
birthplace	geboorteplaats
birthright	geboorterecht
bis	NO TRANSLATION
biscuit	biscuit
bisexual	biseksueel
bishop	bisschop
bison	bizon
bisque	biscuit
bistro	bistro
bit	beetje
bitch	teef
bitchy	bitchy
bite	beet
biter	NO TRANSLATION
bitsy	bitsy
bitter	bitter
bitterly	bitter
bitterness	bitterheid
bittersweet	bitterzoet
bitty	bitty
bitumen	asfalt
biweekly	tweewekelijkse
biz	biz
bizarre	bizar
blab	kletskous
blabbermouth	blabbermouth
black	zwart
black snake	zwarte slang
blackberry	braambes
blackbird	merel
blackboard	schoolbord
blacken	zwart maken
blackface	zwart gezicht
blackjack	ploertendoder
blacklist	blacklist
blackmail	chantage
blackmailer	chanteur
blackness	zwartheid
blackout	Black Out
blacksmith	smid
bladder	blaas
blade	blad
blame	de schuld geven
blameless	onberispelijk
bland	zacht
blank	blanco
blanket	deken
blare	schallen
blase	NO TRANSLATION
blasphemous	godslasterlijk
blasphemy	godslastering
blast	ontploffing
blaster	blaster
blastoff	blastoff
blatant	schreeuwerig
blather	kletsen
blaze	bles
blazer	blazer
blazing	brandend
bleach	bleken
bleak	guur
bleed	bloeden
bleeder	afperser
bleeding	bloeden
bleep	oproepen
blemish	smet
blemished	bezoedeld
blend	mengsel
blender	blender
blending	blending
bless	zegenen
blessed	gezegend
blessing	zegen
blessings	zegeningen
bleu	bleu
blight	meeldauw
blighted	ellendig
blimp	blimp
blind	Blind
blinded	verblind
blindfold	geblinddoekt
blindfolded	geblinddoekt
blinding	verblindende
blindly	blindelings
blindness	blindheid
blink	knipperen
blip	echo
bliss	geluk
blissful	zalig
blister	blaar
blistering	blaarvorming
blitz	blitz
blizzard	sneeuwstorm
bloat	zwellen
bloated	opgeblazen
blob	bobbel
block	blok
blockade	blokkade
blockage	verstopping
blockbuster	blockbuster
blockhead	domkop
blog	blog
bloke	vent
blond	blond
blonde	blond
blood	bloed
bloodbath	bloedbad
bloodhound	bloedhond
bloodless	bloedeloos
bloodline	bloedlijn
bloodshed	bloedvergieten
bloodshot	bloeddoorlopen
bloodstream	bloedstroom
bloodthirsty	bloeddorstig
bloody	bloedig
bloom	bloeien
bloomers	wijde broek
blooming	bloeiend
blossom	bloesem
blot	vlek
blotched	kladderig
blotter	vloeipapier
blouse	blouse
blow	blazen
blower	blazer
blowfish	blowfish
blowing	blowing
blowjob	pijpbeurt
blown	geblazen
blowout	uitblazen
blowtorch	steekvlam
blubber	walvisspek
bluddy	bluddy
blue	blauw
blue spruce	blauwe spar
blueberry	bosbes
bluebird	blauwe vogel
bluegrass	bluegrass
bluejay	Blauwe Gaai
blueprint	plan
blues	blues
bluff	bluffen
bluish	blauwachtig
blunder	flater
blunt	stomp
blur	vervagen
blurred	wazig
blurry	wazig
blurt	er uit flappen
blush	blozen
blushing	blozen
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	mannetjesvarken
board	boord
board game	bordspel
boarder	NO TRANSLATION
boarding	boarding
boardroom	raadzaal
boards	boards
boardwalk	promenade
boast	opscheppen
boastful	opschepperig
boasting	opscheppen
boat	boot
boathouse	botenhuis
boating	varen
boatload	scheepslading
boatman	schipper
bobbin	spoel
bobcat	bobcat
bobsled	bobslee
bode	voorspellen
bodega	wijnkelder
bodice	lijfje
bodily	lichamelijk
body	lichaam
bodyguard	lijfwacht
bog	moeras
bogey	boeman
bogeyman	boeman
bogus	vals
bohemian	Boheems
boil	koken
boiler	boiler
boilerplate	standaardtekst
boiling	kookpunt
boisterous	onstuimig
bold	stoutmoedig
boldness	vrijmoedigheid
bollocks	bollocks
bolster	ondersteunen
bolt	bout
bolus	pil
bomb	bom
bombard	bombarderen
bombardier	korporaal van artillerie
bombardment	bombardement
bombed	gebombardeerd
bomber	bommenwerper
bombers	bommenwerpers
bombing	bombardement
bombshell	bom
bonanza	welvaart
bonbon	NO TRANSLATION
bond	obligatie
bondage	slavernij
bonding	bonding
bonds	obligaties
bondsman	borg
bone	bot
bonehead	idioot
boner	boner
bones	beenderen
bonfire	vreugdevuur
bong	bong
bonkers	waanzinnig
bonne	NO TRANSLATION
bonnet	kap
bonny	aardig
bonsai	bonsai
bonus	bonus
bony	benig
boo	boe
boob	lobbes
booby	domoor
booger	booger
boogeyman	boogeyman
boogie	boogie
book	boek
bookcase	boekenkast
bookie	boekmaker
booking	reservering
bookish	boekachtig
bookkeeper	boekhouder
bookkeeping	boekhouding
booklet	boekje
bookmaker	bookmaker
bookmark	bladwijzer
books	boeken
bookseller	boekhandelaar
bookshop	boekenwinkel
bookstore	boekenwinkel
bookworm	boekenworm
boom	boom
boomer	boomer
boomerang	boemerang
booming	booming
boon	zegen
boooo	NO TRANSLATION
boost	boost
booster	booster
boot	bagageruimte
booth	kraam
bootleg	schacht
bootlegger	dranksmokkelaar
boots	laarzen
booty	buit
booze	drank
bop	bop
bopper	bopper
border	grens
bordering	grenzend
borderline	grens
bore	boorgat
boreal	boreale
bored	verveeld
boredom	verveling
borer	boorder
boring	saai
born	geboren
boron	borium
borough	stad
borrow	lenen
borrower	lener
bosom	boezem
boss	baas
bossy	bazig
boston	Boston
botanical	botanisch
botanist	botanist
botany	plantkunde
bother	dwars zitten
bothering	dwars
bottle	fles
bottleneck	bottleneck
bottling	bottelen
bottom	bodem
bottomless	bodemloos
botulism	botulisme
boulder	kei
bounce	stuiteren
bouncer	uitsmijter
bouncy	levendig
bound	gebonden
boundary	grens
boundless	grenzeloos
bounds	bounds
bountiful	rijkelijk
bounty	gave
bouquet	boeket
bourbon	bourbon
bourgeois	burgerlijk
bourgeoisie	bourgeoisie
bourse	bourse
bout	aanval
boutique	winkel
bouttime	NO TRANSLATION
bovine	rund
bow	boog
bowed	gebogen
bowel	darm
bowels	ingewanden
bowl	kom
bowler	bowler
bowling	bowling
bowls	kommen
box	doos
boxcar	handelwagon
boxer	bokser
boxers	boxers
boxing	boksen
boy	jongen
boycott	boycot
boyfriend	vriendje
boyhood	jongensjaren
boyish	jongensachtig
boysenberry	boysenberry
bozo	bozo
bra	beha
brace	beugel
bracelet	armband
braces	een beugel
brachial	brachiale
bracket	haakje
brackets	beugels
brackish	brak
brad	spijker zonder kop
brag	opscheppen
braid	vlecht
brain	hersenen
brainless	hersenloos
brains	hersenen
brainstorm	brainstorm
brainwash	hersensspoelen
brainy	snugger
brake	rem
bran	zemelen
branch	tak
branching	vertakking
brand	merk
brandy	brandewijn
brash	breekbaar
brass	messing
brass knuckle	boksbeugel
brassiere	beha
brat	kind
bratwurst	braadworst
bravado	bravade
brave	dapper
bravery	moed
brawl	ruzie
brawn	hoofdkaas
brazen	bronzen
breach	schending
bread	brood
breadth	breedte
break	breken
breakable	breekbaar
breakaway	losbreken
breakdown	afbreken
breaker	breker
breakers	branding
breakfast	ontbijt
breaking and entering	inbreken
breakingnews	belangrijk nieuws
breakneck	halsbrekend
breakthrough	doorbraak
breakup	Uitmaken
breast	borst
breath	adem
breathe	ademen
breather	adempauze
breathless	ademloos
breathtaking	adembenemend
breech	sluitstuk
breeches	korte broek
breed	ras
breeder	fokker
breeding	teelt
breeze	bries
breezy	winderig
brethren	broeders
breve	NO TRANSLATION
brevity	beknoptheid
brew	brouwen
brewery	brouwerij
brewing	bierbrouwerij
briar	wilde roos
bribe	steekpenning
bribery	omkoperij
brick	steen
bridal	bruids
bride	bruid
bridegroom	bruidegom
bridesmaid	bruidsmeisje
bridge	brug
bridle	teugel
brief	kort
briefcase	aktentas
briefing	briefing
briefly	kort
brig	brik
brigade	brigade
bright	helder
brighten	opvrolijken
brightens	heldert
brighter	helderder
brightness	helderheid
brilliance	glans
brilliant	briljant
brim	rand
brimming	boordevol
brimstone	zwavel
brine	pekel
bring	brengen
brink	rand
brisk	levendig
brisket	borst
bristle	borstel
brittle	bros
bro	bro
broach	aanboren
broad	breed
broadcast	uitzending
broadcasting	omroep
broaden	verbreden
broadside	volle laag
broadsword	slagzwaard
brocade	brokaat
broccoli	broccoli
brochure	brochure
broil	braden
broke	kapot gegaan
broken	gebroken
brokenheart	NO TRANSLATION
brokenhearted	ontroostbaar
broker	makelaar
brokerage	makelaardij
bromide	bromide
bronco	bronco
bronze	bronzen
brooch	broche
brood	broeden
brooding	broeden
brook	beek
broom	bezem
broomstick	bezemsteel
broth	bouillon
brothel	bordeel
brother	broer
brotherhood	broederschap
brotherly	broederlijk
brow	voorhoofd
brown	bruin
brownstone	roodbruine zandsteen
browse	doorbladeren
brrr	brrr
bruise	blauwe plek
bruising	blauwe plekken
brunch	brunch
brunette	brunette
brunt	dupe
brush	borstel
brutal	brutaal
brutality	beestachtigheid
brute	bruut
brutish	dierlijk
bubble	bubbel
bubbling	bubbling
bubbly	champagne
bubonic	builenpest
buck	reebok
buckaroo	buckaroo
bucket	emmer
buckle	gesp
buckled	verbogen
bucko	opschepperig
buckshot	grove hagel
buckwheat	boekweit
bud	knop
buddha	Boeddha
buddhism	Boeddhisme
buddhist	Boeddhist
budding	ontluikende
buddy	makker
budge	verroeren
budget	begroting
buff	bruingeel
buffalo	buffel
buffer	buffer
buffering	buffering
buffet	buffet
buffoon	hansworst
bug	kever
bugaboo	boeman
bugged	afgeluisterd
bugger	bugger
buggy	buggy
bugle	hoorn
bugler	hoornblazer
build	bouwen
builder	bouwer
building	gebouw
buildings	gebouwen
buildup	opbouwen
bulb	lamp
bulbous	knolvormig
bulge	uitpuilen
bulimic	bulimisch
bulk	massa
bulkhead	waterdicht schot
bulky	omvangrijk
bull	bul
bulldog	bulldog
bulldozer	bulldozer
bullet	kogel
bulletin	bulletin
bulletproof	kogelvrij
bullfighter	stierenvechter
bullfrog	brulkikker
bullheaded	stijfkoppige
bullhorn	megafoon
bullion	ongemunt goud
bullock	os
bullpen	bullpen
bullshit	bullshit
bully	bullebak
bulwark	bolwerk
bum	kont
bumblebee	hommel
bummed	bummed
bummer	jammer
bump	buil
bumper	bumper
bumpy	hobbelig
bun	NO TRANSLATION
bunch	bos
bundle	bundel
bungalow	bungalow
bungee	bungee
bunghole	spongat
bunion	eeltknobbel onder grote teen
bunk	slaapbank
bunker	bunker
bunkhouse	bunkhouse
bunny	konijn
bunt	stoot
buoy	boei
buoyancy	drijfvermogen
buoyant	drijvend
bur	klis
burden	last
burdened	belast
burdensome	zwaar
bureau	bureau
bureaucracy	bureaucratie
bureaucrat	bureaucraat
bureaucratic	bureaucratisch
burger	hamburger
burglar	inbreker
burglary	inbraak
burial	begrafenis
buried	begraven
burke	Burke
burlap	jute
burlesque	klucht
burly	potig
burn	brandwond
burned	verbrand
burner	brander
burning	brandend
burnished	gepolijst
burnout	burnout
burnt	verbrand
burp	boeren
burr	wetsteen
burrito	burrito
burro	NO TRANSLATION
burrow	hol
bursary	studiebeurs
burst	uitbarsting
bury	begraven
bus	bus
busboy	NO TRANSLATION
bush	struik
bushel	schepel
bushy	ruig
business	bedrijf
business man	NO TRANSLATION
businessman	zakenman
businesswoman	NO TRANSLATION
busload	buslading
buss	Buss
bust	buste
busted	opgepakt
buster	buster
bustle	drukte
bustling	druk
busy	bezig
busybody	bemoeial
butane	butaan
butcher	slager
butler	butler
butt	mikpunt
butter	boter
buttercup	boterbloem
butterfly	vlinder
buttermilk	karnemelk
butterscotch	toffee
buttery	boterachtig
buttock	bil
buttocks	zitvlak
button	knop
buttress	steunpilaar
buxom	mollig
buy	kopen
buyer	koper
buying	buying
buzz	gezoem
buzzard	buizerd
buzzed	gonsde
buzzer	zoemer
buzzing	zoemend
bye	doei
bygone	vervlogen
bylaw	bylaw
byline	byline
bypass	bypass
bystander	omstander
byte	byte
byzantine	Byzantijns
cab	taxi
cabal	kliek
cabana	cabana
cabaret	cabaret
cabbage	kool
cabbie	cabbie
cabernet	cabernet
cabin	cabine
cabinet	kabinet
cable	kabel
caboodle	caboodle
caboose	kombuis
cabriolet	cabriolet
cache	cache
cacophony	cacofonie
cactus	cactus
cad	ploert
cadaver	kadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadans
cadet	cadet
cafe	cafe
cafeteria	cafetaria
caffeine	cafeïne
cage	kooi
cagey	terughoudend
cahoots	cahoots
cairn	steenhoop
cake	cake
cakewalk	cakewalk
calamari	calamari
calamitous	rampspoedig
calamity	ramp
calcareous	kalkrijke
calcium	calcium
calculate	berekenen
calculated	berekend
calculating	berekenen
calculation	berekening
calculator	rekenmachine
calculus	rekening
calendar	kalender
calender	NO TRANSLATION
calf	kalf
caliber	kaliber
calibrate	kalibreren
calico	calico
calipers	remklauwen
calisthenics	gymnastiek
call	telefoontje
callback	Bel terug
caller	bezoeker
calligraphy	schoonschrift
calling	roeping
callous	ongevoelig
calls	calls
calm	kalmte
calming	rustgevende
calmness	rust
caloric	warmte
calorie	calorie
calorimeter	calorimeter
cam	kam
camaraderie	kameraadschap
camber	welving
camcorder	camcorder
camel	kameel
cameo	camee
camera	camera
cameraman	cameraman
camisole	hemdje
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	kamp
campaign	campagne
campaigner	veteraan
campaigning	campagne voeren
camper	kampeerder
campfire	kampvuur
camping	camping
campsite	camping
campus	campus
can	kan
can opener	blikopener
canal	kanaal
canary	kanarie
cancel	Annuleer
canceling	annuleren
cancellation	annulering
cancer	kanker
candid	openhartig
candidacy	kandidatuur
candidate	kandidaat
candied	geglaceerd
candle	kaars
candlelight	kaarslicht
candles	kaarsen
candlestick	kandelaar
candor	openhartigheid
candy	snoep
cane	riet
canine	hoektand
canister	busje
canker	kanker
cannabis	hennep
canned	ingeblikt
cannibal	kannibaal
cannibalism	kannibalisme
canning	inblikken
cannon	kanon
cannonball	kanonskogel
canoe	kano
canon	canon
canonical	kanoniek
canons	canons
canopy	baldakijn
