Word	jw
beer	bir
bees	lebah
beeswax	beeswax
beetle	kumbang
befall	befall
befitting	befitting
befriend	kekancan
befuddled	nggoleki
beg	beg
beggar	beggar
begging	ngemis
begin	miwiti
beginner	pamula
beginning	diwiwiti
beginnings	wiwitan
begrudge	begrudge
begun	wiwit
behappy	NO TRANSLATION
behave	nindakake
behavior	prilaku
behavioral	prilaku
behemoth	behemoth
behest	behest
behold	lah
beholden	Delengen!
beholder	deleng
beige	beige
belated	belated
belay	belay
belch	belok
belief	yakin
believable	bisa dipercaya
believe	pracaya
believed	pracaya
believer	pitados
believing	pracaya
belittle	belittle
belittled	dikalahake
bell	lonceng
bellboy	kenthang
bellhop	kampungan
belligerent	mungsuh
bellman	bellman
bellow	nang ngisor
bellows	bunder
belly	weteng
bellybutton	bellybutton
bellyful	ngombe
belong	kagungane
belongings	bandhane
beloved	ingkang dipun tresnani
belt	sabuk
beluga	beluga
bemused	banget
bench	bangku
bend	bend
bender	bender
bending	mlengkung
beneath	ing ngisor iki
benedictory	benedictory
benefactor	wong sing mberkahi
beneficial	migunani
beneficiary	ahli waris
benefit	entuk manfaat
benevolence	benevolence
benevolent	apik banget
benign	entheng
bent	mbengkongaken
benzene	benzene
bequeath	bequeath
bequest	bequest
bereaved	ngalah
bereavement	bereavement
bereft	ditinggalake
beret	beret
bergamot	bergamot
berlin	berlin
berserk	nyerat
berth	berth
beryllium	beryllium
beseech	nyuwun tulung
beset	sedhela
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	bestfriends
bestial	bestial
besties	besties
bestow	bestow
bestseller	paling apik
bet	nang
beta	beta
betray	ngelanggar
betrayal	betrayal
betrayed	betrayed
betrothed	dipeksa
betterment	luwih apik
betting	taruhan
betty	betty
bevel	bevel
beverage	wedang
bevy	bevy
beware	ati-ati
bewilder	bewilder
bewildered	bingung
bewilderment	bingung
bias	bias
biased	bias
bib	b
bible	Kitab Suci
biblical	Alkitab
bibliography	bibliografi
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	Sepeda
bid	tawaran
bidder	bidder
bidding	Penawaran
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	gedhe
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bike	bike
biker	biker
bikini	bikini
bilateral	bilateral
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	bilingual
bill	Bill
billboard	papan iklan
billet	billet
billiard	biliar
billiards	biliar
billing	tagihan
billion	milyar
billionaire	Milyuner
billy	Billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binar
bind	ikatan
binder	binder
bindery	bindery
binding	naleni
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	teropong
binomial	binomial
bio	bio
biochemical	biokimia
biochemist	biokimia
biochemistry	biokimia
biogenesis	biogenesis
biographer	biographer
biography	Babad
biological	biologi
biologist	biologist
biology	biologi
bionic	bionic
biopsy	biopsi
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	birch
bird	manuk
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	lair
birthday	ulang tahun
birthing	nggoleki
birthmark	birthmark
birthplace	birthplace
birthright	katentreman
bis	NO TRANSLATION
biscuit	biskuit
bisexual	biseksual
bishop	uskup
bison	bison
bisque	bis
bistro	bistro
bit	dicokot
bitch	asu
bitchy	bitchy
bite	cokot
biter	NO TRANSLATION
bitsy	beksan
bitter	pait
bitterly	kepenak
bitterness	keprungu
bittersweet	bittersweet
bitty	bitty
bitumen	bitumen
biweekly	biweekly
biz	Biz
bizarre	aneh
blab	blab
blabbermouth	blabbermouth
black	ireng
black snake	ula ula
blackberry	BlackBerry
blackbird	blackbird
blackboard	papan tulis
blacken	ireng
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	ngemut
blackmailer	blackmailer
blackness	ireng
blackout	mandheg
blacksmith	blacksmith
bladder	kandung kemih
blade	piso
blame	nyalahke
blameless	tanpa blameless
bland	bland
blank	ra ono isine
blanket	selimut
blare	blare
blase	NO TRANSLATION
blasphemous	blasphemous
blasphemy	pitenah
blast	blast
blaster	blaster
blastoff	blastoff
blatant	blatant
blather	blenggu
blaze	blaze
blazer	blazer
blazing	murub
bleach	pemutih
bleak	surem
bleed	nggoleki
bleeder	nyengsemaken
bleeding	pendarahan
bleep	gumun
blemish	cacad
blemished	blemished
blend	campuran
blender	blender
blending	campuran
bless	rahayu
blessed	rahayu
blessing	berkah
blessings	berkah
bleu	bleu
blight	blight
blighted	blighted
blimp	blimp
blind	wuta
blinded	wuta
blindfold	nutupi tutuk
blindfolded	ditutupi
blinding	blinding
blindly	kanthi wuta
blindness	wuta
blink	kedhip
blip	blip
bliss	bliss
blissful	blissful
blister	blister
blistering	blistering
blitz	blitz
blizzard	blizzard
bloat	ngombe
bloated	kembung
blob	blob
block	pamblokiran
blockade	mblokir
blockage	blockage
blockbuster	blockbuster
blockhead	blumbang
blog	blog
bloke	bloke
blond	pirang
blonde	pirang
blood	getih
bloodbath	getihing
bloodhound	bloodhound
bloodless	tanpa getih
bloodline	garis getih
bloodshed	nyebabake getih
bloodshot	getih putih
bloodstream	aliran getih
bloodthirsty	bloodthirsty
bloody	getih
bloom	mekar
bloomers	bloomers
blooming	blooming
blossom	mekar
blot	blot
blotched	blotched
blotter	blotter
blouse	blus
blow	nyebul
blower	nyenyet
blowfish	blowfish
blowing	ndamu
blowjob	Nggawe Nesu Anggur
blown	diunekake
blowout	blowout
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	biru
blue spruce	minterake biru
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	cithak biru
blues	blues
bluff	bluff
bluish	bluish
blunder	luput
blunt	blunt
blur	blur
blurred	kabur
blurry	kabur
blurt	blurt
blush	isin
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	babi
board	Papan
board game	Papan game
boarder	NO TRANSLATION
boarding	kembange
boardroom	ruang tamu
boards	papan
boardwalk	papan singgahan
boast	gumunggung
boastful	apik banget
boasting	boasting
boat	kapal
boathouse	boathouse
boating	prahu
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	awak
body	awak
bodyguard	pengawal
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	palsu
bohemian	bohemian
boil	godhok
boiler	ketel
boilerplate	boilerplate
boiling	nggodhok
boisterous	boisterous
bold	kandel
boldness	wani
bollocks	bollocks
bolster	bolster
bolt	bolt
bolus	bolus
bomb	bom
bombard	nyerang
bombardier	bombardier
bombardment	pengeboran
bombed	dibom
bomber	pengebom
bombers	pengebom
bombing	bom
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	jaminan
bondage	budak
bonding	ikatan
bonds	obligasi
bondsman	bondsman
bone	balung
bonehead	bonehead
boner	boner
bones	balung
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	bony
boo	boo
boob	ngguyu
booby	bojo
booger	booger
boogeyman	boogeyman
boogie	boogie
book	buku
bookcase	rak buku
bookie	bookie
booking	pesenan
bookish	bookish
bookkeeper	tukang buku
bookkeeping	bookkeeping
booklet	buklet
bookmaker	bookmaker
bookmark	tetenger
books	buku
bookseller	bukueller
bookshop	toko buku
bookstore	toko buku
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	ngedongkrak
booster	nyurung
boot	boot
booth	booth
bootleg	nggoleki
bootlegger	bootlegger
boots	boots
booty	booty
booze	booze
bop	bop
bopper	bopper
border	wates
bordering	wewatesan
borderline	borderline
bore	nglairake
boreal	boreal
bored	bosen
boredom	bosen
borer	borer
boring	mboseni
born	lair
boron	boron
borough	borough
borrow	utang
borrower	panyuwun
bosom	dadine
boss	boss
bossy	bossy
boston	boston
botanical	botani
botanist	botanist
botany	botani
bother	ngganggu
bothering	ngganggu
bottle	botol
bottleneck	bottleneck
bottling	bottling
bottom	ngisor
bottomless	bottomless
botulism	botulism
boulder	watu gedhe
bounce	mumbul
bouncer	bouncer
bouncy	bouncy
bound	bound
boundary	wates
boundless	ora ana
bounds	wates
bountiful	bountiful
bounty	hadiah
bouquet	buket
bourbon	bourbon
bourgeois	borjuis
bourgeoisie	bourgeoisie
bourse	bourse
bout	babak
boutique	boutique
bouttime	bouttime
bovine	sapi
bow	gandhewek
bowed	sujud
bowel	bowel
bowels	bowels
bowl	mangkuk
bowler	bowler
bowling	bowling
bowls	mangkuk
box	kothak
boxcar	boxcar
boxer	boxer
boxers	boxers
boxing	tinju
boy	bocah lanang
boycott	boikot
boyfriend	pacar
boyhood	bocah cilik
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	nyangga
bracelet	gelang
braces	penyonggo
brachial	brachial
bracket	krenjang
brackets	kurung
brackish	puyuh
brad	brad
brag	brag
braid	braid
brain	otak
brainless	brainless
brains	otak
brainstorm	brainstorm
brainwash	brainwash
brainy	brainy
brake	rem
bran	bran
branch	cabang
branching	ngepang
brand	merek
brandy	Brandy
brash	brash
brass	kuningan
brass knuckle	brass knuckle
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	wani
bravery	keberanian
brawl	brawl
brawn	brawn
brazen	brazen
breach	nerak
bread	roti
breadth	ombone
break	break
breakable	apik banget
breakaway	breakaway
breakdown	rusak
breaker	breaker
breakers	breakers
breakfast	sarapan
breaking and entering	breaking lan ngetik
breakingnews	breakingnews
breakneck	breakneck
breakthrough	terobosan
breakup	breakup
breast	payudara
breath	ambegan
breathe	ambegan
breather	nyenyet
breathless	ambegan
breathtaking	narik ati
breech	breech
breeches	breeches
breed	jenis
breeder	breeder
breeding	breeding
breeze	angin
breezy	breezy
brethren	sedulur
breve	NO TRANSLATION
brevity	brevity
brew	masakan
brewery	pabrik
brewing	bir
briar	briar
bribe	sogokan
bribery	sogokan
brick	bata
bridal	pengantin
bride	putri
bridegroom	pangantèn lanang
bridesmaid	pengiring pengantin
bridge	jembatan
bridle	bridle
brief	singkat
briefcase	tas
briefing	briefing
briefly	sedhela
brig	brig
brigade	brigade
bright	padhang
brighten	Padhangake
brightens	padhang
brighter	luwih cerah
brightness	padhang
brilliance	brilian
brilliant	sarwa
brim	brim
brimming	brimming
brimstone	brimstone
brine	brine
bring	nggawa
brink	brink
brisk	luwih cepet
brisket	brisket
bristle	bristle
brittle	brittle
bro	bro
broach	broach
broad	amba
broadcast	siaran
broadcasting	nyebarake
broaden	ngembangake
broadside	broadside
broadsword	broadsword
brocade	brokat
broccoli	brokoli
brochure	brosur
broil	broil
broke	nyuwil
broken	rusak
brokenheart	NO TRANSLATION
brokenhearted	brokenhearted
broker	broker
brokerage	perantara
bromide	bromide
bronco	bronco
bronze	tembaga
brooch	bros
brood	brood
brooding	brooding
brook	kali
broom	sapu
broomstick	broomstick
broth	duduh kaldu
brothel	brothel
brother	sedulur
brotherhood	kakang-adhi
brotherly	sadulur
brow	pucuk
brown	coklat
brownstone	brownstone
browse	nggoleki
brrr	brrr
bruise	bruise
bruising	bruising
brunch	brunch
brunette	brunette
brunt	brunt
brush	sikat
brutal	brutal
brutality	brutal
brute	brute
brutish	brutish
bubble	gelembung
bubbling	bubbling
bubbly	bubbly
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	ember
buckle	gesang
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	bud
buddha	buddha
buddhism	buddhism
buddhist	buddhist
budding	budding
buddy	budha
budge	budge
budget	anggaran
buff	buff
buffalo	kebo
buffer	buffer
buffering	buffering
buffet	prasmanan
buffoon	buffoon
bug	bug
bugaboo	ngguyu
bugged	bingung
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	mbangun
builder	tukang bangunan
building	bangunan
buildings	bangunan
buildup	ngedegake
bulb	bohlam
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	akeh
bulkhead	bulkhead
bulky	gedhe banget
bull	banteng
bulldog	bulldog
bulldozer	bulldozer
bullet	peluru
bulletin	bulletin
bulletproof	kalajengking
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	omong kosong
bully	nelangsa
bulwark	bulwark
bum	ngguyu
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bump
bumper	bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	bunch
bundle	mbendel
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	buoyancy
buoyant	buoyant
bur	bur
burden	beban
burdened	burdened
burdensome	burdensome
bureau	Biro
bureaucracy	birokrasi
bureaucrat	birokrat
bureaucratic	birokrasi
burger	burger
burglar	burglar
burglary	burglary
burial	burial
buried	kekubur, kependhem
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	mbakar
burned	diobong
burner	burner
burning	kobong
burnished	burnished
burnout	Kobongan
burnt	obaran
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	burst
bury	ngubur
bus	bus
busboy	busboy
bush	grumbulan
bushel	bushel
bushy	bushy
business	bisnis
business man	NO TRANSLATION
businessman	pengusaha
businesswoman	Pebisnis wedok
busload	busload
buss	buss
bust	dhadha
busted	dirampas
buster	buster
bustle	bustle
bustling	bustling
busy	sibuk
busybody	sibuk
butane	butane
butcher	tukang daging
butler	Butler
butt	pantat
butter	butter
buttercup	buttercup
butterfly	kupu kupu
buttermilk	buttermilk
butterscotch	butterscotch
buttery	buttery
buttock	pantat
buttocks	buttocks
button	tombol
buttress	buttress
buxom	buxom
buy	tuku
buyer	panuku
buying	tuku
buzz	Buzz
buzzard	Buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	dening
bygone	lunga
bylaw	bylaw
byline	byline
bypass	liwati
bystander	bystander
byte	byte
byzantine	byzantine
cab	taksi
cabal	cabal
cabana	cabana
cabaret	kabaret
cabbage	Gobis
cabbie	cabbie
cabernet	cabernet
cabin	kabin
cabinet	kabinet
cable	kabel
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	kaktus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	irah-irahan
cadet	kadet
cafe	cafe
cafeteria	cafeteria
caffeine	kafein
cage	sangkar
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	cake
cakewalk	cakewalk
calamari	cumi
calamitous	calamitous
calamity	calamity
calcareous	calcareous
calcium	kalsium
calculate	ngetung
calculated	diwilang
calculating	ngitung
calculation	pitungan
calculator	kalkulator
calculus	kalkulus
calendar	tanggalan
calender	NO TRANSLATION
calf	pedhet
caliber	kaliber
calibrate	kalibrasi
calico	calico
calipers	calipers
calisthenics	calisthenics
call	nelpon
callback	callback
caller	panelpon
calligraphy	kaligrafi
calling	nelpon
callous	callous
calls	telpon
calm	tenang
calming	nyenyet
calmness	kalem
caloric	caloric
calorie	kalori
calorimeter	calorimeter
cam	cam
camaraderie	camaraderie
camber	camber
camcorder	camcorder
camel	unta
cameo	cameo
camera	kamera
cameraman	cameraman
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	kamp
campaign	kampanye
campaigner	campaigner
campaigning	kampanye
camper	camper
campfire	campfire
camping	camping
campsite	camping
campus	kampus
can	saget
can opener	bisa mbukak
canal	kanal
canary	canary
cancel	mbatalake
canceling	canceling
cancellation	pambatalan
cancer	kanker
candid	jujur
candidacy	pencalonan
candidate	calon
candied	candied
candle	lilin
candlelight	lilin
candles	lilin
candlestick	candlestick
candor	candor
candy	Candy
cane	tebu
canine	canine
canister	canister
canker	canker
cannabis	ganja
canned	kaleng
cannibal	cannibal
cannibalism	cannibalism
canning	canning
cannon	meriam
cannonball	cannonball
canoe	kano
canon	canon
canonical	canonical
canons	canons
canopy	canopy
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	kantin
canterbury	kantore
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	kanton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	kanvas
canvass	NO TRANSLATION
canyon	canyon
cap	tutup
capability	kemampuan
capable	saged
capacity	kapasitas
cape	cape
caper	caper
capillary	kapiler
capital	ibukutha
capitalism	kapitalisme
capitalist	kapitalis
capitalize	capitalize
capitals	ibukutha
capitation	kapitelane
capitol	capitol
capitulation	capitulasi
cappuccino	cappuccino
caprice	caprice
capricious	capricious
caps	tutupe
capslock	kapten
capsule	kapsul
captain	kapten
caption	caption
captivate	captivate
captivating	kepenak
captive	tawanan
captivity	penangkapan
captor	captor
capture	dijupuk
car	mobil
caramel	caramel
carat	carat
caravan	kafilah
carbon	karbon
carburetor	karburator
carcass	carcass
carcinoma	karsinoma
card	kertu
cardboard	karton
cardiac	jantung
cardigan	kardigan
cardinal	kardinal
cardiologist	kardiologis
cardiology	kardiologi
cardiomyopathy	kardiomiopati
cards	kertu
care	care
career	karir
carefree	seneng
careful	ati-ati
carefully	kasebut kanthi teliti
careless	careless
carelessness	carelessness
caress	caress
caret	caret
caretaker	pangurus
cargo	cargo
caribou	caribou
caricature	karikatur
caries	caries
caring	ngrawat
carjack	carjack
carnage	nyerang
carnal	kadagingan
carnation	carnation
carnival	karnaval
carnivorous	karnivora
carol	carol
carols	carols
carousel	carousel
carp	carp
carpal	carpal
carpenter	tukang kayu
carpentry	carpentry
carpet	karpet
carpeting	karpet
carpool	carpool
carriage	carriage
carried	nggowo
carrier	operator
carrot	wortel
carry	nindakake
carrying	mbeta
carsick	carsick
cart	Wadhah
carte	NO TRANSLATION
cartel	cartel
carter	carter
cartilage	kartilage
cartographic	kartografi
cartography	kartografi
carton	karton
cartoon	kartun
cartouche	NO TRANSLATION
cartridge	kartrij
carve	ngukir
carver	carver
carving	ngukir
cascade	kaskade
case	kasus
casein	kasein
cash	awis
cashier	kasir
cashmere	cashmere
casing	casing
casino	kasino
cask	cask
casket	peti mati
casserole	casserole
cassette	kaset
cast	cast
castaway	kepiye?
caste	kasta
caster	caster
castle	kastil
castor	castor
castrate	castrate
castration	pengorbanan
casual	santai
casually	casually
casualty	korban
cat	kucing
catabolism	katabolisme
catalog	Katalog
catalogue	Katalog
catalysis	katalis
catalyst	katalis
catalytic	katalitik
