Word	te
assign	కేటాయించవచ్చు
assignee	అసైనీ
assignment	అప్పగించిన
assimilate	అభ్యసిస్తారు
assimilation	సమానత్వం
assist	సహాయం
assistance	సాయం
assistant	అసిస్టెంట్
associate	అసోసియేట్
association	అసోసియేషన్
assorted	వర్గీకృత
assortment	కలగలుపు
assuage	శాంతించు
assume	ఊహించుకోవటం
assumed	భావించలేము
assuming	ఊహిస్తూ
assumption	ఊహ
assurance	హామీ
assure	భరోసా
assured	హామీ
assuredly	ఖచ్చితంగా
asterisk	నక్షత్రం
asteroid	ఉల్క
asteroids	గ్రహ
asthma	ఆస్తమా
asthmatic	ఆస్త్మా
astigmatism	అసమదృష్టిని
astonish	విస్తుపోయేలా
astonished	ఆశ్చర్యపోయిన
astonishing	అద్భుతంగా
astonishingly	NO TRANSLATION
astonishment	ఆశర్యం
astound	అదరగొట్టు
astral	జ్యోతిష్య
astray	దారితప్పిన
astringent	రక్తస్రావ నివారిణి
astrologer	జ్యోతిష్కుడు
astrology	జ్యోతిషశాస్త్రం
astronaut	వ్యోమగామి
astronomer	ఖగోళ శాస్త్రవేత్త
astronomical	ఖగోళ
astronomy	ఖగోళశాస్త్రం
astute	సూక్ష్మబుద్ధిగల
asunder	విడిగా
asylum	ఆశ్రయం
asymmetric	అసమాన
asymmetry	తోసేస్తాం
asymptotic	asymptotic
atelier	Atelier
atheism	నాస్తిక
atheist	నాస్తిక
atheistic	నాస్తికులైన
atherosclerosis	అథెరోస్క్లెరోసిస్
athlete	అథ్లెట్
athletic	క్రీడా
athleticism	క్రీడా
athletics	వ్యాయామ క్రీడలు
atlas	అట్లాస్
atmosphere	వాతావరణంలో
atmospheric	వాతావరణ
atoll	ఈ పగడపు దీవి
atom	అణువు
atomic	అణు
atone	ప్రాయశ్చిత్తం
atonement	ప్రాయశ్చిత్తము
atpeace	ప్రశాంతతో
atrium	కర్ణిక
atrocious	దారుణమైన
atrocity	దురాగతాన్ని
atrophy	క్షీణత
attach	అటాచ్
attached	జత
attachment	అటాచ్మెంట్
attack	దాడి
attacker	దాడి
attacking	దాడి
attain	సాధించడానికి
attainable	పొందగలిగినది
attainment	ప్రాప్తి
attempt	ప్రయత్నం
attempted	ప్రయత్నించారు
attend	హాజరు
attendance	హాజరైన
attendant	సహాయకురాలు
attention	దృష్టిని
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	శ్రద్ధగల
attenuate	క్రమక్షీణత
attenuated	సన్నం
attenuation	క్షీణత
attest	ధృవీకరించు
attestation	ధృవీకరణ
attic	అటకపై
attire	వేషధారణ
attitude	వైఖరి
attorney	న్యాయవాది
attract	ఆకర్షించడానికి
attraction	ఆకర్షణ
attractive	ఆకర్షణీయమైన
attractiveness	ఆకర్షణకు
attributable	ఆపాదించే
attribute	గుణం
attribution	ఆపాదింపు
attrition	ఘర్షణ
auburn	AUBURN
auction	వేలంలో
auctioneer	వేలంపాట
audacious	సాహసోపేతమైన
audacity	ధైర్యం
audible	వినిపించే
audience	ప్రేక్షకుల
audio	ఆడియో
audit	ఆడిట్
audition	ఆడిషన్
auditions	పరీక్షలపై
auditor	ఆడిటర్
auditorium	ఆడిటోరియం
auditory	శ్రవణ
aught	తప్పనిసరిగా
augment	పెంపొందించు
augmentation	బలోపేత
august	ఆగస్టు
aunt	అత్త
auntie	పిన్ని
aura	సౌరభం
aurora	అరోరా
auspices	ఆశ్రయంలో
auspicious	పవిత్రమైన
austere	కటినమైన
austerity	కాఠిన్యం
authentic	ప్రామాణికమైన
authenticate	ప్రమాణీకరించడానికి
authentication	ప్రమాణీకరణ
authenticity	ప్రామాణికతను
author	రచయిత
authoritative	అధికార
authority	అధికారం
authorization	అధికార
authorize	ఆథరైజ్
authorized	అధికారం
authorship	రచించి
autism	ఆటిజం
autistic	ఆటిస్టిక్
auto	దానంతట అదే
autobiographical	స్వీయచరిత్ర
autobiography	స్వీయచరిత్రలో
autocorrect	స్వయంసవరణ
autocratic	నిరంకుశ
autograph	ఆటోగ్రాఫ్
autographed	సంతకంతో
automated	స్వయంచాలక
automatic	ఆటోమేటిక్
automobile	ఆటోమొబైల్
automotive	ఆటోమోటివ్
autonomy	స్వయంప్రతిపత్తిని
autopilot	ఆటోపైలట్
autopsy	శవపరీక్ష
autumn	శరదృతువు
auxiliary	సహాయక
avail	ఉపయోగించుకోవాలంటే
availability	లభ్యత
available	అందుబాటులో
avalanche	ఆకస్మిక
avarice	దురాశ
avatar	అవతార్
avenge	ప్రతీకారాన్ని
avenger	అవెంజర్
avenging	తీర్చుకొని
avenue	అవెన్యూ
aver	NO TRANSLATION
average	సగటు
aversation	NO TRANSLATION
averse	విముఖతను
averseness	NO TRANSLATION
aversion	విరక్తి
avert	తప్పించడానికి
aviary	ఐవరీ
aviation	విమానయాన
aviator	ఏవియేటర్
avid	ఆసక్తిగల
avocado	అవోకాడో
avoid	నివారించేందుకు
avoidance	ఎగవేత
avoiding	తప్పించుకోవడం
await	ఎదురు
awake	మేలుకొని
awaken	మేలుకొల్పగలతాయనీ
awakening	మేల్కొలుపు
award	అవార్డు
awards	అవార్డులు
aware	తెలుసు
awareness	అవగాహన
awe	NO TRANSLATION
awed	భయపెట్టిన
awesome	అద్భుతంగా
awesomeness	ఆశ్చర్యాన్ని
awestruck	awestruck
awful	భయంకర
awkward	ఇబ్బందికరమైన
awkwardness	వికారంగా
awning	గుడారాల
awry	తప్పుదోవ
axe	గొడ్డలి
axial	అక్ష
axiom	నిభందన
axiomatic	సిద్ధాంతాలతో కూడిన
axis	అక్షం
axle	ఆక్సిల్
ay	ay
aye	ఆయ్
azimuth	దిక్కోణాన్ని
azure	నీలవర్ణం
babble	లేని వాదన
babbling	అస్పష్టభాష
babe	పసికందు
baboon	బబూన్
baby	బేబీ
babysit	babysit
babysitter	దాది
baccalaureate	బాకలారియాట్
baccarat	baccarat
bachelor	బ్రహ్మచారి
bachelorette	bachelorette
back	తిరిగి
backboard	నేపథ్యబోర్డును
backbone	వెన్నెముక
backdoor	బ్యాక్డోర్ను
backdrop	నేపథ్యానికి
backer	మద్దతుదారు
backfire	ప్రతిజ్వలనం
backgammon	బ్యాక్గమ్మొన్
background	నేపథ్య
backhand	బాక్హాండ్
backhoe	Backhoe
backoff	backoff
backpack	తగిలించుకునే బ్యాగులో
backpacker	backpacker
backroom	బ్యాక్రూమ్
backseat	గోణస్థానం
backside	వెనకవీపు
backtrack	వ్యతిరేకదిశలో చలించు
backup	బ్యాకప్
backward	వెనుకబడిన
backwardness	వెనుకబాటుతనం
backwards	వెనుకకు
backwater	ఈ వెనుకకు
backwoods	బ్యాక్వుడ్స్
backyard	పెరటిలో
bacon	బేకన్
bacteria	బాక్టీరియా
bacterial	బాక్టీరియా
bacterium	బాక్టీరియం
bad	చెడు
badass	badass
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	బ్యాడ్జ్
badger	కుక్క
badhabit	NO TRANSLATION
badly	తీవ్రంగా
badness	చెరుపు
baffle	బేఫిల్
baffled	అడ్డుపడిన
bag	బ్యాగ్
bagel	బాగెల్
baggage	సామాను
baggie	baggie
baggy	వదులుగా ఉండే
bagman	ఇంటింటికి తిరిగి అమ్ముకొనే
bagpipes	పైప్స్
bail	బెయిల్
bailiff	న్యాయాధికారి
bait	ఎర
bake	రొట్టెలుకాల్చు
bakery	బేకరీ
baking	బేకింగ్
bal	NO TRANSLATION
balance	సంతులనం
balanced	సమతుల్య
balcony	బాల్కనీ
bald	బట్టతల
balding	బట్టతలఅవడం
baldy	బాల్డీ
bale	బాలే
balk	భంగము చెయ్యి
ball	బంతిని
ballad	యక్షగానం
ballast	అడుగుబరువు
ballerina	బాలేరినాగా
ballet	బ్యాలెట్
ballgame	బంతి ఆట
ballistic	బాలిస్టిక్
ballistics	ప్రాక్షేపిక
balloon	బెలూన్
