Word	fi
ballistic	ballistinen
ballistics	ballistiikka
balloon	ilmapallo
ballot	äänestys
ballpark	Ballpark
ballplayer	ballplayer
ballpoint	kuulakärkikynä
ballroom	tanssisali
ballsy	ballsy
balm	lohtu
balmy	leuto
balsam	häpykannus
balsamic	balsamico
bam	bam
bamboo	bambu
ban	NO TRANSLATION
banana	banaani
band	bändi
bandage	side
bandanna	NO TRANSLATION
bandit	bandiitti
bandstand	soittolava
bandwagon	soittokunnan vaunut
bandwidth	kaistanleveys
bane	kirous
bang	pamaus
banger	makkara
banish	karkottaa maasta
banished	karkotettu
banishment	karkotus
banister	porraskaide
banjo	banjo
bank	pankki
banker	pankkiiri
banking	pankkitoiminta
bankroll	pelikassa
bankrupt	konkurssiin
bankruptcy	konkurssi
banner	lippu
banquet	banketti
banshee	banshee
banter	pilailu
banzai	NO TRANSLATION
baptism	kaste
baptismal	kaste-
baptize	kastaa
bar	baari
barb	väkänen
barbarian	barbaari
barbaric	sivistymätön
barbarism	barbaria
barbecue	grilli
barbed	piikkilanka
barber	parturi
barbershop	parturi
barbie doll	barbie-nukke
bard	bardi
bare	paljas
bareback	ilman satulaa
barefoot	avojaloin
barely	Tuskin
barf	barf
bargain	tinkiä
bargaining	neuvotteluoikeuden
barge	proomu
baritone	baritoni
barium	barium
bark	haukkua
barkeep	barkeep
barks	parkikset
barley	ohra
barmaid	tarjoilijatar
barman	baarimikko
barn	lato
barnacle	takiainen
barney	Barney
barnyard	Barnyard
barometer	barometri
baron	paroni
baroness	paronitar
baroque	barokki
barrack	protestoida
barracuda	barrakuda
barrage	pato
barred	vanhentunut
barrel	tynnyri
barren	karu
barricade	barrikadi
barrier	este
barring	esto
barrister	asianajaja
barroom	barroom
barrow	kottikärryt
bartender	baarimikko
barter	vaihtokauppa
base	pohja
baseball	baseball
baseball bat	pesäpallomaila
baseboard	jalkalista
baseless	perätön
baseline	lähtötilanteessa
baseman	baseman
basement	kellarikerros
bases	emäkset
bash	lyödä
bashful	ujo
basic	perustiedot
basics	perusasiat
basil	basilika
basilica	basilika
basin	pesuallas
basis	perusta
bask	paistatella
basket	kori
basketball	koripallo
bass	basso
bass guitar	bassokitara
basso	NO TRANSLATION
bassoon	fagotti
bastard	kusipää
bastarding	bastarding
bastards	paskiaiset
bastion	linnake
bat	lepakko
batch	erä
batching	annostelu-
bate	NO TRANSLATION
bath	kylpy
bathe	kylpeä
bathhouse	kylpylä
bathing	uiminen
bathrobe	kylpytakki
bathroom	kylpyhuone
bathtub	kylpyamme
bathymetry	syvyysolosuhteiden
baton	viestikapula
battalion	pataljoona
batter	taikina
battered	kolhiintunut
battering	pahoinpitely
battery	akku
battle	taistelu
battled	taisteli
battlefield	taistelukenttä
battleground	taistelukenttä
battlements	rintavarustus
battleship	taistelulaiva
batty	höperö
bauble	hely
bawdy	kaksimielinen
bawl	parkua
bay	lahti
bayonet	pistin
bayou	Bayou
bazaar	basaari
bazooka	kevyt sinko
bday	bday
be	olla
beach	ranta
beaches	rantoja
beacon	majakka
bead	helmi
beading	helmikoristelu
beads	helmet
beady	nappimaisten
beagle	beagle
beak	nokka
beaker	dekantterilasiin
beam	palkki
beaming	säteilevä
bean	papu
beanbag	Säkkituoli
beanie	pipo
bear	karhu
bearable	siedettävä
beard	parta
bearded	parrakas
bearer	haltija
bearing	laakeri
bearings	laakerit
bearish	karhumainen
bearskin	karhuntalja
beast	peto
beastly	hirveä
beat	lyödä
beaten	lyöty
beater	vispilä
beating	selkäsauna
beatnik	beatnikki
beau	poikaystävä
beautification	kaunistamiseen
beautiful	kaunis
beautify	kaunistaa
beauty	kauneus
beaver	majava
bebop	Bebop
beck	vuoripuro
beckon	viittoa
become	tulla
bed	sänky
bedding	vuodevaatteet
bedpan	alusastia
bedrock	kallioperä
bedroom	makuuhuone
bedside	sängyn
bedspread	päiväpeite
bedtime	nukkumaanmenoaika
bee	mehiläinen
beef	naudanliha
beefsteak	pihvi
beehive	mehiläispesä
beep	piippaus
beeper	hakulaite
beer	olut
bees	mehiläiset
beeswax	mehiläisvaha
beetle	kuoriainen
befall	sattua
befitting	sovelias
befriend	osoittaa jklle ystävällisyyttä
befuddled	befuddled
beg	kerjätä
beggar	kerjäläinen
begging	kerjääminen
begin	alkaa
beginner	aloittelija
beginning	alku
beginnings	alkeet
begrudge	kadehtia
begun	alkaneet
behappy	NO TRANSLATION
behave	käyttäytyä
behavior	käytös
behavioral	käyttäytymiseen
behemoth	behemoth
behest	käskystä
behold	Katso
beholden	kiitollisuudenvelassa
beholder	katsojan
beige	beige
belated	myöhästynyt
belay	Belay
belch	röyhtäistä
belief	uskomus
believable	uskottava
believe	uskoa
believed	uskotaan
believer	uskovainen
believing	uskoen
belittle	vähätellä
belittled	vähäteltiin
bell	soittokello
bellboy	hotellipoika
bellhop	hotellipoika
belligerent	sotaisa
bellman	Bellman
bellow	karjua
bellows	palkeet
belly	vatsa
bellybutton	napa
bellyful	vatsantäysi
belong	kuulua
belongings	tavarat
beloved	rakastettu
belt	vyö
beluga	Beluga
bemused	hämmentynyt
bench	penkki
bend	mutka
bender	taivutin
bending	taipuva
beneath	alla
benedictory	benedictory
benefactor	hyväntekijä
beneficial	suotuisa
beneficiary	edunsaaja
benefit	hyöty
benevolence	hyväntahtoisuus
benevolent	hyväntahtoinen
benign	hyvänlaatuinen
bent	taipunut
benzene	bentseeni
bequeath	testamentata
bequest	testamenttilahjoitus
bereaved	sureva
bereavement	kuolemantapaus
bereft	bereft
beret	baskeri
bergamot	bergamotin
berlin	Berliini
berserk	sekaisin
berth	laituripaikka
beryllium	beryllium
beseech	rukoilen
beset	ahdistaa
bestdayever	paras päivä ikinä
bestfeeling	bestfeeling
bestfriends	parhaat ystävät
bestial	eläimellinen
besties	besties
bestow	suoda
bestseller	Bestseller
bet	veto
beta	beeta
betray	pettää
betrayal	petos
betrayed	petti
betrothed	kihlattu
betterment	parannus
betting	vedonlyönti
betty	betty
bevel	viiste
beverage	juoma
bevy	parvi
beware	ole varuillasi
bewilder	hämmentää
bewildered	ymmällään
bewilderment	hämmennys
bias	puolueellisuus
biased	puolueellinen
bib	ruokalappu
bible	raamattu
biblical	raamatullinen
bibliography	bibliografia
bicarbonate	bikarbonaatti
bicentennial	kaksisataavuotis-
biceps	hauislihas
bicker	kinastella
bickering	kinastelu
bicolor	bicolor
bicycle	polkupyörä
bid	tarjous
bidder	huutaja
bidding	hinnoittelu
bide	NO TRANSLATION
biennial	kaksivuotinen
bier	NO TRANSLATION
bifurcation	kaksijakoisuus
big	iso
bigamy	kaksinnaiminen
bigday	suuri päivä
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	iso torvi
bigmouth	suuri suu
bigot	kiihkoilija
bigoted	kiihkoileva
bigotry	kiihkoilu
bike	pyörä
biker	biker
bikini	bikinit
bilateral	kahdenvälinen
bilayer	kaksikerroksinen
bile	sappi
bilge	pilssi
bilingual	kaksikielinen
bill	laskuttaa
billboard	mainostaulu
billet	majoitus
billiard	biljardi-
billiards	biljardi
billing	laskutus
billion	miljardi
billionaire	miljardööri
billy	kenttäpakki
bimbo	bimbo
bimonthly	kahdesti kuussa
bin	astia
binary	binääri
bind	sitoa
binder	sideaine
bindery	kirjansitomo
binding	sitova
bing	bing
binge	humalahakuinen
bingo	bingo
binocular	binokulaarinen
binoculars	kiikari
binomial	binomi
bio	bio
biochemical	biokemiallisia
biochemist	biokemisti
biochemistry	biokemia
biogenesis	biogeneesissä
biographer	elämäkerran kirjoittaja
biography	elämäkerta
biological	biologinen
biologist	biologi
biology	biologia
bionic	Bionic
biopsy	biopsia
biosphere	biosfääri
bipartite	kaksiosainen
bipolar	kaksisuuntaisesta
birch	koivu
bird	lintu
birdcage	lintuhäkki
birdie	tipu
birdman	Birdman
birth	syntymä
birthday	syntymäpäivä
birthing	synnyttämässä
birthmark	syntymämerkki
birthplace	syntymäpaikka
birthright	esikoisoikeus
bis	NO TRANSLATION
biscuit	keksi
bisexual	biseksuaali
bishop	piispa
bison	biisoni
bisque	äyriäiskeitto
bistro	Bistro
bit	bitti
bitch	narttu
bitchy	kurja
bite	purra
biter	NO TRANSLATION
bitsy	Bitsy
bitter	katkera
bitterly	karvaasti
bitterness	katkeruus
bittersweet	katkeransuloinen
bitty	sirpaleinen
bitumen	bitumi
biweekly	joka toinen viikko
biz	BIZ
bizarre	outo
blab	lörpötellä
blabbermouth	lörpöttelijä
black	musta
black snake	musta käärme
blackberry	karhunvatukka
blackbird	mustarastas
blackboard	liitutaulu
blacken	mustata
blackface	musta naama
blackjack	blackjack
blacklist	musta lista
blackmail	kiristää
blackmailer	kiristäjä
blackness	pimeyttä
blackout	sähkökatkos
blacksmith	seppä
bladder	rakko
blade	terä
blame	syyttää
blameless	syytön
bland	mitäänsanomaton
blank	tyhjä
blanket	viltti
blare	pauhata
blase	NO TRANSLATION
blasphemous	herjaava
blasphemy	jumalanpilkka
blast	räjähdys
blaster	Blaster
blastoff	lähteä
blatant	räikeä
blather	jaarittelu
blaze	loimu
blazer	bleiseri
blazing	paahtava
bleach	valkaisuaine
bleak	synkkä
bleed	vuotaa verta
bleeder	verenvuototautinen
bleeding	verenvuoto
bleep	piipitys
blemish	tahra
blemished	huonot
blend	sekoitus
blender	Tehosekoitin
blending	sekoittaminen
bless	siunata
blessed	siunattu
blessing	siunaus
blessings	siunaukset
bleu	bleu
blight	vitsaus
blighted	tuhonneet
blimp	tähystyspallo
blind	sokea
blinded	sokaisi
blindfold	side
blindfolded	sokkona
blinding	sokaiseva
blindly	sokeasti
blindness	sokeus
blink	räpäytys
blip	täplä
bliss	autuus
blissful	autuas
blister	rakkula
blistering	polttava
blitz	tehokampanja
blizzard	lumimyrsky
bloat	pullistua
bloated	paisunut
blob	möykky
block	lohko
blockade	saarto
blockage	tukos
blockbuster	jymymenestys
blockhead	pölkkypää
blog	blogi
bloke	kaveri
blond	vaalea
blonde	vaalea
blood	veri
bloodbath	verilöyly
bloodhound	verikoira
bloodless	veretön
bloodline	verilinjaa
bloodshed	verenvuodatus
bloodshot	verestävä
bloodstream	verenkierto
bloodthirsty	verenhimoinen
bloody	verinen
bloom	kukinta
bloomers	bloomers
blooming	kukoistava
blossom	kukka
blot	häpeäpilkku
blotched	blotched
blotter	imuri
blouse	pusero
blow	isku
blower	puhallin
blowfish	blowfish
blowing	puhaltaa
blowjob	suihin
blown	puhalletaan
blowout	rengasrikko
blowtorch	puhalluslamppu
blubber	parkua
bluddy	bluddy
blue	sininen
blue spruce	sininen kuusi
blueberry	mustikka
bluebird	sinikka
bluegrass	bluegrass
bluejay	bluejay
blueprint	suunnitelma
blues	blues
bluff	bluffi
bluish	sinertävä
blunder	kömmähdys
blunt	tylppä
blur	hämärtää
blurred	näön
blurry	epäselvä
blurt	möläyttää
blush	punastua
blushing	punastuminen
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	villisika
board	lauta
board game	lautapeli
boarder	NO TRANSLATION
boarding	nouseminen
boardroom	kokoushuone
boards	levyt
boardwalk	puinen jalkakäytävä
boast	ylpeillä
boastful	leuhka
boasting	kehua
boat	vene
boathouse	venevaja
boating	veneily
boatload	boatload
boatman	soutaja
bobbin	puola
bobcat	punailves
bobsled	rattikelkka
bode	enteillä
bodega	Bodega
bodice	miehusta
bodily	ruumiillinen
body	ruumis
bodyguard	henkivartija
bog	suo
bogey	mörkö
bogeyman	mörkö
bogus	väärä
bohemian	boheemi
boil	kiehua
boiler	höyrykattila
boilerplate	täytetekstiä
boiling	kiehuva
boisterous	riehakas
bold	rohkea
boldness	rohkeus
bollocks	kivekset
bolster	vahvistaa
bolt	pultti
bolus	bolus
bomb	pommi
bombard	pommittaa
bombardier	pommittaja
bombardment	pommitus
bombed	pommitti
bomber	pommikone
bombers	pommikoneet
bombing	pommitus
bombshell	pommi
bonanza	kultakaivos
bonbon	NO TRANSLATION
bond	side
bondage	orjuus
bonding	liimaus
bonds	joukkovelkakirjat
bondsman	maaorja
bone	luu
bonehead	BONEHEAD
boner	karkea virhe
bones	luut
bonfire	kokko
bong	bong
bonkers	hullu
bonne	NO TRANSLATION
bonnet	konepelti
bonny	pulska
bonsai	bonsai
bonus	bonus
bony	luinen
boo	pöö
boob	töppäys
booby	hölmö
booger	Booger
boogeyman	mörkö
boogie	boogie
book	kirja
bookcase	kirjahylly
bookie	vedonvälittäjä
booking	varaus
bookish	kirjaviisas
bookkeeper	kirjanpitäjä
bookkeeping	kirjanpito
booklet	kirjanen
bookmaker	vedonvälittäjä
bookmark	kirjanmerkki
books	kirjat
bookseller	kirjakauppias
bookshop	kirjakauppa
bookstore	kirjakauppa
bookworm	lukutoukka
boom	puomi
boomer	boomer
boomerang	bumerangi
booming	kukoistaa
boon	siunaus
boooo	NO TRANSLATION
boost	edistää
booster	tehostin
boot	saapas
booth	koppi
bootleg	laiton
bootlegger	viinatrokari
boots	kengät
booty	ryöstösaalis
booze	viina
bop	isku
bopper	bopper
border	reunus
bordering	reunuksen
borderline	raja
bore	porausreikä
boreal	pohjoinen
bored	kyllästynyt
boredom	ikävystyminen
borer	pora
boring	tylsää
born	syntynyt
boron	boori
borough	kauppala
borrow	lainata
borrower	lainaaja
bosom	povi
boss	pomo
bossy	määräilevä
boston	Boston
botanical	kasvitieteellinen
botanist	kasvitieteilijä
botany	kasvitiede
bother	vaivautua
bothering	kiusaa
bottle	pullo
bottleneck	pullonkaula
bottling	pullotus
bottom	pohja
bottomless	pohjaton
botulism	botulismi
boulder	siirtolohkare
bounce	pomppia
bouncer	ulosheittäjä
bouncy	pirteä
bound	sidottu
boundary	raja
boundless	rajaton
bounds	rajat
bountiful	runsas
bounty	anteliaisuus
bouquet	kukkakimppu
bourbon	bourbon
bourgeois	porvari
bourgeoisie	porvaristo
bourse	pörssi
bout	ottelu
boutique	putiikki
bouttime	jo aikakin
bovine	nauta
bow	keula-
bowed	kumarsi
bowel	suoli
bowels	suolisto
bowl	kulho
bowler	keilaaja
bowling	keilailu
bowls	kulhot
box	laatikko
boxcar	boxcar
boxer	nyrkkeilijä
boxers	nyrkkeilijät
boxing	nyrkkeily
boy	poika
boycott	boikotoida
boyfriend	poikaystävä
boyhood	poikavuodet
boyish	poikamainen
boysenberry	boysenmarjaa
bozo	bozo
bra	rintaliivit
brace	ahdin
bracelet	ranneke
braces	olkaimet
brachial	hartian
bracket	kannatin
brackets	sulkeet
brackish	suolapitoinen
brad	brad
brag	kerskailla
braid	punos
brain	aivot
brainless	lahjaton
brains	äly
brainstorm	neronleimaus
brainwash	aivopestä
brainy	fiksu
brake	jarru
bran	leseet
branch	haara
branching	haarautuvan
brand	brändi
brandy	brandy
brash	röyhkeä
brass	messinki
brass knuckle	messinkikiekkoa
brassiere	rintaliivit
brat	kakara
bratwurst	Bratwurst
bravado	uhmakkuus
brave	urhea
bravery	urhoollisuus
brawl	rähinä
brawn	lihakset
brazen	röyhkeä
breach	rikkominen
bread	leipä
breadth	leveys
break	tauko
breakable	särkyviä
breakaway	irrottautua
breakdown	hajota
breaker	murskaaja
breakers	ristiaallokko
breakfast	aamiainen
breaking and entering	murtautuminen ja sisäänpääsy
breakingnews	Viimeisimmät uutiset
breakneck	hengenvaarallinen
breakthrough	läpimurto
breakup	erota
breast	rinta
breath	hengitys
breathe	hengittää
breather	hengähtää
breathless	hengästynyt
breathtaking	henkeäsalpaava
breech	takapuoli
breeches	polvihousut
breed	rotu
breeder	kasvattaja
breeding	kasvattaminen
breeze	tuulahdus
breezy	reipas
brethren	veljet
breve	NO TRANSLATION
brevity	lyhyys
brew	hautua
brewery	panimo
brewing	panimo
briar	visapiippu
bribe	lahjoa
bribery	lahjonta
brick	tiili
bridal	morsiamen
bride	morsian
bridegroom	sulhanen
bridesmaid	morsiusneito
bridge	silta
bridle	suitset
brief	lyhyt
briefcase	salkku
briefing	tiedotustilaisuus
briefly	lyhyesti
brig	priki
brigade	prikaati
bright	kirkas
brighten	kirkastaa
brightens	Kirkastaa
brighter	kirkkaampi
brightness	kirkkaus
brilliance	loisto
brilliant	loistava
brim	lieri
brimming	kuohui
brimstone	tulikivi
brine	suolavesi
bring	tuoda
brink	Brink
brisk	reipas
brisket	rinta
bristle	harjas
brittle	hauras
bro	bro
broach	puhkaista
broad	laaja
broadcast	lähettää
broadcasting	lähetystoiminta
broaden	laajentaa
broadside	kyljittäin
broadsword	lyömämiekka
brocade	brokadi
broccoli	parsakaali
brochure	esite
broil	paahtaa
broke	mursi
broken	rikki
brokenheart	NO TRANSLATION
brokenhearted	särkynyt
broker	välittäjä
brokerage	välityspalkkio
bromide	bromidi
bronco	mustangi
bronze	pronssi
brooch	rintaneula
brood	jälkikasvu
brooding	hautovan
brook	puro
broom	luuta
broomstick	luudanvarsi
broth	lihaliemi
brothel	bordelli
brother	veli
brotherhood	veljeys
brotherly	veljellinen
brow	otsa
brown	ruskea
brownstone	Brownstone
browse	selailla
brrr	brrr
bruise	mustelma
bruising	mustelmia
brunch	brunssi
brunette	ruskeaverikkö
brunt	brunt
brush	harjata
brutal	julma
brutality	raakuus
brute	eläimellinen
brutish	eläimellinen
bubble	kupla
bubbling	kuplivaa
bubbly	kupliva
bubonic	bubonic
buck	pukki
buckaroo	Buckaroo
bucket	ämpäri
buckle	solki
buckled	buckled
bucko	Bucko
buckshot	karkeat haulit
buckwheat	tattari
bud	nuppu
buddha	Buddha
buddhism	buddhalaisuus
buddhist	buddhalainen
budding	orastava
buddy	kaveri
budge	perääntyä
budget	talousarvio
buff	harrastaja
buffalo	puhveli
buffer	puskuri
buffering	puskurointi
buffet	noutopöytä
buffoon	pelle
bug	vika
bugaboo	mörkö
bugged	salakuunnella
bugger	roisto
buggy	lastenvaunut
bugle	toitottaa
bugler	Bugler
build	rakentaa
builder	rakentaja
building	rakennus
buildings	rakennukset
buildup	rakentaa
bulb	polttimo
bulbous	sipulimainen
bulge	pullistuma
bulimic	bulimic
bulk	pääosa
bulkhead	väliseinä
bulky	iso
bull	sonni
bulldog	bulldoggi
bulldozer	puskutraktori
bullet	luoti
bulletin	tiedotuslehti
bulletproof	luodinkestävä
bullfighter	härkätaistelija
bullfrog	Bullfrog
bullheaded	härkäpäinen
bullhorn	bullhorn
bullion	harkot
bullock	härkä
bullpen	Bulldoggitapaamiset
bullshit	paskapuhe
bully	kiusata
bulwark	suoja
bum	pylly
bumblebee	Kimalaiset
bummed	bummed
bummer	bummer
bump	kolahtaa
bumper	puskuri
bumpy	kuoppainen
bun	NO TRANSLATION
bunch	kimppu
bundle	nippu
bungalow	bungalow
bungee	benji
bunghole	tapinreikä
bunion	vaivaisenluu
bunk	kerrossänky
bunker	bunkkeri
bunkhouse	kämppä
bunny	pupu
bunt	bunt
buoy	poiju
buoyancy	kelluvuus
buoyant	kelluva
bur	takiainen
burden	taakka
burdened	rasittaa
burdensome	rasittava
bureau	toimisto
bureaucracy	byrokratia
bureaucrat	byrokraatti
bureaucratic	byrokraattinen
burger	hampurilainen
burglar	murtovaras
burglary	murtovarkaus
burial	hautaaminen
buried	haudattu
burke	Burke
burlap	säkkikangas
burlesque	burleski
burly	vanttera
burn	polttaa
burned	poltettu
burner	poltin
burning	palaa
burnished	kiillotettu
burnout	loppuun palaminen
burnt	palanut
burp	röyhtäyttää
burr	hurina
burrito	burrito
burro	NO TRANSLATION
burrow	kolo
bursary	stipendi
burst	räjähtää
bury	haudata
bus	bussi
busboy	busboy
bush	Puska
bushel	vakka
bushy	tuuhea
business	liiketoiminta
business man	NO TRANSLATION
businessman	liikemies
businesswoman	liikenainen
busload	busload
buss	buss
bust	rintakuva
busted	murrettu
buster	kaveri
bustle	vilske
bustling	touhukas
busy	kiireinen
busybody	touhottaja
butane	butaani
butcher	lihakauppias
butler	hovimestari
butt	pusku
butter	voi
buttercup	leinikki
butterfly	perhonen
buttermilk	piimä
butterscotch	kermatoffee
buttery	voinen
buttock	pakara
buttocks	takapuoli
button	nappi
buttress	tukipilari
buxom	uhkea
buy	ostaa
buyer	ostaja
buying	ostaminen
buzz	sirinä
buzzard	hiirihaukka
buzzed	buzzed
buzzer	summeri
buzzing	pörinä
bye	Hei hei
bygone	mennyt
bylaw	annetun lain
byline	byline
bypass	ohittaa
bystander	sivustakatsoja
byte	tavu
byzantine	bysanttilainen
cab	ohjaamo
cabal	salaliitto
cabana	Cabana
cabaret	kabaree
cabbage	kaali
cabbie	cabbie
cabernet	cabernet
cabin	hytti
cabinet	kaappi
cable	kaapeli
caboodle	roikka
caboose	kapyysi
