Word	is
bashful	bashful
basic	undirstöðu
basics	grunnatriði
basil	basil
basilica	basilica
basin	vaskur
basis	grundvöllur
bask	bask
basket	körfu
basketball	körfubolti
bass	bassi
bass guitar	bassa gítar
basso	NO TRANSLATION
bassoon	Bassoon
bastard	bastarður
bastarding	bastarding
bastards	bastards
bastion	bastion
bat	kylfu
batch	hópur
batching	batching
bate	NO TRANSLATION
bath	bað
bathe	baða sig
bathhouse	bathhouse
bathing	baða
bathrobe	baðsloppur
bathroom	baðherbergi
bathtub	baðkari
bathymetry	bathymetry
baton	Baton
battalion	battalion
batter	batter
battered	battered
battering	battering
battery	rafhlaða
battle	bardaga
battled	battled
battlefield	vígvellinum
battleground	battleground
battlements	battlements
battleship	slagskip
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	flói
bayonet	Bayonet
bayou	bayou
bazaar	Bazaar
bazooka	bazooka
bday	bday
be	vera
beach	fjara
beaches	strendur
beacon	beacon
bead	bead
beading	beading
beads	perlur
beady	beady
beagle	beagle
beak	gogginn
beaker	bikarglas
beam	geisla
beaming	beaming
bean	baun
beanbag	beanbag
beanie	beanie
bear	bera
bearable	þolinmóður
beard	skegg
bearded	skeggið
bearer	berjanda
bearing	bera
bearings	legur
bearish	bearish
bearskin	Bearskin
beast	dýrið
beastly	beastly
beat	slá
beaten	barinn
beater	beater
beating	berja
beatnik	beatnik
beau	beau
beautification	fegurð
beautiful	falleg
beautify	fegra
beauty	fegurð
beaver	bjór
bebop	bebop
beck	beck
beckon	beckon
become	verða
bed	rúm
bedding	rúmföt
bedpan	bedpan
bedrock	berggrunnur
bedroom	svefnherbergi
bedside	rúmstokkur
bedspread	bedspread
bedtime	svefn
bee	bí
beef	nautakjöt
beefsteak	nautasteik
beehive	býflugur
beep	píp
beeper	beeper
beer	bjór
bees	býflugur
beeswax	býflugur
beetle	bjalla
befall	koma fram
befitting	befitting
befriend	vinast
befuddled	befuddled
beg	betla
beggar	betlari
begging	begging
begin	byrja
beginner	byrjandi
beginning	byrjun
beginnings	upphaf
begrudge	gremju
begun	byrjað
behappy	NO TRANSLATION
behave	hegða sér
behavior	hegðun
behavioral	hegðunarvandamál
behemoth	behemoth
behest	umsókn
behold	sjá
beholden	sjáumst
beholder	umsjónarmaður
beige	beige
belated	seinkað
belay	belay
belch	belch
belief	trú
believable	trúverðug
believe	trúa
believed	trúði
believer	trúaður
believing	trúa
belittle	draga úr
belittled	belittled
bell	bjalla
bellboy	bellboy
bellhop	klukka
belligerent	belligerent
bellman	bellman
bellow	grípa
bellows	belgir
belly	maga
bellybutton	nafli
bellyful	bellyful
belong	tilheyra
belongings	Eigur
beloved	elskaðir
belt	belti
beluga	beluga
bemused	undrandi
bench	bekknum
bend	beygja
bender	Bender
bending	beygja
beneath	undir
benedictory	fyrirgefinn
benefactor	benefactor
beneficial	gagnlegur
beneficiary	styrkþegi
benefit	gagn
benevolence	góðvild
benevolent	góðvild
benign	góðkynja
bent	boginn
benzene	bensen
bequeath	bequeath
bequest	bequest
bereaved	sakaður
bereavement	ástvinur
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	búð
beryllium	beryllíum
beseech	biður
beset	bezet
bestdayever	besti dagur í heimi
bestfeeling	bestfeeling
bestfriends	bestu vinir
bestial	bestial
besties	besties
bestow	veita
bestseller	metsölu
bet	veðja
beta	beta
betray	svíkja
betrayal	svik
betrayed	svikin
betrothed	svikari
betterment	betra
betting	veðja
betty	Betty
bevel	bevel
beverage	drykkur
bevy	bevy
beware	varast
bewilder	ruglaður
bewildered	ráðvilltur
bewilderment	villt
bias	hlutdrægni
biased	hlutdræg
bib	bib
bible	Biblían
biblical	Biblíunni
bibliography	heimildaskrá
bicarbonate	bíkarbónat
bicentennial	tvítugsaldra
biceps	biceps
bicker	bicker
bickering	bickering
bicolor	bicolor
bicycle	reiðhjól
bid	tilboð
bidder	tilboðsgjafi
bidding	tilboð
bide	NO TRANSLATION
biennial	tveggja ára
bier	NO TRANSLATION
bifurcation	bifurcation
big	stór
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	bighorn
bigmouth	stór munnur
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bike	reiðhjól
biker	mótorhjólamaður
bikini	bikiní
bilateral	tvíhliða
bilayer	bilayer
bile	galla
bilge	bilge
bilingual	tvítyngdur
bill	reikningur
billboard	auglýsingaskilti
billet	billet
billiard	billjard
billiards	billjard
billing	innheimtu
billion	milljarða
billionaire	milljarðamæringur
billy	Billy
bimbo	bimbo
bimonthly	tvítugt
bin	bin
binary	tvöfalt
bind	binda
binder	bindiefni
bindery	bindery
binding	bindandi
bing	Bing
binge	binge
bingo	bingó
binocular	binocular
binoculars	sjónauka
binomial	binomial
bio	líf
biochemical	lífefnafræðileg
biochemist	lífefnafræðingur
biochemistry	lífefnafræði
biogenesis	lífefnafræði
biographer	ljósmyndari
biography	Ævisaga
biological	líffræðileg
biologist	líffræðingur
biology	líffræði
bionic	bionic
biopsy	vefjasýni
biosphere	lífríki
bipartite	tvíhliða
bipolar	tvíhverfa
birch	birki
bird	fugl
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	fæðing
birthday	Afmælisdagur
birthing	fæðingu
birthmark	fæðingarmerki
birthplace	fæðingarstaður
birthright	fæðingarrétt
bis	NO TRANSLATION
biscuit	kex
bisexual	tvítyngd
bishop	biskup
bison	bison
bisque	bisque
bistro	bistro
bit	hluti
bitch	tíkur
bitchy	bitchy
bite	bíta
biter	NO TRANSLATION
bitsy	bitsy
bitter	bitur
bitterly	beiskt
bitterness	biturð
bittersweet	bittersweet
bitty	Bitty
bitumen	jarðbiki
biweekly	vikulega
biz	biz
bizarre	undarlegt
blab	blab
blabbermouth	blabbermouth
black	svartur
black snake	svartur snákur
blackberry	brómber
blackbird	Blackbird
blackboard	tafla
blacken	myrkva
blackface	blackface
blackjack	blackjack
blacklist	svartan lista
blackmail	kúgun
blackmailer	blackmailer
blackness	svarta
blackout	blackout
blacksmith	smiðja
bladder	þvagblöðru
blade	blað
blame	kenna
blameless	blameless
bland	blíður
blank	eyða
blanket	teppi
blare	blare
blase	NO TRANSLATION
blasphemous	guðlast
blasphemy	guðlast
blast	sprengja
blaster	blaster
blastoff	blastoff
blatant	blatant
blather	blather
blaze	blása
blazer	blazer
blazing	logandi
bleach	klór
bleak	bleik
bleed	blæðing
bleeder	blæðingartæki
bleeding	blæðing
bleep	bleep
blemish	galli
blemished	blemished
blend	blanda saman
blender	blender
blending	blanda
bless	blessun
blessed	blessuð
blessing	blessun
blessings	blessanir
bleu	bleu
blight	korndrepi
blighted	hræddur
blimp	blimp
blind	blindur
blinded	blindað
blindfold	blindfold
blindfolded	blindfolded
blinding	blindur
blindly	blindlega
blindness	blindu
blink	blikka
blip	blip
bliss	bliss
blissful	gjörsamlega
blister	þynnupakkning
blistering	blöðrumyndun
blitz	blitz
blizzard	blizzard
bloat	uppblásna
bloated	uppblásinn
blob	blob
block	blokk
blockade	blokkun
blockage	hindrun
blockbuster	blockbuster
blockhead	blockhead
blog	blogg
bloke	blokkir
blond	ljóst
blonde	ljósa
blood	blóð
bloodbath	blóðbad
bloodhound	blóðhunda
bloodless	blóðlaus
bloodline	blóðlínur
bloodshed	blóðsúthelling
bloodshot	blóðsýni
bloodstream	blóðrás
bloodthirsty	blóðþyrsta
bloody	blóðug
bloom	blómstra
bloomers	bloomers
blooming	blómstra
blossom	blóma
blot	blettur
blotched	blotched
blotter	blotter
blouse	blússa
blow	blása
blower	blásari
blowfish	blowfish
blowing	blása
blowjob	blowjob
blown	blásið
blowout	Slökkva á kertum
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	blár
blue spruce	blár greni
blueberry	bláberja
bluebird	bláfugl
bluegrass	bluegrass
bluejay	Bluejay
blueprint	Teikning
blues	blús
bluff	blundur
bluish	bláleitur
blunder	blunder
blunt	sléttur
blur	þoka
blurred	óskýr
blurry	þoka
blurt	blurt
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	vín
board	borð
board game	borðspil
boarder	NO TRANSLATION
boarding	um borð
boardroom	stjórnborð
boards	stjórnir
boardwalk	Boardwalk
boast	hrósa
boastful	hrósandi
boasting	mont
boat	bátur
boathouse	bátur
boating	bátur
boatload	boatload
boatman	boatman
bobbin	spólur
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	líkamlega
body	líkami
bodyguard	lífvörður
bog	mýri
bogey	bogey
bogeyman	bogeyman
bogus	svikinn
bohemian	bohemian
boil	sjóða
boiler	ketill
boilerplate	boilerplate
boiling	sjóðandi
boisterous	boisterous
bold	feitletrað
boldness	djörfung
bollocks	bollocks
bolster	bolster
bolt	Boltinn
bolus	bolus
bomb	sprengju
bombard	bombard
bombardier	bombardier
bombardment	sprengjuárás
bombed	bombed
bomber	bomber
bombers	sprengjuflugvélar
bombing	loftárásir
bombshell	bombshell
bonanza	Bonanza
bonbon	NO TRANSLATION
bond	tengsl
bondage	ánauð
bonding	skuldabréf
bonds	skuldabréf
bondsman	Bondsman
bone	bein
bonehead	bonehead
boner	boner
bones	bein
bonfire	bál
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	vélarhlíf
bonny	bonny
bonsai	bonsai
bonus	bónus
bony	bony
boo	boo
boob	bobbingar
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	bók
bookcase	bókaskápur
bookie	bookie
booking	bókun
bookish	bóklegt
bookkeeper	bókhaldsþjónusta
bookkeeping	bókhald
booklet	bækling
bookmaker	bookmaker
bookmark	bókamerki
books	bækur
bookseller	bókasali
bookshop	bókabúð
bookstore	bókabúð
bookworm	bókormur
boom	uppsveiflu
boomer	boomer
boomerang	boomerang
booming	mikill uppgangur
boon	boon
boooo	NO TRANSLATION
boost	uppörvun
booster	hvatamaður
boot	stígvél
booth	búð
bootleg	bootleg
bootlegger	bootlegger
boots	stígvél
booty	rændi
booze	vökva
bop	bop
bopper	bopper
border	landamæri
bordering	grannar
borderline	landamæri
bore	bora
boreal	boreal
bored	leiðist
boredom	leiðindi
borer	borer
boring	leiðinlegur
born	fæddur
boron	bór
borough	borough
borrow	lána
borrower	lántakandi
bosom	barmi
boss	stjóri
bossy	ráðrík
boston	boston
botanical	grasafræði
botanist	grasafræðingur
botany	grænmeti
bother	trufla
bothering	trufla
bottle	flösku
bottleneck	flöskuháls
bottling	átöppun
bottom	neðst
bottomless	botnlaus
botulism	botulism
boulder	boulder
bounce	hopp
bouncer	bouncer
bouncy	hopp
bound	bundinn
boundary	mörk
boundless	takmarkalaust
bounds	mörk
bountiful	bountiful
bounty	fjársjóður
bouquet	vönd
bourbon	bourbon
bourgeois	borgaralega
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	tískuverslun
bouttime	bouttime
bovine	nautgripi
bow	Bogi
bowed	boginn
bowel	þarmar
bowels	innyfli
bowl	skál
bowler	bowler
bowling	keilu
bowls	skálar
box	kassi
boxcar	boxcar
boxer	boxari
boxers	boxarar
boxing	box
boy	strákur
boycott	sniðganga
boyfriend	kærasta
boyhood	boyhood
boyish	strákar
boysenberry	boysenberry
bozo	bozo
bra	brjóstahaldara
brace	brace
bracelet	armband
braces	spangir
brachial	brachial
bracket	krappi
brackets	sviga
brackish	brackish
brad	brad
brag	brag
braid	flétta
brain	heila
brainless	heilalaust
brains	heila
brainstorm	brainstorm
brainwash	brainwash
brainy	brainy
brake	bremsa
bran	kli
branch	útibú
branching	útibú
brand	merki
brandy	brandy
brash	Brash
brass	kopar
brass knuckle	koparhnúði
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	hugrakkur
bravery	hugrekki
brawl	brawl
brawn	brawn
brazen	brazen
breach	brot
bread	brauð
breadth	breidd
break	brjóta
breakable	breakable
breakaway	losna undan
breakdown	brotna niður
breaker	brotsjór
breakers	brotsjór
breakfast	morgunmat
breaking and entering	brjóta og slá inn
breakingnews	stórfréttir
breakneck	breakneck
breakthrough	bylting
breakup	brot
breast	brjóst
breath	andardráttur
breathe	andaðu
breather	breather
breathless	andardráttur
breathtaking	hrífandi
breech	breech
breeches	breeches
breed	kyn
breeder	ræktanda
breeding	ræktun
breeze	gola
breezy	breezy
brethren	bræður
breve	NO TRANSLATION
brevity	brevity
brew	brugga
brewery	Brewery
brewing	bruggun
briar	briar
bribe	mútur
bribery	sektir
brick	múrsteinn
bridal	brúðar
bride	brúður
bridegroom	brúðguminn
bridesmaid	bridesmaid
bridge	brú
bridle	hálsi
brief	stutt
briefcase	skjalataska
briefing	samantekt
briefly	stuttlega
brig	brig
brigade	Stórfylki
bright	björt
brighten	bjartari
brightens	bjartar
brighter	bjartari
brightness	birtustig
brilliance	ljómi
brilliant	ljómandi
brim	brún
brimming	brimming
brimstone	brennisteini
brine	saltvatn
bring	koma með
brink	brink
brisk	bjartur
brisket	brisket
bristle	bristle
brittle	brothætt
bro	bro
broach	broach
broad	breið
broadcast	útsending
broadcasting	útsendingar
broaden	víkka
broadside	brúður
broadsword	broadsword
brocade	brocade
broccoli	spergilkál
brochure	bækling
broil	broil
broke	braut
broken	brotið
brokenheart	NO TRANSLATION
brokenhearted	brotinn í hjartað
broker	miðlari
brokerage	miðlun
bromide	brómíð
bronco	bronco
bronze	brons
brooch	brooch
brood	ungbarn
brooding	brooding
brook	læk
broom	broom
broomstick	broomstick
broth	seyði
brothel	brothel
brother	bróðir
brotherhood	bræðralag
brotherly	bróðir
brow	brow
brown	brúnn
brownstone	Brownstone
browse	flettu
brrr	brrr
bruise	marblettur
bruising	marbletti
brunch	brunch
brunette	brunette
brunt	brunt
brush	bursta
brutal	grimmur
brutality	grimmd
brute	brute
brutish	grimmur
bubble	kúla
bubbling	kúla
bubbly	bubbly
bubonic	bubonic
buck	peningur
buckaroo	buckaroo
bucket	fötu
buckle	sylgja
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	bókhveiti
bud	bud
buddha	Búdda
buddhism	búddismi
buddhist	buddhist
budding	verðandi
buddy	félagi
budge	budge
budget	fjárhagsáætlun
buff	Buff
buffalo	Buffalo
buffer	biðminni
buffering	biðminni
buffet	hlaðborð
buffoon	buffoon
bug	galla
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	þrjótur
bugle	bugle
bugler	bugler
build	byggja
builder	byggir
building	bygging
buildings	byggingar
buildup	byggja upp
bulb	peru
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	magn
bulkhead	þilfari
bulky	fyrirferðarmikill
bull	naut
bulldog	Bulldog
bulldozer	bulldozer
bullet	bullet
bulletin	bulletin
bulletproof	bulletproof
bullfighter	Bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	bullshit
bully	bölvun
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	högg
bumper	stuðara
bumpy	ójafnvægi
bun	NO TRANSLATION
bunch	fullt
bundle	búnt
bungalow	Bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	kanína
bunt	bunt
buoy	boga
buoyancy	uppi
buoyant	fljótandi
bur	bur
burden	byrði
burdened	byrði
burdensome	þungt
bureau	Skrifstofa
bureaucracy	skrifræði
bureaucrat	embættismaður
bureaucratic	bureaucratic
burger	hamborgari
burglar	burglar
burglary	innbrot
burial	greftrun
buried	grafinn
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	brenna
burned	brennt
burner	brennari
burning	brennandi
burnished	brennt
burnout	brenna út
burnt	brenndur
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	verðlaun
burst	springa
bury	jarða
bus	rútu
busboy	busboy
bush	Bush
bushel	bushel
bushy	bushy
business	viðskipti
business man	NO TRANSLATION
businessman	kaupsýslumaður
businesswoman	viðskiptakona
busload	busload
buss	rútu
bust	brjóstmynd
busted	gómaður
buster	buster
bustle	bustle
bustling	bustling
busy	upptekinn
busybody	busybody
butane	bútan
butcher	slátrari
butler	butler
butt	rassinn
butter	smjör
buttercup	buttercup
butterfly	fiðrildi
buttermilk	kjötmjólk
butterscotch	butterscotch
buttery	buttery
buttock	rass
buttocks	sitjandi
button	takki
buttress	buttress
buxom	buxom
buy	kaupa
buyer	kaupandi
buying	kaupa
buzz	suð
buzzard	buzzard
buzzed	buzzed
buzzer	svalir
buzzing	summandi
bye	bless
bygone	svipt
bylaw	vígsla
byline	byline
bypass	framhjá
bystander	andstæðingur
byte	bæti
byzantine	Byzantine
cab	leigubíll
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	hvítkál
cabbie	cabbie
cabernet	cabernet
cabin	skála
cabinet	skáp
cable	kaðall
caboodle	caboodle
caboose	Caboose
cabriolet	cabriolet
cache	skyndiminni
cacophony	cacophony
cactus	kaktus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	kadett
cafe	kaffihús
cafeteria	mötuneyti
caffeine	koffein
cage	búr
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	kaka
cakewalk	cakewalk
calamari	calamari
calamitous	calamitous
calamity	ógæfu
calcareous	kalk
calcium	kalsíum
calculate	reikna
calculated	reiknað
calculating	útreikningur
calculation	útreikningur
calculator	reiknivél
calculus	reikningur
calendar	dagatal
calender	NO TRANSLATION
calf	kálfur
caliber	gæðum
calibrate	kvörðu
calico	calico
calipers	þvermál
calisthenics	calisthenics
call	hringja
callback	svarhringingu
caller	hringir
calligraphy	skrautskrift
calling	hringja
callous	kallaous
calls	símtöl
calm	rólegur
calming	róandi
calmness	calmness
caloric	caloric
calorie	kaloría
calorimeter	kalorimeter
cam	kambur
camaraderie	félagsskapur
camber	camber
camcorder	upptökuvél
camel	úlfalda
cameo	cameo
camera	myndavél
cameraman	myndavél
camisole	Camisole
camouflage	felulitur
camouflaged	NO TRANSLATION
camp	Tjaldvagnar
campaign	herferð
campaigner	herferðarmaður
campaigning	berjast
camper	hjólhýsi
campfire	varðeldur
camping	tjaldsvæði
campsite	tjaldsvæði
campus	háskólasvæðinu
can	dós
can opener	dósaopnari
canal	skurður
canary	canary
cancel	hætta við
canceling	hætta
cancellation	afpöntun
cancer	krabbamein
candid	einlægur
candidacy	framboð
candidate	frambjóðandi
candied	candied
candle	kerti
candlelight	kertaljós
candles	kerti
candlestick	ljósastiku
candor	kjarni
candy	nammi
cane	reyr
canine	hunda
canister	dósir
canker	canker
cannabis	kannabis
canned	niðursoðinn
cannibal	cannibal
cannibalism	kannibalismi
canning	niðursoðinn
cannon	fallbyssu
cannonball	Cannonball
canoe	kanó
canon	Canon
canonical	Canonical
canons	canons
canopy	tjaldhiminn
cantaloupe	kantalóp
cantbreathe	NO TRANSLATION
canteen	matsal
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	kantóna
cantstandit	NO TRANSLATION
cantwin	Cantwin
canvas	striga
canvass	NO TRANSLATION
canyon	gljúfur
cap	loki
capability	getu
capable	fær
capacity	getu
cape	cape
caper	caper
capillary	háræð
capital	höfuðborg
capitalism	kapítalismi
capitalist	kapítalisti
capitalize	eignast
capitals	höfuðborgir
capitation	yfirráð
capitol	höfuðborg
