Word	ne
autopilot	autopilot
autopsy	ओटोप्सी
autumn	शरद ऋतु
auxiliary	सहायक
avail	लाभ उठाउनुहोस्
availability	उपलब्धता
available	उपलब्ध
avalanche	हिमस्खलन
avarice	avarice
avatar	अवतार
avenge	बदला लिनुहोस्
avenger	avenger
avenging	avenging
avenue	avenue
aver	NO TRANSLATION
average	औसत
aversation	NO TRANSLATION
averse	विपरित
averseness	averseness
aversion	विच्छेद गर्नुहोस्
avert	उल्टाउनुहोस्
aviary	aviary
aviation	विमानन
aviator	aviator
avid	avid
avocado	avocado
avoid	जोगिन
avoidance	बचाउ
avoiding	बचाउन
await	पर्खनुहोस्
awake	जग्गा
awaken	जागृत
awakening	जागरण
award	पुरस्कार
awards	पुरस्कारहरू
aware	सजग
awareness	जागरूकता
awe	NO TRANSLATION
awed	awed
awesome	अति उत्तम
awesomeness	ज्योतिष
awestruck	विघटन
awful	डरलाग्दो
awkward	अक्टोबर
awkwardness	अक्टोबर
awning	एकजना
awry	awry
axe	ax
axial	अक्षीय
axiom	axiom
axiomatic	axiomatic
axis	अक्ष
axle	अक्ष
ay	ay
aye	aye
azimuth	azimuth
azure	azure
babble	babble
babbling	babbling
babe	बेब
baboon	baboon
baby	बच्चा
babysit	babysit
babysitter	दाई
baccalaureate	गलत
baccarat	baccarat
bachelor	अविवाहित पुरुष
bachelorette	bachelorette
back	फिर्ता
backboard	ब्याकबोर्ड
backbone	ब्याक बटन
backdoor	पछाडी को ढोका
backdrop	पृष्ठभूमि
backer	पछाडि
backfire	ब्याकफायर
backgammon	ब्याकगामोन
background	पृष्ठभूमि
backhand	ब्याकह्यान्ड
backhoe	ब्याकहोइ
backoff	backoff
backpack	ब्याकप्याक
backpacker	ब्याकप्याकर
backroom	ब्याकरूम
backseat	backseat
backside	पछाडीको किनारा
backtrack	backtrack
backup	ब्याकअप
backward	पिछला
backwardness	पिछलापन
backwards	पछाडी
backwater	backwater
backwoods	backwoods
backyard	पिछवाडे
bacon	बेकन
bacteria	जीवाणु
bacterial	बैक्टीरियल
bacterium	बैक्टीरिया
bad	खराब
badass	बिरास
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	बैज
badger	बिगर
badhabit	NO TRANSLATION
badly	बुरी
badness	बुराई
baffle	चकलेट
baffled	चकलेट
bag	बैग
bagel	bagel
baggage	सामान
baggie	baggie
baggy	धोक्रे
bagman	bagman
bagpipes	bagpipes
bail	जमानत
bailiff	बैलिफ
bait	चारा
bake	बेक
bakery	बेकरी
baking	बेकिंग
bal	NO TRANSLATION
balance	सन्तुलन
balanced	संतुलित
balcony	बालकनी
bald	bald
balding	balding
baldy	baldy
bale	बेली
balk	balk
ball	बल
ballad	ballad
ballast	गुटबन्दी
ballerina	बेलारिना
ballet	बैले
ballgame	ballgame
ballistic	बैलिस्टिक
ballistics	बलात्कार
balloon	बेलुन
ballot	मतदान
ballpark	ballpark
ballplayer	ballplayer
ballpoint	ballpoint
ballroom	बॉलरूम
ballsy	बल्ली
balm	balm
balmy	balmy
balsam	balsam
balsamic	balsamic
bam	बाम
bamboo	बांस
ban	NO TRANSLATION
banana	केला
band	बैंड
bandage	पछाडि
bandanna	NO TRANSLATION
bandit	bandit
bandstand	bandstand
bandwagon	bandwagon
bandwidth	ब्यान्डविड्थ
bane	बेन
bang	बुबा
banger	बेंजर
banish	बनी
banished	बहाली
banishment	निर्वासन
banister	ब्यान्डस्टर
banjo	banjo
bank	बैंक
banker	बैंकर
banking	बैंकिंग
bankroll	bankroll
bankrupt	दिवालियापन
bankruptcy	दिवालियापन
banner	ब्यानर
banquet	भोज
banshee	banshee
banter	banter
banzai	NO TRANSLATION
baptism	बप्तिस्मा
baptismal	बप्तिस्माल
baptize	बप्तिस्मा लिनुहोस्
bar	बार
barb	बारम्बार
barbarian	जंगली
barbaric	बार्बिक
barbarism	बर्बरवाद
barbecue	बार्बिक्यु
barbed	बाँधिएको
barber	बार्बर
barbershop	नाई
barbie doll	बार्बी गुडिया
bard	बाधा
bare	नंगे
bareback	ब्याकब्याक
barefoot	बियरफुट
barely	बमुश्किल
barf	barf
bargain	सौदा
bargaining	सम्झौता
barge	बर्ज
baritone	Baritone
barium	बेरियम
bark	छाल
barkeep	barkeep
barks	बार्क
barley	Barley
barmaid	barmaid
barman	barman
barn	बर्न
barnacle	बाराकना
barney	barney
barnyard	barnyard
barometer	बैरोमीटर
baron	Baron
baroness	Baroness
baroque	baroque
barrack	barrack
barracuda	barracuda
barrage	बाधा
barred	रोकिन्छ
barrel	बैरल
barren	ब्रेन्डन
barricade	barricade
barrier	बाधा
barring	बाधा
barrister	ब्रेस्टर
barroom	बाररूम
barrow	बैरो
bartender	बार्टिनर
barter	बैटर
base	आधार
baseball	बेसबल
baseball bat	बेसबल ब्याट्री
baseboard	बेसबोर्ड
baseless	बेकार
baseline	आधारभूत
baseman	baseman
basement	तहखाने
bases	आधारहरू
bash	बाश
bashful	बिशेष
basic	आधारभूत
basics	मूल बातें
basil	तुलसी
basilica	basilica
basin	बेसिन
basis	आधार
bask	बास्क
basket	टोकरी
basketball	बास्केटबल
bass	बास
bass guitar	बास गिटार
basso	NO TRANSLATION
bassoon	बसोबास
bastard	बास्केटबल
bastarding	बर्बाद
bastards	बेस्टर्ड्स
bastion	गजल
bat	bat
batch	ब्याच
batching	बिचिंग
bate	NO TRANSLATION
bath	स्नान गर्नुहोस्
bathe	बलात्कार
bathhouse	बाथहाउस
bathing	स्नान
bathrobe	bathrobe
bathroom	बाथरूम
bathtub	बाथटब
bathymetry	bathymetry
baton	बल्ल
battalion	बटालियन
batter	बिटर
battered	बिखन भयो
battering	बैटरिंग
battery	ब्याट्री
battle	युद्ध
battled	लडाइँ
battlefield	युद्धभूमि
battleground	युद्धभूमि
battlements	युद्ध
battleship	लडाइँ
batty	ब्याट्री
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	बे
bayonet	बेनेट
bayou	bayou
bazaar	बजार
bazooka	bazooka
bday	बिड
be	हुन
beach	समुद्र तट
beaches	समुद्र तट
beacon	beacon
bead	मोती
beading	बिरुवा
beads	मोती
beady	beady
beagle	बीगल
beak	beak
beaker	बेकर
beam	बीम
beaming	बेइजिङ
bean	बीन
beanbag	beanbag
beanie	beanie
bear	भाडा
bearable	bearable
beard	दाँत
bearded	दाहाल
bearer	भाडा
bearing	असर
bearings	बियरिंग्स
bearish	भालू
bearskin	bearskin
beast	जनावर
beastly	जनावरहरू
beat	beat
beaten	पिटाइयो
beater	बटर
beating	मारियो
beatnik	beatnik
beau	beau
beautification	सुन्दरता
beautiful	सुन्दर
beautify	सुन्दर
beauty	सुन्दरता
beaver	बीवर
bebop	bebop
beck	बिच
beckon	beckon
become	बन्नुहोस्
bed	ओछ्यान
bedding	बेडिंग
bedpan	bedpan
bedrock	bedrock
bedroom	बेडरूम
bedside	bedside
bedspread	bedspread
bedtime	सानो समय
bee	मधुमक्खी
beef	बीउ
beefsteak	beefsteak
beehive	घाइते
beep	बीप
beeper	बेपर
beer	बियर
bees	मधुमक्खी
beeswax	beeswax
beetle	बीटल
befall	बन्नेछ
befitting	मुछिएको छ
befriend	प्रेमी
befuddled	befuddled
beg	गुजारा
beggar	beggar
begging	माग गर्दै
begin	सुरु गर्नुहोस्
beginner	शुरुवात
beginning	सुरु भयो
beginnings	शुरुवात
begrudge	बिगज
begun	सुरु भयो
behappy	NO TRANSLATION
behave	व्यवहार
behavior	व्यवहार
behavioral	व्यवहार
behemoth	behemoth
behest	behest
behold	हेर
beholden	हेर
beholder	व्यवहार गर्नुहोस्
beige	बेज
belated	belated
belay	belay
belch	belch
belief	विश्वास
believable	विश्वसनीय
believe	विश्वास गर्नुहोस्
