Word	zh-TW
betty	貝蒂
bevel	斜角
beverage	飲料
bevy	一群
beware	謹防
bewilder	困惑
bewildered	不知所措
bewilderment	困惑
bias	偏壓
biased	偏
bib	圍兜
bible	聖經
biblical	聖經
bibliography	參考書目
bicarbonate	碳酸氫鈉
bicentennial	二百年
biceps	肱二頭肌
bicker	鬥嘴
bickering	爭吵
bicolor	雙色
bicycle	自行車
bid	出價
bidder	投標人
bidding	投標
bide	NO TRANSLATION
biennial	兩年一次
bier	NO TRANSLATION
bifurcation	分枝
big	大
bigamy	重婚
bigday	重要的日子
biggestfear	NO TRANSLATION
biggie	大不了
bighorn	大號角
bigmouth	大嘴巴
bigot	獨斷論者
bigoted	拘泥
bigotry	偏執
bike	自行車
biker	騎自行車的人
bikini	比基尼泳裝
bilateral	雙邊
bilayer	雙層
bile	膽汁
bilge	艙底
bilingual	雙語
bill	法案
billboard	廣告牌
billet	鋼坯
billiard	台球
billiards	台球
billing	計費
billion	十億
billionaire	億萬富翁
billy	比利
bimbo	賓博
bimonthly	半月刊
bin	箱子
binary	二進制
bind	捆綁
binder	粘合劑
bindery	構
binding	捆綁
bing	兵
binge	狂歡
bingo	答對了
binocular	雙眼
binoculars	望遠鏡
binomial	二項式
bio	生物
biochemical	生化
biochemist	生物化學家
biochemistry	生物化學
biogenesis	生源
biographer	傳記
biography	傳
biological	生物
biologist	生物學家
biology	生物學
bionic	仿生
biopsy	活檢
biosphere	生物圈
bipartite	二部
bipolar	雙極
birch	樺木
bird	鳥
birdcage	鳥籠
birdie	小鳥
birdman	鳥人
birth	分娩
birthday	生日
birthing	分娩
birthmark	胎記
birthplace	出生地
birthright	長子繼承權
bis	NO TRANSLATION
biscuit	餅乾
bisexual	雙性戀
bishop	主教
bison	野牛
bisque	濃湯
bistro	小酒館
bit	位
bitch	婊子
bitchy	淫蕩
bite	咬
biter	NO TRANSLATION
bitsy	bitsy的
bitter	苦
bitterly	痛
bitterness	苦味
bittersweet	苦樂參半
bitty	小小的
bitumen	瀝青
biweekly	雙週
biz	BIZ
bizarre	奇異的
blab	廢話
blabbermouth	長舌
black	黑色
black snake	黑蛇
blackberry	黑莓
blackbird	黑鳥
blackboard	黑板
blacken	黷
blackface	黑面
blackjack	二十一點
blacklist	黑名單
blackmail	勒索
blackmailer	敲詐者
blackness	黑
blackout	燈火管制
blacksmith	鐵匠
bladder	膀胱
blade	刀
blame	怪
blameless	無可指責
bland	平淡
blank	空白
blanket	毯
blare	嗚嗚
blase	NO TRANSLATION
blasphemous	褻瀆神明
blasphemy	褻瀆的話
blast	爆破
blaster	衝擊波
blastoff	發射
blatant	明顯的
blather	廢話
blaze	火焰
blazer	西裝外套
blazing	熾烈
bleach	漂白
bleak	蒼涼
bleed	流血
bleeder	洩放
bleeding	流血的
bleep	嗶
blemish	缺陷
blemished	瑕疵
blend	混合
blender	攪拌機
blending	混紡
bless	保佑
blessed	幸福
blessing	祝福
blessings	祝福
bleu	布魯
blight	枯萎病
blighted	秕
blimp	飛艇
blind	盲
blinded	失明
blindfold	盲目的
blindfolded	蒙住眼睛
blinding	致盲
blindly	盲目地
blindness	失明
blink	眨
blip	曇花一現
bliss	福
blissful	幸福
blister	起泡
blistering	起泡
blitz	閃電戰
blizzard	暴風雪
bloat	膨脹
bloated	脹
blob	BLOB
block	塊
blockade	封鎖
blockage	阻止
blockbuster	重磅炸彈
blockhead	傻瓜
blog	博客
bloke	小子
blond	金發
blonde	金發
blood	血液
bloodbath	血洗
bloodhound	警犬
bloodless	不流血
bloodline	世系
bloodshed	流血
bloodshot	血絲
bloodstream	血液
bloodthirsty	嗜血
bloody	血腥
bloom	盛開
bloomers	燈籠褲
blooming	怒放
blossom	開花
blot	斑點
blotched	大斑點
blotter	記事簿
blouse	襯衫
blow	打擊
blower	送風機
blowfish	河豚
blowing	吹
blowjob	口交
blown	吹
blowout	吹熄
blowtorch	噴燈
blubber	大聲哭
bluddy	bluddy
blue	藍色
blue spruce	藍色雲杉
blueberry	藍莓
bluebird	知更鳥
bluegrass	蘭草
bluejay	藍松鴉
blueprint	藍圖
blues	藍調
bluff	虛張聲勢
bluish	偏藍
blunder	錯誤
blunt	鈍
blur	模糊
blurred	模糊
blurry	模糊
blurt	脫口而出
blush	臉紅
blushing	臉紅
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	公豬
board	板
board game	棋盤遊戲
boarder	NO TRANSLATION
boarding	登機
boardroom	會議室
boards	板
boardwalk	木棧道
boast	誇
boastful	自誇
boasting	擁有
boat	船
boathouse	船屋
boating	划船
boatload	勿庸置疑
boatman	船工
bobbin	線軸
bobcat	山貓
bobsled	雪橇
bode	預兆
bodega	酒窖
bodice	緊身胸衣
bodily	身體
body	身體
bodyguard	保鏢
bog	沼澤
bogey	忌
bogeyman	可怕之處
bogus	虛假
bohemian	波西米亞風格
boil	熬
boiler	鍋爐
boilerplate	樣板
boiling	沸騰
boisterous	哄然
bold	膽大
boldness	魄力
bollocks	胡說
bolster	加強
bolt	螺栓
bolus	丸
bomb	炸彈
bombard	轟擊
bombardier	投彈手
bombardment	轟擊
bombed	轟炸
bomber	轟炸機
bombers	轟炸機
bombing	轟炸
bombshell	重磅炸彈
bonanza	富礦帶
bonbon	NO TRANSLATION
bond	鍵
bondage	束縛
bonding	結合
bonds	債券
bondsman	擔保人
bone	骨
bonehead	檮
boner	波納
bones	骨頭
bonfire	篝火
bong	奉
bonkers	瘋狂的
bonne	NO TRANSLATION
bonnet	帽子
bonny	邦尼
bonsai	盆栽
bonus	獎金
bony	骨的
boo	噓
boob	布布
booby	癡子
booger	鼻屎
boogeyman	惡巫
boogie	布吉
book	書
bookcase	書櫃
bookie	賭本
booking	預訂
bookish	書卷氣
bookkeeper	會計
bookkeeping	簿記
booklet	小冊子
bookmaker	賭博業者
bookmark	書籤
books	圖書
bookseller	書商
bookshop	書店
bookstore	書店
bookworm	書呆子
boom	繁榮
boomer	嬰兒潮一代
boomerang	自食其果
booming	繁榮
boon	福利
boooo	NO TRANSLATION
boost	促進
booster	加速器
boot	靴
booth	亭
bootleg	盜版
bootlegger	私酒
boots	靴子
booty	贓物
booze	豪飲
bop	國際收支平衡表
bopper	bopper
border	邊境
bordering	接壤
borderline	邊緣
bore	孔
boreal	寒帶
bored	無聊
boredom	無聊
borer	螟
boring	無聊
born	天生
boron	硼
borough	鎮
borrow	借
borrower	借款人
bosom	懷
boss	老闆
bossy	跋扈
boston	波士頓
botanical	植物
botanist	植物學家
botany	植物學
bother	煩
bothering	困擾
bottle	瓶子
bottleneck	瓶頸
bottling	裝瓶
bottom	底部
bottomless	萬丈
botulism	肉毒中毒
boulder	漂礫
bounce	彈跳
bouncer	保鏢
bouncy	有彈性
bound	界
boundary	邊界
boundless	漫漫
bounds	界限
bountiful	豐富
bounty	賞金
bouquet	花束
bourbon	波旁酒
bourgeois	資產階級
bourgeoisie	資產階級
bourse	股票交易所
bout	回合
boutique	精品
bouttime	NO TRANSLATION
bovine	牛
bow	弓
bowed	鞠躬
bowel	腸
bowels	腸子
bowl	碗
bowler	投球手
bowling	保齡球
bowls	碗
box	框
boxcar	棚車
boxer	拳擊手
boxers	拳擊手
boxing	拳擊
boy	男孩
boycott	抵制
boyfriend	男朋友
boyhood	少年時代
boyish	孩子氣
boysenberry	波森
bozo	笨蛋
bra	胸罩
brace	支撐
bracelet	手鐲
braces	背帶
brachial	肱
bracket	托架
brackets	括號
brackish	有鹽味的
brad	布拉德
brag	吹牛
braid	編織
brain	腦
brainless	嚚
brains	大腦
brainstorm	頭腦風暴
brainwash	洗腦
brainy	聰明
brake	制動
bran	麩
branch	科
branching	分枝
brand	牌
brandy	白蘭地
brash	性急的
brass	黃銅
brass knuckle	黃銅轉向節
brassiere	乳罩
brat	小子
bratwurst	香腸
bravado	虛張聲勢
brave	勇敢
bravery	膽
brawl	爭吵
brawn	膂力
brazen	厚顏無恥
breach	突破口
bread	麵包
breadth	寬度
break	打破
breakable	易碎的
breakaway	擺脫
breakdown	分解
breaker	斷路器
breakers	斷路器
breakfast	早餐
breaking and entering	破門而入
breakingnews	爆炸新聞
breakneck	驚人
breakthrough	突破
breakup	分手
breast	乳房
breath	呼吸
breathe	呼吸
breather	喘息
breathless	咋舌
breathtaking	驚險
breech	臀部
breeches	馬褲
breed	品種
breeder	飼養員
breeding	配種
breeze	微風
breezy	活潑的
brethren	弟兄
breve	NO TRANSLATION
brevity	簡短
brew	釀造
brewery	釀酒廠
brewing	釀造
briar	荊棘
bribe	賄賂
bribery	受賄
brick	磚
bridal	新娘
bride	新娘
bridegroom	新郎
bridesmaid	伴娘
bridge	橋
bridle	轡
brief	簡要
briefcase	公文包
briefing	簡報
briefly	簡要地
brig	禁閉室
brigade	旅
bright	亮
brighten	變亮
brightens	提亮
brighter	光明
brightness	亮度
brilliance	輝
brilliant	輝煌
brim	邊
brimming	充滿
brimstone	硫磺
brine	鹽水
bring	帶來
brink	邊緣
brisk	輕快
brisket	胸部
bristle	鬃
brittle	脆
bro	BRO
broach	拉刀
broad	廣闊
broadcast	廣播
broadcasting	廣播
broaden	擴大
broadside	寬邊
broadsword	大刀
brocade	錦緞
broccoli	西蘭花
brochure	小冊
broil	烤
broke	打破
broken	破碎
brokenheart	NO TRANSLATION
brokenhearted	心碎了
broker	經紀人
brokerage	佣金
bromide	溴
bronco	野馬
bronze	青銅
brooch	胸針
brood	窩
brooding	憂鬱
brook	溪
broom	掃帚
broomstick	掃帚
broth	肉湯
brothel	妓院
brother	哥哥
brotherhood	手足情誼
brotherly	兄弟的
brow	眉頭
brown	棕色
brownstone	赤褐色砂石
browse	瀏覽
brrr	BRRR
bruise	挫傷
bruising	瘀血
brunch	早午餐
brunette	黑髮
brunt	首當其衝
brush	刷
brutal	野蠻
brutality	殘酷
brute	畜生
brutish	野蠻
bubble	泡沫
bubbling	冒泡
bubbly	香檳酒
bubonic	腹股溝腺炎的
buck	降壓
buckaroo	牧童
bucket	桶
buckle	扣
buckled	沉著應戰
bucko	bucko
buckshot	巴克肖特
buckwheat	蕎
bud	芽
buddha	佛
buddhism	佛教
buddhist	佛教徒
budding	芽接
buddy	夥伴
budge	讓步
budget	預算
buff	淺黃色
buffalo	水牛
buffer	緩衝
buffering	緩衝
buffet	自助餐
buffoon	丑角
bug	竊聽器
bugaboo	嚇人的東西
bugged	竊聽
bugger	開溜
buggy	越野車
bugle	號角
bugler	司號員
build	建立
builder	建設者
building	建造
buildings	房屋
buildup	建立
bulb	燈泡
bulbous	球根
bulge	凸
bulimic	貪食症
bulk	塊
bulkhead	艙壁
bulky	笨重
bull	公牛
bulldog	牛頭犬
bulldozer	推土機
bullet	子彈
bulletin	公告
bulletproof	防彈
bullfighter	鬥牛士
bullfrog	牛蛙
bullheaded	公牛當家
bullhorn	牛角
bullion	金條
bullock	犍
bullpen	牛棚
bullshit	廢話
bully	欺負
bulwark	堡壘
bum	屁股
bumblebee	熊蜂
bummed	鬱悶
bummer	長號
bump	磕碰
bumper	保險槓
bumpy	顛簸
bun	NO TRANSLATION
bunch	束
bundle	束
bungalow	平房
bungee	蹦極
bunghole	瓶口
bunion	姆囊炎
bunk	假寐
bunker	掩體
bunkhouse	工棚
bunny	兔子
bunt	短打
buoy	浮標
buoyancy	浮力
buoyant	輕飄
bur	BUR
burden	負擔
burdened	背負
burdensome	繁重
bureau	局
bureaucracy	官僚
bureaucrat	僚
bureaucratic	官僚主義
burger	漢堡包
burglar	竊賊
burglary	竊案
burial	葬禮
buried	隱藏
burke	伯克
burlap	粗麻布
burlesque	滑稽戲
burly	結實
burn	燒傷
burned	燒
burner	刻錄機
burning	燃燒
burnished	磨光
burnout	燒完
burnt	焦
burp	飽嗝兒
burr	毛刺
burrito	捲餅
burro	NO TRANSLATION
burrow	地洞
bursary	金庫
burst	爆裂
bury	埋葬
bus	總線
busboy	NO TRANSLATION
bush	襯套
bushel	蒲式耳
bushy	濃密的
business	商業
business man	NO TRANSLATION
businessman	商人
businesswoman	NO TRANSLATION
busload	總線負載
buss	巴斯
bust	胸圍
busted	破獲
buster	剋星
bustle	忙碌
bustling	繁華
busy	忙
busybody	好事者
butane	丁烷
butcher	屠夫
butler	男管家
butt	屁股
butter	牛油
buttercup	毛茛
butterfly	蝴蝶
buttermilk	酪
butterscotch	奶油
buttery	黃油狀的
buttock	臀部
buttocks	臀部
button	按鍵
buttress	支持
buxom	豐滿
buy	購買
buyer	買方
buying	購買
buzz	蜂鳴器
buzzard	鷲
buzzed	嗡嗡嗡
buzzer	蜂鳴器
buzzing	餘音繞樑
bye	再見
bygone	過去的
bylaw	條例
byline	署名
bypass	旁路
bystander	旁觀者
byte	字節
byzantine	拜占庭式的
cab	出租車
cabal	陰謀
cabana	小屋
cabaret	歌舞表演
cabbage	捲心菜
cabbie	出租車司機
cabernet	赤霞珠
cabin	艙
cabinet	內閣
cable	電纜
caboodle	堆
caboose	守車
cabriolet	敞篷車
cache	高速緩存
cacophony	雜音
cactus	仙人掌
cad	CAD
cadaver	屍體
caddie	NO TRANSLATION
caddy	球童
cadence	韻律
cadet	學員
cafe	咖啡店
cafeteria	自助餐館
caffeine	咖啡因
cage	籠
cagey	謹慎小心的
cahoots	同流合污
cairn	凱恩
cake	蛋糕
cakewalk	小菜一碟
calamari	魷魚
calamitous	災難性的
calamity	災害
calcareous	鈣質
calcium	鈣
calculate	計算
calculated	計算
calculating	計算
calculation	計算
calculator	計算器
calculus	結石
calendar	日曆
calender	NO TRANSLATION
calf	小牛
caliber	口徑
calibrate	校準
calico	印花布
calipers	游標卡尺
calisthenics	柔軟體操
call	呼叫
callback	回電話
caller	呼叫者
calligraphy	書法
calling	調用
callous	冷酷
calls	電話
calm	冷靜
calming	平靜
calmness	冷靜
caloric	熱
calorie	卡路里
calorimeter	量熱儀
cam	凸輪
camaraderie	友情
camber	弧形
camcorder	攝錄一體機
camel	駱駝
cameo	寶石
camera	相機
cameraman	攝影師
camisole	婦女貼身背心
camouflage	偽裝
camouflaged	NO TRANSLATION
camp	營
campaign	運動
campaigner	活動家
campaigning	競選
camper	露營
campfire	營火
camping	露營
campsite	營地
campus	校園
can	能夠
can opener	開罐器
canal	運河
canary	金絲雀
cancel	取消
canceling	取消
cancellation	消除
cancer	癌症
candid	坦率
candidacy	候選人
candidate	候選人
candied	脯
candle	蠟燭
candlelight	燭火
candles	蠟燭
candlestick	檠
candor	直率
candy	糖果
cane	甘蔗
canine	犬
canister	罐
canker	潰瘍
cannabis	麻
canned	聽裝
cannibal	食人族
cannibalism	自相殘殺
canning	罐頭製造
cannon	大砲
cannonball	砲彈
canoe	獨木舟
canon	教規
canonical	典範
canons	大砲
canopy	華蓋
cantaloupe	哈密​​瓜
cantbreathe	NO TRANSLATION
canteen	食堂
canterbury	坎特伯雷
canthandleit	NO TRANSLATION
cantilever	懸臂
cantina	酒館
canto	NO TRANSLATION
canton	廣州
cantstandit	cantstandit
cantwin	cantwin
canvas	帆布
canvass	NO TRANSLATION
canyon	峽谷
cap	帽
capability	能力
capable	能
capacity	容量
cape	岬
caper	跳躍
capillary	毛細管
capital	首都
capitalism	資本主義
capitalist	資本家
capitalize	利用
capitals	首都
capitation	人頭
capitol	國會大廈
capitulation	投降
cappuccino	熱奶咖啡
caprice	任性
capricious	任性
caps	帽子
capslock	大寫鎖定
capsule	膠囊
captain	隊長
caption	標題
captivate	著迷
captivating	迷人
captive	俘虜
captivity	囚禁
captor	捕捉者
capture	捕獲
car	汽車
caramel	焦糖
carat	克拉
caravan	大篷車
carbon	碳
carburetor	化油器
carcass	胴體
carcinoma	癌
card	卡
cardboard	紙板
cardiac	心臟的
cardigan	羊毛衣
cardinal	樞機主教
cardiologist	心髒病
cardiology	心髒病
cardiomyopathy	心肌病
cards	牌
care	關心
career	事業
carefree	暢快
careful	小心
carefully	小心
careless	粗心
carelessness	疏忽
caress	撫摸
caret	插入符號
caretaker	管理人
cargo	貨物
caribou	馴鹿
caricature	漫畫
caries	齲齒
caring	愛心
carjack	汽車千斤頂
carnage	大屠殺
carnal	肉體
carnation	康乃馨
carnival	狂歡
carnivorous	肉食
carol	頌歌
carols	頌歌
carousel	圓盤傳送帶
carp	鯉魚
carpal	腕
carpenter	木匠
carpentry	木工
carpet	地毯
carpeting	地毯
carpool	停車場
carriage	運輸
carried	攜帶的
carrier	支架
carrot	胡蘿蔔
carry	攜帶
carrying	攜帶
carsick	暈車
cart	大車
carte	NO TRANSLATION
cartel	卡特爾
carter	卡特
cartilage	軟骨
cartographic	製圖
cartography	製圖
carton	紙板箱
cartoon	動畫片
cartouche	NO TRANSLATION
cartridge	盒式磁帶
carve	雕刻
carver	雕刻
carving	雕刻
cascade	級聯
case	案件
casein	酪蛋白
cash	現金
cashier	出納員
cashmere	開司米
casing	套管
casino	賭場
cask	木桶
casket	棺材
casserole	沙鍋
cassette	暗盒
cast	投
castaway	拋棄
caste	種姓
caster	鑄工
castle	城堡
castor	蓖麻
castrate	閹割
castration	閹割
casual	隨便
casually	胡亂
casualty	受害者
cat	貓
catabolism	分解代謝
catalog	目錄
catalogue	目錄
catalysis	催化
catalyst	催化劑
catalytic	催化
catamaran	雙體船
catapult	彈射
cataract	白內障
catastrophe	災難
catastrophic	災難性的
catatonic	緊張
catch	抓住
catcher	捕手
catching	捕
catchphrase	口號
catchy	上口
catechism	教義問答
categorical	明確的
category	類別
cater	迎合
caterer	餐飲服務商
caterpillar	毛蟲
cates	凱茨
catfish	鯰魚
cathartic	瀉藥
cathedral	大教堂
catheter	導管
catholic	天主教徒
cathouse	cathouse
catnip	薄荷
cattle	黃牛
catwalk	貓步
caucus	預備會議
caudal	尾
cauldron	釜
cauliflower	菜花
caulk	填縫
causal	因果
causality	因果關係
causation	因果關係
cause	原因
caused	造成
causeway	堤道
caution	警告
cautionary	警示
cautious	謹慎
cautiously	謹慎
cavalier	騎士
cavalry	騎兵
cave	洞穴
caveat	警告
caveman	穴居人
cavern	洞穴
cavernous	海綿狀
caviar	魚子醬
caving	崩落
cavity	空穴
cayenne	辣椒
cease	停止
ceasefire	停火
ceaseless	不斷
cedar	雪松
cede	放棄
ceiling	天花板
celebrant	禮
celebrate	慶祝
celebrated	著名
celebrating	慶祝
celebration	慶典
celebrations	慶祝活動
celebratory	慶祝
celebrity	名人
celery	芹菜
celestial	天上
celibacy	獨身
celibate	獨身
cell	細胞
cellar	地窖
cellblock	電池塊
cellist	大提琴家
cellmate	獄友
cello	大提琴
cellophane	玻璃紙
cellular	細胞的
cellulite	橘皮
celluloid	賽璐珞
cement	水泥
cemented	凝成
cemetery	公墓
censor	審查
censorship	審查
censure	譴責
census	人口調查
cent	一分錢
centenary	一百年
centennial	百週年紀念
center	中央
centerfold	插頁
centerpiece	核心
centimeter	厘米
centipede	蜈
central	中央
centrality	中心地位
centralization	集權
centralize	集中
centrally	中央
