Word	sk
barring	okrem
barrister	advokát
barroom	krčmárka
barrow	dvoukolák
bartender	barman
barter	vymieňať tovar
base	základňa
baseball	baseball
baseball bat	bejzbalová pálka
baseboard	podlažná lišta
baseless	nedôvodné
baseline	základné
baseman	baseman
basement	suterén
bases	báza
bash	tresnúť
bashful	hanblivý
basic	basic
basics	základy
basil	bazalka
basilica	bazilika
basin	povodia
basis	základ
bask	slniť sa
basket	košík
basketball	basketball
bass	BAS
bass guitar	basgitara
basso	NO TRANSLATION
bassoon	fagot
bastard	bastard
bastarding	bastarding
bastards	bastardi
bastion	bašta
bat	netopier
batch	várka
batching	dávkovanie
bate	NO TRANSLATION
bath	kúpeľ
bathe	kúpať sa
bathhouse	kúpeľný dom
bathing	kúpanie
bathrobe	župan
bathroom	kúpeľňa
bathtub	Vaňa
bathymetry	bathymetry
baton	obušok
battalion	batalión
batter	šľahané
battered	otlčené
battering	sústredená ničivá paľba
battery	batérie
battle	bitka
battled	bojoval
battlefield	bojisko
battleground	bojové pole
battlements	cimburie
battleship	bojová loď
batty	praštěná
bauble	čačky
bawdy	oplzlý
bawl	revať
bay	záliv
bayonet	bajonet
bayou	bayou
bazaar	bazár
bazooka	pancierová päsť
bday	bday
be	byť
beach	pláž
beaches	pláží
beacon	maják
bead	korálku
beading	navliekanie korálok
beads	korále
beady	korálkovitý
beagle	beagle
beak	zobák
beaker	kadička
beam	lúč
beaming	rozžiarený
bean	fazuľa
beanbag	beanbag
beanie	čiapočku
bear	medveď
bearable	znesiteľný
beard	fúzy
bearded	fúzatý
bearer	nositeľ
bearing	ložisko
bearings	ložisko
bearish	medvedí
bearskin	medvedej kože
beast	zviera
beastly	brutálny
beat	poraziť
beaten	porazený
beater	šľahač
beating	bitie
beatnik	beatnik
beau	elegán
beautification	skrášľovania
beautiful	krásny
beautify	skrašliť
beauty	krása
beaver	bobor
bebop	bebop
beck	kývnutie
beckon	pokynout
become	stať sa
bed	posteľ
bedding	lôžkoviny
bedpan	lôžkové misa
bedrock	jadro
bedroom	spálne
bedside	pri lôžku
bedspread	prikrývka cez posteľ
bedtime	spaním
bee	včela
beef	hovädzie mäso
beefsteak	hovädzí steak
beehive	úľ
beep	pípnutie
beeper	bzučiak
beer	pivo
bees	včely
beeswax	včelí vosk
beetle	chrobák
befall	postihnúť
befitting	patričný
befriend	spriateliť
befuddled	popletený
beg	žobrať
beggar	žobrák
begging	žobranie
begin	začať
beginner	začiatočník
beginning	začiatok
beginnings	začiatky
begrudge	závidieť
begun	Začatie
behappy	NO TRANSLATION
behave	správať sa
behavior	správanie
behavioral	behaviorálna
behemoth	monštrum
behest	prikázanie
behold	uvidieť
beholden	zaviazaný
beholder	pozorovateľ
beige	béžový
belated	oneskorený
belay	istiť lanom
belch	grgnutie
belief	viera
believable	uveriteľný
believe	veriť
believed	predpokladá
believer	veriaci
believing	veriť
belittle	bagatelizovať
belittled	bagatelizoval
bell	zvon
bellboy	hotelový poslíček
bellhop	hotelový poslíček
belligerent	agresívne
bellman	Bellman
bellow	revať
bellows	mechy
belly	brucho
bellybutton	pupok
bellyful	sýtosť
belong	patriť
belongings	veci
beloved	milovaný
belt	remeň
beluga	beluga
bemused	zmätený
bench	lavice
bend	ohyb
bender	pitka
bending	ohýbanie
beneath	pod
benedictory	benedictory
benefactor	dobrodinec
beneficial	prospešný
beneficiary	príjemcu
benefit	výhoda
benevolence	zhovievavosť
benevolent	láskavý
benign	benígne
bent	ohnutý
benzene	benzol
bequeath	odkázať
bequest	dedičstvo
bereaved	smútiaci
bereavement	úmrtia
bereft	zbavený
beret	baret
bergamot	bergamot
berlin	Berlín
berserk	šialený
berth	kotvisko
beryllium	berýlium
beseech	naliehavo prosiť
beset	sužovať
bestdayever	najlepší deň
bestfeeling	bestfeeling
bestfriends	najlepší priatelia
bestial	beštiálne
besties	besties
bestow	prepožičať
bestseller	najpredávanejší
bet	stávka
beta	beta
betray	zradiť
betrayal	zrada
betrayed	zradil
betrothed	zasnúbený
betterment	zlepšenie
betting	stávkovanie
betty	betty
bevel	skosenie
beverage	nápoj
bevy	húf
beware	pozor
bewilder	ohromiť
bewildered	zmätený
bewilderment	úžas
bias	predsudok
biased	predpojatý
bib	podbradník
bible	biblie
biblical	biblický
bibliography	Bibliografia
bicarbonate	hydrogénuhličitan
bicentennial	Dvestoročnú
biceps	biceps
bicker	hašteriť
bickering	hašterenie
bicolor	bicolor
bicycle	bicykel
bid	ponuka
bidder	ponúkajúce
bidding	licitácie
bide	NO TRANSLATION
biennial	dvojročný
bier	NO TRANSLATION
bifurcation	rozdvojenie
big	veľký
bigamy	bigamie
bigday	veľký deň
biggestfear	NO TRANSLATION
biggie	potent
bighorn	veľký roh
bigmouth	veľké ústa
bigot	náboženský fanatik
bigoted	bigotní
bigotry	bigotnosť
bike	kolo
biker	biker
bikini	bikiny
bilateral	bilaterálne
bilayer	dvojvrstva
bile	žlč
bilge	brucho
bilingual	dvojjazyčný
bill	zmenka
billboard	plagátové tabule
billet	ubytovať
billiard	biliard
billiards	biliard
billing	fakturácia
billion	miliardy
billionaire	bilionár
billy	táborový kotlík
bimbo	bimbo
bimonthly	dvojmesačník
bin	popolnice
binary	dvojitý
bind	viažu
binder	zakladač
bindery	vazárna
binding	viazanie
bing	bing
binge	binge
bingo	bingo
binocular	binokulárne
binoculars	ďalekohľad
binomial	dvojslovný
bio	bio
biochemical	biochemické
biochemist	biochemik
biochemistry	biochémie
biogenesis	biogeneze
biographer	životopisec
biography	životopis
biological	biologický
biologist	biológ
biology	biológie
bionic	bionický
biopsy	biopsia
biosphere	biosféra
bipartite	dvojdielny
bipolar	bipolárne
birch	breza
bird	vták
birdcage	klietka
birdie	vtáčik
birdman	Birdman
birth	pôrod
birthday	narodeniny
birthing	pôrodná
birthmark	materské znamienko
birthplace	rodisko
birthright	neodňateľné právo
bis	NO TRANSLATION
biscuit	sušienka
bisexual	bisexuálne
bishop	biskup
bison	bizón
bisque	bisque
bistro	bistro
bit	trocha
bitch	fena
bitchy	kúsavý
bite	hrýsť
biter	NO TRANSLATION
bitsy	Bits
bitter	horký
bitterly	trpko
bitterness	horkosť
bittersweet	horkosladký
bitty	Bitty
bitumen	živice
biweekly	dvojtýždňové
biz	biz
bizarre	bizarné
blab	tárať
blabbermouth	Blabbermouth
black	čierna
black snake	čierny had
blackberry	ostružina
blackbird	Drozd
blackboard	tabuľa
blacken	černieť
blackface	blackface
blackjack	pirátska vlajka
blacklist	čierna listina
blackmail	vydieranie
blackmailer	vydierač
blackness	temnota
blackout	zatemnenie
blacksmith	kováč
bladder	mechúr
blade	čepeľ
blame	vina
blameless	nevinný
bland	jemný
blank	prázdny
blanket	prikrývka
blare	jačať
blase	NO TRANSLATION
blasphemous	znevažujúci
blasphemy	rúhanie
blast	výbuch
blaster	blaster
blastoff	odštartovať
blatant	do očí bijúce
blather	blather
blaze	blčať
blazer	blejzer
blazing	sálajúce
bleach	bielidlo
bleak	bezútešný
bleed	krvácať
bleeder	odvzdušňovacie
bleeding	krvácajúca
bleep	pípnutie
blemish	vada
blemished	poškodenými
blend	zmes
blender	mixér
blending	blending
bless	požehnať
blessed	požehnaný
blessing	požehnanie
blessings	požehnania
bleu	bleu
blight	pleseň
blighted	zmarené
blimp	Blimp
blind	slepý
blinded	oslepený
blindfold	páska
blindfolded	so zaviazanými očami
blinding	oslepujúci
blindly	slepo
blindness	slepota
blink	blikať
blip	výkyv
bliss	blaho
blissful	blažený
blister	pľuzgier
blistering	sžíravý
blitz	prudký útok
blizzard	blizard
bloat	údiť
bloated	nafúknutý
blob	kvapka
block	blok
blockade	blokáda
blockage	upchatie
blockbuster	trhák
blockhead	tupec
blog	blog
bloke	chlapík
blond	blond
blonde	blondínka
blood	krvný
bloodbath	krviprelievania
bloodhound	policajný pes
bloodless	nekrvavý
bloodline	rodokmeň
bloodshed	krviprelievania
bloodshot	krviprelievania
bloodstream	krvný obeh
bloodthirsty	krvilačný
bloody	krvavý
bloom	kvet
bloomers	bombarďáky
blooming	kvitnúce
blossom	kvet
blot	škvrna
blotched	blotched
blotter	pijan
blouse	blúzka
blow	úder
blower	dúchadlo
blowfish	blowfish
blowing	fúkania
blowjob	výstrek
blown	fúkané
blowout	žranica
blowtorch	opaľovacie lampa
blubber	špek
bluddy	bluddy
blue	Modrá
blue spruce	modrý smrek
blueberry	čučoriedka
bluebird	Modrý vták
bluegrass	bluegrass
bluejay	bluejay
blueprint	poľná
blues	blues
bluff	blufovat
bluish	namodralý
blunder	prehmat
blunt	tupý
blur	rozmazať
blurred	rozmazané
blurry	rozmazaný
blurt	vyhrknout
blush	očervenieť
blushing	červenající sa
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	kanec
board	doska
board game	stolná hra
boarder	NO TRANSLATION
boarding	nástup do lietadla
boardroom	zasadacia miestnosť
boards	dosky
boardwalk	drevený
boast	chvastanie
boastful	chlubivý
boasting	pýcha
boat	čln
boathouse	lodenice
boating	lodičky
boatload	lodný náklad
boatman	prievozník
bobbin	cievka
bobcat	rys
bobsled	bob
bode	veštiť
bodega	vináreň
bodice	živôtik
bodily	telesný
body	telo
bodyguard	osobný strážca
bog	močiar
bogey	strašiak
bogeyman	strašiakom
bogus	falošný
bohemian	bohémsky
boil	variť
boiler	bojler
boilerplate	štandardizovaný
boiling	vriaci
boisterous	búrlivý
bold	smelý
boldness	odvaha
bollocks	hovadina
bolster	podhlavník
bolt	skrutka
bolus	bolus
bomb	bomba
bombard	bombardovať
bombardier	bombardier
bombardment	bombardovanie
bombed	bombardoval
bomber	bombardér
bombers	bombardéry
bombing	bombardovanie
bombshell	puma
bonanza	veľký zisk
bonbon	NO TRANSLATION
bond	dlhopis
bondage	otroctva
bonding	lepenie
bonds	dlhopisy
bondsman	nevoľník
bone	kosť
bonehead	pitomec
boner	Boner
bones	ostatky
bonfire	táborák
bong	bong
bonkers	cvoknutý
bonne	NO TRANSLATION
bonnet	čepiec
bonny	milý
bonsai	bonsai
bonus	prémia
bony	kostnatý
boo	vypískať
boob	trdlo
booby	ťulpas
booger	šušeň
boogeyman	Boogeyman
boogie	boogie
book	kniha
bookcase	knižnica
bookie	bookmaker
booking	rezervovať
bookish	knižnej
bookkeeper	účtovný
bookkeeping	účtovníctva
booklet	knižka
bookmaker	bookmaker
bookmark	záložka
books	knihy
bookseller	kníhkupec
bookshop	kníhkupectvo
bookstore	kníhkupectvo
bookworm	knihomoľ
boom	výložník
boomer	boomu
boomerang	bumerang
booming	prekvitajúci
boon	výhoda
boooo	NO TRANSLATION
boost	zosilnenie
booster	booster
boot	topánka
booth	búdka
bootleg	bootleg
bootlegger	pašerák
boots	topánky
booty	korisť
booze	chlast
bop	bop
bopper	Bopper
border	hraničné
bordering	susedné
borderline	hranica
bore	otvor
boreal	boreálne
bored	znudený
boredom	nuda
borer	vrták
boring	nudný
born	narodený
boron	bor
borough	štvrť
borrow	požičať si
borrower	dlžník
bosom	prsia
boss	boss
bossy	panovačný
boston	boston
botanical	botanický
botanist	botanik
botany	botanika
bother	obťažovať
bothering	obťažoval
bottle	fľaša
bottleneck	úzky profil
bottling	stáčanie
bottom	dno
bottomless	bezodný
botulism	botulizmus
boulder	balvan
bounce	odskočiť
bouncer	chválil
bouncy	skákacie
bound	viazaný
boundary	hranice
boundless	neobmedzený
bounds	medze
bountiful	štedrý
bounty	štedrosť
bouquet	kytice
bourbon	bourbon
bourgeois	meštiak
bourgeoisie	buržoázie
bourse	bourse
bout	záchvat
boutique	butik
bouttime	bouttime
bovine	hovädzie
bow	lúk
bowed	uklonil
bowel	črevo
bowels	vnútornosti
bowl	miska
bowler	nadhadzovač
bowling	kolky
bowls	bowls
box	box
boxcar	Boxcar
boxer	boxer
boxers	boxeri
boxing	box
boy	chlapec
boycott	bojkot
boyfriend	priateľ
boyhood	Chlapčenstvo
boyish	chlapčenský
boysenberry	černice
bozo	Hurvinek
bra	podprsenka
brace	rovnátka
bracelet	náramok
braces	traky
brachial	brachiálna
bracket	konzola
brackets	držiaky
brackish	poloslaná
brad	brad
brag	chvastanie
braid	vrkoč
brain	mozog
brainless	hlúpy
brains	mozgy
brainstorm	Brainstorm
brainwash	vymyť mozog
brainy	duchaplný
brake	brzda
bran	otruby
branch	vetva
branching	vetvenia
brand	značka
brandy	brandy
brash	drzý
brass	mosadz
brass knuckle	mosadzné koleno
brassiere	podprsenka
brat	spratek
bratwurst	NO TRANSLATION
bravado	bravúra
brave	statočný
bravery	udatnosť
brawl	hádka
brawn	sval
brazen	drzý
breach	porušenie
bread	chlieb
breadth	šírka
break	prestávka
breakable	krehký
breakaway	odtrhnuté
breakdown	zlomiť
breaker	breaker
breakers	ističe
breakfast	raňajky
breaking and entering	vlámanie a vstup
breakingnews	Mimoriadne správy
breakneck	krkolomný
breakthrough	prelom
breakup	rozísť sa
breast	prsník
breath	dych
breathe	dýchať
breather	oddych
breathless	bezdechu
breathtaking	dych
breech	záver
breeches	nohavice
breed	plemeno
breeder	chovateľ
breeding	chov
breeze	vánok
breezy	svieži
brethren	bratia
breve	NO TRANSLATION
brevity	stručnosť
brew	variť
brewery	pivovar
brewing	pivovarníctvo
briar	vres
bribe	úplatok
bribery	úplatkárstva
brick	tehla
bridal	svadobné
bride	nevesta
bridegroom	ženích
bridesmaid	družičky
bridge	Most
bridle	uzda
brief	krátky
briefcase	aktovka
briefing	inštruktáž
briefly	krátko
brig	briga
brigade	brigáda
bright	bystrý
brighten	objasniť
brightens	svetlejšie
brighter	jasnejšie
brightness	jas
brilliance	brilancie
brilliant	brilantný
brim	okraj
brimming	pretekajúca
brimstone	síra
brine	soľankou
bring	priniesť
brink	pokraj
brisk	energický
brisket	bôčik
bristle	štetiny
brittle	krehký
bro	bro
broach	ražeň
broad	široký
broadcast	vysielania
broadcasting	vysielania
broaden	rozšíriť
broadside	bočné salva
broadsword	broadsword
brocade	brokát
broccoli	brokolica
brochure	brožúra
broil	grilovať
broke	zlomil
broken	zlomený
brokenheart	NO TRANSLATION
brokenhearted	so zlomeným srdcom
broker	maklér
brokerage	sprostredkovanie
bromide	bromid
bronco	kôň
bronze	bronz
brooch	brošňa
brood	háveď
brooding	skľučujúca
brook	potok
broom	metla
broomstick	násada na metlu
broth	vývar
brothel	bordel
brother	brat
brotherhood	bratstvo
brotherly	bratský
brow	obočie
brown	hnedý
brownstone	boháčov
browse	prezerať
brrr	brrr
bruise	modrina
bruising	podliatiny
brunch	desiata
brunette	bruneta
brunt	nápor
brush	kefa
brutal	brutálny
brutality	brutalita
brute	zviera
brutish	hrubý
bubble	bublina
bubbling	bublanie
bubbly	temperamentný
bubonic	dýmějový
buck	dolár
buckaroo	Buckaroo
bucket	vedro
buckle	pracka
buckled	podlomili
bucko	Bucko
buckshot	Buckshot
buckwheat	pohánka
bud	púčik
buddha	Buddha
buddhism	budhizmus
buddhist	budhistické
budding	pučiace
buddy	kámoš
budge	ustúpiť
budget	rozpočet
buff	žltohnedý
buffalo	byvol
buffer	nárazník
buffering	buffering
buffet	bufet
buffoon	Kašpar
bug	ploštice
bugaboo	bubák
bugged	odpočúvala
bugger	prevít
buggy	Brycki
bugle	poľnice
bugler	trubač
build	vybudovať
builder	staviteľ
building	budova
buildings	budovy
buildup	postaviť
bulb	žiarovka
bulbous	cibulkovitý
bulge	výduť
bulimic	bulímiou
bulk	objem
bulkhead	prepážka
bulky	objemný
bull	býk
bulldog	buldog
bulldozer	buldozér
bullet	guľka
bulletin	bulletin
bulletproof	nepriestrelný
bullfighter	torero
bullfrog	skokan volský
bullheaded	tvrdohlaví
bullhorn	megafónom
bullion	Neražené kov
bullock	býček
bullpen	lapač
bullshit	hovadina
bully	tyran
bulwark	bašta
bum	zadok
bumblebee	včela
bummed	sklamaný
bummer	povaľač
bump	žuchnutie
bumper	nárazník
bumpy	hrboľatý
bun	NO TRANSLATION
bunch	chumáč
bundle	balík
bungalow	bungalov
bungee	bungee
bunghole	zátkovnice
bunion	pľuzgier
bunk	palanda
bunker	bunker
bunkhouse	nocľaháreň
bunny	Králiček
bunt	bunt
buoy	bóje
buoyancy	vztlak
buoyant	optimistický
bur	lopúch
burden	bremeno
burdened	zaťažený
burdensome	zbytočná
bureau	kancelária
bureaucracy	byrokracia
bureaucrat	byrokrat
bureaucratic	byrokratický
burger	hamburger
burglar	zlodej
burglary	lúpež
burial	pohreb
buried	pochovaný
burke	Burke
burlap	juta
burlesque	Burleska
burly	urastený
burn	horieť
burned	horel
burner	horák
burning	horiace
burnished	leštený
burnout	vyhorieť
burnt	spálený
burp	grgnutie
burr	hučanie
burrito	burrito
burro	NO TRANSLATION
burrow	dúpä
bursary	štipendium
burst	výbuch
bury	pochovať
bus	autobus
busboy	busboy
bush	Bush
bushel	bušel
bushy	huňatý
business	obchodné
business man	NO TRANSLATION
businessman	podnikateľ
businesswoman	podnikateľka
busload	busload
buss	pobozkať
bust	poprsia
busted	väznený
buster	buster
bustle	zhon
bustling	rušný
busy	zaneprázdnený
busybody	Všetečka
butane	bután
butcher	mäsiar
butler	komorník
butt	pažba
butter	maslo
buttercup	iskerník
butterfly	motýľ
buttermilk	cmar
butterscotch	mliečny cukrík
buttery	maslový
buttock	zadok
buttocks	zadok
button	gombík
buttress	podoprieť
buxom	prsnatá
buy	kúpiť
buyer	kupujúci
buying	nákupy
buzz	bzučať
buzzard	myšiak
buzzed	bzučely
buzzer	bzučiak
buzzing	bzučanie
bye	zbohom
bygone	dávny
bylaw	miestnej predpis
byline	byliny
bypass	bypass
bystander	náhodný divák
byte	byte
byzantine	byzantský
cab	taxík
cabal	úklady
cabana	cabana
cabaret	kabaret
cabbage	kapusta
cabbie	taxikár
cabernet	cabernet
cabin	kabína
cabinet	skrinka
cable	kábel
caboodle	Caboodle
caboose	služobné vozidlo vlaku
cabriolet	kabriolet
cache	cache
cacophony	kakofonie
cactus	kaktus
cad	CAD
cadaver	mŕtvola
caddie	NO TRANSLATION
caddy	nosič palíc
cadence	spád
cadet	kadet
cafe	kaviareň
cafeteria	jedáleň
caffeine	kofeín
cage	klietka
cagey	tajnostkársky
cahoots	Cahoots
cairn	mohyla
cake	torta
cakewalk	naparovať sa
calamari	kalamáre
calamitous	neblahý
calamity	kalamita
calcareous	vápnité
calcium	vápnik
calculate	vypočítať
calculated	počítané
calculating	výpočtu
calculation	kalkulácia
calculator	kalkulačka
calculus	počet
calendar	kalendár
calender	NO TRANSLATION
calf	teľa
caliber	kaliber
calibrate	kalibrovať
calico	kaliko
calipers	hmatadlo
calisthenics	kalestenika
call	volanie
callback	zavolaj späť
