Word	iw
astonish	לְהַדהִים
astonished	מוּפתָע
astonishing	מַפתִיעַ
astonishingly	NO TRANSLATION
astonishment	תַדְהֵמָה
astound	לְהַדהִים
astral	כּוֹכָבִי
astray	שולל
astringent	חמור
astrologer	אַסטרוֹלוֹג
astrology	אַסטרוֹלוֹגִיָה
astronaut	אַסטרוֹנָאוּט
astronomer	אַסטרוֹנוֹם
astronomical	אסטרונומי
astronomy	אַסטרוֹנוֹמִיָה
astute	עָרוּם
asunder	לִקְרָעִים
asylum	מקלט
asymmetric	א-סימטרי
asymmetry	אָסִימֵטְרִיָה
asymptotic	אסימפטוטית
atelier	atelier
atheism	אתאיזם
atheist	אָתֵאִיסְט
atheistic	אתאיסטית
atherosclerosis	טרשת עורקים
athlete	אַתלֵט
athletic	אַתלֵטִי
athleticism	אתלטיות
athletics	אַתלֵטִיקָה
atlas	אַטְלָס
atmosphere	אַטמוֹספֵרָה
atmospheric	אטמוספרי
atoll	אָטוֹל
atom	אָטוֹם
atomic	אָטוֹמִי
atone	לְכַפֵּר
atonement	כַּפָּרָה
atpeace	בשלום
atrium	אטריום
atrocious	מְתוֹעָב
atrocity	זוועה
atrophy	לְהִתְנַוֵן
attach	לְצַרֵף
attached	מְצוֹרָף
attachment	הִתקַשְׁרוּת
attack	לִתְקוֹף
attacker	תוֹקֵף
attacking	לתקוף
attain	לְהַשִׂיג
attainable	בר השגה
attainment	הַשָׂגָה
attempt	לְנַסוֹת
attempted	ניסיתי
attend	השתתף
attendance	נוֹכְחוּת
attendant	מְטַפֵּל
attention	תשומת הלב
attentionseeker	NO TRANSLATION
attentionseekers	NO TRANSLATION
attentive	קַשׁוּב
attenuate	לְהַחלִישׁ
attenuated	נחלש
attenuation	הנחתה
attest	לְהַעִיד
attestation	עֵדוּת
attic	עֲלִיַת גַג
attire	הלבוש
attitude	יַחַס
attorney	"עו""ד"
attract	לִמְשׁוֹך
attraction	מְשִׁיכָה
attractive	מוֹשֵׁך
attractiveness	מְשִׁיכָה
attributable	ניתן לייחס
attribute	תְכוּנָה
attribution	שִׁיוּך
attrition	התשה
auburn	אובורן
auction	מכירה פומבית
auctioneer	מכרז
audacious	נוֹעָז
audacity	חוּצפָּה
audible	נִשׁמָע
audience	קהל
audio	שֶׁמַע
audit	בְּדִיקָה
audition	אודישן
auditions	אודישנים
auditor	מבקר
auditorium	אוּלָם
auditory	שְׁמִיעָתִי
aught	aught
augment	לְהַגדִיל
augmentation	הגדלה
august	אוגוסט
aunt	דוֹדָה
auntie	דוֹדָה
aura	הילה
aurora	זוֹהַר קוֹטבִי
auspices	חָסוּת
auspicious	מְבַשֵׂר טוֹב
austere	חָמוּר
austerity	צֶנַע
authentic	אוֹתֶנְטִי
authenticate	לְאַמֵת
authentication	אימות
authenticity	אוֹתֶנְטִיוּת
author	מְחַבֵּר
authoritative	מוּסמָך
authority	רָשׁוּת
authorization	הרשאה
authorize	לְאַשֵׁר
authorized	מורשה
authorship	מחבר
autism	אוֹטִיזְם
autistic	אוֹטִיסטִי
auto	אוטומטי
autobiographical	אוטוביוגרפי
autobiography	אוֹטוֹבִּיוֹגְרָפִיָה
autocorrect	תיקון אוטומטי
autocratic	אוטוקרטית
autograph	חֲתִימָה
autographed	חתום
automated	אוטומטי
automatic	אוֹטוֹמָטִי
automobile	מְכוֹנִית
automotive	רכב
autonomy	אוטונומיה
autopilot	טייס אוטומטי
autopsy	נתיחה שלאחר המוות
autumn	סתָיו
auxiliary	עזר
avail	לְהוֹעִיל
availability	זמינות
available	זמין
avalanche	מַפּוֹלֶת שְׁלָגִים
avarice	חַמדָנוּת
avatar	גִלגוּל
avenge	לִנְקוֹם
avenger	נוֹקֵם
avenging	נקמה
avenue	שְׁדֵרָה
aver	NO TRANSLATION
average	מְמוּצָע
aversation	NO TRANSLATION
averse	מִתנַגֵד
averseness	אברנס
aversion	סְלִידָה
avert	לִמְנוֹעַ
aviary	כלוב
aviation	תְעוּפָה
aviator	טַיָס
avid	לָהוּט
avocado	אבוקדו
avoid	לְהִמָנַע
avoidance	הימנעות
avoiding	הימנעות
await	לְהַמתִין
awake	עֵר
awaken	לְהָעִיר
awakening	הִתעוֹרְרוּת
award	פרס
awards	פרסים
aware	מוּדָע
awareness	מוּדָעוּת
awe	NO TRANSLATION
awed	נבוך
awesome	מדהים
awesomeness	תועבה
awestruck	המום
awful	נורא
awkward	מוזר
awkwardness	סִרבּוּל
awning	סְכָכָה
awry	מְעוּקָם
axe	גַרזֶן
axial	צִירִי
axiom	אַקסִיוֹמָה
axiomatic	אַקסִיוֹמָתִי
axis	צִיר
axle	סֶרֶן
ay	ay
aye	כן
azimuth	אַזִימוּט
azure	צבע תכלת
babble	פִּטפּוּט
babbling	מקשקש
babe	תִינוֹק
baboon	בַּבּוּן
baby	תִינוֹק
babysit	לִשְׁמוֹר עַל הַטַף
babysitter	שְׁמַרטַף
baccalaureate	באקאל
baccarat	בקרה
bachelor	בּוֹגֵר תוֹאַר רִאשׁוֹן
bachelorette	רווקה
back	חזור
backboard	קרש גב
backbone	עמוד שדרה
backdoor	דלת אחורית
backdrop	רקע
backer	תוֹמֵך
backfire	אש
backgammon	שֵׁשׁ בֵּשׁ
background	רקע כללי
backhand	חֲבָטַת גַב הַיָד
backhoe	מחפרון
backoff	התרחק
backpack	תיק גב
backpacker	תרמילאי
backroom	חדר אחורי
backseat	במושב האחורי
backside	יַשׁבָן
backtrack	לַחֲזוֹר עַל עִקבוֹתָיו
backup	גיבוי
backward	לְאָחוֹר
backwardness	נֶחשָׁלוּת
backwards	אֲחוֹרָה
backwater	גב
backwoods	אחוריים
backyard	חצר אחורית
bacon	בייקון
bacteria	בַּקטֶרִיָה
bacterial	חיידקי
bacterium	חיידק
bad	רַע
badass	קשוח
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	תָג
badger	גִירִית
badhabit	NO TRANSLATION
badly	רע
badness	רוֹע
baffle	לִהַבִיך
baffled	מבולבל
bag	תיק
bagel	כַּעַך
baggage	כבודה
baggie	באגגי
baggy	שקית
bagman	באגמן
bagpipes	חמת חלילים
bail	עֲרֵבוּת
bailiff	פְּקִיד הוֹצָאָה לְפוֹעָל
bait	פְּתָיוֹן
bake	לֶאֱפוֹת
bakery	מַאֲפִיָה
baking	אֲפִיָה
bal	NO TRANSLATION
balance	איזון
balanced	מְאוּזָן
balcony	מִרפֶּסֶת
bald	קֵרֵחַ
balding	הִתקָרְחוּת
baldy	קירח
bale	חֲבִילָה
balk	בֶּקֶר
ball	כַּדוּר
ballad	בַּלָדָה
ballast	נֵטֶל
ballerina	בַּלֵרִינָה
ballet	בַּלֶט
ballgame	משחק כדור
ballistic	בַּלִיסְטִי
ballistics	בַּלִיסטִיקָה
balloon	בַּלוֹן
ballot	הצבעה
ballpark	אצטדיון
ballplayer	שחקן בייסבול
ballpoint	עֵט כַּדוּרִי
ballroom	אולם נשפים
ballsy	כדורים
balm	צֳרִי
balmy	מגושם
balsam	בַּלסָם
balsamic	בלסמי
bam	בם
bamboo	בָּמבּוּק
ban	NO TRANSLATION
banana	בננה
band	לְהִתְאַגֵד
bandage	תַחְבּוֹשֶׁת
bandanna	NO TRANSLATION
bandit	שׁוֹדֵד
bandstand	בִּימַת הַתִזמוֹרֶת
bandwagon	מְכוֹנִית הַתִזְמוֹרֶת
bandwidth	רוחב פס
bane	רַעַל
bang	לִדפּוֹק
banger	באנגר
banish	לְגַרֵשׁ
banished	גורש
banishment	הַגלָיָה
banister	מַעֲקֶה
banjo	בַּנג'וֹ
bank	בַּנק
banker	בַּנקָאִי
banking	בַּנקָאוּת
bankroll	לְמַמֵן
bankrupt	פשיטת רגל
bankruptcy	פְּשִׁיטַת רֶגֶל
banner	דֶגֶל
banquet	סְעוּדָה
banshee	באנשי
banter	לְהִתְלוֹצֵץ
banzai	NO TRANSLATION
baptism	טְבִילָה
baptismal	טבילה
baptize	לְהַטבִּיל
bar	בָּר
barb	עוֹקֶץ
barbarian	בַּרבָּרִי
barbaric	בַּרבָּרִי
barbarism	בַּרבָּרִיוּת
barbecue	על האש
barbed	דוֹקְרָנִי
barber	סַפָּר
barbershop	מספרה
barbie doll	בובת ברבי
bard	מְשׁוֹרֵר
bare	חָשׂוּף
bareback	חשוף
barefoot	יָחֵף
barely	בקושי
barf	ברף
bargain	לְהִתְמַקֵחַ
bargaining	הִתמַקְחוּת
barge	דוֹבְרָה
baritone	בָּרִיטוֹן
barium	בריום
bark	לִנְבּוּחַ
barkeep	barkip
barks	נביחות
barley	בקושי
barmaid	מוֹזֶגֶת
barman	בַּרמֶן
barn	אֹסֶם
barnacle	ארנב
barney	ברני
barnyard	חצר
barometer	בָּרוֹמֶטֶר
baron	בָּרוֹן
baroness	ברונית
baroque	בָּארוֹק
barrack	צריף
barracuda	ברקודה
barrage	מטח
barred	אָסוּר
barrel	חָבִית
barren	צָחִיחַ
barricade	מִתרָס
barrier	מַחסוֹם
barring	חסימה
barrister	עוֹרֵך דִין
barroom	בר
barrow	מְרִיצָה
bartender	מוֹזֵג
barter	סַחַר חֲלִיפִין
base	בסיס
baseball	בייסבול
baseball bat	מחבט
baseboard	לוח בסיס
baseless	חסר בסיס
baseline	הבסיס
baseman	שחקן הבסיס
basement	מרתף
bases	בסיסים
bash	לַחֲבוֹט
bashful	בושה
basic	בסיסי
basics	יסודות
basil	ריחן
basilica	בזיליקה
basin	אַגָן
basis	בָּסִיס
bask	לְהִתְחַמֵם
basket	סַל
basketball	כדורסל
bass	בַּס
bass guitar	גיטרת בס
basso	NO TRANSLATION
bassoon	בַּסוֹן
bastard	ממזר
bastarding	נבלות
bastards	ממזרים
bastion	מִבצָר
bat	עטלף
batch	קְבוּצָה
batching	ומינון
bate	NO TRANSLATION
bath	מֶרחָץ
bathe	לִרְחוֹץ
bathhouse	בית מרחץ
bathing	רַחְצָה
bathrobe	חלוק אמבטיה
bathroom	חדר אמבטיה
bathtub	אַמבַּטִיָה
bathymetry	bathymetry
baton	שַׁרבִּיט
battalion	גְדוּד
batter	חמאה
battered	חבוט
battering	מכות
battery	סוֹלְלָה
battle	קרב
battled	נלחם
battlefield	שדה קרב
battleground	שְׂדֵה קְרָב
battlements	מְצוּרָה
battleship	אֳנִיַת מִלְחָמָה
batty	מטורף
bauble	תַכשִׁיט
bawdy	בוז
bawl	לִצְרוֹחַ
bay	מִפרָץ
bayonet	כִּידוֹן
bayou	bayou
bazaar	שׁוּק
bazooka	בָּזוּקָה
bday	יום ב '
be	לִהיוֹת
beach	החוף
beaches	חופים
beacon	מִגדַלוֹר
bead	חָרוּז
beading	חרוזים
beads	חרוזים
beady	חרוז
beagle	ביגל
beak	מַקוֹר
beaker	כּוֹס
beam	קֶרֶן
beaming	קורן
bean	אפונה
beanbag	שק שעועית
beanie	כִּפָּה
bear	דוב
bearable	נִסבָּל
beard	זָקָן
bearded	מזוקן
bearer	נוֹשֵׂא
bearing	מֵסַב
bearings	מסבים
bearish	דוּבִּי
bearskin	דובי
beast	חַיָה
beastly	בַּהֲמִי
beat	להיות ב
beaten	מוּכֶּה
beater	מקצף
beating	הַכָּאָה
beatnik	בִּיטנִיק
beau	מְחַזֵר
beautification	יפיוף
beautiful	יפה
beautify	לְפַאֵר
beauty	יוֹפִי
beaver	בונה
bebop	bebop
beck	בק
beckon	לְאוֹתֵת
become	הפכו
bed	מיטה
bedding	מצעים
bedpan	סִיר לַיְלָה
bedrock	סלע האם
bedroom	חדר שינה
bedside	לצד המיטה
bedspread	כיסוי מיטה
bedtime	שעת השינה
bee	דבורה
beef	בשר בקר
beefsteak	סטייק בקר
beehive	כוורת דבורים
beep	צפצוף
beeper	ביפר
beer	בירה
bees	דבורים
beeswax	דוֹנַג
beetle	חיפושית
befall	לִקְרוֹת
befitting	יָאֶה
befriend	לְהִתיַדֵד
befuddled	מבולבלת
beg	לְהִתְחַנֵן
beggar	קַבְּצָן
begging	פְּשִׁיטַת יָד
begin	התחל
beginner	מַתחִיל
beginning	התחלה
beginnings	התחלות
begrudge	לְקַנֵא
begun	התחיל
behappy	NO TRANSLATION
behave	לְהִתְנַהֵג
behavior	התנהגות
behavioral	התנהגותי
behemoth	בהמות
behest	צַו
behold	לְהַבִּיט
beholden	אֲסִיר תוֹדָה
beholder	מתבונן
beige	בז '
belated	מְאוּחָר
belay	belay
belch	לְגַהֵק
belief	אמונה
believable	אמין
believe	לְהֶאֱמִין
believed	האמינו
believer	מַאֲמִין
believing	להאמין
belittle	לִזַלזֵל בְּעֵרכּוֹ
belittled	זלזל
bell	פַּעֲמוֹן
bellboy	פעמון
bellhop	נַעַר מְשַׁרֵת
belligerent	לוֹחְמָנִי
bellman	איש פעמון
bellow	לִגעוֹת
bellows	מַפּוּחַ
belly	בֶּטֶן
bellybutton	חור הטבור
bellyful	בטן
belong	שייך
belongings	חפצים
beloved	אָהוּב
belt	חֲגוֹרָה
beluga	בלוגה
bemused	נָבוֹך
bench	סַפְסָל
bend	לְכּוֹפֵף
bender	בנדר
bending	הִתעַקְמוּת
beneath	תַחַת
benedictory	בנדיקטורי
benefactor	נַדבָן
beneficial	מוֹעִיל
beneficiary	מוּטָב
benefit	תועלת
benevolence	חֶסֶד
benevolent	נָדִיב
benign	שָׁפִיר
bent	עקום
benzene	בֶּנזִין
bequeath	לְהַנחִיל
bequest	עִזָבוֹן
bereaved	שַׁכּוּל
bereavement	שִׁכּוּל
bereft	שַׁכּוּל
beret	כּוּמתָה
bergamot	ברגמוט
berlin	ברלין
berserk	מטורף
berth	דרגש
beryllium	בריליום
beseech	לְהַפְצִיר
beset	מבוהל
bestdayever	היום הטוב ביותר אי פעם
bestfeeling	הרגשה הכי טובה
bestfriends	חברים הכי טובים
bestial	חייתי
besties	הטוב ביותר
bestow	לְהַעֲנִיק
bestseller	רב מכר
bet	לְהַמֵר
beta	ביתא
betray	לבגוד
betrayal	בְּגִידָה
betrayed	בגד
betrothed	אֲרוּסָה
betterment	שֶׁבַח
betting	הִתעָרְבוּת
betty	בטי
bevel	שִׁפּוּעַ
beverage	מַשׁקֶה
bevy	bevy
beware	לְהִזָהֵר
bewilder	לִהַבִיך
bewildered	נָבוֹך
bewilderment	מְבוּכָה
bias	הֲטָיָה
biased	מְשׁוּחָד
bib	bib
bible	כִּתבֵי הַקוֹדֶשׁ
biblical	מִקרָאִי
bibliography	בִּיבּלִיוֹגְרָפִיָה
bicarbonate	ביקרבונט
bicentennial	חצי שנתי
biceps	שְׁרִיר הַזְרוֹעַ
bicker	לְהִתְקוֹטֵט
bickering	התנצחות
bicolor	ביקולור
bicycle	אופניים
bid	הצעת מחיר
bidder	המציע
bidding	מתן הצעות מחיר
bide	NO TRANSLATION
biennial	דוּ שְׁנָתִי
bier	NO TRANSLATION
bifurcation	הִתפַּצְלוּת
big	גָדוֹל
bigamy	בִּיגַמְיָה
bigday	יום גדול
biggestfear	NO TRANSLATION
biggie	ביגי
bighorn	קרן גדולה
bigmouth	פה גדול
bigot	גדול
bigoted	גדול
bigotry	קַנָאוּת
bike	אופניים
biker	אופנוען
bikini	בִּיקִינִי
bilateral	דוּ צְדָדִי
bilayer	bilayer
bile	מָרָה
bilge	bilge
bilingual	דוּ לְשׁוֹנִי
bill	שטר כסף
billboard	שלט חוצות
billet	בילט
billiard	ביליארד
billiards	בִּילְיַארד
billing	חיוב
billion	מיליארד
billionaire	מיליארד
billy	בילי
bimbo	בימבו
bimonthly	דו-חודשית
bin	פַּח
binary	בינארי
bind	לִקְשׁוֹר
binder	כּוֹרֵך
bindery	כריכה
binding	כריכה
bing	בינג
binge	binge
bingo	בינגו
binocular	מִשׁקֶפֶת
binoculars	מִשׁקֶפֶת
binomial	בינומי
bio	ביו
biochemical	ביוכימי
biochemist	ביוכימאי
biochemistry	בִּיוֹכִימִיָה
biogenesis	ביוגנזה
biographer	ביוגרף
biography	ביוגרפיה
biological	בִּיוֹלוֹגִי
biologist	ביולוג
biology	ביולוגיה
bionic	ביונית
biopsy	בִּיוֹפְּסִיָה
biosphere	ביוספירה
bipartite	דו-מימדי
bipolar	דו קוטבית
birch	לִבנֶה
bird	ציפור
birdcage	כלוב צפורים
birdie	צִפּוֹרָה
birdman	ציפור
birth	הוּלֶדֶת
birthday	יום הולדת
birthing	הלידה
birthmark	כתם לידה
birthplace	מְקוֹם לֵידָה
birthright	בְּכוֹרָה
bis	NO TRANSLATION
biscuit	עוּגִיָה
bisexual	דוּ מִינִי
bishop	בִּישׁוֹף
bison	בִּיזוֹן
bisque	ביסק
bistro	ביסטרו
bit	bit
bitch	כַּלבָּה
bitchy	ביצי
bite	נְשִׁיכָה
biter	NO TRANSLATION
bitsy	bitsy
bitter	טעם מר
bitterly	במרירות
bitterness	מְרִירוּת
bittersweet	מָתוֹק מַר
bitty	bitty
bitumen	בִּיטוּמֵן
biweekly	דו - שבועי
biz	biz
bizarre	מוּזָר
blab	blab
blabbermouth	blabbermouth
black	שָׁחוֹר
black snake	נחש שחור
blackberry	אוכמניות
blackbird	שַׁחֲרוּר
blackboard	לוח
blacken	לְהַשְׁחִיר
blackface	שחור
blackjack	בלאק ג'ק
blacklist	רשימה שחורה
blackmail	לִסְחוֹט
blackmailer	סַחטָן
blackness	שְׁחוֹר
blackout	הַאֲפָלָה
blacksmith	נַפָּח
bladder	שַׁלפּוּחִית הַשֶׁתֶן
blade	להב
blame	אשמה
blameless	חַף מִפֶּשַׁע
bland	תפל
blank	רֵיק
blanket	שְׂמִיכָה
blare	תְרוּעָה
blase	NO TRANSLATION
blasphemous	חילול הקודש
blasphemy	חִלוּל הַשֵׁם
blast	פיצוץ
blaster	Blaster
blastoff	פיצוץ
blatant	גַס
blather	לְפַטְפֵט
blaze	לֶהָבָה
blazer	בְּלֵיזֶר
blazing	מבהיק
bleach	לְהַלבִּין
bleak	עָגוּם
bleed	לדמם
bleeder	המדמם
bleeding	מְדַמֵם
bleep	צפצוף
blemish	פְּגָם
blemished	פגום
blend	תַעֲרוֹבֶת
blender	מַמחֶה
blending	הִתמַזְגוּת
bless	לברך
blessed	בָּרוּך
blessing	ברכה
blessings	ברכות
bleu	Bleu
blight	כִּמשׁוֹן
blighted	מבוהלת
blimp	צֶפֶּלִין
blind	סומא
blinded	עיוור
blindfold	כיסוי עיניים
blindfolded	מכוסות
blinding	סִנווּר
blindly	בעיוורון
blindness	עיוורון
blink	לְמַצְמֵץ
blip	נְקוּדַת אוֹר
bliss	אושר
blissful	מְאוּשָׁר
blister	שַׁלפּוּחִית
blistering	שלפוחיות
blitz	בליץ
blizzard	סוּפַת שֶׁלֶג
