Word	fa
badhabit	NO TRANSLATION
badly	بدی
badness	بدی
baffle	سوپاپ
baffled	سردرگم، گیج، مات مبهوت
bag	کیسه
bagel	بژل
baggage	بار سفر
baggie	baggie
baggy	کیسه ای
bagman	بیکمن
bagpipes	دوشیزه
bail	وثیقه
bailiff	ناظران
bait	طعمه
bake	پختن
bakery	نانوایی
baking	پختن
bal	NO TRANSLATION
balance	تعادل
balanced	متعادل کننده
balcony	بالکن
bald	بدون مو
balding	طلسم
baldy	بلندی
bale	بیل
balk	بله
ball	توپ
ballad	شعار
ballast	بالستیک
ballerina	بالینا
ballet	باله
ballgame	توپ بازی
ballistic	بالستیک
ballistics	بالستیک
balloon	بالون
ballot	رای گیری
ballpark	پارکینگ
ballplayer	توپ بازی
ballpoint	توپ نقطه
ballroom	سالن رقص
ballsy	توپچی
balm	مومیایی کردن
balmy	مرطوب کننده
balsam	بلوز
balsamic	بلوزیمو
bam	بم
bamboo	بامبو
ban	NO TRANSLATION
banana	موز
band	باند
bandage	باند
bandanna	NO TRANSLATION
bandit	راهزن
bandstand	bandstand
bandwagon	باندبازی
bandwidth	پهنای باند
bane	نابینا
bang	انفجار
banger	آبرنگ
banish	تبعید کردن
banished	تبعید شد
banishment	تبعید
banister	نرده
banjo	بانجو
bank	بانک
banker	بانکدار
banking	بانکداری
bankroll	بانکداری
bankrupt	ورشکسته
bankruptcy	ورشکستگی
banner	بنر
banquet	ضیافت
banshee	banshee
banter	دست انداختن
banzai	NO TRANSLATION
baptism	غسل تعمید
baptismal	غسل تعمید
baptize	تعمید
bar	بار
barb	خرچنگ
barbarian	وحشی
barbaric	وحشیانه
barbarism	بربریت
barbecue	باربیکیو
barbed	خرد شده
barber	سلمانی
barbershop	آرایشگاه
barbie doll	عروسک باربی
bard	بارد
bare	لخت
bareback	بی رحم
barefoot	پابرهنه
barely	به سختی
barf	استفراغ
bargain	چانه زدن
bargaining	چانه زنی
barge	بارج
baritone	باریتون
barium	باریم
bark	پارس سگ
barkeep	پرنده
barks	خرگوش
barley	جو
barmaid	barmaid
barman	برامان
barn	انبار غله
barnacle	برناکل
barney	بارنی
barnyard	باغبانی
barometer	فشار سنج
baron	بارون
baroness	بارونس
baroque	باروک
barrack	سربازخانه
barracuda	باراکاودا
barrage	زلزله
barred	ممنوع
barrel	بشکه
barren	بی حوصله
barricade	مانع
barrier	مانع
barring	ممنوعیت
barrister	وکیل مدافع
barroom	بارو
barrow	بارو
bartender	کاردان
barter	تبعیض
base	پایه
baseball	بیسبال
baseball bat	چوب بیس بال
baseboard	پای تخته
baseless	بی اساس است
baseline	خط مقدم
baseman	زیرزمین
basement	زیر زمین
bases	پایگاه ها
bash	باشه
bashful	غم انگیز
basic	پایه ای
basics	اصول اولیه
basil	ریحان
basilica	باسیلیکا
basin	حوضه
basis	پایه
bask	بوش
basket	سبد
basketball	بسکتبال
bass	باس
bass guitar	گیتارباس
basso	NO TRANSLATION
bassoon	باسن
bastard	حرامزاده
bastarding	بدبختی
bastards	پرستاران
bastion	بسکتبال
bat	خفاش
batch	دسته ای
batching	دسته بندی
bate	NO TRANSLATION
bath	حمام
bathe	حمام کردن
bathhouse	حمام
bathing	حمام کردن
bathrobe	حمام
bathroom	حمام
bathtub	وان حمام
bathymetry	باتیمتری
baton	باتوم
battalion	گردان
batter	خمیر
battered	ضرب و شتم
battering	ضرب و شتم
battery	باتری
battle	نبرد
battled	جنگید
battlefield	میدان جنگ
battleground	میدان جنگ
battlements	تیرها
battleship	کشتی جنگی
batty	بتتی
bauble	بامزه
bawdy	باطل
bawl	باله
bay	خیر
bayonet	سرنیزه
bayou	بوی
bazaar	بازار
bazooka	بازوکا
bday	بله
be	بودن
beach	ساحل دریا
beaches	سواحل
beacon	چراغ
bead	مهره
beading	beading
beads	مهره ها
beady	کثیف
beagle	بیگل
beak	نیشکر
beaker	آبجو
beam	پرتو
beaming	تابش
bean	لوبیا
beanbag	beanbag
beanie	beanie
bear	خرس
bearable	قابل تحمل
beard	ریش
bearded	ریش دار
bearer	حامل
bearing	یاتاقان
bearings	یاتاقان
bearish	نزولی
bearskin	خرس اسکرین
beast	حیوانات
beastly	خنده دار
beat	ضرب و شتم
beaten	مورد ضرب و شتم
beater	تیرانداز
beating	كتك زدن
beatnik	ضربه بزن
beau	بله
beautification	زیبایی
beautiful	خوشگل
beautify	زیبایی
beauty	زیبایی
beaver	سگ ابی
bebop	bebop
beck	بک
beckon	باشه
become	تبدیل شدن به
bed	بستر
bedding	ملافه
bedpan	بستن
bedrock	بستر
bedroom	اتاق خواب
bedside	بستر
bedspread	روپوش
bedtime	وقت خواب
bee	زنبور عسل
beef	گوشت گاو
beefsteak	گوشت گاو
beehive	زنبور عسل
beep	بوق
beeper	بی پروا
beer	آبجو
bees	زنبورها
beeswax	موم زنبور عسل
beetle	سوسک
befall	برخورد
befitting	مناسب
befriend	دوست شدن
befuddled	befuddled
beg	خواهش كردن
beggar	گول زدن
begging	التماس کردن
begin	شروع
beginner	مبتدی
beginning	شروع
beginnings	آغازین
begrudge	بی رحم
begun	شروع شد
behappy	NO TRANSLATION
behave	رفتار كردن
behavior	رفتار - اخلاق
behavioral	رفتاری
behemoth	بی پروا
behest	درخواست
behold	شاهد
beholden	حتما
beholder	دوست داشتنی
beige	رنگ بژ
belated	عقب افتاده
belay	بیلی
belch	از بین بردن
belief	اعتقاد
believable	قابل اعتماد
believe	ایمان داشتن
believed	معتقد
believer	مؤمن
believing	باور کردن
belittle	تسلیم شدن
belittled	بی اعتنایی
bell	زنگ
bellboy	بلبل
bellhop	دفتر تلفن
belligerent	جنگنده
bellman	بلمن
bellow	زیر
bellows	سیلندر
belly	شکم
bellybutton	بلومبوتن
bellyful	شکم دار
belong	تعلق داشتن
belongings	متعلقات
beloved	محبوب
belt	کمربند
beluga	بلغا
bemused	ناامید
bench	نیمکت
bend	خم شدن
bender	خم شدن
bending	خم شدن
beneath	در زیر
benedictory	خوشبختی
benefactor	خیرخواه
beneficial	سودمند
beneficiary	ذینفع
benefit	سود
benevolence	خیرخواهی
benevolent	خیراندیش
benign	خوش خیم
bent	خم شده
benzene	بنزن
bequeath	تعطیلات
bequest	پرستش
bereaved	از دست رفته
bereavement	از دست دادن
bereft	از دست رفته
beret	برت
bergamot	ترنج
berlin	berlin
berserk	برسکر
berth	اسکله
beryllium	بریلیم
beseech	خواهش میکنم
beset	نفوذ کن
bestdayever	بهترین روز
bestfeeling	بهترین احساس
bestfriends	bestfriends
bestial	جانوری
besties	besties
bestow	تسلیم
bestseller	پرفروش
bet	شرط
beta	بتا
betray	خیانت کنید
betrayal	خیانت
betrayed	خیانت کرد
betrothed	متعهد
betterment	بهبود
betting	شرط بندی
betty	بتی
bevel	کج
beverage	نوشیدنی
bevy	بوی
beware	برحذر بودن
bewilder	سردرگم
bewildered	سردرگم
bewilderment	سردرگمی
bias	تعصب
biased	جانبدارانه
bib	bib
bible	کتاب مقدس
biblical	کتاب مقدس
bibliography	کتابشناسی
bicarbonate	بی کربنات
bicentennial	دوساله
biceps	دوزخ
bicker	تکان دادن
bickering	تکان دادن
bicolor	bicolor
bicycle	دوچرخه
bid	پیشنهاد
bidder	پیشنهاد دهنده
bidding	مناقصه
bide	NO TRANSLATION
biennial	دوسالانه
bier	NO TRANSLATION
bifurcation	بی اختیاری
big	بزرگ
bigamy	چند همسری
bigday	روزبزرگ
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	شاخ بزرگ
bigmouth	bigmouth
bigot	متعصب
bigoted	فانتزی
bigotry	تعصب
bike	دوچرخه
biker	دوچرخهسواری
bikini	بیکینی
bilateral	دو طرفه
bilayer	دوشاخه
bile	صفرا
bilge	شیر
bilingual	دو زبانه
bill	لایحه
billboard	تابلو تبلیغاتی
billet	بیلت
billiard	بیلیارد
billiards	بیلیارد
billing	صورت حساب
billion	بیلیون
billionaire	میلیاردر
billy	بیلی
bimbo	بمبو
bimonthly	دو ماهانه
bin	بن
binary	دودویی
bind	بستن
binder	گیره
bindery	بستنی
binding	الزام آور
bing	بینگ
binge	نوشیدنی
bingo	بینگو
binocular	دوچشمی
binoculars	دوربین دوچشمی
binomial	دوقطبی
bio	زیستی
biochemical	بیوشیمیایی
biochemist	بیوشیمی
biochemistry	بیوشیمی
biogenesis	بیوگرافی
biographer	زندگینامه
biography	زندگینامه
biological	بیولوژیکی
biologist	زیست شناس
biology	زیست شناسی
bionic	بیونیک
biopsy	بیوپسی
biosphere	بیوسفر
bipartite	دو طرفه
bipolar	دو قطبی
birch	توس
bird	پرنده
birdcage	birdcage
birdie	پرنده
birdman	پرنده
birth	تولد
birthday	روز تولد
birthing	تولد
birthmark	تولد علامت
birthplace	زادگاه
birthright	حق اولویت
bis	NO TRANSLATION
biscuit	بیسکویت
bisexual	دوجنسگرا
bishop	اسقف
bison	بیسون
bisque	بیسکو
bistro	کباب
bit	بیت
bitch	عوضی
bitchy	دوجنسی
bite	گاز گرفتن
biter	NO TRANSLATION
bitsy	بیتس
bitter	تلخ
bitterly	تلخ
bitterness	تلخی
bittersweet	تلخ و شیرین
bitty	کمی
bitumen	قیر طبیعی
biweekly	دو هفته ای
biz	بیس
bizarre	عجیب و غریب
blab	فضولی کردن
blabbermouth	بلببرموت
black	سیاه و سفید
black snake	مار سیاه
blackberry	توت سیاه
blackbird	blackbird
blackboard	تخته سیاه
blacken	سیاه و سفید
blackface	سیاه رو
blackjack	حیاط خلوت
blacklist	لیست سیاه
blackmail	چنگ زدن
blackmailer	تهدید کننده
blackness	سیاه بودن
blackout	خاموش شدن
blacksmith	آهنگر
bladder	مثانه
blade	تیغه
blame	سرزنش
blameless	بی قاعده
bland	بلندی
blank	جای خالی
blanket	پتو
blare	تلنگر
blase	NO TRANSLATION
blasphemous	کفرآمیز
blasphemy	خشونت
blast	انفجار
blaster	بلستر
blastoff	انفجار
blatant	انعطاف پذیر
blather	پودر
blaze	سوزش
blazer	کت و شلوار
blazing	سقوط
bleach	سفید کننده
bleak	دلتنگ
bleed	خونریزی
bleeder	خونریزی
bleeding	خون ریزی
bleep	بلعیدن
blemish	پرده
blemished	دردناک
blend	مخلوط کردن
blender	مخلوط کن
blending	ترکیب کردن
bless	برکت دهد
blessed	مبارک
blessing	برکت
blessings	نعمت ها
bleu	بلوز
blight	تهوع
blighted	مرطوب
blimp	تلنگر
blind	نابینا
blinded	کور
blindfold	چشم بسته
blindfolded	چشم بسته
blinding	چشمک زدن
blindly	کورکورانه
blindness	کوری
blink	چشمک زدن
blip	تلنگر
bliss	سعادت
blissful	سعادتمند
blister	تاول
blistering	تاول
blitz	رعد و برق
blizzard	کولاک
bloat	نفخ
bloated	پف کرده
blob	لکه
block	مسدود کردن
blockade	محاصره
blockage	انسداد
blockbuster	فیلمبرداری
blockhead	کلاهبرداری
blog	وبلاگ
bloke	بلوک
blond	بور
blonde	طلایی
blood	خون
bloodbath	خونریزی
bloodhound	خون آشام
bloodless	خونریزی
bloodline	خونین
bloodshed	خونریزی
bloodshot	خونریزی
bloodstream	جریان خون
bloodthirsty	خون آشام
bloody	خون آشام
bloom	شکوفه
bloomers	bloomers
blooming	پر زرق و برق
blossom	شکوفه
blot	بطری
blotched	کتک زدن
blotter	بطری
blouse	بلوز
blow	فوت کردن، دمیدن
blower	دمنده
blowfish	بلوف ماهی
blowing	دمیدن
blowjob	blowjob
blown	دمیده شده
blowout	انفجار
blowtorch	بطری
blubber	سیب زمینی
bluddy	سرخورده
blue	آبی
blue spruce	صنوبر آبی
blueberry	زغال اخته
bluebird	پرنده ابی
bluegrass	بنگراسس
bluejay	فنجانی
blueprint	طرح
blues	بلوز
bluff	بلف
bluish	آبی رنگ
blunder	اشتباه بزرگ
blunt	بی پرده
blur	تار شدن
blurred	تار شده
blurry	تار
blurt	صبر کن
blush	سرخ شدن
blushing	خجالت زدگی
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	گراز
board	هیئت مدیره
board game	بازی تخته
boarder	NO TRANSLATION
boarding	پانسیون
boardroom	اتاق جلسه
boards	تخته ها
boardwalk	boardwalk
boast	به رخ کشیدن
boastful	افتخار
boasting	فخر فروشی
boat	قایق
boathouse	boathouse
boating	قایقرانی
boatload	boatload
boatman	قایقرانی
bobbin	شلاق زدن
bobcat	بابكات
bobsled	دوبله
bode	بله
bodega	بگو
bodice	لگن
bodily	بدنی
body	بدن
bodyguard	محافظ شخصی
bog	خلیج
bogey	بگو
bogeyman	bogeyman
bogus	جعلی
bohemian	بوهمیا
boil	جوشیدن
boiler	دیگ بخار
boilerplate	boilerplate
boiling	غلیان
boisterous	شگفت انگیز
bold	جسورانه
boldness	جسارت
bollocks	بلوک ها
bolster	تقویت کردن
bolt	پیچ
bolus	بولوس
bomb	بمب
bombard	بمبارد
bombardier	بمباردیر
bombardment	بمباران
bombed	بمب گذاری شده
bomber	بمب افکن
bombers	بمب افکن ها
bombing	بمب گذاری
bombshell	بمب شل
bonanza	پاداش
bonbon	NO TRANSLATION
bond	رابطه
bondage	اسارت
bonding	پیوند
bonds	اوراق قرضه
bondsman	سرباز
bone	استخوان
bonehead	سرگیجه
boner	خندیدن
bones	استخوان ها
bonfire	آتش سوزی
bong	بونگ
bonkers	خیر
bonne	NO TRANSLATION
bonnet	کلاه فرنگی
bonny	خنده دار
bonsai	بونسای
bonus	جایزه
bony	استخوانی
boo	بگو
boob	boob
booby	جادوگر
booger	booger
boogeyman	boogeyman
boogie	بگو
book	کتاب
bookcase	قفسه کتاب
bookie	کتابفروشی
booking	رزرو
bookish	bookish
bookkeeper	حسابدار
bookkeeping	حسابداری
booklet	جزوه
bookmaker	بوکمارک
bookmark	نشانه
books	کتاب ها
bookseller	کتاب فروش
bookshop	کتابفروشی
