Word	lv
banner	banner
banquet	bankets
banshee	banshee
banter	banter
banzai	NO TRANSLATION
baptism	kristības
baptismal	kristības
baptize	kristīt
bar	bārs
barb	bārksts
barbarian	barbaru
barbaric	barbarisks
barbarism	barbarisms
barbecue	bārbekjū
barbed	dzeloņains
barber	frizieris
barbershop	barbershop
barbie doll	Barbie lelle
bard	bārds
bare	tukša
bareback	bareback
barefoot	basām kājām
barely	tikko
barf	barf
bargain	kaulēties
bargaining	sarunas
barge	liellaiva
baritone	baritons
barium	bārijs
bark	miza
barkeep	barkeep
barks	bārks
barley	mieži
barmaid	barmaid
barman	bārmenis
barn	klēts
barnacle	Barnacle
barney	barney
barnyard	bārmenis
barometer	barometrs
baron	barons
baroness	baronese
baroque	baroka stils
barrack	baraka
barracuda	barracuda
barrage	aizsprosts
barred	aizliegts
barrel	muca
barren	neauglīgs
barricade	barikāde
barrier	barjera
barring	aizliegums
barrister	advokāts
barroom	bārmenis
barrow	dambis
bartender	bārmenis
barter	bartera
base	bāze
baseball	beisbols
baseball bat	beisbola nūja
baseboard	grīdlīste
baseless	nepamatots
baseline	bāzes līnija
baseman	baseman
basement	pagrabs
bases	bāzes
bash	bash
bashful	noskaunīgs
basic	pamata
basics	pamati
basil	baziliks
basilica	bazilika
basin	baseins
basis	pamats
bask	baskēt
basket	grozs
basketball	basketbols
bass	bass
bass guitar	basģitāra
basso	NO TRANSLATION
bassoon	fagots
bastard	bastards
bastarding	bustarding
bastards	bastardi
bastion	bastiona
bat	sikspārnis
batch	partija
batching	partija
bate	NO TRANSLATION
bath	vanna
bathe	peldēties
bathhouse	pirts
bathing	peldēšanās
bathrobe	peldmētelis
bathroom	vannas istaba
bathtub	vanna
bathymetry	batimetrija
baton	batoniņš
battalion	bataljons
batter	mīklu
battered	sita
battering	sitieniem
battery	akumulators
battle	cīņa
battled	cīnījās
battlefield	kaujas lauks
battleground	kaujas laukums
battlements	bumbas
battleship	karakuģis
batty	batti
bauble	bauble
bawdy	nikns
bawl	bawl
bay	līcis
bayonet	bajons
bayou	bayou
bazaar	bazārs
bazooka	bazoka
bday	bday
be	būt
beach	pludmale
beaches	pludmales
beacon	bāksignāls
bead	lodītes
beading	pērlītes
beads	krelles
beady	beady
beagle	beagle
beak	knābis
beaker	vārglāzē
beam	gaisma
beaming	starojošs
bean	pupa
beanbag	pupu maiss
beanie	beanie
bear	sedz
bearable	derīgs
beard	bārda
bearded	bārdains
bearer	uzrādītāja
bearing	gultnis
bearings	gultņi
bearish	lācīgs
bearskin	lācītis
beast	zvērs
beastly	dīvaini
beat	beat
beaten	sakaut
beater	sitiens
beating	sišana
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	skaists
beautify	izdaiļot
beauty	skaistums
beaver	bebrs
bebop	bebop
beck	beck
beckon	zīmēt
become	kļūt
bed	gulta
bedding	gultas veļa
bedpan	bedpan
bedrock	pamatieža
bedroom	guļamistaba
bedside	gulta
bedspread	gultas pārklājs
bedtime	pirms gulēšanas
bee	bišu
beef	liellopu gaļa
beefsteak	liellopa steiks
beehive	lopbarība
beep	pīkstiens
beeper	pīkstiens
beer	alus
bees	bites
beeswax	bišu vasks
beetle	vabole
befall	nokļūt
befitting	piemērots
befriend	draudzīgi
befuddled	befuddled
beg	lūdz
beggar	ubags
begging	ubagošanu
begin	sāciet
beginner	iesācējs
beginning	sākums
beginnings	sākumi
begrudge	ubagot
begun	sācies
behappy	NO TRANSLATION
behave	uzvesties
behavior	uzvedība
behavioral	uzvedība
behemoth	behemoth
behest	lūdzam
behold	lūk
beholden	es uzskatu
beholder	skatītājs
beige	bēša
belated	novēloti
belay	Belay
belch	dakša
belief	ticība
believable	ticams
believe	ticiet
believed	ticēja
believer	ticīgais
believing	ticot
belittle	pazemot
belittled	pazemots
bell	zvans
bellboy	zelta zēns
bellhop	zvanu veikals
belligerent	karojošs
bellman	bellman
bellow	zemāk
bellows	silfoni
belly	vēders
bellybutton	naba
bellyful	vēders
belong	pieder
belongings	mantas
beloved	mīļais
belt	jostas
beluga	beluga
bemused	bemused
bench	sols
bend	locīt
bender	Bender
bending	locīšana
beneath	zem tā
benedictory	svētīgs
benefactor	labdarītājs
beneficial	labvēlīga
beneficiary	saņēmējs
benefit	pabalsts
benevolence	labdarība
benevolent	labvēlīgs
benign	labdabīgs
bent	liekts
benzene	benzols
bequeath	novēlēt
bequest	paklausība
bereaved	pazudis
bereavement	zaudējums
bereft	zaudēts
beret	berete
bergamot	bergamots
berlin	Berlīne
berserk	Berserk
berth	piestātne
beryllium	berilijs
beseech	lūdzieties
beset	apstāt
bestdayever	vislabākais laiks
bestfeeling	vislabākā izjūta
bestfriends	labākie draugi
bestial	zvēri
besties	besties
bestow	dāvināt
bestseller	bestsellers
bet	bet
beta	beta
betray	nodot
betrayal	nodevība
betrayed	izlikti
betrothed	laulība
betterment	uzlabošana
betting	derības
betty	Betty
bevel	konusveida
beverage	dzēriens
bevy	bevy
beware	piesargāties
bewilder	apjukums
bewildered	sajaukt
bewilderment	apjukums
bias	aizspriedums
biased	neobjektīvs
bib	bib
bible	Bībele
biblical	biblisks
bibliography	bibliogrāfija
bicarbonate	bikarbonāts
bicentennial	divdesmitgadīgs
biceps	bicepss
bicker	bikers
bickering	bikardēšana
bicolor	divkrāsains
bicycle	velosipēds
bid	cena
bidder	pretendents
bidding	solīšana
bide	NO TRANSLATION
biennial	biennāle
bier	NO TRANSLATION
bifurcation	bifurkācija
big	liels
bigamy	bigamy
bigday	liela diena
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	liels rags
bigmouth	liela mute
bigot	fanāts
bigoted	fanāti
bigotry	fanātija
bike	velosipēds
biker	biker
bikini	bikini
bilateral	divpusēji
bilayer	divslāņu
bile	žults
bilge	sūknis
bilingual	divvalodīga
bill	rēķins
billboard	reklāmas stends
billet	bilance
billiard	biljards
billiards	biljards
billing	norēķini
billion	miljardi
billionaire	miljardieris
billy	billy
bimbo	bimbo
bimonthly	reizi divos mēnešos
bin	bin
binary	binārs
bind	saistīt
binder	saistviela
bindery	saistviela
binding	saistošs
bing	bing
binge	ēšana
bingo	bingo
binocular	binoklis
binoculars	binokļi
binomial	binomisks
bio	bio
biochemical	bioķīmiskais
biochemist	bioķīmiķis
biochemistry	bioķīmija
biogenesis	biogēnisms
biographer	biogrāfs
biography	biogrāfija
biological	bioloģisks
biologist	biologs
biology	bioloģija
bionic	bionisks
biopsy	biopsija
biosphere	biosfēra
bipartite	divpusējs
bipolar	bipolāra
birch	bērzs
bird	putns
birdcage	putnu gaļa
birdie	putnu gaļa
birdman	putns
birth	dzimšana
birthday	dzimšanas diena
birthing	birthing
birthmark	dzimumzīme
birthplace	dzimtene
birthright	pirmdzimtās tiesības
bis	NO TRANSLATION
biscuit	cepumi
bisexual	biseksuāls
bishop	bīskaps
bison	bizonu
bisque	biskele
bistro	bistro
bit	mazliet
bitch	kuce
bitchy	dumjš
bite	kodums
biter	NO TRANSLATION
bitsy	bitsy
bitter	rūgta
bitterly	rūgti
bitterness	rūgtums
bittersweet	rūgti salds
bitty	bitty
bitumen	bitumens
biweekly	divreiz nedēļā
biz	Biz
bizarre	savādi
blab	bloks
blabbermouth	blabbermouth
black	melns
black snake	melna čūska
blackberry	kazenes
blackbird	Blackbird
blackboard	tāfele
blacken	melns
blackface	melnbaltā krāsā
blackjack	blackjack
blacklist	melnais saraksts
blackmail	šantāža
blackmailer	šantažētājs
blackness	melnums
blackout	aptumšošana
blacksmith	kalējs
bladder	urīnpūslis
blade	asmeni
blame	vainīgs
blameless	bezvainīgs
bland	mīlīgs
blank	tukšs
blanket	sega
blare	pievilināt
blase	NO TRANSLATION
blasphemous	zaimojošs
blasphemy	zaimošana
blast	sprādziens
blaster	blaster
blastoff	uzliesmojums
blatant	acīmredzams
blather	bļoda
blaze	spīdēt
blazer	žakete
blazing	degošs
bleach	balinātājs
bleak	drūms
bleed	asiņot
bleeder	asiņotājs
bleeding	asiņošana
bleep	bleep
blemish	vainags
blemished	blaugznas
blend	maisījums
blender	blenderis
blending	sajaukšana
bless	svētī
blessed	svētīts
blessing	svētība
blessings	svētības
bleu	bleu
blight	slikts
blighted	blighted
blimp	mirdzēt
blind	akls
blinded	aklais
blindfold	ar aci
blindfolded	ar acīm
blinding	apžilbinot
blindly	akli
blindness	aklums
blink	mirgot
blip	bloķēt
bliss	svētlaime
blissful	svētlaimīgs
blister	blisteris
blistering	pūslīši
blitz	Blitz
blizzard	blizzard
bloat	uzpūties
bloated	uzpampis
blob	lāse
block	bloķēt
blockade	blokāde
blockage	bloķēšana
blockbuster	bruņurupucis
blockhead	bloķēt galvu
blog	emuārs
bloke	bloķēt
blond	blondīns
blonde	blondīne
blood	asinis
bloodbath	bloodbath
bloodhound	asiņaina
bloodless	bezbailīgs
bloodline	bloodline
bloodshed	asinsizliešana
bloodshot	asinis
bloodstream	asinsrite
bloodthirsty	asprātīgs
bloody	asinis
bloom	ziedēt
bloomers	bloomers
blooming	ziedēšanas
blossom	ziedēt
blot	blot
blotched	blotched
blotter	bloters
blouse	blūze
blow	trieciens
blower	pūtējs
blowfish	blowfish
blowing	pūš
blowjob	blowjob
blown	izpūstas
blowout	izliece
blowtorch	blowtorch
blubber	plankumains
bluddy	bluddy
blue	zils
blue spruce	zila egle
blueberry	melleņu
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	plāns
blues	blūza
bluff	blefs
bluish	zilgans
blunder	blunder
blunt	tukšs
blur	izplūst
blurred	neskaidra
blurry	izplūdis
blurt	saraustīt
blush	sarkt
blushing	sauļošanās
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	mežacūkas
board	dēlis
board game	galda spēle
boarder	NO TRANSLATION
boarding	iekāpšana
boardroom	galds
boards	dēļi
boardwalk	kuģa ceļojums
boast	lepoties
boastful	lepns
boasting	lepojas ar
boat	laiva
boathouse	laivu piestātne
boating	laivu brauciens
boatload	laiva
boatman	boatman
bobbin	spole
bobcat	bobcat
bobsled	bobsleja
bode	bode
bodega	bodega
bodice	frizūra
bodily	ķermeniski
body	ķermenis
bodyguard	miesassargs
bog	purva
bogey	burgoni
bogeyman	bogeyman
bogus	fiktīvs
bohemian	bohēmietis
boil	vāriet
boiler	katls
boilerplate	apkures katls
boiling	viršanas temperatūra
boisterous	satriecošs
bold	treknrakstā
boldness	drosme
bollocks	bollocks
bolster	pastiprināt
bolt	skrūve
bolus	bolus
bomb	bumba
bombard	bombardēt
bombardier	bombardieris
bombardment	bombardēšana
bombed	bombardēja
bomber	bumbvedējs
bombers	bumbvedēji
bombing	bombardēšana
bombshell	bumbas
bonanza	bonanza
bonbon	NO TRANSLATION
bond	obligācija
bondage	verdzība
bonding	līmēšana
bonds	obligācijas
bondsman	bondsman
bone	kauls
bonehead	bonehead
boner	atlaist
bones	kauli
bonfire	ugunskurs
bong	Bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	motora pārsegs
bonny	laimīgs
bonsai	pundurkociņš
bonus	bonuss
bony	kaulains
boo	boo
boob	boob
booby	bruņinieks
booger	booger
boogeyman	boogeyman
boogie	boģi
book	grāmata
bookcase	grāmatu skapis
bookie	bukmeikers
booking	rezervācija
bookish	Bookish
bookkeeper	grāmatvedis
bookkeeping	grāmatvedība
booklet	brošūra
bookmaker	bukmeikers
bookmark	grāmatzīme
books	grāmatas
bookseller	grāmatu tirgotājs
bookshop	grāmatnīca
bookstore	grāmatnīca
bookworm	grāmatnīca
boom	uzplaukums
boomer	booms
boomerang	bumerangs
booming	uzplaukums
boon	svētība
boooo	NO TRANSLATION
boost	palielināt
booster	pastiprinātājs
boot	boot
booth	kabīne
bootleg	bootleg
bootlegger	bootlegger
boots	zābaki
booty	laupīšana
booze	booze
bop	bop
bopper	bopper
border	robeža
bordering	robežas
borderline	robežas
bore	urbis
boreal	boreāls
bored	garlaicīgi
boredom	garlaicība
borer	borer
boring	garlaicīgi
born	dzimis
boron	bora
borough	pilsēta
borrow	aizņemties
borrower	aizņēmējs
bosom	krūts
boss	boss
bossy	bossy
boston	Bostona
botanical	botāniskais
botanist	botānists
botany	botānika
bother	apnikt
bothering	uztraukties
bottle	pudele
bottleneck	sašaurinājums
bottling	pudeļu pildīšana
bottom	apakšā
bottomless	bezgalība
botulism	botulisms
boulder	laukakmens
bounce	lielība
bouncer	bouncer
bouncy	bouncy
bound	saistīts
boundary	robeža
boundless	bezgalība
bounds	robežas
bountiful	bountiful
bounty	veltes
bouquet	pušķis
bourbon	burbonu
bourgeois	buržuāzisks
bourgeoisie	buržuāzija
bourse	birža
bout	kaujas
boutique	boutique
bouttime	bouttime
bovine	liellopi
bow	loku
bowed	noliecies
bowel	zarnu
bowels	zarnas
bowl	bļoda
bowler	kauss
bowling	boulings
bowls	bļodas
box	kaste
boxcar	furgons
boxer	bokseris
boxers	bokseri
boxing	bokss
boy	zēns
boycott	boikotēt
boyfriend	draugs
boyhood	zēns
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	krūšturis
brace	lencīte
bracelet	rokassprādze
braces	bikšturi
brachial	brahija
bracket	kronšteins
brackets	iekavās
brackish	iesāļš
brad	brad
brag	lielīties
braid	pīts
brain	smadzenes
brainless	bezmiegs
brains	smadzenes
brainstorm	prāta vētra
brainwash	smadzeņu mazgāšana
brainy	gudrs
brake	bremze
bran	klijas
branch	filiāle
branching	atzarošana
brand	Zīmols
brandy	brendijs
brash	brash
brass	misiņš
brass knuckle	misiņa lāpstiņš
brassiere	krūšturis
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	drosmīgs
bravery	drosme
brawl	sacelšanās
brawn	muskuļi
brazen	neprātīgs
breach	pārkāpums
bread	maize
breadth	platums
break	pārtraukums
breakable	sabojājams
breakaway	nošķelties
breakdown	saplīst
breaker	izlauzis
breakers	slēdži
breakfast	brokastis
breaking and entering	lauzt un ieejot
breakingnews	breaknews
breakneck	satriekts
breakthrough	izrāvienu
breakup	izšķirties
breast	krūts
breath	elpas
breathe	elpot
breather	elpas
breathless	elpas
breathtaking	aizraujošs
breech	kaķis
breeches	briketes
breed	šķirne
breeder	selekcionārs
breeding	audzēšana
breeze	brīze
breezy	vējš
brethren	brāļi
breve	NO TRANSLATION
brevity	īsums
brew	brūvēt
brewery	alus darītava
brewing	alus darīšana
briar	briar
bribe	uzpirkt
bribery	kukuļošana
brick	ķieģelis
bridal	līgavas
bride	līgava
bridegroom	līgavainis
bridesmaid	līgavas māsa
bridge	tilts
bridle	kamieņas
brief	īss
briefcase	portfelis
briefing	instruktāža
briefly	īsi
brig	brig
brigade	brigāde
bright	gaišs
brighten	atdzīvoties
brightens	spilgtāk
brighter	gaišāks
brightness	spilgtums
brilliance	spožums
brilliant	izcili
brim	malas
brimming	pārpludināšana
brimstone	sarkans
brine	sālījums
bring	atnest
brink	brink
brisk	straujš
brisket	kriksis
bristle	sari
brittle	trausls
bro	Bro
broach	izvilkšana
broad	plašs
broadcast	raidījums
broadcasting	apraide
broaden	paplašināt
broadside	platjoslas
broadsword	mēness vārds
brocade	brokasts
broccoli	brokoļi
brochure	brošūra
broil	broil
broke	lauza
broken	salauzts
brokenheart	NO TRANSLATION
brokenhearted	salauzta sirds
broker	brokeris
brokerage	brokeru pakalpojumi
bromide	bromīds
bronco	bronko
bronze	bronza
brooch	broša
brood	izaudzēt
brooding	saplūšana
brook	pludiņš
broom	slota
broomstick	miziņa
broth	buljons
brothel	bordelis
brother	brālis
brotherhood	brālība
brotherly	brāļi
brow	uzacis
brown	brūna
brownstone	brūnais akmens
browse	pārlūkot
brrr	brrr
bruise	ievainojums
bruising	zilumi
brunch	vēlās brokastis
brunette	brunete
brunt	trieciens
brush	suka
brutal	brutāls
brutality	brutalitāte
brute	brutāls
brutish	brūtenīgs
bubble	burbulis
bubbling	burbuļošana
bubbly	burbulis
bubonic	bubonisks
buck	buks
buckaroo	bukarūks
bucket	kauss
buckle	sprādze
buckled	buckled
bucko	buko
buckshot	buckshot
buckwheat	griķu
bud	bud
buddha	buda
buddhism	budisms
buddhist	budistu cilvēks
budding	budding
buddy	draugs
budge	iet uz priekšu
budget	budžets
buff	mīļais
buffalo	bifeļu
buffer	buferšķīdums
buffering	buferizācija
buffet	bufete
buffoon	bifons
bug	kļūda
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugleris
build	būvēt
builder	celtnieks
building	ēka
buildings	ēkas
buildup	uzkrāšanās
bulb	spuldze
bulbous	sīpols
bulge	izspiesties
bulimic	bulimic
bulk	lielākā daļa
bulkhead	starpsiena
bulky	lielgabarīta
bull	bullis
bulldog	buldogs
bulldozer	buldozers
bullet	lode
bulletin	biļetens
bulletproof	ložu necaurlaidīgs
bullfighter	tuksnesis
bullfrog	bullfrog
bullheaded	tuksnesis
bullhorn	bullhorn
bullion	dārgmetāls
bullock	vērsis
bullpen	klēpītis
bullshit	dumjš
bully	bruņinieks
bulwark	snovbords
bum	bum
bumblebee	bumba
bummed	bummed
bummer	bummer
bump	sasist
bumper	buferis
bumpy	bedrains
bun	NO TRANSLATION
bunch	ķekars
bundle	saišķis
bungalow	bungalo
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	divstāvu gulta
bunker	bunkurs
bunkhouse	bunkhouse
bunny	zaķis
bunt	bunt
buoy	boja
buoyancy	peldspēja
buoyant	peldspējīgs
bur	bur
burden	slogs
burdened	apgrūtināts
burdensome	apgrūtinoša
bureau	birojs
bureaucracy	birokrātija
bureaucrat	birokrāts
bureaucratic	birokrātisks
burger	Bürger
burglar	zaglis
burglary	laupīšana
burial	apbedīšana
buried	aprakti
burke	burke
burlap	salvetes
burlesque	burleska
burly	burvju
burn	apdegums
burned	nodedzinātas
burner	deglis
burning	dedzināšana
burnished	padevējs
burnout	izdegt
burnt	sadedzis
burp	atrauga
burr	burr
burrito	Burrito
burro	NO TRANSLATION
burrow	burzīties
bursary	stipendija
burst	pārsprāgt
bury	apglabāt
bus	autobuss
busboy	autobuss
bush	krūms
bushel	bushel
bushy	krūms
business	Bizness
business man	NO TRANSLATION
businessman	uzņēmējs
businesswoman	uzņēmēja
busload	busload
buss	autobuss
bust	krūtis
busted	busted
buster	busters
bustle	burzma
bustling	rosīgs
busy	aizņemts
busybody	busču
butane	butāns
butcher	miesnieks
butler	virssulainis
butt	butt
butter	sviests
buttercup	buttercup
butterfly	tauriņš
buttermilk	paniņas
butterscotch	butterscotch
buttery	sviests
buttock	sēžamvieta
buttocks	sēžamvieta
button	poga
buttress	nostiprinātājs
buxom	buxom
buy	nopirkt
buyer	pircējs
buying	pērkot
buzz	baumas
buzzard	buzzard
buzzed	buzzed
buzzer	skaņas signāls
buzzing	buzzing
bye	līdz
bygone	pagājis
bylaw	likums
byline	pēc līnijas
bypass	apvedceļš
bystander	apkārtējais
byte	baitu
byzantine	Byzantine
cab	taksis
cabal	kabelis
cabana	kabanā
cabaret	kabarē
cabbage	kāposti
cabbie	cabbie
cabernet	kabelis
cabin	kabīne
cabinet	kabinets
cable	kabelis
caboodle	caboodle
caboose	kaboze
cabriolet	kabriolets
cache	kešatmiņa
cacophony	kakofonija
cactus	kaktuss
cad	cad
cadaver	mirušais
caddie	NO TRANSLATION
caddy	caddy
cadence	ritms
cadet	kadets
cafe	kafejnīca
cafeteria	kafejnīca
caffeine	kofeīns
cage	būris
cagey	cagey
cahoots	cahoots
