Word	cy
barbaric	barbaraidd
barbarism	barbariaeth
barbecue	barbeciw
barbed	barbed
barber	barber
barbershop	Siop barbwr
barbie doll	doll barbie
bard	bardd
bare	noeth
bareback	ysgubor
barefoot	troedfedd
barely	prin
barf	NO TRANSLATION
bargain	bargen
bargaining	bargeinio
barge	barge
baritone	baritôn
barium	bariwm
bark	rhisgl
barkeep	barcedi
barks	barciau
barley	haidd
barmaid	barmaid
barman	barman
barn	ysgubor
barnacle	ysgubor
barney	barney
barnyard	iard ysgubor
barometer	baromedr
baron	barwn
baroness	barwnes
baroque	baróc
barrack	barrac
barracuda	barracuda
barrage	morglawdd
barred	gwahardd
barrel	casgen
barren	barren
barricade	barricâd
barrier	rhwystr
barring	rhwystro
barrister	bargyfreithiwr
barroom	barroom
barrow	cwch
bartender	bartender
barter	cowntio
base	sylfaen
baseball	pêl fas
baseball bat	ystlumod pêl fas
baseboard	baseboard
baseless	di-sail
baseline	llinell sylfaen
baseman	baseman
basement	islawr
bases	canolfannau
bash	bash
bashful	bashful
basic	syml
basics	ffeithiau sylfaenol
basil	basil
basilica	basilica
basin	basn
basis	sail
bask	basg
basket	basged
basketball	pêl-fasged
bass	bas
bass guitar	gitâr bas
basso	NO TRANSLATION
bassoon	bas bas
bastard	bastard
bastarding	bastardio
bastards	bastardiaid
bastion	bastion
bat	ystlumod
batch	swp
batching	ymlacio
bate	NO TRANSLATION
bath	bath
bathe	bathe
bathhouse	bathhouse
bathing	bathio
bathrobe	bathrobe
bathroom	ystafell ymolchi
bathtub	bathtub
bathymetry	bathymetreg
baton	baton
battalion	bataliwn
batter	batter
battered	yn ddiflas
battering	battering
battery	batri
battle	brwydr
battled	ymladd
battlefield	maes brwydr
battleground	ymladd
battlements	brwydr
battleship	rhyfel
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bae
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	bod
beach	traeth
beaches	traethau
beacon	ysgafn
bead	bead
beading	beading
beads	gleiniau
beady	beady
beagle	bachle
beak	golch
beaker	gwenyn
beam	beam
beaming	beaming
bean	ffa
beanbag	bag ffa
beanie	beanie
bear	arth
bearable	galluog
beard	barf
bearded	bearded
bearer	cludwr
bearing	dwyn
bearings	Bearings
bearish	rhad ac am ddim
bearskin	gwenyn
beast	bwystfil
beastly	anhygoel
beat	curiad
beaten	curo
beater	gwresogydd
beating	curo
beatnik	beatnik
beau	beau
beautification	harddwch
beautiful	hardd
beautify	harddwch
beauty	harddwch
beaver	afanc
bebop	babi
beck	beck
beckon	beckon
become	dod yn
bed	gwely
bedding	dillad gwely
bedpan	bedpan
bedrock	rhesfaen
bedroom	ystafell wely
bedside	ochr y gwely
bedspread	lle gwelyau
bedtime	amser gwely
bee	gwenyn
beef	cig eidion
beefsteak	beefsteak
beehive	beehive
beep	beep
beeper	beeper
beer	cwrw
bees	gwenyn
beeswax	gwenyn gwenyn
beetle	chwilen
befall	yn digwydd
befitting	yn addas
befriend	cyfaill
befuddled	befuddled
beg	dechreuwch
beggar	beggar
begging	creadu
begin	dechrau
beginner	dechreuwr
beginning	dechrau
beginnings	dechreuadau
begrudge	begrudge
begun	dechrau
behappy	NO TRANSLATION
behave	ymddwyn
behavior	ymddygiad
behavioral	ymddygiadol
behemoth	behemoth
behest	behest
behold	wele
beholden	gweld
beholder	beholder
beige	beige
belated	wedi ei chwyddo
belay	belay
belch	belch
belief	cred
believable	credadwy
believe	credwch
believed	yn credu
believer	credydwr
believing	yn credu
belittle	braidd
belittled	belittled
bell	gloch
bellboy	bellboi
bellhop	bellhop
belligerent	rhwystredig
bellman	bellman
bellow	bellow
bellows	Meliniaid
belly	bol
bellybutton	botwm bol
bellyful	bolchog
belong	perthyn
belongings	eiddo
beloved	annwyl
belt	gwregys
beluga	beluga
bemused	bemused
bench	benc
bend	blygu
bender	benderwr
bending	blygu
beneath	o dan
benedictory	benedictory
benefactor	ffafriwr
beneficial	buddiol
beneficiary	buddiolwr
benefit	budd-dal
benevolence	boddhad
benevolent	yn ffafriol
benign	yn annigonol
bent	bent
benzene	bensen
bequeath	bequeath
bequest	cymynrodd
bereaved	profedigaeth
bereavement	profedigaeth
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	angorfa
beryllium	berylliwm
beseech	beseech
beset	gwisgo
bestdayever	gorau bob dydd
bestfeeling	gorau
bestfriends	ffrindiau gorau
bestial	orau
besties	gwartheg
bestow	rhowch
bestseller	gwerthwr gorau
bet	bet
beta	beta
betray	bradychu
betrayal	brad
betrayed	wedi'i fradychu
betrothed	betrothed
betterment	gwelliant
betting	betio
betty	betty
bevel	bevel
beverage	diod
bevy	bevy
beware	bod yn ofalus
bewilder	gwydrwch
bewildered	yn ddiflas
bewilderment	difyr
bias	rhagfarn
biased	yn dueddol
bib	bib
bible	Beibl
biblical	y Beibl
bibliography	llyfryddiaeth
bicarbonate	bicarbonad
bicentennial	dwy flynedd
biceps	biceps
bicker	bicer
bickering	bickering
bicolor	bicolor
bicycle	beic
bid	bid
bidder	cynigydd
bidding	cynnig
bide	NO TRANSLATION
biennial	ddwy flynedd
bier	NO TRANSLATION
bifurcation	bifurcation
big	mawr
bigamy	bigamy
bigday	mawrday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	Abermaw
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bike	beic
biker	beicwr
bikini	bikini
bilateral	dwyochrog
bilayer	bilayer
bile	bilis
bilge	bilge
bilingual	dwyieithog
bill	bil
billboard	bwrdd bwrdd
billet	biled
billiard	biliardd
billiards	biliards
billing	bilio
billion	biliwn
billionaire	biliwnydd
billy	Billy
bimbo	bimbo
bimonthly	bob chwarter
bin	bin
binary	deuaidd
bind	rhwymo
binder	rhwymwr
bindery	bindery
binding	rhwymo
bing	bing
binge	binge
bingo	bingo
binocular	binocwlaidd
binoculars	binocwlaidd
binomial	binomial
bio	bio
biochemical	biocemegol
biochemist	biocemegydd
biochemistry	biocemeg
biogenesis	biogenesis
biographer	biogyddydd
biography	bywgraffiad
biological	biolegol
biologist	biolegydd
biology	bioleg
bionic	bionig
biopsy	biopsi
biosphere	biosffer
bipartite	ddwywaith
bipolar	deubegwn
birch	bedw
bird	aderyn
birdcage	adar
birdie	birdie
birdman	dyn adar
birth	geni
birthday	pen-blwydd
birthing	geni
birthmark	geni geni
birthplace	lle geni
birthright	genedigaethau
bis	NO TRANSLATION
biscuit	bisgedi
bisexual	ddeurywiol
bishop	esgob
bison	bison
bisque	bisque
bistro	bistro
bit	ychydig
bitch	bys
bitchy	bitchy
bite	brathwch
biter	NO TRANSLATION
bitsy	bitsy
bitter	chwerw
bitterly	yn chwerw
bitterness	chwerwder
bittersweet	llygredd
bitty	bitty
bitumen	bitwmen
biweekly	yn bendant
biz	biz
bizarre	rhyfedd
blab	chwyth
blabbermouth	blabbermouth
black	du
black snake	neidr du
blackberry	llus duon
blackbird	gwyn du
blackboard	bwrdd du
blacken	gwenwch
blackface	wyneb du
blackjack	blackjack
blacklist	rhestr ddu
blackmail	blaendal
blackmailer	blackmailer
blackness	duw
blackout	dwbl
blacksmith	gof
bladder	bledren
blade	llafn
blame	bai
blameless	yn ddi-bai
bland	bland
blank	yn wag
blanket	blanced
blare	llawr
blase	NO TRANSLATION
blasphemous	blasus
blasphemy	blasphemi
blast	chwyth
blaster	blastr
blastoff	blastoff
blatant	yn rhyfedd
blather	blather
blaze	fflam
blazer	blazer
blazing	yn twyllo
bleach	cannydd
bleak	yn llwm
bleed	gwaedu
bleeder	bleeder
bleeding	gwaedu
bleep	bleep
blemish	blemish
blemished	gwaethaf
blend	cymysgu
blender	cymysgwr
blending	cymysgu
bless	bendithiwch
blessed	bendithedig
blessing	bendith
blessings	bendithion
bleu	bleu
blight	diffodd
blighted	wedi difetha
blimp	blimp
blind	ddall
blinded	dallu
blindfold	blychau
blindfolded	gwall llaw
blinding	gwallu
blindly	yn ddall
blindness	dallineb
blink	blink
blip	blip
bliss	bleser
blissful	blissful
blister	blister
blistering	blistering
blitz	blitz
blizzard	blizzard
bloat	blodau
bloated	blodeuo
blob	blob
block	bloc
blockade	blocio
blockage	rhwystr
blockbuster	rhwystr
blockhead	rhwystr
blog	blog
bloke	bloke
blond	blond
blonde	blonde
blood	gwaed
bloodbath	gwaed
bloodhound	blodeuo
bloodless	gwaed
bloodline	bloodline
bloodshed	gwaed gwaed
bloodshot	gwaed
bloodstream	llif gwaed
bloodthirsty	gwaedlyd
bloody	gwaedlyd
bloom	blodeuo
bloomers	blodeuwyr
blooming	blodeuo
blossom	blodeuo
blot	gwaredu
blotched	blotched
blotter	blotter
blouse	blows
blow	chwythu
blower	chwythwr
blowfish	blowfish
blowing	chwythu
blowjob	blowjob
blown	wedi'i chwythu
blowout	chwythu allan
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	glas
blue spruce	sbriws glas
blueberry	llusen
bluebird	glaswellt
bluegrass	glaswellt
bluejay	bluejay
blueprint	glasbrint
blues	blues
bluff	bluff
bluish	bluis
blunder	chwalu
blunt	yn flin
blur	blur
blurred	yn aneglur
blurry	aneglur
blurt	blurt
blush	blush
blushing	blwsio
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	bwrdd
board game	gem Bwrdd
boarder	NO TRANSLATION
boarding	preswylio
boardroom	ystafell fwrdd
boards	byrddau
boardwalk	llwybr bwrdd
boast	brolio
boastful	boastful
boasting	ymffrostio
boat	cwch
boathouse	tŷ bach
boating	cychod
boatload	llwyth cwch
boatman	cwch
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	corff
bodily	corfforol
body	corff
bodyguard	bodyguard
bog	cors
bogey	bogey
bogeyman	bogeyman
bogus	yn ffug
bohemian	bohemian
boil	berwi
boiler	boeler
boilerplate	boilerplate
boiling	berwi
boisterous	boisterous
bold	braidd
boldness	boldness
bollocks	bollocks
bolster	bwlch
bolt	bollt
bolus	bolws
bomb	bom
bombard	bombard
bombardier	bombardier
bombardment	bomio
bombed	bomio
bomber	bom
bombers	bomwyr
bombing	bomio
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bond
bondage	caethiwed
bonding	bondio
bonds	bondiau
bondsman	bondsman
bone	asgwrn
bonehead	pen esgyrn
boner	boner
bones	esgyrn
bonfire	coelcerth
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	boned
bonny	bôn
bonsai	bonsai
bonus	bonws
bony	bony
boo	boo
boob	boob
booby	boobi
booger	booger
boogeyman	boogeyman
boogie	boogie
book	llyfr
bookcase	llyfr llyfr
bookie	bookie
booking	archebu
bookish	archebwch
bookkeeper	ceidwad llyfrau
bookkeeping	cadw llyfrau
booklet	llyfryn
bookmaker	cynhyrchydd llyfrau
bookmark	nod tudalen
books	llyfrau
bookseller	llyfrwerthwr
bookshop	siop lyfrau
bookstore	siop lyfrau
bookworm	llyfr llygoden
boom	ffyniant
boomer	boomer
boomerang	boomerang
booming	yn ffynnu
boon	i fyny
boooo	NO TRANSLATION
boost	hwb
booster	atgyfnerthu
boot	cychwyn
booth	bwth
bootleg	bootleg
bootlegger	bootlegger
boots	esgidiau
booty	cychod
booze	booze
bop	bop
bopper	bopper
border	ffin
bordering	wrth ymyl
borderline	ffiniol
bore	bore
boreal	boreal
bored	diflasu
boredom	diflastod
borer	borer
boring	diflas
born	eni
boron	boron
borough	fwrdeistref
borrow	benthyca
borrower	benthyciwr
bosom	bosom
boss	pennaeth
bossy	bossy
boston	Boston
botanical	botanegol
botanist	botanegydd
botany	botaneg
bother	trafferthu
bothering	yn poeni
bottle	botel
bottleneck	darn botel
bottling	potelu
bottom	gwaelod
bottomless	heb waelod
botulism	botulism
boulder	clogfeini
bounce	bownsio
bouncer	bouncer
bouncy	bownsio
bound	rhwymedig
boundary	ffin
boundless	di-dor
bounds	ffiniau
bountiful	bountiful
bounty	haelioni
bouquet	bwced
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	bwrs
bout	bout
boutique	boutique
bouttime	bouttime
bovine	buchol
bow	bwa
bowed	bowed
bowel	coluddyn
bowels	bowels
bowl	bowlen
bowler	bowler
bowling	bowlio
bowls	bowlenni
box	blwch
boxcar	boxcar
boxer	bocsiwr
boxers	bocswyr
boxing	bocsio
boy	bachgen
boycott	boicot
boyfriend	cariad
boyhood	bachgeniaeth
boyish	bachgen
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	brace
bracelet	breichled
braces	braces
brachial	brachial
bracket	braced
brackets	bracedi
brackish	brackish
brad	brad
brag	brag
braid	braid
brain	ymenydd
brainless	heb ymennydd
brains	brains
brainstorm	cofio syniadau
brainwash	brainwash
brainy	brainy
brake	brêc
bran	bran
branch	cangen
branching	canghennog
brand	brand
brandy	brandi
brash	brash
brass	pres
brass knuckle	cwncyn pres
brassiere	brassiere
brat	brat
bratwurst	NO TRANSLATION
bravado	bravado
brave	dewr
bravery	dewrder
brawl	brawl
brawn	brawn
brazen	bren
breach	torri
bread	bara
breadth	eang
break	egwyl
breakable	yn agored
breakaway	torri i ffwrdd
breakdown	torri lawr
breaker	torriwr
breakers	torwyr
breakfast	brecwast
breaking and entering	torri a mynd i mewn
breakingnews	toriadau
breakneck	dorrodd
breakthrough	dadansoddiad
breakup	torri
breast	y fron
breath	anadl
breathe	anadlu
breather	anadlu
breathless	heb anadl
breathtaking	syfrdanol
breech	breech
breeches	breeches
breed	bridio
breeder	bridio
breeding	bridio
breeze	awel
breezy	yn ddŵr
brethren	brodyr
breve	NO TRANSLATION
brevity	brindeb
brew	brew
brewery	bragdy
brewing	bragu
briar	briar
bribe	llwgrwobrwyo
bribery	llwgrwobrwyo
brick	brics
bridal	briodas
bride	briodferch
bridegroom	priodfab
bridesmaid	briodferch
bridge	bont
bridle	ceffyl
brief	briff
briefcase	braslun
briefing	briffio
briefly	yn fyr
brig	brig
brigade	brigâd
bright	llachar
brighten	disgleirio
brightens	yn disgleirio
brighter	yn fwy disglair
brightness	disgleirdeb
brilliance	disgleirdeb
brilliant	yn wych
brim	brim
brimming	brimming
brimstone	brifaen
brine	salwch
bring	dod â chi
brink	brin
brisk	yn gyflym
brisket	brisket
bristle	corsen
brittle	brwnt
bro	bro
broach	broach
broad	eang
broadcast	darlledu
broadcasting	darlledu
broaden	ehangu
broadside	ochr eang
broadsword	Broadsword
brocade	brocâd
broccoli	brocoli
brochure	taflen
broil	broil
broke	dorrodd
broken	wedi torri
brokenheart	NO TRANSLATION
brokenhearted	yn ddrwg
broker	brocer
brokerage	broceriaeth
bromide	bromid
bronco	bronco
bronze	efydd
brooch	brêc
brood	nwyddau
brooding	nythu
brook	nant
broom	broom
broomstick	brwyn
broth	cawl
brothel	brothel
brother	brawd
brotherhood	brawdoliaeth
brotherly	brawdol
brow	pori
brown	brown
brownstone	brownstone
browse	pori
brrr	brrr
bruise	cleis
bruising	cleisio
brunch	brunch
brunette	brunette
brunt	brunt
brush	brwsh
brutal	brwdlon
brutality	brwdfrydedd
brute	briwt
brutish	brutish
bubble	swigen
bubbling	bwlio
bubbly	bubbly
bubonic	bwbonig
buck	bwc
buckaroo	buckaroo
bucket	bwced
buckle	bwcl
buckled	buckled
bucko	bwko
buckshot	buckshot
buckwheat	gwenith yr hydd
bud	bud
buddha	buddha
buddhism	buddhiaeth
buddhist	bwdydd
budding	budding
buddy	ffrind
budge	budge
budget	gyllideb
buff	bwffe
buffalo	buffalo
buffer	clustog
buffering	bwffe
buffet	bwffe
buffoon	buffwn
bug	bug
bugaboo	bugaboo
bugged	yn flinedig
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	adeiladu
builder	adeiladwr
building	adeiladu
buildings	adeiladau
buildup	adeiladu
bulb	bwlb
bulbous	bulbous
bulge	bulge
bulimic	bwlimig
bulk	yn bennaf
bulkhead	bulkhead
bulky	swmpus
bull	taw
bulldog	bulldog
bulldozer	bwmpiwr
bullet	bwled
bulletin	bwletin
bulletproof	bulletproof
bullfighter	twristwr
bullfrog	bwlch
bullheaded	wedi ei fagu
bullhorn	bullhorn
bullion	bwlio
bullock	bullock
bullpen	bullpen
bullshit	bullshit
bully	bwli
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bump
bumper	bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	criw
bundle	bwndel
bungalow	byngalo
bungee	bungee
bunghole	pêl-droed
bunion	bôn
bunk	bync
bunker	byncer
bunkhouse	byncws
bunny	cwningen
bunt	bunt
buoy	bwi
buoyancy	ffyniant
buoyant	yn fywiog
bur	bur
burden	baich
burdened	beichiogi
burdensome	beichus
bureau	biwro
bureaucracy	biwrocratiaeth
bureaucrat	biwrocrat
bureaucratic	biwrocrataidd
burger	burger
burglar	burgler
burglary	byrgleriaeth
burial	claddu
buried	claddwyd
burke	burke
burlap	byrlap
burlesque	burlesque
burly	burly
burn	llosgi
burned	llosgi
burner	llosgwr
burning	llosgi
burnished	llosgi
burnout	llosgi allan
burnt	llosgi
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	byrrow
bursary	bwrsari
burst	byrstio
bury	claddu
bus	bws
busboy	busboy
bush	llwyn
bushel	bushel
bushy	brysur
business	busnes
business man	NO TRANSLATION
businessman	busnes
businesswoman	busneswraig
busload	llwyth bysiau
buss	buss
bust	bust
busted	busted
buster	bryswr
bustle	brysur
bustling	brysur
busy	prysur
busybody	bws
butane	butane
butcher	cigydd
butler	blergen
butt	butt
butter	menyn
buttercup	brig menyn
butterfly	glöyn byw
buttermilk	llaeth menyn
butterscotch	Butterscotch
buttery	atgyweirio
buttock	cwch
buttocks	bwtys
button	botwm
buttress	llestri
buxom	buxom
buy	prynu
buyer	prynwr
buying	prynu
buzz	buzz
buzzard	gwenyn
buzzed	buzzed
buzzer	bryswr
buzzing	diddorol
bye	bye
bygone	wedi gadael
bylaw	bylaw
byline	byline
bypass	ffordd osgoi
bystander	wrthwynebydd
byte	byte
byzantine	byzantine
cab	tacsi
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	bresych
cabbie	cabbie
cabernet	cabernet
cabin	caban
cabinet	cabinet
cable	cebl
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	carcharor
caddie	NO TRANSLATION
caddy	cadi
cadence	cadernid
cadet	cadet
cafe	caffi
cafeteria	caffeteria
caffeine	caffein
cage	cawell
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	cacen
cakewalk	cakewalk
calamari	calamari
calamitous	calamitous
calamity	calamity
calcareous	calchaidd
calcium	calsiwm
calculate	cyfrifwch
calculated	cyfrifo
calculating	cyfrifo
calculation	cyfrifo
calculator	cyfrifiannell
calculus	calculus
calendar	calendr
calender	NO TRANSLATION
calf	llo
caliber	safonol
calibrate	calibro
calico	calico
calipers	calipers
calisthenics	calisthenics
call	ffoniwch
callback	galw ar ôl
caller	galwr
calligraphy	caligraffeg
calling	galw
callous	callous
calls	galwadau
calm	tawelwch
calming	tawelu
calmness	tawelwch
caloric	calorig
calorie	calorïau
calorimeter	calorimedr
cam	cam
camaraderie	cyfeillgarwch
camber	camber
camcorder	camcorder
camel	camel
cameo	cameo
camera	camera
cameraman	dramor
camisole	camisole
camouflage	cuddliw
camouflaged	NO TRANSLATION
camp	gwersyll
campaign	ymgyrch
campaigner	ymgyrchydd
campaigning	ymgyrchu
camper	gwersyllwr
campfire	tân gwyllt
camping	gwersylla
campsite	gwersyll
campus	campws
can	gall
can opener	Gall agorwr
canal	camlas
canary	canari
cancel	canslo
canceling	canslo
cancellation	canslo
cancer	canser
candid	candid
candidacy	ymgeisyddiaeth
candidate	ymgeisydd
candied	candied
candle	cannwyll
candlelight	golau cannwyll
candles	canhwyllau
candlestick	canhwyllbren
candor	candor
candy	candy
cane	cwn
canine	canine
canister	canister
canker	canker
cannabis	canabis
canned	tun
cannibal	cannibal
cannibalism	canibaliaeth
canning	canning
cannon	canon
cannonball	cannonball
canoe	canŵ
canon	canon
canonical	canonig
canons	canonau
canopy	canopi
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	ffreutur
canterbury	Caergaint
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	cynfas
canvass	NO TRANSLATION
canyon	canyon
cap	cap
capability	gallu
capable	galluog
capacity	gallu
cape	cape
caper	caper
capillary	capilari
capital	cyfalaf
capitalism	cyfalafiaeth
capitalist	cyfalafwr
capitalize	manteisio arno
capitals	priflythrennau
capitation	capitation
capitol	capitol
capitulation	capitulation
cappuccino	cappuccino
caprice	caprice
capricious	caprus
caps	capiau
capslock	capslock
capsule	capsiwl
captain	capten
caption	pennawd
captivate	caethu
captivating	caethiwus
captive	caethus
captivity	caethiwed
captor	captor
capture	dal
car	car
caramel	caramel
carat	carat
caravan	carafan
carbon	carbon
carburetor	carburetor
carcass	carcas
carcinoma	carcinoma
card	cerdyn
cardboard	cardfwrdd
cardiac	cardiaidd
cardigan	cardigan
cardinal	cardinal
cardiologist	cardiolegydd
cardiology	cardioleg
cardiomyopathy	cardiomyopathi
cards	cardiau
care	gofal
career	gyrfa
carefree	yn ddigalon
careful	yn ofalus
carefully	yn ofalus
careless	ddiofal
carelessness	ddiofal
caress	cares
caret	caret
caretaker	gofalwr
cargo	cargo
caribou	caribou
caricature	cariad
caries	caries
caring	gofalgar
carjack	carjack
carnage	carnage
carnal	carnal
carnation	carnation
carnival	carnifal
carnivorous	carnifor
carol	carol
carols	carolau
carousel	carwsel
carp	carp
carpal	carpal
carpenter	saer
carpentry	gwaith saer
carpet	carped
carpeting	carpedio
carpool	carpool
carriage	cerbyd
carried	cario
carrier	cludwr
carrot	moron
carry	cario
carrying	cario
carsick	carsick
cart	cart
carte	NO TRANSLATION
cartel	cartel
carter	carter
