Word	sw
bathhouse	bathhouse
bathing	kuoga
bathrobe	bathrobe
bathroom	bafuni
bathtub	bafu
bathymetry	bathymetry
baton	piga
battalion	askari
batter	piga
battered	ilipigwa
battering	kupiga
battery	betri
battle	vita
battled	vita
battlefield	vita
battleground	uwanja wa vita
battlements	vita
battleship	vita
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	kuwa
beach	pwani
beaches	mabwawa
beacon	beacon
bead	bead
beading	kupigwa
beads	shanga
beady	beady
beagle	beagle
beak	mdomo
beaker	beaker
beam	boriti
beaming	kupiga
bean	maharagwe
beanbag	beanbag
beanie	beanie
bear	kubeba
bearable	kubeba
beard	ndevu
bearded	ndevu
bearer	mwandishi
bearing	kuzaa
bearings	fani
bearish	bearish
bearskin	bearskin
beast	mnyama
beastly	mnyama
beat	piga
beaten	kupigwa
beater	beater
beating	kumpiga
beatnik	kupiga
beau	beau
beautification	uzuri
beautiful	nzuri
beautify	kupendeza
beauty	uzuri
beaver	beaver
bebop	bebop
beck	beck
beckon	fanya
become	kuwa
bed	kitanda
bedding	kitanda
bedpan	kitanda
bedrock	kitanda
bedroom	chumbani
bedside	kitanda
bedspread	kitambaa
bedtime	wakati wa kulala
bee	nyuki
beef	nyama
beefsteak	beefsteak
beehive	nyuki
beep	beep
beeper	beeper
beer	bia
bees	nyuki
beeswax	nta
beetle	mende
befall	kuanguka
befitting	kufaa
befriend	kuwa rafiki
befuddled	kuhamishwa
beg	omba
beggar	mwombaji
begging	kuomba
begin	kuanza
beginner	mwanzoni
beginning	mwanzo
beginnings	mwanzo
begrudge	chuki
begun	imeanza
behappy	NO TRANSLATION
behave	tenda
behavior	tabia
behavioral	tabia
behemoth	behemoth
behest	tamaa
behold	tazama
beholden	tazama
beholder	tazama
beige	beige
belated	kupigwa
belay	belay
belch	ukanda
belief	imani
believable	kuaminika
believe	amini
believed	aliamini
believer	mwamini
believing	kuamini
belittle	kupungua
belittled	kupigwa
bell	kengele
bellboy	bellboy
bellhop	bellhop
belligerent	wanapigana
bellman	bellman
bellow	tamaa
bellows	mimba
belly	tumbo
bellybutton	tumbo
bellyful	tumbo
belong	ni
belongings	mali
beloved	wapenzi
belt	ukanda
beluga	beluga
bemused	amekataliwa
bench	benchi
bend	piga
bender	bender
bending	kupiga
beneath	chini
benedictory	benedictory
benefactor	mfadhili
beneficial	manufaa
beneficiary	walengwa
benefit	faida
benevolence	wema
benevolent	wema
benign	benign
bent	bent
benzene	benzini
bequeath	bequeath
bequest	ustahili
bereaved	amekufa
bereavement	kufariki
bereft	wafungwa
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	berilili
beseech	kuomba
beset	tamaa
bestdayever	bora
bestfeeling	bora
bestfriends	wapenzi
bestial	kinyume
besties	vipindi
bestow	kutoa
bestseller	muuzaji bora
bet	bet
beta	beta
betray	kumsaliti
betrayal	usaliti
betrayed	alisalitiwa
betrothed	waliyetumiwa
betterment	uboreshaji
betting	kupiga kura
betty	betty
bevel	bevel
beverage	vinywaji
bevy	bevy
beware	Jihadharini
bewilder	mshangao
bewildered	wasiwasi
bewilderment	kushangaza
bias	kupendeza
biased	upendeleo
bib	bib
bible	Biblia
biblical	Biblia
bibliography	maandishi
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	kupigana
bicolor	bicolor
bicycle	baiskeli
bid	jitihada
bidder	zabuni
bidding	zabuni
bide	NO TRANSLATION
biennial	wema
bier	NO TRANSLATION
bifurcation	kifungo
big	kubwa
bigamy	bigamy
bigday	sikukuu
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	imepigwa
bigotry	bigotry
bike	baiskeli
biker	biker
bikini	bikini
bilateral	nchi mbili
bilayer	bilayer
bile	bile
bilge	mapitio
bilingual	lugha mbili
bill	muswada
billboard	bendera
billet	billet
billiard	bilioni
billiards	mabilidi
billing	kulipa
billion	bilioni
billionaire	billionaire
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	funga
binder	binder
bindery	kisheria
binding	kumfunga
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	binomial
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	biogenesis
biographer	biographer
biography	biografia
biological	biolojia
biologist	biolojia
biology	biolojia
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	birch
bird	ndege
birdcage	ndege
birdie	birdie
birdman	ndege
birth	kuzaliwa
birthday	siku ya kuzaliwa
birthing	kula
birthmark	alama ya kuzaliwa
birthplace	mahali pa kuzaliwa
birthright	haki ya kuzaliwa
bis	NO TRANSLATION
biscuit	biskuti
bisexual	ngono
bishop	askofu
bison	bison
bisque	bisque
bistro	bistro
bit	kidogo
bitch	bitch
bitchy	bitchy
bite	bite
biter	NO TRANSLATION
bitsy	bitsy
bitter	uchungu
bitterly	kwa uchungu
bitterness	uchungu
bittersweet	chungu tamu
bitty	bitty
bitumen	lami
biweekly	biweekly
biz	biz
bizarre	ajabu
blab	kamba
blabbermouth	blabbermouth
black	nyeusi
black snake	nyoka mweusi
blackberry	blackberry
blackbird	nyeusi
blackboard	ubao
blacken	weka
blackface	nyeusi
blackjack	blackjack
blacklist	orodha nyeusi
blackmail	usaliti
blackmailer	nyeusi
blackness	mweusi
blackout	nyeusi
blacksmith	mkufu
bladder	kibofu
blade	kamba
blame	lawama
blameless	hauna hatia
bland	bland
blank	tupu
blanket	blanketi
blare	kulaumu
blase	NO TRANSLATION
blasphemous	kumtukana
blasphemy	kumtukana
blast	mlipuko
blaster	blaster
blastoff	blastoff
blatant	wazi
blather	blather
blaze	onya
blazer	blazer
blazing	inawaka
bleach	bleach
bleak	tamaa
bleed	akapiga damu
bleeder	bleeder
bleeding	Vujadamu
bleep	bleep
blemish	talafu
blemished	kuharibika
blend	mchanganyiko
blender	blender
blending	kuchanganya
bless	baraka
blessed	heri
blessing	baraka
blessings	baraka
bleu	bleu
blight	blight
blighted	imewashwa
blimp	blimp
blind	kipofu
blinded	amefungwa
blindfold	kipofu
blindfolded	amefunikwa macho
blinding	kupofusha
blindly	kwa upofu
blindness	upofu
blink	blink
blip	blip
bliss	furaha
blissful	furaha
blister	blister
blistering	kupungua
blitz	blitz
blizzard	blizzard
bloat	piga
bloated	imefungwa
blob	piga
block	kuzuia
blockade	blockade
blockage	kufungwa
blockbuster	blockbuster
blockhead	kichwa cha kichwa
blog	blogu
bloke	piga
blond	blond
blonde	blonde
blood	damu
bloodbath	damu
bloodhound	damuhound
bloodless	bila damu
bloodline	damu
bloodshed	kupoteza damu
bloodshot	damu
bloodstream	damu
bloodthirsty	damu
bloody	damu
bloom	Bloom
bloomers	bloomers
blooming	inakua
blossom	maua
blot	jenga
blotched	imefungwa
blotter	jenga
blouse	piga
blow	pigo
blower	blower
blowfish	blowfish
blowing	kupiga
blowjob	blowjob
blown	pigo
blowout	kupumua
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	bluu
blue spruce	spruce ya bluu
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	Mchapishaji
blues	blues
bluff	bluff
bluish	bluu
blunder	tamaa
blunt	wazi
blur	furu
blurred	imetoka
blurry	furu
blurt	blurt
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	bodi
board game	mchezo wa bodi
boarder	NO TRANSLATION
boarding	bweni
boardroom	bodi ya ukumbi
boards	bodi
boardwalk	boardwalk
boast	kujivunia
boastful	kujivunia
boasting	kujivunia
boat	mashua
boathouse	boathouse
boating	kukimbia
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	kimwili
body	mwili
bodyguard	mlinzi
bog	bogi
bogey	bogey
bogeyman	bogeyman
bogus	machafu
bohemian	bohemian
boil	chemsha
boiler	boiler
boilerplate	boilerplate
boiling	kuchemsha
boisterous	kiburi
bold	ujasiri
boldness	ujasiri
bollocks	bollocks
bolster	jitihada
bolt	bolt
bolus	bolus
bomb	bomu
bombard	bomu
bombardier	bombardier
bombardment	bombardment
bombed	bomu
bomber	mshambuliaji
bombers	mabomu
bombing	mabomu
bombshell	mabomu
bonanza	bonanza
bonbon	NO TRANSLATION
bond	dhamana
bondage	utumwa
bonding	kuunganisha
bonds	vifungo
bondsman	mtumwa
bone	mfupa
bonehead	mfupa
boner	boner
bones	mifupa
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	ziada
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	kitabu
bookcase	bookcase
bookie	bookie
booking	booking
bookish	bookish
bookkeeper	kipaji
bookkeeping	uhifadhi
booklet	kijitabu
bookmaker	mtangazaji
bookmark	alama
books	vitabu
bookseller	mnunuzi wa vitabu
bookshop	kitabu cha vitabu
bookstore	kitabu cha vitabu
bookworm	chupa
boom	boom
boomer	boomer
boomerang	boomerang
booming	kuongezeka
boon	boon
boooo	NO TRANSLATION
boost	kuongeza
booster	nyongeza
boot	boot
booth	kibanda
bootleg	bootleg
bootlegger	bootlegger
boots	buti
booty	nyara
booze	pombe
bop	bop
bopper	bopper
border	mpaka
bordering	mipaka
borderline	mpaka
bore	kuzaa
boreal	urembo
bored	kuchoka
boredom	boredom
borer	borer
boring	boring
born	alizaliwa
boron	boroni
borough	barabara
borrow	azima
borrower	akopaye
bosom	kifua
boss	bwana
bossy	bwana
boston	boston
botanical	mimea
botanist	mimea
botany	mimea
bother	shida
bothering	kutisha
bottle	chupa
bottleneck	chupa
bottling	chupa
bottom	chini
bottomless	chini
botulism	botulism
boulder	boulder
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	amefungwa
boundary	mipaka
boundless	bila mipaka
bounds	mipaka
bountiful	wenye manufaa
bounty	fadhila
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	ubongo
bourse	bourse
bout	bout
boutique	boutique
bouttime	bouttime
bovine	bovine
bow	upinde
bowed	akainama
bowel	bowel
bowels	matumbo
bowl	bakuli
bowler	bowler
bowling	bowling
bowls	bakuli
box	sanduku
boxcar	sanduku
boxer	mshambuliaji
boxers	boxers
boxing	ndondi
boy	mvulana
boycott	tamaa
boyfriend	mpenzi
boyhood	ujana
boyish	kijana
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	jenga
bracelet	bangili
braces	braces
brachial	brachial
bracket	bracket
brackets	mabaki
brackish	brackish
brad	jasiri
brag	kujivunia
braid	ujasiri
brain	ubongo
brainless	ubongo
brains	akili
brainstorm	kuzingatia
brainwash	brainwash
brainy	brainy
brake	akaumega
bran	bran
branch	tawi
branching	matawi
brand	brand
brandy	brandy
brash	brash
brass	shaba
brass knuckle	shaba knuckle
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	ujasiri
brave	jasiri
bravery	ujasiri
brawl	shawl
brawn	brawn
brazen	shaba
breach	uvunjaji
bread	mkate
breadth	upana
break	kuvunja
breakable	kuharibika
breakaway	kuvunjika
breakdown	kuvunja
breaker	mvunjaji
breakers	wavunjaji
breakfast	kifungua kinywa
breaking and entering	kuvunja na kuingia
breakingnews	kuvunja habari
breakneck	breakneck
breakthrough	mafanikio
breakup	kuvunja
breast	Titi
breath	pumzi
breathe	kupumua
breather	mavuno
breathless	kupumua
breathtaking	kupumua
breech	baharini
breeches	breeches
breed	kuzaliana
breeder	breeder
breeding	kuzaliana
breeze	hewa
breezy	hupendeza
brethren	ndugu zangu
breve	NO TRANSLATION
brevity	brevity
brew	pombe
brewery	bia
brewing	pombe
briar	briar
bribe	rushwa
bribery	rushwa
brick	matofali
bridal	harusi
bride	bibi
bridegroom	bwana arusi
bridesmaid	bridesmaid
bridge	daraja
bridle	tamu
brief	kifupi
briefcase	kikapu
briefing	mkutano
briefly	kwa ufupi
brig	brig
brigade	brigade
bright	mkali
brighten	onyesha
brightens	huangaza
brighter	nyepesi
brightness	mwangaza
brilliance	uzuri
brilliant	kipaji
brim	brim
brimming	brimming
brimstone	kiberiti
brine	brine
bring	kuleta
brink	ukingo
brisk	hupasuka
brisket	brisket
bristle	bristle
brittle	tamaa
bro	bro
broach	broach
broad	pana
broadcast	kutangaza
broadcasting	utangazaji
broaden	kupanua
broadside	upana
broadsword	broadsword
brocade	shika
broccoli	broccoli
brochure	brosha
broil	piga
broke	kuvunja
broken	kuvunjwa
brokenheart	NO TRANSLATION
brokenhearted	kuvunjwa moyo
broker	broker
brokerage	udalali
bromide	bromidi
bronco	bronco
bronze	shaba
brooch	brooch
brood	ndugu
brooding	kukua
brook	kijito
broom	broom
broomstick	broomstick
broth	mchuzi
brothel	shaba
brother	ndugu
brotherhood	udugu
brotherly	ndugu
brow	paji la uso
brown	kahawia
brownstone	brownstone
browse	kuvinjari
brrr	brrr
bruise	kuponda
bruising	kuua
brunch	brunch
brunette	brunette
brunt	uvunjaji
brush	brashi
brutal	kikatili
brutality	ukatili
brute	kibaya
brutish	wajinga
bubble	Bubble
bubbling	kupiga
bubbly	bubbly
bubonic	Bubonic
buck	buck
buckaroo	buckaroo
bucket	ndoo
buckle	buckle
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	bud
buddha	buddha
buddhism	buddhism
buddhist	buddhist
budding	budding
buddy	buddy
budge	budge
budget	bajeti
buff	buff
buffalo	Nyati
buffer	buffer
buffering	kuvuta
buffet	buffet
buffoon	buffoon
bug	mdudu
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	chupa
bugler	mdudu
build	jenga
builder	wajenzi
building	kujenga
buildings	majengo
buildup	jenga
bulb	bulbu
bulbous	bulbous
bulge	pigo
bulimic	bulimic
bulk	wingi
bulkhead	bulkhead
bulky	bulky
bull	ng'ombe
bulldog	bulldog
bulldozer	bulldozer
bullet	risasi
bulletin	taarifa
bulletproof	bulletproof
bullfighter	ng'ombe
bullfrog	bullfrog
bullheaded	viboko
bullhorn	bullhorn
bullion	bullion
bullock	ng'ombe
bullpen	bullpen
bullshit	ng'ombe
bully	mkaidi
bulwark	kijani
bum	bum
bumblebee	bumblebee
bummed	bumbu
bummer	bummer
bump	mapema
bumper	bumper
bumpy	bunduki
bun	NO TRANSLATION
bunch	kikundi
bundle	kifungu
bungalow	Bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	utetezi
buoy	buoy
buoyancy	buoyancy
buoyant	buoyant
bur	bur
burden	mzigo
burdened	mzigo
burdensome	mzigo
bureau	ofisi
bureaucracy	urasimu
bureaucrat	bureaucrat
bureaucratic	ukiritimba
burger	Burger
burglar	mwizi
burglary	burglary
burial	kuzika
buried	kuzikwa
burke	burke
burlap	mkojo
burlesque	burlesque
burly	burly
burn	choma
burned	kuchomwa moto
burner	burner
burning	kuwaka
burnished	kuchomwa
burnout	kuchoma
burnt	kuteketezwa
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	kupiga
bursary	bursary
burst	kupasuka
bury	piga
bus	basi
busboy	busboy
bush	kichaka
bushel	bunduki
bushy	bushy
business	biashara
business man	NO TRANSLATION
businessman	mfanyabiashara
businesswoman	mfanyabiashara
busload	basi
buss	buss
bust	koroga
busted	busted
buster	buster
bustle	mzuri
bustling	bustling
busy	busy
busybody	busybody
butane	butane
butcher	mchezaji
butler	mchungaji
butt	kitako
butter	siagi
buttercup	buttercup
butterfly	kipepeo
buttermilk	siagi
butterscotch	butterscotch
buttery	buttery
buttock	kitambaa
buttocks	vifungo
button	kifungo
buttress	buttress
buxom	buxom
buy	kununua
buyer	mnunuzi
buying	kununua
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	bye
bygone	ilishuka
bylaw	sheria
byline	onyesha
bypass	bypass
bystander	mwangalizi
byte	tote
byzantine	byzantine
cab	cab
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	kabichi
cabbie	cabbie
cabernet	cabernet
cabin	cabin
cabinet	baraza la mawaziri
cable	cable
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	mchezaji
caddie	NO TRANSLATION
caddy	caddy
cadence	upepo
cadet	cadet
cafe	cafe
cafeteria	mkahawa
caffeine	caffeine
cage	ngome
cagey	cagey
cahoots	viboko
cairn	cairn
cake	keki
cakewalk	cakewalk
calamari	calamari
calamitous	msiba
calamity	msiba
calcareous	calcareous
calcium	kalsiamu
calculate	hesabu
calculated	mahesabu
calculating	kuhesabu
calculation	hesabu
calculator	calculator
calculus	mahesabu
calendar	Kalenda
calender	NO TRANSLATION
calf	ndama
caliber	caliber
calibrate	calibrate
calico	calico
calipers	wahalifu
calisthenics	calisthenics
call	wito
callback	nipigie
caller	mpiga simu
calligraphy	kisasa
calling	wito
callous	Wasio
calls	wito
calm	utulivu
calming	kutuliza
calmness	utulivu
caloric	caloric
calorie	kalori
calorimeter	calorimeter
cam	cam
camaraderie	ushirika
camber	kamera
camcorder	camcorder
camel	ngamia
cameo	alikuja
camera	kamera
cameraman	kamera
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	kambi
campaign	kampeni
campaigner	kampeni
campaigning	kampeni
camper	kambi
campfire	moto wa moto
camping	kambi
campsite	kambi
campus	chuo
can	unaweza
can opener	Inaweza kufungua
canal	mfereji
canary	canary
cancel	kufuta
canceling	kufuta
cancellation	kufuta
cancer	kansa
candid	mgombea
candidacy	ugombea
candidate	mgombea
candied	kupendezwa
candle	mshumaa
candlelight	mshumaa
candles	mishumaa
candlestick	kinara cha taa
candor	msamaha
candy	pipi
cane	miwa
canine	canine
canister	canister
canker	mchezaji
cannabis	cannabis
canned	makopo
cannibal	cannibal
cannibalism	uharibifu
canning	kupiga
cannon	kanuni
cannonball	cannonball
canoe	baharini
canon	canon
canonical	kisheria
canons	canons
canopy	kamba
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	canteen
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	canvas
canvass	NO TRANSLATION
canyon	korongo
cap	cap
capability	uwezo
capable	uwezo
capacity	uwezo
cape	cape
caper	caper
capillary	capillary
capital	mji mkuu
capitalism	ubepari
capitalist	kibepari
capitalize	capitalize
capitals	miji mikuu
capitation	capiting
capitol	capitol
capitulation	kutawala
cappuccino	cappuccino
caprice	caprice
capricious	hazipatikani
caps	kofia
capslock	herufi kubwa
capsule	capsule
captain	nahodha
caption	maelezo
captivate	captivate
captivating	kuvutia
captive	mateka
captivity	uhamisho
captor	captor
capture	kukamata
car	gari
caramel	caramel
carat	carat
caravan	msafara
carbon	kaboni
carburetor	carburetor
carcass	mzoga
carcinoma	carcinoma
card	kadi
cardboard	kadibodi
cardiac	moyo
cardigan	cardigan
cardinal	kardinali
cardiologist	mwanasaikolojia
cardiology	cardiology
cardiomyopathy	cardiomyopathy
cards	kadi
care	huduma
career	kazi
carefree	wasiwasi
careful	makini
carefully	kwa makini
careless	bila kujali
carelessness	kutojali
caress	caress
caret	huduma
caretaker	mlezi
cargo	mizigo
caribou	caribou
caricature	caricature
caries	husababisha
caring	kujali
carjack	gunia
carnage	mauaji
carnal	kimwili
carnation	mauaji
carnival	carnival
carnivorous	wenyeji
carol	carol
carols	carols
carousel	jukwa
carp	kamba
carpal	carpal
carpenter	mpangaji
carpentry	uchongaji
carpet	carpet
carpeting	kupiga
carpool	carpool
carriage	gari
carried	kufanyika
carrier	carrier
carrot	karoti
carry	kubeba
carrying	kubeba
carsick	magariick
cart	gari
carte	NO TRANSLATION
cartel	cartel
carter	carter
cartilage	cartilage
cartographic	cartographic
cartography	kupiga picha
carton	carton
cartoon	cartoon
cartouche	NO TRANSLATION
cartridge	cartridge
carve	Chonga
carver	mpigaji
carving	kuchora
cascade	tamaa
case	kesi
casein	casein
cash	fedha
cashier	cashier
cashmere	cashmere
casing	casing
casino	casino
cask	cask
casket	casket
casserole	casserole
cassette	kanda
cast	kutupwa
castaway	kutupwa mbali
caste	piga
caster	caster
castle	ngome
castor	castor
castrate	castrate
castration	kutupwa
casual	kawaida
casually	kwa kawaida
casualty	majeruhi
cat	paka
catabolism	catabolism
catalog	orodha
catalogue	orodha
catalysis	catalysis
catalyst	kichocheo
catalytic	kichocheo
catamaran	catamarani
catapult	manati
cataract	cataract
catastrophe	janga
catastrophic	janga
catatonic	catatonic
catch	catch
catcher	mchezaji
catching	kuambukizwa
catchphrase	catchphrase
catchy	kuvutia
catechism	Katekisimu
categorical	kikundi
category	kikundi
cater	kuhudumia
caterer	mpataji
caterpillar	kiwa
cates	matangazo
