Word	sl
bauble	bauble
bawdy	Podobno
bawl	bawl
bay	zaliv
bayonet	bajonet
bayou	bayou
bazaar	bazar
bazooka	bazooka
bday	bday
be	biti
beach	plaža
beaches	plaže
beacon	svetilnik
bead	kroglica
beading	beading
beads	kroglice
beady	beady
beagle	beagle
beak	kljun
beaker	čaša
beam	žarek
beaming	žarek
bean	fižol
beanbag	beanbag
beanie	kapa
bear	medveda
bearable	sprejemljiv
beard	brada
bearded	bradati
bearer	nosilec
bearing	nosi
bearings	ležaji
bearish	medvedek
bearskin	medvedka
beast	Zver
beastly	živahno
beat	premagati
beaten	pretepen
beater	Beater
beating	premagal
beatnik	beatnik
beau	Beau
beautification	ulepšanje
beautiful	lepo
beautify	Uljepšati
beauty	lepota
beaver	bober
bebop	bebop
beck	beck
beckon	Vzemi
become	postane
bed	postelja
bedding	posteljnina
bedpan	bedpan
bedrock	bedrock
bedroom	spalnica
bedside	postelja
bedspread	posteljna pregrinjala
bedtime	pred spanjem
bee	čebela
beef	goveje meso
beefsteak	goveji zrezek
beehive	čebelnjak
beep	pisk
beeper	Beeper
beer	pivo
bees	čebele
beeswax	čebelji vosek
beetle	hrošč
befall	se zgodi
befitting	prijetno
befriend	spoprijatelj
befuddled	zmeden
beg	Prosim
beggar	berač
begging	prosjačenje
begin	začeti
beginner	začetnik
beginning	začetek
beginnings	začetki
begrudge	beg
begun	Začelo se je
behappy	NO TRANSLATION
behave	Obnašajte se
behavior	vedenje
behavioral	vedenjski
behemoth	Behemoth
behest	prosim
behold	glej
beholden	glej
beholder	opazovalec
beige	bež
belated	zakasnjeno
belay	belay
belch	belch
belief	prepričanje
believable	prepričljiv
believe	verjeti
believed	verjel
believer	vernik
believing	verjeti
belittle	slabost
belittled	zanemarjena
bell	zvonec
bellboy	zvonec
bellhop	bellhop
belligerent	zaljubljen
bellman	bellman
bellow	spodaj
bellows	meh
belly	trebuh
bellybutton	popek
bellyful	trebuh
belong	pripadajo
belongings	stvari
beloved	ljubljeni
belt	pas
beluga	beluga
bemused	zmeden
bench	klop
bend	bend
bender	Bender
bending	upogibanje
beneath	spodaj
benedictory	benedictory
benefactor	dobrotnik
beneficial	koristno
beneficiary	upravičenec
benefit	koristi
benevolence	dobronamernost
benevolent	prijazno
benign	benigna
bent	upognjen
benzene	benzen
bequeath	dedek
bequest	zasvojenost
bereaved	ožgano
bereavement	žalost
bereft	brez bivanja
beret	beret
bergamot	bergamot
berlin	berlin
berserk	Berserk
berth	privez
beryllium	berilij
beseech	Prosim
beset	bije
bestdayever	Najboljši dan
bestfeeling	Najboljše počutje
bestfriends	najboljši prijatelji
bestial	bestial
besties	najboljše
bestow	daruj
bestseller	najboljši prodajalec
bet	Stavite
beta	beta
betray	izdati
betrayal	izdaja
betrayed	izdano
betrothed	zavezani
betterment	izboljšanje
betting	stave
betty	Betty
bevel	stožčasti
beverage	pijača
bevy	bevy
beware	Pazite
bewilder	Zlahka
bewildered	zmeden
bewilderment	zmedo
bias	pristranskost
biased	pristranski
bib	bib
bible	Biblija
biblical	biblično
bibliography	bibliografija
bicarbonate	bikarbonat
bicentennial	dvestoletnico
biceps	biceps
bicker	biker
bickering	batorering
bicolor	bikolor
bicycle	kolo
bid	ponudbo
bidder	ponudnik
bidding	ponudbe
bide	NO TRANSLATION
biennial	bienale
bier	NO TRANSLATION
bifurcation	bifurkacija
big	velik
bigamy	bigamy
bigday	velik dan
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	velika usta
bigot	bigot
bigoted	pobožen
bigotry	neumnost
bike	kolo
biker	Biker
bikini	bikini
bilateral	dvostransko
bilayer	Dvoslojni
bile	žolč
bilge	Bilge
bilingual	dvojezični
bill	račun
billboard	oglasni pas
billet	gredica
billiard	biljard
billiards	biljard
billing	zaračunavanje
billion	milijardo
billionaire	milijarderja
billy	Billy
bimbo	bimbo
bimonthly	dvomesečno
bin	bin
binary	binarni
bind	zavezujoče
binder	vezivo
bindery	bindery
binding	zavezujoče
bing	bing
binge	binge
bingo	bingo
binocular	binokularni
binoculars	daljnogledi
binomial	binomski
bio	bio
biochemical	biokemijski
biochemist	biokemist
biochemistry	biokemija
biogenesis	biogeneza
biographer	biograf
biography	biografija
biological	biološko
biologist	biolog
biology	biologija
bionic	bionic
biopsy	biopsija
biosphere	biosfera
bipartite	bipartite
bipolar	bipolarni
birch	breza
bird	ptica
birdcage	ptička
birdie	ptičica
birdman	ptičica
birth	rojstvo
birthday	rojstni dan
birthing	rojstvo
birthmark	birthmark
birthplace	rojstni kraj
birthright	rojstna pravica
bis	NO TRANSLATION
biscuit	piškot
bisexual	biseksualec
bishop	škof
bison	bizon
bisque	bisque
bistro	bistro
bit	bit
bitch	prasica
bitchy	bitchy
bite	ugriz
biter	NO TRANSLATION
bitsy	bitsy
bitter	grenko
bitterly	grenko
bitterness	grenkobe
bittersweet	Grenkavica
bitty	bitka
bitumen	bitumen
biweekly	dvakrat
biz	biz
bizarre	bizarno
blab	blab
blabbermouth	blabbermouth
black	Črna
black snake	črna kača
blackberry	Blackberry
blackbird	kos
blackboard	tabla
blacken	Črni
blackface	črna
blackjack	blackjack
blacklist	črni seznam
blackmail	izsiljevanje
blackmailer	izsiljevalec
blackness	črna
blackout	zatemnitev
blacksmith	kovač
bladder	mehur
blade	rezilo
blame	krivda
blameless	brez krivde
bland	Bland
blank	prazno
blanket	odeja
blare	blare
blase	NO TRANSLATION
blasphemous	bogokleten
blasphemy	bogokletje
blast	pišu
blaster	Blaster
blastoff	izstreliti
blatant	očitno
blather	blather
blaze	Blaze
blazer	blazer
blazing	plamen
bleach	belilo
bleak	Mrtav
bleed	krvavitev
bleeder	bleeder
bleeding	krvavitev
bleep	bleep
blemish	pomanjkljivost
blemished	blemished
blend	mešanica
blender	mešalnik
blending	mešanje
bless	blagoslovi
blessed	blagoslovljen
blessing	blagoslov
blessings	blagoslovi
bleu	bleu
blight	blato
blighted	uničil
blimp	blimp
blind	slepi
blinded	zaslepljen
blindfold	vezenje na oči
blindfolded	z očmi
blinding	zaslepitev
blindly	slepo
blindness	slepoto
blink	utripa
blip	blip
bliss	blaženost
blissful	blažen
blister	pretisni omot
blistering	mehurji
blitz	blitz
blizzard	Blizzard
bloat	bloat
bloated	napihnjen
blob	blob
block	blok
blockade	blokada
blockage	blokada
blockbuster	blockbuster
blockhead	Bedak
blog	blog
bloke	bloke
blond	blond
blonde	blondinka
blood	kri
bloodbath	krvavitev
bloodhound	Krvavec
bloodless	brez krvi
bloodline	krvna linija
bloodshed	krvoproba
bloodshot	krvavitev
bloodstream	krvni obtok
bloodthirsty	krvoločno
bloody	krvavo
bloom	cvet
bloomers	bloomers
blooming	cvetenje
blossom	cvet
blot	blot
blotched	blotted
blotter	bloter
blouse	bluza
blow	udarec
blower	puhalo
blowfish	blowfish
blowing	piha
blowjob	blowjob
blown	piha
blowout	upihnil
blowtorch	blowtorch
blubber	blubber
bluddy	blatni
blue	modra
blue spruce	modra smreka
blueberry	borovnica
bluebird	bluebird
bluegrass	bluegrass
bluejay	Bluejay
blueprint	načrt
blues	blues
bluff	blef
bluish	modrikasta
blunder	napačna
blunt	Top
blur	zameglitev
blurred	zamegljen
blurry	zamegljen
blurt	bruhanje
blush	rdečilo
blushing	rdečica
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	merjasca
board	tabla
board game	namizna igra
boarder	NO TRANSLATION
boarding	vkrcanje
boardroom	dvorana
boards	plošče
boardwalk	Riva
boast	pohvali
boastful	hvalevredno
boasting	pohvali
boat	čoln
boathouse	čolnarica
boating	čolnarjenje
boatload	ladijski tovor
boatman	čolnar
bobbin	bobbin
bobcat	RIS
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	telesno
body	telo
bodyguard	telohranitelj
bog	bog
bogey	Bogey
bogeyman	Bogeyman
bogus	lažno
bohemian	boemski
boil	zavrite
boiler	kotel
boilerplate	kotlovska plošča
boiling	Vreti
boisterous	veselo
bold	krepko
boldness	drznost
bollocks	sidri
bolster	okrepiti
bolt	vijak
bolus	Bolus
bomb	bomba
bombard	bombardiranje
bombardier	bombardir
bombardment	bombardiranje
bombed	bombardiran
bomber	bomber
bombers	bombarderji
bombing	bombardiranje
bombshell	bomba
bonanza	bonanza
bonbon	NO TRANSLATION
bond	vez
bondage	ropstvo
bonding	vezava
bonds	obveznice
bondsman	obveznik
bone	kosti
bonehead	bonehead
boner	boner
bones	kosti
bonfire	kresanje
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	pokrov motorja
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	koščeno
boo	Boo
boob	boob
booby	mamica
booger	Booger
boogeyman	Boogeyman
boogie	Boogie
book	knjigo
bookcase	knjižna polica
bookie	bookie
booking	rezervacija
bookish	bookish
bookkeeper	knjigovodja
bookkeeping	knjigovodstvo
booklet	knjižica
bookmaker	stavnica
bookmark	zaznamek
books	knjige
bookseller	knjigarnar
bookshop	knjigarna
bookstore	knjigarna
bookworm	bookworm
boom	boom
boomer	Boomer
boomerang	boomerang
booming	v razcvetu
boon	Bona
boooo	NO TRANSLATION
boost	pospešek
booster	ojačevalnik
boot	prtljažnik
booth	kabina
bootleg	bootleg
bootlegger	bootlegger
boots	čevlji
booty	plen
booze	pijača
bop	bop
bopper	bopper
border	meja
bordering	meja
borderline	mejno
bore	rojen
boreal	boreal
bored	dolgčas
boredom	dolgčas
borer	sornik
boring	dolgočasno
born	Rojen
boron	bor
borough	okrožje
borrow	sposoditi
borrower	posojilojemalec
bosom	bosom
boss	šef
bossy	šef
boston	Boston
botanical	botanični
botanist	botanist
botany	botanika
bother	skrbi
bothering	moti
bottle	steklenica
bottleneck	ozko grlo
bottling	polnjenje
bottom	spodaj
bottomless	brez dna
botulism	botulizem
boulder	boulder
bounce	Odskakati
bouncer	Odskakovalec
bouncy	živahno
bound	vezani
boundary	meja
boundless	brezmejna
bounds	meje
bountiful	bogat
bounty	nagrada
bouquet	šopek
bourbon	bourbon
bourgeois	buržujsko
bourgeoisie	buržoazija
bourse	borza
bout	bout
boutique	Butik
bouttime	bouttime
bovine	govedo
bow	lok
bowed	poklonil
bowel	črevesja
bowels	črevesja
bowl	skledo
bowler	bowler
bowling	keglanje
bowls	sklede
box	škatla
boxcar	boxcar
boxer	boksar
boxers	boksarice
boxing	boks
boy	fant
boycott	bojkot
boyfriend	fant
boyhood	otroštvo
boyish	dečko
boysenberry	boysenberry
bozo	Božo
bra	modrček
brace	brace
bracelet	zapestnica
braces	naramnice
brachial	brahial
bracket	nosilec
brackets	oklepajih
brackish	brak
brad	brad
brag	Brag
braid	pletenice
brain	možganov
brainless	brez možganov
brains	možgani
brainstorm	brainstorm
brainwash	pranje možganov
brainy	braina
brake	zavore
bran	otrobi
branch	podružnica
branching	razvejanje
brand	znamka
brandy	žganje
brash	brash
brass	medenina
brass knuckle	medeninasti knuckle
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	pogumen
bravery	hrabrost
brawl	preganjati
brawn	Brawn
brazen	drzni
breach	kršitev
bread	kruh
breadth	širina
break	odmor
breakable	razbiti
breakaway	Odcep
breakdown	zlomiti se
breaker	breaker
breakers	odklopniki
breakfast	zajtrk
breaking and entering	zlom in vstop
breakingnews	breakingnews
breakneck	Prekleto
breakthrough	preboj
breakup	raziti se
breast	prsi
breath	sapo
breathe	dihajte
breather	dihanje
breathless	brez sape
breathtaking	dih jemajoče
breech	gnezdo
breeches	prsi
breed	pasma
breeder	žlahtnitelj
breeding	vzreja
breeze	vetrič
breezy	lahkoten
brethren	bratje
breve	NO TRANSLATION
brevity	kratkost
brew	piva
brewery	pivovarna
brewing	pivovarstvo
briar	briar
bribe	podkupnine
bribery	podkupovanje
brick	opeka
bridal	poročne
bride	nevesta
bridegroom	mladenič
bridesmaid	bridesmaid
bridge	most
bridle	uzdah
brief	kratko
briefcase	aktovko
briefing	informiranje
briefly	na kratko
brig	brig
brigade	brigada
bright	svetlo
brighten	razjasni
brightens	razjasni
brighter	svetlejša
brightness	svetlost
brilliance	sijaj
brilliant	sijajno
brim	roba
brimming	polnjenje
brimstone	žveplo
brine	slanico
bring	prinesi
brink	rob
brisk	hitro
brisket	brisket
bristle	ščetinec
brittle	krhko
bro	bro
broach	pršut
broad	širok
broadcast	oddaja
broadcasting	oddajanje
broaden	razširiti
broadside	širše
broadsword	širok meč
brocade	brokada
broccoli	brokoli
brochure	brošura
broil	pepel
broke	zlomil
broken	zdrobljen
brokenheart	NO TRANSLATION
brokenhearted	zlomljenega srca
broker	posrednik
brokerage	posredovanje
bromide	bromid
bronco	bronco
bronze	bronasta
brooch	broška
brood	plemenjak
brooding	razmnoževanje
brook	potok
broom	metla
broomstick	metlo
broth	juha
brothel	bordel
brother	brat
brotherhood	bratstvo
brotherly	bratsko
brow	čelo
brown	rjav
brownstone	Brownstone
browse	brskaj
brrr	brrr
bruise	modrica
bruising	modrice
brunch	brunch
brunette	Brineta
brunt	breme
brush	krtačo
brutal	brutalno
brutality	brutalnost
brute	Brute
brutish	brutalno
bubble	mehurček
bubbling	bubbling
bubbly	mehurček
bubonic	bubonski
buck	buck
buckaroo	buckaroo
bucket	vedro
buckle	sponka
buckled	prekleti
bucko	bucko
buckshot	buckshot
buckwheat	ajde
bud	bud
buddha	buddha
buddhism	buddhizem
buddhist	budistka
budding	mladiči
buddy	prijatelj
budge	Pusti
budget	proračun
buff	buff
buffalo	bivol
buffer	pufer
buffering	pufriranje
buffet	bife
buffoon	božič
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	zgraditi
builder	graditelj
building	stavbe
buildings	zgradbe
buildup	zgraditi
bulb	žarnica
bulbous	bulbous
bulge	izboklina
bulimic	bulimic
bulk	v razsutem stanju
bulkhead	pregrada
bulky	obsežen
bull	bull
bulldog	buldog
bulldozer	buldožer
bullet	bullet
bulletin	bilten
bulletproof	neprebojno
bullfighter	bikoborca
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	Muhar
bullion	plemenitih kovin
bullock	junak
bullpen	bullpen
bullshit	sranje
bully	bulja
bulwark	bulwark
bum	bum
bumblebee	čmrlj
bummed	bummed
bummer	bummer
bump	bump
bumper	odbijač
bumpy	neroden
bun	NO TRANSLATION
bunch	kup
bundle	snop
bungalow	bungalov
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	pograd
bunker	bunker
bunkhouse	bunkhouse
bunny	zajček
bunt	bunt
buoy	boja
buoyancy	vzgon
buoyant	plavajoče
bur	bur
burden	breme
burdened	obremenjeno
burdensome	obremenjujoč
bureau	biro
bureaucracy	birokracija
bureaucrat	birokrat
bureaucratic	birokratski
burger	burger
burglar	vlomilec
burglary	vlom
burial	pokop
buried	pokopan
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	opeklina
burned	spali
burner	gorilnik
burning	žganje
burnished	izrezan
burnout	izgorel
burnt	zgorela
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	brezno
bursary	štipendija
burst	Počil sem
bury	pokopati
bus	avtobus
busboy	busboy
bush	grm
bushel	bushel
bushy	grmičast
business	poslovanje
business man	NO TRANSLATION
businessman	poslovnež
businesswoman	poslovna ženska
busload	busload
buss	avtobus
bust	prsi
busted	ujet
buster	Baster
bustle	vrveža
bustling	živahno
busy	zaseden
busybody	busybody
butane	butan
butcher	mesar
butler	Butler
butt	rit
butter	maslo
buttercup	buttercup
butterfly	metulj
buttermilk	pinjenec
butterscotch	Butterscotch
buttery	maslo
buttock	zadnjica
buttocks	zadnjice
button	gumb
buttress	podloga
buxom	buxom
buy	kupiti
buyer	kupec
buying	nakup
buzz	buzz
buzzard	Uganka
buzzed	buzzed
buzzer	brenčalo
buzzing	brenčanje
bye	zdravo
bygone	preteklost
bylaw	podzakonski akt
byline	byline
bypass	bypass
bystander	opazovalec
byte	bajt
byzantine	bizantin
cab	kabina
cabal	kabal
cabana	cabana
cabaret	kabaret
cabbage	zelje
cabbie	cabbie
cabernet	kabernet
cabin	kabina
cabinet	kabinet
cable	kabel
caboodle	kaverolj
caboose	caboose
cabriolet	kabriolet
cache	predpomnilnik
cacophony	kakofonija
cactus	kaktusa
cad	cad
cadaver	kadaver
caddie	NO TRANSLATION
caddy	Caddy
cadence	kadenca
cadet	kadet
cafe	kavarna
cafeteria	kavarno
caffeine	kofein
cage	kletka
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	torta
cakewalk	Cakewalk
calamari	kalamari
calamitous	katastrofalen
calamity	nesreča
calcareous	apnenčast
calcium	kalcij
calculate	izračunati
calculated	izračunano
calculating	računanje
calculation	izračun
calculator	kalkulator
calculus	račun
calendar	koledar
calender	NO TRANSLATION
calf	teleta
caliber	kalibra
calibrate	kalibriraj
calico	kaliko
calipers	čeljusti
calisthenics	calisthenics
call	klic
callback	poklicati nazaj
caller	klicalca
calligraphy	kaligrafija
calling	klicanje
callous	neumnost
calls	klice
calm	mirno
calming	pomirja
calmness	mirnost
caloric	kalorično
calorie	kalorij
calorimeter	kalorimeter
cam	cam
camaraderie	družabnik
camber	odmrznitev
camcorder	videokamero
camel	kamel
cameo	Halo
camera	kamera
cameraman	snemalec
camisole	kamisol
camouflage	kamuflaža
camouflaged	NO TRANSLATION
camp	kamp
campaign	kampanja
campaigner	oglaševalec
campaigning	kampanje
camper	avtodom
campfire	campfire
camping	kampiranje
campsite	kamp
campus	kampus
can	lahko
can opener	odpirač konzerv
canal	kanal
canary	kanarski
cancel	prekliči
canceling	preklic
cancellation	preklic
cancer	rak
candid	iskren
candidacy	kandidaturo
candidate	kandidat
candied	candied
candle	sveča
candlelight	svečo
candles	sveče
candlestick	svečnik
candor	iskreno
candy	sladkarije
cane	trs
canine	Psi
canister	kanister
canker	canker
cannabis	konoplja
canned	konzervirano
cannibal	kanibal
cannibalism	kanibalizem
canning	konzerviranje
cannon	topovi
cannonball	topovščina
canoe	kanu
canon	kanon
canonical	kanonično
canons	kanoni
canopy	krošnjami
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	kantina
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	konzola
cantina	cantina
canto	NO TRANSLATION
canton	kanton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	platno
canvass	NO TRANSLATION
canyon	kanjon
cap	pokrovček
capability	zmogljivosti
capable	sposoben
capacity	zmogljivost
cape	rta
caper	caper
capillary	kapilare
capital	kapital
capitalism	kapitalizem
capitalist	kapitalist
capitalize	izkoristiti
capitals	prestolnice
capitation	kapitacija
capitol	kapitol
capitulation	kapitulacija
cappuccino	kapucino
caprice	Caprice
capricious	kapricijo
caps	kape
capslock	kapslo
capsule	kapsula
captain	kapitan
caption	napis
captivate	očarljiv
captivating	privlačno
captive	ujetnik
captivity	ujetništvo
captor	kapetan
capture	zajemanje
car	avto
caramel	karamel
carat	karat
caravan	prikolica
carbon	ogljik
carburetor	karburator
carcass	trup
carcinoma	karcinoma
card	kartica
cardboard	karton
cardiac	srčni
cardigan	kardigan
cardinal	kardinal
cardiologist	kardiolog
cardiology	kardiologija
cardiomyopathy	kardiomiopatija
cards	kartice
care	nego
career	kariero
carefree	brezskrbno
careful	skrbno
carefully	skrbno
