Word	st
ballpoint	ballpoint
ballroom	ballroom
ballsy	ballsy
balm	balm
balmy	e tsitsitse
balsam	balsame
balsamic	balsamic
bam	bam
bamboo	lehlaka
ban	NO TRANSLATION
banana	banana
band	band
bandage	lebanta
bandanna	NO TRANSLATION
bandit	bandit
bandstand	lebanta
bandwagon	lebotla
bandwidth	li-bandwidth
bane	bane
bang	bang
banger	banger
banish	tlosa
banished	e tlosoa
banishment	ho lelekoa
banister	banter
banjo	banjo
bank	banka
banker	banker
banking	banka
bankroll	bankroll
bankrupt	ho fokola
bankruptcy	bankruptcy
banner	banner
banquet	mokete
banshee	banshee
banter	banter
banzai	NO TRANSLATION
baptism	kolobetso
baptismal	kolobetso
baptize	kolobetsa
bar	bar
barb	barb
barbarian	moratare
barbaric	e sehlōhō
barbarism	ho hlasela
barbecue	mmeso
barbed	e koetsoe
barber	ho kuta
barbershop	sebaka sa ho kuta moriri
barbie doll	barbie doll
bard	bard
bare	ha ho letho
bareback	bareback
barefoot	ba roala lieta
barely	ho hang
barf	barf
bargain	ho reka
bargaining	bargaining
barge	morage
baritone	baritone
barium	barium
bark	makhapetla
barkeep	barkeep
barks	barks
barley	harese
barmaid	barmaid
barman	barman
barn	molikong
barnacle	sebaka sa kopano
barney	barney
barnyard	barnyard
barometer	barometer
baron	baron
baroness	ho se tsotelle
baroque	baroque
barrack	barrack
barracuda	barracuda
barrage	khaola
barred	e thibiloe
barrel	sekotlolo
barren	nyopa
barricade	barricade
barrier	thibelo
barring	ho thibela
barrister	barrister
barroom	barroom
barrow	lebokose
bartender	bartender
barter	ho fokotsa
base	setsi
baseball	baseball
baseball bat	baseball bat
baseboard	baseboard
baseless	ha e na thuso
baseline	motheo
baseman	baseman
basement	kamoreng e ka tlaase
bases	metheo
bash	chesa
bashful	cheseha
basic	tsa motheo
basics	lintho tsa motheo
basil	basil
basilica	setereke
basin	beisine
basis	motheo
bask	bask
basket	basketball
basketball	basketball
bass	bass
bass guitar	bass guitar
basso	NO TRANSLATION
bassoon	bassoon
bastard	Bastat
bastarding	ho ipholla
bastards	bastards
bastion	bastion
bat	bat
batch	batch
batching	ho hloma
bate	NO TRANSLATION
bath	bath
bathe	hlapa
bathhouse	bathhouse
bathing	ho hlatsoa
bathrobe	bathrobe
bathroom	ho hlapela
bathtub	bath
bathymetry	bathymetry
baton	baton
battalion	battalione
batter	batter
battered	ba shapuoa
battering	ho otla
battery	betri
battle	ntoa
battled	ntoa
battlefield	ntoa ea ntoa
battleground	sebaka sa ntoa
battlements	litlhōlisano
battleship	ntoa ea ntoa
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	Bay
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	e be
beach	lebōpo
beaches	mabōpo
beacon	beacon
bead	khaola
beading	ho beading
beads	lihlaha
beady	beady
beagle	khaba
beak	molomo
beaker	beaker
beam	boriti
beaming	ho khabisa
bean	linaoa
beanbag	beanbag
beanie	beanie
bear	bere
bearable	ho mamella
beard	litelu
bearded	ho bearded
bearer	mojari
bearing	ho jara
bearings	mebala
bearish	bearish
bearskin	lipene tsa boleng
beast	sebata
beastly	liphoofolo
beat	otloa
beaten	e otloa
beater	beater
beating	ho otla
beatnik	se-beatnik
beau	botle
beautification	ho khabisa
beautiful	e ntle
beautify	khabisa
beauty	botle
beaver	beaver
bebop	bebop
beck	beck
beckon	beckon
become	fetoha
bed	bethe
bedding	ho robala
bedpan	ho robala bethe
bedrock	marotholi
bedroom	ho robala
bedside	bethe
bedspread	ho robala bethe
bedtime	ho robala
bee	linotsi
beef	nama ea khomo
beefsteak	beefsteak
beehive	beehive
beep	beep
beeper	beeper
beer	biri
bees	linotsi
beeswax	bekisi
beetle	beetle
befall	ho hlahela
befitting	e tšoanelehang
befriend	ho ba metsoalle
befuddled	ho hlatsoa
beg	kopa
beggar	mokōpa-kōpa
begging	ho kopa
begin	QALA
beginner	moqali
beginning	ho qala
beginnings	qaleho
begrudge	ho hloka boikutlo
begun	qalile
behappy	NO TRANSLATION
behave	itšoare
behavior	boitšoaro
behavioral	boitšoaro
behemoth	behemoth
behest	bohale
behold	bonang
beholden	bonaen
beholder	sheba
beige	beige
belated	ho khabisoa
belay	belay
belch	belch
belief	tumelo
believable	hoa tšepahala
believe	lumela
believed	ba lumela
believer	ea lumelang
believing	ho lumela
belittle	ho nyenyefatsa
belittled	ho nyenyefatsa
bell	bell
bellboy	bellboy
bellhop	bellhop
belligerent	ba loana
bellman	bellman
bellow	bellow
bellows	li-bellows
belly	mpa
bellybutton	mokhubu
bellyful	ho ba le takatso
belong	ke tsa hau
belongings	thepa ea hau
beloved	baratuoa
belt	lebanta
beluga	beluga
bemused	ba hlokomolohile
bench	benche
bend	khaola
bender	bender
bending	ho khumama
beneath	tlase
benedictory	benedictory
benefactor	mofani
beneficial	e molemo
beneficiary	mofani oa litšebeletso
benefit	ho rua molemo
benevolence	ho ba le melemo
benevolent	e mosa
benign	bonyane
bent	e koalehile
benzene	benzene
bequeath	bequeath
bequest	ho etsa joalo
bereaved	ba shoetsoe
bereavement	ho shoeloa
bereft	tsoala
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	bonnete
beryllium	beryllium
beseech	ho kopa
beset	ho hlaseloa
bestdayever	hello
bestfeeling	e ntle haholo
bestfriends	metsoalle ea hlooho ea khomo
bestial	bohale
besties	li-besties
bestow	fana ka
bestseller	e rekisitseng ho fetisisa
bet	bet
beta	beta
betray	ekahela
betrayal	ho eka
betrayed	ba eka
betrothed	ho nyelisoa
betterment	ntlafatso
betting	ho betha
betty	betty
bevel	pherekano
beverage	seno
bevy	bevy
beware	ela hloko
bewilder	ho senyeha
bewildered	ferekane
bewilderment	ho tsieleha
bias	khethollo
biased	ba leeme
bib	Bib
bible	Bibele
biblical	Bibele
bibliography	Bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	ho qabana
bicolor	bicolor
bicycle	baesekele
bid	tefiso
bidder	mofani
bidding	tlhahiso
bide	NO TRANSLATION
biennial	bonnial
bier	NO TRANSLATION
bifurcation	ho finyella
big	e kholo
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	e theotsoe
bigotry	khethollo
bike	baesekele
biker	biker
bikini	bikini
bilateral	tse peli
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	lipuo tse peli
bill	chelete
billboard	lebokose la libuka
billet	billet
billiard	billiard
billiards	limilione tse likete
billing	ho lefella
billion	limilione tse likete
billionaire	billioneire
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	tlama
binder	fokotsa
bindery	ho kopanya libuka
binding	ho tlama
bing	bing
binge	ho itlopa joala
bingo	bingo
binocular	li-binocular
binoculars	li-binoculars
binomial	binomial
bio	bio
biochemical	likokoana-hloko
biochemist	setsebi sa lik'hemik'hale
biochemistry	biochemistry
biogenesis	biogenesis
biographer	setsebi sa litaba tsa bophelo
biography	biography
biological	likokoana-hloko
biologist	setsebi sa baeloji
biology	biology
bionic	bionic
biopsy	biopsy
biosphere	lintho tse phelang
bipartite	bipartite
bipolar	ho ferekana kelellong
birch	birch
bird	nonyana
birdcage	linonyana
birdie	birdie
birdman	birdman
birth	tsoalo
birthday	letsatsi la tsoalo
birthing	birthing
birthmark	tsoalo ea tsoalo
birthplace	sebaka sa tsoalo
birthright	tokelo ea tsoalo
bis	NO TRANSLATION
biscuit	biscuit
bisexual	ho kopanela liphate
bishop	mobishopo
bison	bison
bisque	bisque
bistro	bistro
bit	hanyane
bitch	bitch
bitchy	bohale
bite	loma
biter	NO TRANSLATION
bitsy	bitsy
bitter	bohloko
bitterly	ka bohale
bitterness	bohloko
bittersweet	bittersweet
bitty	bitty
bitumen	bitumine
biweekly	biweekly
biz	biz
bizarre	e makatsang
blab	lehare
blabbermouth	blabbermouth
black	batsho
black snake	noha e ntšo
blackberry	blackberry
blackbird	blackbird
blackboard	lebokose
blacken	khaola
blackface	blackface
blackjack	blackjack
blacklist	letšoao le letšo
blackmail	ho senya
blackmailer	motsoetse
blackness	botšo
blackout	ho penya
blacksmith	setsebi
bladder	senya
blade	lehare
blame	molato
blameless	ba se nang molato
bland	bland
blank	ho se na letho
blanket	kobo
blare	bohale
blase	NO TRANSLATION
blasphemous	ea nyefolang
blasphemy	nyeliso
blast	ho phatloha
blaster	blaster
blastoff	ho phatloha
blatant	e hlakileng
blather	kopanya
blaze	hlahisa
blazer	blazer
blazing	ho tuka
bleach	bleach
bleak	e fokolang
bleed	a tsoa mali
bleeder	bleeder
bleeding	ho tsoa madi
bleep	bleep
blemish	sekoli
blemished	e bolileng
blend	ho kopana
blender	blender
blending	ho kopanya
bless	hlohonolofatsa
blessed	hlohonolofalitsoe
blessing	tlhohonolofatso
blessings	litlhohonolofatso
bleu	blue
blight	ho senya
blighted	e senyehile
blimp	blimp
blind	le foufetse
blinded	ba foufalitsoe
blindfold	koaletsoeng
blindfolded	ho koaloa mahlo
blinding	ho foufatsa
blindly	ka phoso
blindness	bofofu
blink	kanya
blip	blip
bliss	thabo
blissful	e thabisang
blister	blister
blistering	ho senya
blitz	blitz
blizzard	blizzard
bloat	bloat
bloated	bloated
blob	blob
block	thibela
blockade	thibela
blockage	thibela
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	bloke
blond	e hlabang
blonde	e hlabang
blood	mali
bloodbath	mali
bloodhound	malihound
bloodless	ho se na mali
bloodline	bloodline
bloodshed	tšollo ea mali
bloodshot	malishot
bloodstream	mali
bloodthirsty	tšollo ea mali
bloody	mali
bloom	thunya
bloomers	bloomers
blooming	ho fola
blossom	thunthung
blot	thibela
blotched	e thibiloe
blotter	blotter
blouse	hlaba
blow	otla
blower	sefuba
blowfish	sefuba
blowing	ho fofa
blowjob	seboko
blown	ho otloa
blowout	tima
blowtorch	blowtorch
blubber	moferefere
bluddy	bluddy
blue	e putsoa
blue spruce	palesa e putsoa
blueberry	maberebere
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	setšoantšo
blues	blues
bluff	bluff
bluish	bluish
blunder	phoso
blunt	e fokolang
blur	ho fofa
blurred	e fofa
blurry	ho fofa
blurt	blurt
blush	ho hlanya
blushing	ho hlanya
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	boto
board game	papali ea papali
boarder	NO TRANSLATION
boarding	ho pata
boardroom	boardroom
boards	mapolanka
boardwalk	boardwalk
boast	ithorise
boastful	ho ithorisa
boasting	ho ithorisa
boat	sekepe
boathouse	boathouse
boating	ho palama sekepe
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	'mele
body	'mele
bodyguard	molebeli
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	bohata
bohemian	bohemian
boil	pheha
boiler	boiler
boilerplate	boilerplate
boiling	a phehile
boisterous	morusu
bold	sebete
boldness	sebete
bollocks	bollocks
bolster	bolster
bolt	bolt
bolus	bolus
bomb	bomo
bombard	bomoa
bombardier	bombardier
bombardment	ho phatloha ha libomo
bombed	e bomoa
bomber	bomber
bombers	libomo
bombing	ho phatloha ha bomo
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	tlamahano
bondage	bokhoba
bonding	tlamahano
bonds	litlamo
bondsman	motšoaruoa
bone	bone
bonehead	bonehead
boner	boner
bones	masapo
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnete
bonny	bonny
bonsai	bonsai
bonus	bonase
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	buka
bookcase	bookcase
bookie	bookie
booking	booking
bookish	bookish
bookkeeper	mohlokomeli oa libuka
bookkeeping	ho boloka libuka
booklet	bukana
bookmaker	bookmaker
bookmark	bookmark
books	libuka
bookseller	bookseller
bookshop	bookshop
bookstore	bookstore
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	ho matlafatsa
booster	booster
boot	boot
booth	booth
bootleg	bootleg
bootlegger	bootlegger
boots	boot
booty	booty
booze	booze
bop	bop
bopper	bopper
border	moeli
bordering	moeli
borderline	moeli o moeling
bore	bore
boreal	boreal
bored	ho halefa
boredom	boithati
borer	borer
boring	ho senya
born	tsoaloa
boron	borone
borough	lebato
borrow	ho alima
borrower	e alima
bosom	sefuba
boss	mookameli
bossy	bossy
boston	boston
botanical	botanical
botanist	botanist
botany	botanyane
bother	khathatsoa
bothering	ho khathatseha
bottle	botlolo
bottleneck	bottleneck
bottling	bottling
bottom	tlase
bottomless	ho hang
botulism	botulism
boulder	lejoe
bounce	hlakola
bouncer	ho ferekana
bouncy	bouncy
bound	tlamiloe
boundary	moeli
boundless	ho se na moeli
bounds	meeli
bountiful	e ngata
bounty	bounty
bouquet	lipalesa
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bokhopane
bourse	sekoloto
bout	bout
boutique	boutique
bouttime	nako ea ho qetela
bovine	bohobe
bow	seqha
bowed	a inamela
bowel	bowel
bowels	mala
bowl	sekotlolo
bowler	bowler
bowling	bowling
bowls	likotlolo
box	lebokose
boxcar	koloi ea koloi
boxer	boxer
boxers	li-boxers
boxing	boxing
boy	moshemane
boycott	ho tlōla
boyfriend	mohlankana
boyhood	moshanyana
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	sebete
brace	sebete
bracelet	letlapa
braces	li-braces
brachial	brachial
bracket	lebanta
brackets	licheche
brackish	brackish
brad	sebete
brag	ithorise
braid	sebete
brain	boko
brainless	ho hloka kelello
brains	bokooa
brainstorm	ho sekaseka
brainwash	bokooa
brainy	brainy
brake	o pshatlehile
bran	bran
branch	lekala
branching	branching
brand	brand
brandy	boranti
brash	bohale
brass	koporo
brass knuckle	koporo knuckle
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	sebete
brave	sebete
bravery	sebete
brawl	moferefere
brawn	brawn
brazen	e le masoabi
breach	ho tlōla
bread	bohobe
breadth	bophara
break	ho robeha
breakable	ho senya
breakaway	break away
breakdown	tšenyeho
breaker	sekhetho
breakers	bahlaseli
breakfast	hoseng
breaking and entering	ho tlōla le ho kena
breakingnews	breakingnews
breakneck	breakneck
breakthrough	tsoelo-pele
breakup	ho hlalana
breast	sefuba
breath	phefumoloho
breathe	phefumoloha
breather	hlahisa
breathless	ho hema
breathtaking	phefumoloho
breech	breech
breeches	lipalesa
breed	tsoalo
breeder	breeder
breeding	ho ikatisa
breeze	moea o pholileng
breezy	e boreleli
brethren	barab'eso
breve	NO TRANSLATION
brevity	bonyane
brew	brew
brewery	brewery
brewing	ho noa
briar	briar
bribe	tjotjo
bribery	tjotjo
brick	setene
bridal	bridal
bride	monyaluoa
bridegroom	monyaluoa
bridesmaid	morali oa lenyalo
bridge	borokho
bridle	taelo
brief	khutšoanyane
briefcase	mokotlana
briefing	tlhahiso
briefly	ka bokhutšoanyane
brig	brig
brigade	brigade
bright	e khanyang
brighten	e khanyang
brightens	e khanyetsa
brighter	e khanyang
brightness	khanya
brilliance	khanya
brilliant	e khanyang
brim	brim
brimming	brimming
brimstone	sebabole
brine	brine
bring	tlisa
brink	ho teba
brisk	e hlahile
brisket	brisket
bristle	bristle
brittle	brittle
bro	bro
broach	broach
broad	e pharaletseng
broadcast	ho phatlalatsoa
broadcasting	ho phatlalatsoa
broaden	atolose
broadside	e pharaletseng
broadsword	broadsword
brocade	mekotla
broccoli	broccoli
brochure	bukana
broil	broil
broke	e robehile
broken	e robehileng
brokenheart	NO TRANSLATION
brokenhearted	e robehileng lipelo
broker	broker
brokerage	khoebo ea khoebo
bromide	bromide
bronco	bronco
bronze	borone
brooch	brooch
brood	ngoana
brooding	ho nyenyefatsa
brook	brook
broom	lefielo
broomstick	broomstick
broth	moro
brothel	moroetsana
brother	mor'abo rōna
brotherhood	kamano ea bara ba motho
brotherly	mor'abo rōna
brow	sefahleho
brown	e sootho
brownstone	brownstone
browse	sheba
brrr	brrr
bruise	hlaba
bruising	ho lla
brunch	brunch
brunette	brunette
brunt	ho se tsotelle
brush	brush
brutal	e sehlōhō
brutality	bokhopo
brute	e bobebe
brutish	e sehlōhō
bubble	bubble
bubbling	ho phatloha
bubbly	ho phatloha
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	kasika
buckle	buckle
buckled	lintši
bucko	bucko
buckshot	sekotlolo
buckwheat	buckwheat
bud	bud
buddha	Buddha
buddhism	buddhism
buddhist	Buddhist
budding	budding
buddy	motsoalle
budge	budge
budget	tekanyetso
buff	buff
buffalo	bufalo
buffer	buffer
buffering	ho tsuba
buffet	mokete oa lijo tse fapaneng
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bothata
bugler	bugler
build	haha
builder	mohahi
building	mohaho
buildings	mehaho
buildup	ho eketsa
bulb	bulb
bulbous	bulbous
bulge	bohale
bulimic	bulimic
bulk	bongata
bulkhead	bulkhead
bulky	bohale
bull	poho
bulldog	bulldog
bulldozer	bulldozer
bullet	bullet
bulletin	tlhahiso ea litaba
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	lihloohoana
bullhorn	bullhorn
bullion	bullion
bullock	khomo
bullpen	bullpen
bullshit	li-bullshit
bully	bo-mpoli
bulwark	lebota
bum	bot
bumblebee	bobebebee
bummed	ho hlomoha
bummer	ho omme
bump	bump
bumper	ho hlomoha
bumpy	ho hlomoha
bun	NO TRANSLATION
bunch	sehlopha
bundle	senya
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	ho khotsofatsa
buoyant	e tsitsitseng
bur	bur
burden	moroalo
burdened	e imetsoe
burdensome	e boima
bureau	ofisi
bureaucracy	ho etsa lichelete
bureaucrat	bureaucrat
bureaucratic	bo-bureaucratic
burger	burger
burglar	burglar
burglary	burglary
burial	ho patoa
buried	e patoa
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	chesa
burned	a chesoa
burner	secheso
burning	ho chesa
burnished	e chesitsoe
burnout	ho tepella maikutlo
burnt	licheso
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	ho phatloha
bury	pata
bus	bese
busboy	busboy
bush	sehlahla
bushel	bushel
bushy	bushy
business	khoebo
business man	NO TRANSLATION
businessman	mohoebi oa khoebo
businesswoman	morali oa khoebo
busload	libaka tsa libese
buss	buss
bust	tsotsi
busted	e ferekane
buster	motlakase
bustle	ho phunyeha
bustling	e tsotehang
busy	phathahane
busybody	busybody
butane	butane
butcher	raselakha
butler	butler
butt	butt
butter	botoro
buttercup	buttercup
butterfly	butterfly
buttermilk	hello
butterscotch	butterscotch
buttery	buttery
buttock	letlotlo
buttocks	marotholi
button	konopo
buttress	buttress
buxom	buxom
buy	reka
buyer	moreki
buying	ho reka
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	ho tsuba
bye	tlohe
bygone	e felile
bylaw	molao
byline	ikemisetsa
bypass	ho feta
bystander	moemeli
byte	byte
byzantine	byzantine
cab	tekesi
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	khábeche
cabbie	cabbie
cabernet	cabernet
cabin	kamore
cabinet	khabane
cable	cable
caboodle	kaboodle
caboose	li-caboose
cabriolet	khabisose
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	morabe
cadence	boemo bo botle
cadet	cadet
cafe	cafe
cafeteria	lijo tsa ho jela
caffeine	caffeine
cage	kage
cagey	motsoako
cahoots	li-cahoots
cairn	cairn
cake	cake
cakewalk	cakewalk
calamari	calamari
calamitous	tlokotsi
calamity	tlokotsi
calcareous	calcareous
calcium	khalsiamo
calculate	ho bala
calculated	ho baloa
calculating	ho bala
calculation	ho bala
calculator	calculator
calculus	calculus
calendar	khalendara
calender	NO TRANSLATION
calf	namane
caliber	mobala
calibrate	khalala
calico	khale
calipers	bahalaleli
calisthenics	li-calisthenics
call	mohala
callback	letsa hape
caller	ho letsetsa
calligraphy	mongolo oa litšoantšo
calling	ho bitsa
callous	ho hloka mamello
calls	mehala
calm	khutsa
calming	ho khutsisa
calmness	khutso
caloric	khalori
calorie	khalori
calorimeter	calorimeter
cam	kham
camaraderie	camaraderie
camber	camber
camcorder	camcorder
camel	kamele
cameo	cameo
camera	kamera
cameraman	cameraman
camisole	camisole
camouflage	ho phunya
camouflaged	NO TRANSLATION
camp	kampong
campaign	letšolo
campaigner	mohlahlobi
campaigning	letšolo
