Word	haw
backyard	nā mea hope
bacon	pākani
bacteria	huaʻai
bacterial	huaʻona
bacterium	hua'ōlelo
bad	hewa
badass	hewa
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	helu
badger	nui
badhabit	NO TRANSLATION
badly	hewa
badness	hewa
baffle	Pāleʻa
baffled	ua hoʻopauʻia
bag	eke
bagel	kepeke
baggage	ukana
baggie	ka baggie
baggy	ka lole
bagman	kālepa
bagpipes	putea
bail	leka
bailiff	ka lekana
bait	pua
bake	kuke
bakery	ka palaoa
baking	ka palaoa
bal	NO TRANSLATION
balance	pale
balanced	kaulike
balcony	ka balcony
bald	'ōleʻa
balding	pale
baldy	pale
bale	kale
balk	ʻohu
ball	kapi
ballad	nā ballad
ballast	pilaha
ballerina	ballerina
ballet	bona
ballgame	ka ballgame
ballistic	ka ballistic
ballistics	nā kāleʻa
balloon	ka pāpale
ballot	pālota
ballpark	kapikala
ballplayer	kapikala
ballpoint	ʻO ka pale huli
ballroom	ke keʻokeʻo
ballsy	pōkole
balm	pama
balmy	pulu
balsam	balsama
balsamic	balsamic
bam	ʻohe
bamboo	ʻohe
ban	NO TRANSLATION
banana	banana
band	ka hui
bandage	kāwele
bandanna	NO TRANSLATION
bandit	kālepa
bandstand	kākākūkā
bandwagon	kāleka
bandwidth	ka bandwidth
bane	e
bang	Pā
banger	pākū
banish	e kue
banished	ua hoʻokuʻuʻia
banishment	ke kipakuʻia
banister	hale inoa
banjo	hale
bank	kāleka
banker	hale kūʻai
banking	waihona kālā
bankroll	ka bankroll
bankrupt	ka mea banekorupa
bankruptcy	hale kūʻai
banner	hae
banquet	pāʻina
banshee	banahee
banter	pale
banzai	NO TRANSLATION
baptism	ka bapetizo
baptismal	ka bapetizoʻana
baptize	bapetizo
bar	pā
barb	pā
barbarian	malihini
barbaric	kūkā
barbarism	kahi kīhai
barbecue	ka bale
barbed	pale
barber	ka makua
barbershop	hale kūkā
barbie doll	pākuʻi barbie
bard	ka papa
bare	ʻaʻohe maka
bareback	paleback
barefoot	ka wāwae kāmaʻa
barely	me ka liʻiliʻi
barf	ka pa
bargain	maikaʻi
bargaining	ke kālepaʻana
barge	ka pā
baritone	ka pa
barium	kalemu
bark	kahe
barkeep	kālepa
barks	nā barks
barley	barley
barmaid	ka wahine
barman	ʻo Barman
barn	hale puaʻa
barnacle	hale noho
barney	ka barney
barnyard	barnyard
barometer	barometer
baron	Pale
baroness	kūleʻa
baroque	baroque
barrack	ka pā
barracuda	barracuda
barrage	pilikia
barred	paleʻia
barrel	kāleʻela
barren	pā
barricade	ka pā
barrier	pale
barring	e pale
barrister	loio
barroom	ka pa
barrow	kele
bartender	kelepa
barter	kālepa
base	kumu
baseball	ka pīhili
baseball bat	pā pīhili
baseboard	ka papa
baseless	ke kumuʻole
baseline	ka hopena
baseman	ke aloha
basement	lalo
bases	nā kumu
bash	ke kī
bashful	Pāleʻa
basic	ke kumu
basics	nā kumuhana
basil	ka basil
basilica	ka basilica
basin	ke kīʻaha
basis	kumu
bask	ke kī
basket	basket
basketball	basketball
bass	ke kī
bass guitar	ke kīʻaha bass
basso	NO TRANSLATION
bassoon	ke kumuhana
bastard	ka wahine
bastarding	kūkala
bastards	nā pāpale
bastion	ke kīʻaha
bat	pā
batch	ka papa
batching	ke kaua
bate	NO TRANSLATION
bath	kaʻauʻau
bathe	ʻauʻau
bathhouse	ka hale holoi
bathing	eʻauʻau ana
bathrobe	i kahi kapa
bathroom	lua
bathtub	kaʻauʻau
bathymetry	ka waikiko
baton	ʻo baton
battalion	koa
batter	pākuʻi
battered	ua paʻi
battering	ke kāʻei
battery	kelepona
battle	ke kaua
battled	ua kaua
battlefield	kahua kaua
battleground	kahua kaua
battlements	ke kaua
battleship	ka moku kaua
batty	ke kīʻaha
bauble	bauble
bawdy	ala
bawl	bawl
bay	keku
bayonet	bayonet
bayou	bayou
bazaar	kūkā
bazooka	bazooka
bday	lā
be	e
beach	kahakai
beaches	kahakai
beacon	hiku
bead	puʻu
beading	kūleʻa
beads	nā pāleka
beady	kūleʻa
beagle	beagle
beak	beak
beaker	beaker
beam	ke kuhi
beaming	kūkala
bean	bean
beanbag	beanbag
beanie	beanie
bear	ka bear
bearable	hiki ke pale
beard	ʻumiʻumi
bearded	bearded
bearer	ka mea lawe
bearing	e halihali ana
bearings	nā bearings
bearish	bearish
bearskin	bele
beast	holoholona
beastly	holoholona
beat	e paʻi
beaten	hahauʻia
beater	hahau
beating	e hahau ana
beatnik	ka paʻi
beau	maikaʻi
beautification	maikaʻi
beautiful	uʻi
beautify	e hoʻonani
beauty	maikaʻi
beaver	beaver
bebop	bebop
beck	e lele
beckon	ke kuhi
become	e lilo
bed	hiamoe
bedding	ka moe
bedpan	moe moe
bedrock	ke moe
bedroom	hale moe
bedside	moe
bedspread	nā moe
bedtime	ka wā e moe ai
bee	pipi
beef	pipi
beefsteak	beefsteak
beehive	pipi
beep	beep
beeper	e hoʻopiha
beer	ka bera
bees	ka pi
beeswax	beeswax
beetle	ka pipi
befall	hāʻule
befitting	kūpono
befriend	aloha
befuddled	e hoʻokuʻuʻia
beg	noi
beggar	noi
begging	noi
begin	hoʻomaka
beginner	hoʻomaka
beginning	hoʻomaka
beginnings	hoʻomaka
begrudge	kūleʻa
begun	hoʻomaka
behappy	NO TRANSLATION
behave	hana
behavior	ke kūlana
behavioral	hana
behemoth	behemota
behest	e
behold	aia hoʻi
beholden	aia hoʻi
beholder	nana
beige	beige
belated	e pili ana
belay	belay
belch	kālepa
belief	manaʻoʻiʻo
believable	manaʻoʻiʻo
believe	e manaʻoʻiʻo
believed	ua manaʻoʻiʻo
believer	manaoio
believing	manaʻoʻiʻo
belittle	ke kuhi
belittled	ke kuhihewa
bell	bele
bellboy	ke mele
bellhop	ka hui
belligerent	kamaka
bellman	ka mea kani
bellow	ka makani
bellows	ka makani
belly	ka'ōpū
bellybutton	ka'ōpū
bellyful	'ōpū
belong	no
belongings	nā mea
beloved	e alohaʻia
belt	belp
beluga	beluga
bemused	e hoʻonuiʻia
bench	wahi
bend	e kūlou
bender	kūkā
bending	kūlou
beneath	lalo
benedictory	Halehonua
benefactor	lokomaikaʻi
beneficial	pono
beneficiary	nā mea kōkua
benefit	pōmaikaʻi
benevolence	maikaʻi
benevolent	maikaʻi
benign	kauā
bent	kūlou
benzene	Benzene
bequeath	e hoʻomaha
bequest	ʻOiwi
bereaved	ua kanikau
bereavement	ke kaumaha
bereft	ua hoʻomaka
beret	beret
bergamot	ka bergamot
berlin	ka pele
berserk	berserk
berth	ke hoʻomoe
beryllium	beryllium
beseech	noi
beset	hoʻopilikiaʻia
bestdayever	hihihihihihi
bestfeeling	maikaʻi loa
bestfriends	hoapili
bestial	maikaʻi
besties	maikaʻi
bestow	hāʻawi
bestseller	makaikai
bet	pā
beta	beta
betray	ke kumakaia
betrayal	ke kumakaia
betrayed	e kumakaia
betrothed	hoʻopiʻiʻia
betterment	maikaʻi
betting	kūkala
betty	maikaʻi
bevel	bevel
beverage	ka mea inu
bevy	bevy
beware	e makaala
bewilder	make
bewildered	e hoʻopiliʻia
bewilderment	haʻalulu
bias	ʻike
biased	makemakeʻia
bib	ʻike
bible	Bible
biblical	ʻO ke Bible
bibliography	nā hua'ōlelo
bicarbonate	ke kīʻaha
bicentennial	bicentennial
biceps	nā biceps
bicker	bicker
bickering	nā hakakā
bicolor	bicolor
bicycle	ke kaʻa
bid	haʻi
bidder	ka mea koho
bidding	kūkā
bide	NO TRANSLATION
biennial	makahiki hoʻomaha
bier	NO TRANSLATION
bifurcation	ka bifurcation
big	nui
bigamy	maikaʻi
bigday	nui
biggestfear	NO TRANSLATION
biggie	nui
bighorn	nui
bigmouth	nuimouth
bigot	nui
bigoted	nui
bigotry	nui
bike	kekeke
biker	biker
bikini	bikini
bilateral	ʻO ka pilina
bilayer	bilayer
bile	bile
bilge	e ala
bilingual	'ōleloʻelua
bill	ka pānui
billboard	pilalapala
billet	palapala
billiard	Billiard
billiards	bila bila
billing	ka hoʻokaeʻana
billion	piliona
billionaire	piliona
billy	ka uku
bimbo	bima
bimonthly	pīpī
bin	pā
binary	pila
bind	kau
binder	lili
bindery	kāwili
binding	paʻa
bing	bing
binge	e
bingo	bingo
binocular	binocular
binoculars	nā mea ala
binomial	binomial
bio	ola
biochemical	nā mea kanu lāʻau
biochemist	ka mea kanu lāʻau
biochemistry	nā mea kanu lāʻau
biogenesis	nā mea kanu
biographer	ka mea hoʻopuka puke
biography	ʻike wikiō
biological	ke ola honua
biologist	ola honua
biology	ke koloʻo
bionic	nā bionic
biopsy	nā lāʻau kanu
biosphere	ke ola
bipartite	ka pōpō
bipolar	bipolar
birch	birch
bird	manu
birdcage	manu manu
birdie	manuie
birdman	kanaka manu
birth	hānau
birthday	lā hānau
birthing	kekahi mea
birthmark	hānau hānau
birthplace	kahi hānau
birthright	ke kūlana hānau
bis	NO TRANSLATION
biscuit	pīkiki
bisexual	bisexual
bishop	bishop
bison	bison
bisque	ka bisiki
bistro	bistro
bit	bit
bitch	bitch
bitchy	pākī
bite	hoʻopau
biter	NO TRANSLATION
bitsy	maikaʻi
bitter	ʻawaʻawa
bitterly	eha
bitterness	ʻawaʻawa
bittersweet	hoʻoponopono
bitty	nui
bitumen	bitumen
biweekly	biweekly
biz	biz
bizarre	nui
blab	pale
blabbermouth	blabbermouth
black	ʻeleʻele
black snake	snakeʻeleʻele
blackberry	blackberry
blackbird	ʻeleʻele
blackboard	papa pāʻani
blacken	ʻeleʻele
blackface	ʻeleʻele
blackjack	pōkole
blacklist	blacklist
blackmail	ka hōʻailona
blackmailer	blackmailer
blackness	ʻeleʻele
blackout	pōpō
blacksmith	makamae
bladder	hua'ōlelo
blade	maka
blame	hewa
blameless	halaʻole
bland	hoʻopili
blank	pākuʻi
blanket	ka pākeke
blare	maikaʻi
blase	NO TRANSLATION
blasphemous	'ōlelo hōʻino
blasphemy	'ōlelo hōʻino
blast	'ō'ō
blaster	blaster
blastoff	ka makani
blatant	kūkala
blather	kekahi
blaze	pale
blazer	blazer
blazing	ke ahi
bleach	pākile
bleak	hōʻino
bleed	ua heʻe ka wai
bleeder	kahuna nui
bleeding	kaheʻana
bleep	pākī
blemish	hala kīnā
blemished	kūleʻa
blend	hui pū
blender	blender
blending	Hoʻohui
bless	hoʻomaikaʻi
blessed	pōmaikaʻi
blessing	pōmaikaʻi
blessings	pōmaikaʻi
bleu	Blueu
blight	nā hua'ōlelo
blighted	ua pōʻino
blimp	blimp
blind	makapō
blinded	ua makapō
blindfold	ʻO ka maka
blindfolded	i uhiʻia nā maka
blinding	makapō
blindly	makapō
blindness	makapō
blink	e hoʻokuʻi
blip	pōpō
bliss	pōmaikaʻi
blissful	pōmaikaʻi
blister	pōkole
blistering	pōpū
blitz	maikaʻi
blizzard	ka hua
bloat	e pā
bloated	pau
blob	pā
block	i ka pō
blockade	ke kāohi
blockage	ka paʻi
blockbuster	ka pahuhopu
blockhead	ke poʻo
blog	blog
bloke	bloke
blond	polina
blonde	polina
blood	ke koko
bloodbath	ke koko
bloodhound	ke koko
bloodless	kokoʻole
bloodline	ke koko
bloodshed	i ke koko
bloodshot	i ke koko
bloodstream	ke koko
bloodthirsty	ke koko
bloody	koko
bloom	pua
bloomers	nā pua
blooming	ke pua
blossom	pua
blot	holoi
blotched	holoiʻia
blotter	e holoi
blouse	ke kapa
blow	pā
blower	pupuhi
blowfish	ka pahu
blowing	pākī
blowjob	hiho
blown	puhi
blowout	ke anu
blowtorch	blowtorch
blubber	pōpō
bluddy	nā meaʻokoʻa
blue	polū
blue spruce	polu polu
blueberry	uhie
bluebird	bluebird
bluegrass	nā mea uliuli
bluejay	bluejay
blueprint	papa kuhikuhi
blues	nā blues
bluff	bluff
bluish	bluish
blunder	pōʻino
blunt	kūleʻa
blur	pale
blurred	ua pōʻino
blurry	pōpō
blurt	kūpū
blush	e hoʻonā
blushing	e hoʻonā
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	ka puaʻa
board	papa
board game	papa pāʻani
boarder	NO TRANSLATION
boarding	ke komoʻana
boardroom	papa lumi
boards	papa
boardwalk	papaleka
boast	kaena
boastful	Mahalo
boasting	ke kaenaʻana
boat	ka moku
boathouse	hale moku
boating	ke hoʻokele
boatload	kālepa
boatman	moku moku
bobbin	kaomi
bobcat	bobcat
bobsled	Hoʻopiʻiʻia
bode	hale
bodega	hale
bodice	ke kino
bodily	kino
body	kino
bodyguard	mālama kino
bog	bog
bogey	ʻoliʻoli
bogeyman	hele
bogus	hiʻona
bohemian	bohemian
boil	'ōpē
boiler	ka waiwila
boilerplate	pilalapala
boiling	'ōpena
boisterous	hauʻoli
bold	koa
boldness	koa wiwoʻole
bollocks	kūkā
bolster	kākoʻo
bolt	ke kī
bolus	bolus
bomb	poma
bombard	hoʻopōpō
bombardier	bombardier
bombardment	popo
bombed	pāpāʻia
bomber	pana
bombers	nā pana
bombing	popo
bombshell	huahua
bonanza	maikaʻi
bonbon	NO TRANSLATION
bond	palapala hoʻopaʻa
bondage	paʻa
bonding	palapala paʻa
bonds	nā kikoo
bondsman	ke kauā
bone	iwi
bonehead	iwi iwi
boner	maikaʻi
bones	iwi
bonfire	ke ahi
bong	pōʻa
bonkers	nā popo
bonne	NO TRANSLATION
bonnet	bonnet
bonny	aloha
bonsai	nā bona
bonus	bonus
bony	maikaʻi
boo	boo
boob	boob
booby	hele
booger	hoʻopiʻi
boogeyman	hihihihi
boogie	boogie
book	puke
bookcase	puke
bookie	puke
booking	hoʻoponopono
bookish	puke
bookkeeper	puke puke
bookkeeping	puke mālama
booklet	puke
bookmaker	puke puke
bookmark	pakuʻa
books	nā puke
bookseller	ka mea kuai aku
bookshop	hale puke
bookstore	hale kūʻai puke
bookworm	puke puke
boom	ke ala
boomer	kākoʻo
boomerang	boomerang
booming	ke kākoʻo
boon	boon
boooo	NO TRANSLATION
boost	nui
booster	hoʻopiha
boot	kāpae
booth	hale kūkā
bootleg	kāleka
bootlegger	ka bootlegger
boots	nā kāmaʻa
booty	ka waiwai pio
booze	ia
bop	bop
bopper	bopper
border	palena
bordering	ma kaʻaoʻao
borderline	palena palena
bore	hanau
boreal	kahe
bored	pōmaikaʻi
boredom	me keʻanoʻole
borer	ka pika
boring	pōkole
born	hanau
boron	boron
borough	mahele
borrow	noi
borrower	ka mea noi
bosom	poli
boss	ka haku
bossy	ka luna
boston	kāpena
botanical	hua'ōlelo
botanist	ka mea hihiu
botany	ke kumuhana
bother	pilikia
bothering	pilikia
bottle	ka'ōmole
bottleneck	ka'ōmole
bottling	ke kalo
bottom	lalo
bottomless	lalo
botulism	ka botulism
boulder	pōhaku
bounce	hōʻailona
bouncer	pouncer
bouncy	nā bouncy
bound	ua paʻa
boundary	palena
boundless	palenaʻole
bounds	palena
bountiful	nui
bounty	maikaʻi
bouquet	hoʻopau
bourbon	pāpale
bourgeois	nā bourgeois
bourgeoisie	bourgeoisie
bourse	kalepa
bout	ka hopena
boutique	hale kūʻai
bouttime	ka manawa
bovine	kāla pua
bow	kakaka
bowed	kūlou
bowel	ka hanu
bowels	nā hanu
bowl	ʻohe
bowler	ka mea kani
bowling	ka hae
bowls	nā ipu
box	pahu
boxcar	ka pahu pahu
boxer	ka pana pua
boxers	ka poʻe hoʻokani
boxing	haʻuki
boy	keiki kāne
boycott	hoʻopakele
boyfriend	hoa e
boyhood	'ōpiopio
boyish	Pōʻokoʻa
boysenberry	nā keiki
bozo	bozo
bra	ka pā
brace	ka pale
bracelet	nā kūpeʻe
braces	nā pale
brachial	kūkala
bracket	kākoʻo
brackets	nā pale
brackish	uhauha
brad	ala
brag	mahalo
braid	ke koa
brain	ka lolo
brainless	makehewa
brains	manaʻo
brainstorm	kūkā
brainwash	kāleka
brainy	ka lolo
brake	ka wāwahi
bran	lālā
branch	lālā
branching	lālā
brand	mīkini
brandy	poli
brash	kūleʻa
brass	keleawe
brass knuckle	ke knuckle keleawe
brassiere	ke keleawe
brat	brat
bratwurst	helena
bravado	ke koa
brave	koa
bravery	koa wiwoʻole
brawl	ke kūkā
brawn	e kuʻi
brazen	kūleʻa
breach	ka uha
bread	ka berena
breadth	ka laulā
break	make
breakable	ua hikiʻole
breakaway	ka wāwae
breakdown	ka pōʻino
breaker	ka mea haʻi
breakers	nā haha
breakfast	ʻo ka kakahiaka
breaking and entering	ka wāwae a me ke komoʻana
breakingnews	nā mea hōʻole
breakneck	make
breakthrough	ka hopena
breakup	pau ka pilina
breast	ka umauma
breath	ka hanu
breathe	ka hanu
breather	ka hanu
breathless	hanu
breathtaking	hanana
breech	ka pahi kaua
breeches	nā pahi kaua
breed	ʻohana
breeder	kumuhana
breeding	ke kanuʻana
breeze	makani
breezy	pākī
brethren	e nā hoahānau
breve	NO TRANSLATION
brevity	hilahila
brew	ʻokoʻa
brewery	nā kākoʻo
brewing	hoʻoponopono
briar	Pākē
bribe	ʻO ka waiwai kīpē
bribery	hana kīʻaha
brick	hale brick
bridal	hoʻopalau
bride	wahine wahine
bridegroom	ke kāne mare
bridesmaid	wahine wahine wahine
bridge	ke alahaka
bridle	bridle
brief	pōkole
briefcase	paku
briefing	haʻi'ōlelo
briefly	pokole
brig	ʻoliʻoli
brigade	pupuhi
bright	mālamalama
brighten	e hoʻomālamalama
brightens	e hoʻomālamalama
brighter	māmā
brightness	ka mālamalama
brilliance	ka mālamalama
brilliant	maikaʻi
brim	'owaha
brimming	hoʻopōʻino
brimstone	i ka luaʻi pele
brine	brine
bring	lawe mai
brink	ka popo
brisk	ʻoliʻoli
brisket	ʻoliʻoli
bristle	e
brittle	ka mea nui
bro	'ō
broach	kūleʻa
broad	whānui
broadcast	kūkā
broadcasting	ka pāʻani
broaden	e hoʻonui
broadside	ākea
broadsword	nā hua'ōlelo
brocade	huahua
broccoli	ka broccoli
brochure	ka huapalapala
broil	broil
broke	ʻeha
broken	ua haki
brokenheart	NO TRANSLATION
brokenhearted	ehaeha
broker	mea hoʻopuka
brokerage	nā mea hōʻiliʻili
bromide	bromide
bronco	kūkohu
bronze	keleawe
brooch	ka pua
brood	ke keiki
brooding	hoʻopili
brook	kahawai
broom	broom
broomstick	ʻO ke āpau
broth	kahe
brothel	halekula
brother	kaikuaʻana, kaikaina
brotherhood	ke kaikunāne
brotherly	ke kaikunāne
brow	kele
brown	palaunu
brownstone	ke keʻokeʻo
browse	nānā
brrr	kū
bruise	ʻeha
bruising	ʻehaʻeha
brunch	brunch
brunette	polina
brunt	polina
brush	'ōpala
brutal	'ōhumu
brutality	hewa
brute	ʻokoʻa
brutish	he pōʻino
bubble	hoʻopuka
bubbling	hoʻopiʻi
bubbly	huahua
bubonic	hua'ōlelo
buck	ʻo ia
buckaroo	ka bu Buke
bucket	pā
buckle	ʻo ia
buckled	ua hoʻopiʻiʻia
bucko	Bucko
buckshot	kāhea
buckwheat	buckwheat
bud	'ōpuʻu
buddha	buddha
buddhism	Hoʻomana Buda
buddhist	kāpena
budding	hoʻopiʻi
buddy	aloha
budge	hoʻopau
budget	ke kālā
buff	u
buffalo	ka buffalo
buffer	mālama
buffering	uhau
buffet	kīʻaha
buffoon	buffoon
bug	Bug
bugaboo	ʻO ka pahu
bugged	hoʻopauʻia
bugger	uhau
buggy	ka hao
bugle	ka pahi
bugler	ka pahi
build	kūkulu
builder	ka mea kūkulu
building	ke kūkuluʻana
buildings	nā hale
buildup	kūkulu aʻe
bulb	pākuʻi
bulbous	ke kūkā
bulge	ke kumu
bulimic	nui
bulk	nui
bulkhead	nui
bulky	nui
bull	kau
bulldog	bulldog
bulldozer	ka pipiʻi
bullet	pāleka
bulletin	palapalapalapala
bulletproof	ka hōʻailona
bullfighter	kaupuni
bullfrog	kau
bullheaded	ke poʻo
bullhorn	ʻo ia
bullion	kaukau
bullock	bipi
bullpen	Hoʻopiliʻia
bullshit	o bullshit
bully	hoʻonui
bulwark	pale
bum	bum
bumblebee	kaomi
bummed	pīpī
bummer	bummer
bump	ka hopena
bumper	pum
bumpy	kūkala
bun	NO TRANSLATION
bunch	popo
bundle	ka pūpū
bungalow	hale kūʻai
bungee	Kupuna
bunghole	ka pua
bunion	Kupuna
bunk	ka papa
bunker	ka mea kanu
bunkhouse	ka hale
bunny	Kupuna
bunt	ka wahine
buoy	uwai
buoyancy	ke kākoʻo
buoyant	uia
bur	pā
burden	ka ukana
burdened	kaumaha
burdensome	kaumaha
bureau	keʻena
bureaucracy	hale hana
bureaucrat	hale hana
bureaucratic	hale hana
burger	pōkole
burglar	pōkole
burglary	pākī
burial	kanu
buried	kanuʻia
burke	burke
burlap	burlap
burlesque	pōkole
burly	ʻeleʻele
burn	wela
burned	puhi
burner	ka mea puhi
burning	e puhi ana
burnished	i hoʻomahaʻia
burnout	hoʻopau
burnt	ke ahi
burp	pō
burr	anu
burrito	burrito
burro	NO TRANSLATION
burrow	popo
bursary	kālepa
burst	e uha
bury	kanu
bus	ke kaʻa
busboy	ke mele
bush	ka mea ulu
bushel	ka bila
bushy	pulu
business	ʻoihana
business man	NO TRANSLATION
businessman	kanaka kālepa
businesswoman	wahine kālepa
busload	pīkini pahi
buss	ke kumu
bust	kū
busted	ua hoʻolimalimaʻia
buster	ka pahi
bustle	kūleʻa
bustling	uhauha
busy	paʻa
busybody	pumehana
butane	butane
butcher	make
butler	ka mea holoi
butt	aka
butter	ka pipi
buttercup	makūpū
butterfly	ka butterfly
buttermilk	ka pata
butterscotch	akuna
buttery	ka hauna
buttock	kaomi
buttocks	kamailio
button	pāomi
buttress	ʻo ke kāpena
buxom	buxom
buy	kūʻai
buyer	ka mea kūʻai
buying	kūʻai
buzz	buzz
buzzard	uhau
buzzed	ua pō
buzzer	buzzer
buzzing	ʻoho
bye	aloha
bygone	nāna
bylaw	pākana
byline	byline
bypass	hala
bystander	kū ke kū
byte	byte
byzantine	byzantine
cab	kāpī
cabal	ke kaʻa
cabana	kāpena
cabaret	cabaret
cabbage	kāpiki
cabbie	kāpia
cabernet	cabernet
cabin	hale noho
cabinet	Kāpena
cable	kelepona
caboodle	caboodle
caboose	caboose
cabriolet	ke kaʻa
cache	kāmeka
cacophony	kope
cactus	cactus
cad	kālepa
cadaver	hoʻopili
caddie	NO TRANSLATION
caddy	kāpena
cadence	ka manawa
cadet	keiki
cafe	ka cafe
cafeteria	cafetaia
caffeine	ka caffeine
cage	ka hale
cagey	cagey
cahoots	nā piko
cairn	ka maʻi
cake	keke
cakewalk	kekewalk
calamari	ka calamari
calamitous	ka pōʻino
calamity	pōʻino
calcareous	ke kaulike
calcium	ka puna
calculate	e helu
calculated	heluʻia
calculating	e helu ana
calculation	ka helu
calculator	ka helu helu
calculus	kumu helu
calendar	kalena
calender	NO TRANSLATION
calf	keiki bipi
caliber	kūkā
calibrate	e pākuʻi
calico	Kalikino
calipers	nā calipers
calisthenics	nā kenekino
call	kāhea
callback	hoʻihoʻi
caller	kāhea
calligraphy	ʻike
calling	kāheaʻia
callous	nāwaliwali
calls	Kāhea
calm	maikaʻi
calming	hoʻomaha
calmness	maikaʻi
caloric	ke kalo
calorie	ke kalo
calorimeter	calorimeter
cam	hele
camaraderie	kāpili
camber	kauwela
camcorder	ka polokalamu kamepiula
camel	kāmelo
cameo	hele mai
camera	kamera
cameraman	kanaka kiʻi kiʻi
camisole	kauwela
camouflage	ka hoʻoulu
camouflaged	NO TRANSLATION
camp	ka pā
campaign	ke kākoʻo
campaigner	ke kauā
campaigning	ke kauā
camper	kanaka hoʻokipa
campfire	ke kahua hoʻomoana
camping	hoʻomoana
campsite	hale noho
campus	ka pā kula
can	hiki
can opener	hiki iāʻoe ke wehe
canal	canal
canary	canary
cancel	hoʻokahuli
canceling	hoʻokuʻi
cancellation	ka hoʻokuʻu
cancer	ka maʻi kanulau
candid	makemake
candidacy	ke kūpono
candidate	mea koho
candied	ka lama
candle	kukui
candlelight	ke kukui
candles	kukui
candlestick	ke kukui
candor	hoʻopuka
candy	ka lama
cane	hiki
canine	canine
canister	ke kākā
canker	hiki ke hoʻohei
cannabis	cannabis
canned	hiki i ke kēne
cannibal	cannibal
cannibalism	cannibalism
canning	canning
cannon	cannon
cannonball	cannonball
canoe	ka waʻa
canon	canon
canonical	canonical
canons	canons
canopy	ke uhi
cantaloupe	ke kāleka
cantbreathe	NO TRANSLATION
canteen	hale kāhili
canterbury	cantebury
canthandleit	NO TRANSLATION
