Word	af
battlements	hoekvestings
battleship	slagskip
batty	Batty
bauble	zotskolf
bawdy	skunnige
bawl	joelen
bay	baai
bayonet	bajonet
bayou	BAYOU
bazaar	basaar
bazooka	bazooka
bday	bday
be	wees
beach	strand
beaches	strande
beacon	baken
bead	kraal
beading	kralewerk
beads	krale
beady	soortgelyk bead
beagle	Beagle
beak	bek
beaker	beker
beam	balk
beaming	stralende
bean	boontjie
beanbag	boontjiesak
beanie	mus
bear	dra
bearable	draaglik
beard	baard
bearded	bebaarde
bearer	draer
bearing	draende
bearings	laers
bearish	lomp
bearskin	berenvel
beast	dier
beastly	vreeslik
beat	klop
beaten	geslaan
beater	klitser
beating	klop
beatnik	beatnik
beau	Beau
beautification	verfraaiing
beautiful	pragtige
beautify	verfraai
beauty	skoonheid
beaver	bever
bebop	bebop
beck	beck
beckon	wink
become	geword
bed	bed
bedding	beddegoed
bedpan	bedpan
bedrock	hoeksteen
bedroom	slaapkamer
bedside	bed
bedspread	deken
bedtime	slaaptyd
bee	bee
beef	beesvleis
beefsteak	biefstuk
beehive	byekorf
beep	biep
beeper	beeper
beer	bier
bees	bye
beeswax	byewas
beetle	besie
befall	oorkom
befitting	betaamlik
befriend	bevriend
befuddled	benewel
beg	bedel
beggar	bedelaar
begging	bedel
begin	begin
beginner	beginner
beginning	begin
beginnings	begin
begrudge	gun
begun	begin
behappy	NO TRANSLATION
behave	optree
behavior	gedrag
behavioral	gedrags-
behemoth	seekoei
behest	aandrang
behold	kyk
beholden	vas
beholder	kyker
beige	roomkleurige
belated	late
belay	seker maak
belch	uitbarsting
belief	geloof
believable	geloofwaardig
believe	glo
believed	geglo
believer	gelowige
believing	glo
belittle	verkleineer
belittled	verkleineer
bell	klok
bellboy	hotel bedien
bellhop	piccolo
belligerent	veglustige
bellman	bellman
bellow	geloei
bellows	blaasbalk
belly	maag
bellybutton	naeltjie
bellyful	meer as genoeg
belong	behoort
belongings	besittings
beloved	geliefde
belt	gordel
beluga	Beluga
bemused	onrustig
bench	bank
bend	draai
bender	jol
bending	buig
beneath	onder
benedictory	benedictory
benefactor	weldoener
beneficial	voordelige
beneficiary	begunstigde
benefit	voordeel
benevolence	welwillendheid
benevolent	welwillende
benign	benigne
bent	gebuig
benzene	benseen
bequeath	bemaak
bequest	erflating
bereaved	bedroefde
bereavement	beroof
bereft	beroof
beret	beret
bergamot	bergamot
berlin	Berlyn
berserk	Berserk
berth	bed
beryllium	berillium
beseech	vermaan
beset	omring
bestdayever	beste dag ooit
bestfeeling	bestfeeling
bestfriends	beste vriende
bestial	dierlike
besties	besties
bestow	skenk
bestseller	beste verkoper
bet	weddenskap
beta	beta
betray	verraai
betrayal	verraad
betrayed	verraai
betrothed	verloof
betterment	verbetering
betting	verbintenis
betty	Betty
bevel	skuinste
beverage	Drank
bevy	skare
beware	pasop
bewilder	betower
bewildered	verward
bewilderment	verbystering
bias	vooroordeel
biased	bevooroordeeld
bib	bib
bible	Bybel
biblical	Bybelse
bibliography	bibliografie
bicarbonate	bikarbonaat
bicentennial	Bicentennial
biceps	biceps
bicker	kibbel
bickering	gekibbel
bicolor	bicolor
bicycle	fiets
bid	bod
bidder	bieër
bidding	bied
bide	NO TRANSLATION
biennial	tweejaarlikse
bier	NO TRANSLATION
bifurcation	bifurkasie
big	groot
bigamy	bigamie
bigday	groot dag
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	groot horing
bigmouth	groot mond
bigot	kwezelaar
bigoted	bevooroordeelde
bigotry	dwepery
bike	fiets
biker	biker
bikini	bikini
bilateral	bilaterale
bilayer	Dubbellaagvesikal
bile	gal
bilge	lens
bilingual	tweetalig
bill	wetsontwerp
billboard	billboard
billet	billet
billiard	biljart
billiards	biljart
billing	faktuur
billion	miljard
billionaire	miljardêr
billy	Billy
bimbo	Bimbo
bimonthly	tweemaandelikse
bin	bin
binary	binêre
bind	bind
binder	binder
bindery	bindery
binding	bindend
bing	bing
binge	binge
bingo	bingo
binocular	binokulêre
binoculars	verkykers
binomial	binomiaal
bio	bio
biochemical	biochemiese
biochemist	biochemikus
biochemistry	biochemie
biogenesis	biogenese
biographer	biograaf
biography	biografie
biological	biologiese
biologist	bioloog
biology	biologie
bionic	Bionic
biopsy	biopsie
biosphere	biosfeer
bipartite	bilaterale
bipolar	bipolêre
birch	birch
bird	voël
birdcage	voëlhok
birdie	voëltjie
birdman	Birdman
birth	geboorte
birthday	verjaarsdag
birthing	geboorte
birthmark	moedervlek
birthplace	geboorteplek
birthright	geboortereg
bis	NO TRANSLATION
biscuit	biscuit
bisexual	biseksuele
bishop	biskop
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	teef
bitchy	bitchy
bite	byt
biter	NO TRANSLATION
bitsy	Bitsy
bitter	bitter
bitterly	bitterlik
bitterness	bitterheid
bittersweet	bitter soet
bitty	Bitty
bitumen	bitumen
biweekly	tweeweeklikse
biz	biz
bizarre	bisarre
blab	klappen
blabbermouth	losbek
black	swart
black snake	swart slang
blackberry	BlackBerry
blackbird	Blackbird
blackboard	swartbord
blacken	verswart
blackface	Zwartkop
blackjack	blackjack
blacklist	swartlys
blackmail	afpersing
blackmailer	afperser
blackness	swartheid
blackout	verduistering
blacksmith	smid
bladder	blaas
blade	lem
blame	blaam
blameless	onberispelik
bland	vaal
blank	leeg
blanket	kombers
blare	schallen
blase	NO TRANSLATION
blasphemous	lasterlike
blasphemy	laster
blast	ontploffing
blaster	blaster
blastoff	blastoff
blatant	blatante
blather	kletsen
blaze	brand
blazer	baadjie
blazing	brandende
bleach	bleikmiddel
bleak	somber
bleed	bloei
bleeder	afperser
bleeding	bloeding
bleep	oproep
blemish	gebrek
blemished	gevlekte
blend	versnit
blender	blender
blending	vermenging
bless	seën
blessed	geseënde
blessing	seën
blessings	seëninge
bleu	bleu
blight	roes
blighted	verwoes
blimp	dikke
blind	blind
blinded	verblind
blindfold	blinddoek
blindfolded	geblinddoek
blinding	verblindende
blindly	blindelings
blindness	blindheid
blink	knip
blip	skans
bliss	Bliss
blissful	salig
blister	blister
blistering	striemende
blitz	Blitz
blizzard	blizzard
bloat	opblaas
bloated	opgeblase
blob	blob
block	blok
blockade	blokkade
blockage	verstopping
blockbuster	blockbuster
blockhead	domkop
blog	blog
bloke	bakkies
blond	blonde
blonde	blonde
blood	bloed
bloodbath	bloedbad
bloodhound	bloedhond
bloodless	bloedlose
bloodline	bloedlyn
bloodshed	bloedvergieting
bloodshot	bloedbelope
bloodstream	bloedstroom
bloodthirsty	bloeddorstige
bloody	bloedige
bloom	blom
bloomers	broek
blooming	blom
blossom	bloei
blot	klad
blotched	donkerbruin gevlek
blotter	onderlegger
blouse	bloes
blow	blaas
blower	blaser
blowfish	blowfish
blowing	waai
blowjob	blowjob
blown	geblaas
blowout	klap
blowtorch	steekvlam
blubber	huil
bluddy	bluddy
blue	blou
blue spruce	blou sparren
blueberry	bloubessie
bluebird	Bluebird
bluegrass	bluegrass
bluejay	blou Jay
blueprint	bloudruk
blues	blues
bluff	bluf
bluish	blou
blunder	fout
blunt	stomp
blur	vervaag
blurred	versteurde
blurry	vaag
blurt	flappen
blush	bloos
blushing	bloos
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	beer
board	raad
board game	Bordspel
boarder	NO TRANSLATION
boarding	instap
boardroom	raadsaal
boards	planke
boardwalk	Boardwalk
boast	roem
boastful	grootpraters
boasting	spog
boat	boot
boathouse	boothuis
boating	boot
boatload	bootsvrag
boatman	roeier
bobbin	klos
bobcat	bobcat
bobsled	bobslee
bode	Bode
bodega	Bodega
bodice	lyfie
bodily	liggaamlike
body	liggaam
bodyguard	lyfwag
bog	moeras
bogey	Nudl
bogeyman	boeman
bogus	bogus
bohemian	boheemse
boil	kook
boiler	ketel
boilerplate	boiler
boiling	kook
boisterous	lawaaierige
bold	vet
boldness	vrymoedigheid
bollocks	Bollocks
bolster	versterk
bolt	bout
bolus	bolus
bomb	bom
bombard	bombardeer
bombardier	Bombardier
bombardment	bombardement
bombed	gebombardeer
bomber	bomwerper
bombers	bomwerpers
bombing	bombardement
bombshell	donderslag
bonanza	meevaller
bonbon	NO TRANSLATION
bond	band
bondage	slawerny
bonding	binding
bonds	effekte
bondsman	bondsman
bone	been
bonehead	idioot
boner	boner
bones	bene
bonfire	vreugdevuur
bong	bong
bonkers	waanzinnig
bonne	NO TRANSLATION
bonnet	enjinkap
bonny	Bonnie
bonsai	bonsai
bonus	bonus
bony	benige
boo	boo
boob	boob
booby	sukkel
booger	Booger
boogeyman	Boogeyman
boogie	boogie
book	boek
bookcase	boekrak
bookie	bookie
booking	bespreking
bookish	boek achtig
bookkeeper	boekhouer
bookkeeping	boekhouding
booklet	boekie
bookmaker	beroepswedder
bookmark	Bookmark
books	boeke
bookseller	boekhandelaar
bookshop	boekwinkel
bookstore	boekwinkel
bookworm	boekwurm
boom	boom
boomer	boomer
boomerang	boemerang
booming	bloeiende
boon	seën
boooo	NO TRANSLATION
boost	hupstoot
booster	booster
boot	stewel
booth	stand
bootleg	bootleg
bootlegger	drank smokkelaar
boots	stewels
booty	buit
booze	drank
bop	bop
bopper	bopper
border	grens
bordering	grens
borderline	borderline
bore	gebaar
boreal	boreale
bored	verveeld
boredom	verveling
borer	boorder
boring	vervelig
born	Gebore
boron	boor
borough	gemeente
borrow	leen
borrower	lener
bosom	boesem
boss	baas
bossy	baasspelerig
boston	Boston
botanical	botaniese
botanist	botanis
botany	plantkunde
bother	pla
bothering	pla
bottle	bottel
bottleneck	bottelnek
bottling	bottelering
bottom	onderkant
bottomless	bodemlose
botulism	botulisme
boulder	rots
bounce	weiering
bouncer	bouncer
bouncy	springkasteel
bound	gebonde
boundary	grens
boundless	oneindige
bounds	skrede
bountiful	oorvloed
bounty	oorvloed
bouquet	ruiker
bourbon	Bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	Beurs
bout	bout
boutique	boetiek
bouttime	NO TRANSLATION
bovine	bees
bow	boog
bowed	buig
bowel	derm
bowels	ingewande
bowl	bak
bowler	bouler
bowling	boulwerk
bowls	rolbal
box	boks
boxcar	wagon
boxer	bokser
boxers	boksers
boxing	boks
boy	seuntjie
boycott	boikot
boyfriend	kêrel
boyhood	jeug
boyish	seunsagtige
boysenberry	boysenberry
bozo	Bozo
bra	bra
brace	brace
bracelet	armband
braces	draadjies
brachial	bragiale
bracket	bracket
brackets	hakies
brackish	brak
brad	Brad
brag	spog
braid	braid
brain	brein
brainless	breinlose
brains	brein
brainstorm	dinkskrum
brainwash	breins spoelen
brainy	verstandig
brake	rem
bran	semels
branch	tak
branching	vertakking
brand	merk
brandy	brandewyn
brash	parmantige
brass	koper
brass knuckle	koperknoppe
brassiere	brasserie
brat	brat
bratwurst	braadworst
bravado	bravade
brave	dapper
bravery	dapperheid
brawl	geraas
brawn	Brawn
brazen	kopersee
breach	breek
bread	brood
breadth	breedte
break	breek
breakable	breekbaar
breakaway	breek weg
breakdown	afbreek
breaker	breker
breakers	brekers
breakfast	ontbyt
breaking and entering	breek en betree
breakingnews	breakingnews
breakneck	razend
breakthrough	deurbraak
breakup	op breek
breast	bors
breath	asem
breathe	asem te haal
breather	blaaskans
breathless	uitasem
breathtaking	asemrowende
breech	sluitstuk
breeches	broek
breed	broei
breeder	teler
breeding	teling
breeze	briesie
breezy	winderig
brethren	broers
breve	NO TRANSLATION
brevity	bondigheid
brew	brou
brewery	brouery
brewing	brou
briar	Briar
bribe	omkoopgeld
bribery	omkopery
brick	baksteen
bridal	bruid
bride	bruid
bridegroom	bruidegom
bridesmaid	strooimeisie
bridge	brug
bridle	toom
brief	kort
briefcase	aktetas
briefing	inligtingsessie
briefly	kortliks
brig	Brig
brigade	brigade
bright	helder
brighten	kikker
brightens	held
brighter	helderder
brightness	helderheid
brilliance	briljantheid
brilliant	briljant
brim	rand
brimming	oorlopens toe vol
brimstone	swawel
brine	pekel
bring	bring
brink	Brink
brisk	flink
brisket	borsstuk
bristle	regop staan
brittle	bros
bro	bro
broach	borsspeld
broad	breë
broadcast	uitsending
broadcasting	uitsaai
broaden	verbreed
broadside	Straat
broadsword	broadsword
brocade	brokaat
broccoli	broccoli
brochure	brosjure
broil	twis
broke	gebreek
broken	gebroke
brokenheart	NO TRANSLATION
brokenhearted	gebroke hart
broker	makelaar
brokerage	makelaars
bromide	bromide
bronco	Bronco
bronze	brons
brooch	speld
brood	kuikens
brooding	dreigend
brook	spruit
broom	besem
broomstick	besemstok
broth	sous
brothel	bordeel
brother	broer
brotherhood	broederskap
brotherly	broederlike
brow	voorkop
brown	bruin
brownstone	Brown
browse	Snuffel
brrr	brrr
bruise	vermorsel
bruising	kneusings
brunch	brunch
brunette	donkerkop
brunt	skok
brush	kwas
brutal	wrede
brutality	brutaliteit
brute	brute
brutish	dom
bubble	borrel
bubbling	borrelende
bubbly	bubbly
bubonic	buil
buck	bok
buckaroo	Buckaroo
bucket	emmer
buckle	gespe
buckled	vasgegespe
bucko	opschepperig
buckshot	lopers
buckwheat	bokwiet
bud	kiem
buddha	buddha
buddhism	Boeddhisme
buddhist	Boeddhistiese
budding	bot
buddy	buddy
budge	beweeg
budget	begroting
buff	buff
buffalo	buffels
buffer	buffer
buffering	buffer
buffet	buffet
buffoon	nar
bug	fout
bugaboo	spook
bugged	ingeluister
bugger	bliksem
buggy	karretjie
bugle	beuel
bugler	Bugler
build	bou
builder	bouer
building	gebou
buildings	geboue
buildup	bou op
bulb	gloeilamp
bulbous	bolvormige
bulge	bult
bulimic	bulimies
bulk	grootmaat
bulkhead	afskorting
bulky	lywige
bull	bul
bulldog	bulldog
bulldozer	stootskraper
bullet	bullet
bulletin	bulletin
bulletproof	koeëlvaste
bullfighter	stierenvechter
bullfrog	brulpadda
bullheaded	bullheaded
bullhorn	luidspreker
bullion	goud
bullock	bul
bullpen	bullpen
bullshit	bullshit
bully	boelie
bulwark	skans
bum	boude
bumblebee	hommel
bummed	bummed
bummer	bummer
bump	stamp
bumper	buffer
bumpy	stamperige
bun	NO TRANSLATION
bunch	n klomp
bundle	bundel
bungalow	bungalow
bungee	bungee
bunghole	spongat
bunion	knokkel
bunk	stapelbed
bunker	bunker
bunkhouse	ruimte met stapelbedden
bunny	bunny
bunt	Bunt
buoy	boei
buoyancy	dryfvermoë
buoyant	lewendig
bur	bur
burden	las
burdened	belas
burdensome	swaar
bureau	Buro
bureaucracy	burokrasie
bureaucrat	bureaucrat
bureaucratic	burokratiese
burger	Burger
burglar	inbreker
burglary	inbraak
burial	begrafnis
buried	begrawe
burke	Burke
burlap	jute
burlesque	burleske
burly	fris
burn	brand
burned	verbrand
burner	brander
burning	brandende
burnished	blink
burnout	uitbrand
burnt	verbrand
burp	burp
burr	Burr
burrito	Burrito
burro	NO TRANSLATION
burrow	grawe
bursary	beurs
burst	bars
bury	begrawe
bus	bus
busboy	busboy
bush	bos
bushel	maatemmer
bushy	ruie
business	besigheid
business man	NO TRANSLATION
businessman	sakeman
businesswoman	NO TRANSLATION
busload	busload
buss	Buss
bust	borsbeeld
busted	uitgevang
buster	buster
bustle	gewoel
bustling	bedrywige
busy	besig
busybody	moeial
butane	butaan
butcher	slagter
butler	dienskneg
butt	boude
butter	botter
buttercup	Buttercup
butterfly	skoenlapper
buttermilk	bottermelk
butterscotch	botterkaramel
buttery	botteragtige
buttock	boud
buttocks	boude
button	knoppie
buttress	stut
buxom	mollig
buy	koop
buyer	koper
buying	koop
buzz	buzz
buzzard	Buzzard
buzzed	gons
buzzer	sirene
buzzing	gons
bye	bye
bygone	vervloë
bylaw	verordening
byline	naam reël
bypass	verbypad
bystander	omstander
byte	byte
byzantine	Bisantynse
cab	taxi
cabal	kabaal
cabana	Cabana
cabaret	kabaret
cabbage	kool
cabbie	cabbie
cabernet	cabernet
cabin	kajuit
cabinet	kabinet
cable	kabel
caboodle	spul
caboose	kolewa
cabriolet	cabriolet
cache	kas
cacophony	kakofonie
cactus	kaktus
cad	CAD
cadaver	kadawer
caddie	NO TRANSLATION
caddy	caddy
cadence	kadens
cadet	kadet
cafe	kafee
cafeteria	kafeteria
caffeine	kafeïen
cage	hok
cagey	cagey
cahoots	heul
cairn	Cairn
cake	koek
cakewalk	kinderspeletjies
calamari	calamari
calamitous	rampspoedige
calamity	ondergang
calcareous	kalk
calcium	kalsium
calculate	bereken
calculated	bereken
calculating	berekening
calculation	berekening
calculator	sakrekenaar
calculus	calculus
calendar	kalender
calender	NO TRANSLATION
calf	kalf
caliber	kaliber
calibrate	kalibreer
calico	kaliko
calipers	beenstutte
calisthenics	gimnastiek
call	oproep
callback	terugbel
caller	oproeper
calligraphy	kalligrafie
calling	roeping
callous	gevoellose
calls	oproepe
calm	kalm
calming	kalmerende
calmness	kalmte
caloric	kalorie
calorie	kalorie
calorimeter	kaloriemeter
cam	cam
camaraderie	kameraadskap
camber	wielvlug
camcorder	camcorder
camel	kameel
cameo	cameo
camera	kamera
cameraman	kameraman
camisole	kamisool
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	kamp
campaign	veldtog
campaigner	kampvegter
campaigning	veldtog
camper	kampeerder
campfire	kampvuur
camping	kampeer
campsite	kampterrein
campus	kampus
can	kan
can opener	blikoopmaker
canal	kanaal
canary	Kanariese
cancel	kanselleer
canceling	kanselleer
cancellation	kansellasie
cancer	Kanker
candid	openhartige
candidacy	kandidatuur
candidate	kandidaat
candied	versuikerde
candle	kers
candlelight	kerslig
candles	kerse
candlestick	kandelaar
candor	eerlikheid
candy	lekkergoed
cane	rottang
canine	honde
canister	blik
canker	kanker
cannabis	dagga
canned	geblikte
cannibal	kannibaal
cannibalism	kannibalisme
canning	inmaak
cannon	kanon
cannonball	Cannon
canoe	kano
canon	kanon
canonical	kanoniese
canons	kanons
canopy	kap
cantaloupe	spanspek
cantbreathe	NO TRANSLATION
canteen	kantien
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	swing
cantina	Cantina
canto	NO TRANSLATION
canton	kanton
cantstandit	cantstandit
cantwin	cantwin
canvas	doek
canvass	NO TRANSLATION
canyon	canyon
cap	cap
capability	vermoë
capable	staat
capacity	kapasiteit
cape	kaap
caper	Caper
capillary	kapillêre
capital	hoofstad
capitalism	kapitalisme
capitalist	kapitalistiese
capitalize	kapitaliseer
capitals	hoofletters
capitation	kapitasie
capitol	Capitol
capitulation	oorgawe
cappuccino	cappuccino
caprice	grille
capricious	wispelturig
caps	pette
capslock	capsLock
capsule	kapsel
captain	kaptein
caption	opskrif
captivate	boei
captivating	boeiende
captive	gevange
captivity	ballingskap
captor	vanger
capture	vang
car	voertuig
caramel	karamel
carat	karaat
caravan	karavaan
carbon	koolstof
carburetor	vergasser
carcass	karkas
carcinoma	karsinoom
card	card
cardboard	karton
cardiac	kardiale
cardigan	Cardigan
cardinal	kardinale
cardiologist	kardioloog
cardiology	kardiologie
cardiomyopathy	kardiomiopatie
cards	kaarte
care	sorg
career	beroep
carefree	sorgvrye
careful	versigtig
carefully	versigtig
careless	sorgelose
carelessness	nalatigheid
caress	streling
caret	kappie
caretaker	opsigter
cargo	vrag
caribou	caribou
caricature	karikatuur
caries	cariës
caring	omgee
carjack	carjack
carnage	slagting
carnal	vleeslike
carnation	angelier
carnival	karnaval
carnivorous	vleisetende
carol	Carol
carols	Kersliedere
