Word	mg
banish	hanaisotra
banished	voaroaka
banishment	horoahina
banister	banister
banjo	Banjo
bank	banky
banker	mpiasan'ny banky
banking	banky
bankroll	bankroll
bankrupt	bankirompitra
bankruptcy	Tsy niraharaha
banner	Sary
banquet	fanasana
banshee	banshee
banter	banter
banzai	NO TRANSLATION
baptism	batisa
baptismal	batisa
baptize	manao batisa
bar	fisotroana
barb	Barb
barbarian	barbariana
barbaric	feno habibiana
barbarism	habibiana
barbecue	tono hena
barbed	tariby
barber	mpanety
barbershop	mpanety
barbie doll	barbie doll
bard	Bard
bare	niteraka
bareback	bareback
barefoot	tsy nikiraro
barely	zara raha
barf	barf
bargain	miady varotra
bargaining	varotra
barge	sambo
baritone	baritone
barium	baryum
bark	hodi-kazo
barkeep	barkeep
barks	barks
barley	vary hordea
barmaid	barmaid
barman	Barman
barn	am-pamoloanao
barnacle	barnacle
barney	Barney
barnyard	barnyard
barometer	barometer
baron	Baron
baroness	baroness
baroque	Santionan'izany fiangaly
barrack	trano fitobiana
barracuda	Barracuda
barrage	barrage
barred	nahazo
barrel	barika
barren	momba
barricade	barricade
barrier	sakana
barring	zary sakana ho
barrister	barrister
barroom	barroom
barrow	Barrow
bartender	bartender
barter	takalo
base	base
baseball	baolina
baseball bat	baolina baseball
baseboard	baseboard
baseless	marim-pototra
baseline	fototra
baseman	baseman
basement	ambany rihana
bases	bases
bash	bash
bashful	bashful
basic	fototra
basics	fototra
basil	Basil
basilica	Basilica
basin	koveta
basis	fototra
bask	Miaina
basket	harona
basketball	baskety
bass	basse
bass guitar	bass guitar
basso	NO TRANSLATION
bassoon	bassoon
bastard	Kindindrenin'ialahy ialahy
bastarding	bastarding
bastards	bastards
bastion	dia natanjaka
bat	manavy
batch	batch
batching	batching
bate	NO TRANSLATION
bath	fandroana
bathe	mandro
bathhouse	trano fandroana
bathing	mandro
bathrobe	bathrobe
bathroom	efitra fandroana
bathtub	koveta be fandroana
bathymetry	bathymetry
baton	Baton
battalion	andia
batter	Mamono
battered	dia namely
battering	battering
battery	bateria
battle	ady
battled	niady
battlefield	ady
battleground	Voatery hampiady
battlements	amin'ny zorony
battleship	mpiady
batty	Batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	helo-drano
bayonet	bayonet
bayou	bayou
bazaar	Bazaar
bazooka	bazooka
bday	bday
be	ho
beach	tora-pasika
beaches	tora-pasika
beacon	Fanilo
bead	Bead
beading	beading
beads	vakana
beady	beady
beagle	beagle
beak	vavany
beaker	beaker
beam	hazo
beaming	Feno ny taratry
bean	tsaramaso
beanbag	beanbag
beanie	Beanie
bear	hitondra
bearable	moramora
beard	saoka
bearded	volombava
bearer	mpitondra
bearing	mitondra
bearings	bearings
bearish	bearish
bearskin	bearskin
beast	biby
beastly	beastly
beat	nandresy
beaten	nokapohina
beater	beater
beating	daroka
beatnik	beatnik
beau	Beau
beautification	beautification
beautiful	tsara tarehy
beautify	hahatsara tarehy
beauty	hatsaran-tarehy
beaver	Beaver
bebop	bebop
beck	Beck
beckon	Miantso
become	lasa
bed	fandriana
bedding	lamba firakotra
bedpan	bedpan
bedrock	fototry
bedroom	efi-trano
bedside	sisim-pandrian
bedspread	bedspread
bedtime	alohan'ny hatory
bee	renitantely
beef	omby
beefsteak	beefsteak
beehive	tranon-tantely
beep	bip
beeper	beeper
beer	labiera
bees	tantely
beeswax	beeswax
beetle	voangory
befall	manjo
befitting	mendrika
befriend	misakaiza
befuddled	befuddled
beg	mangataka
beggar	mpangataka
begging	mangataka
begin	manomboka
beginner	mpanao voalohany
beginning	manomboka
beginnings	fiandohan'ny
begrudge	mampaninona
begun	nanomboka
behappy	NO TRANSLATION
behave	mitondra tena
behavior	fitondran-tena
behavioral	fihetsika
behemoth	behemota
behest	behest
behold	indro
beholden	beholden
beholder	beholder
beige	beige
belated	belated
belay	belay
belch	belch
belief	finoana
believable	believable
believe	mino
believed	nino
believer	mpino
believing	finoana
belittle	tsinontsinona
belittled	nambaniana
bell	Bell
bellboy	bellboy
bellhop	bellhop
belligerent	tia ady
bellman	Bellman
bellow	Bellow
bellows	bellows
belly	kibo
bellybutton	foitra
bellyful	bellyful
belong	an'ny
belongings	fananana
beloved	malala
belt	fehin-kibo
beluga	karazany iray amin'izy io
bemused	bemused
bench	dabilio
bend	Bend
bender	Bender
bending	hiondrika
beneath	ambany
benedictory	benedictory
benefactor	mpanao soa
beneficial	mahasoa
beneficiary	tombontsoa
benefit	tombontsoa
benevolence	fiantrana
benevolent	antra olona
benign	mahasoa
bent	voahenjana
benzene	benzene
bequeath	bequeath
bequest	bequest
bereaved	nidonam-pahoriana
bereavement	havan-tiany
bereft	namoy
beret	beret
bergamot	bergamot
berlin	Berlin
berserk	berserk
berth	Nampatorinay
beryllium	béryllium
beseech	mangataka
beset	mahazo
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	mpinamana be
bestial	bestial
besties	besties
bestow	manome
bestseller	Best Seller
bet	Bet
beta	beta
betray	hamadika
betrayal	famadihana
betrayed	namadika
betrothed	voafofo ho vadin'olona
betterment	fanatsarana
betting	hilokana
betty	Betty
bevel	bevel
beverage	zava-pisotro
bevy	bevy
beware	mitandrema
bewilder	bewilder
bewildered	very hevitra
bewilderment	very hevitra
bias	fitongilanana
biased	mitongilana
bib	Bib
bible	Malagasy
biblical	ara-baiboly
bibliography	Bibliographie
bicarbonate	bicarbonate
bicentennial	faha-roanjato taona
biceps	sandrin'ny
bicker	bicker
bickering	Niteraka fifamaliana
bicolor	bicolor
bicycle	bisikileta
bid	dia asao
bidder	bidder
bidding	mpanolo-tsaina
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	lehibe
bigamy	mampirafy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	tery saina
bigotry	tsy fandeferana
bike	bisikileta
biker	biker
bikini	Bikini
bilateral	roa tonta
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	fiteny roa
bill	volavolan-dalàna
billboard	takelaka
billet	Billet
billiard	billiard
billiards	billiards
billing	billing
billion	lavitrisa
billionaire	miliaridera
billy	Billy
bimbo	bimbo
bimonthly	bimonthly
bin	Bin
binary	mimari-droa
bind	fehezinao
binder	boky voaravitra
bindery	fanakambanam-boky
binding	mampitambatra
bing	Bing
binge	sao
bingo	bingo
binocular	binocular
binoculars	masolavitra
binomial	binomial
bio	mombamomba
biochemical	biochemical
biochemist	Mpahay Simia
biochemistry	mpikaroka
biogenesis	biogenesis
biographer	biographer
biography	tantaram-piainany
biological	biolojika
biologist	mpikaroka
biology	Haiaina
bionic	bionic
biopsy	biopsy
biosphere	Biosphere
bipartite	bipartite
bipolar	bipolar
birch	Birch
bird	vorona
birdcage	birdcage
birdie	Birdie
birdman	birdman
birth	teraka
birthday	fitsingerenan'ny andro nahaterahana
birthing	Fiterahana
birthmark	birthmark
birthplace	toerana nahaterahan'i
birthright	fizokiana
bis	NO TRANSLATION
biscuit	biscuit
bisexual	bisexual
bishop	eveka
bison	ombidia
bisque	bisque
bistro	Bistro
bit	kely
bitch	Bitch
bitchy	bitchy
bite	manaikitra
biter	NO TRANSLATION
bitsy	bitsy
bitter	mangidy
bitterly	mafy
bitterness	mangidy
bittersweet	bittersweet
bitty	Bitty
bitumen	godorao
biweekly	biweekly
biz	biz
bizarre	hafahafa
blab	blab
blabbermouth	blabbermouth
black	mainty
black snake	kisoa mainty
blackberry	BlackBerry
blackbird	blackbird
blackboard	solaitrabe
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	fandrahonana
blackmailer	blackmailer
blackness	fahamaintisan'ny
blackout	fampanginana
blacksmith	mpanefy vy
bladder	tatavia
blade	lelan
blame	tsiny
blameless	tsy manan-tsiny
bland	Bland
blank	banga
blanket	bodofotsy
blare	blare
blase	NO TRANSLATION
blasphemous	fitenenan-dratsy
blasphemy	fitenenan-dratsy
blast	fipoahana
blaster	blaster
blastoff	blastoff
blatant	miharihary
blather	blather
blaze	nirehitra
blazer	blazer
blazing	midedadeda
bleach	eau de Javel
bleak	manjombona
bleed	mandeha ra
bleeder	bleeder
bleeding	mandeha ra
bleep	bleep
blemish	misy kilema
blemished	kilema
blend	mifangaro
blender	blender
blending	mampifangaro
bless	hitahy
blessed	sambatra
blessing	fitahiana
blessings	fitahiana
bleu	Bleu
blight	mampikorontana
blighted	mijaly
blimp	blimp
blind	jamba
blinded	nohajambain'ny
blindfold	fanapena-maso
blindfolded	nanampi-maso
blinding	manajamba
blindly	an-jambany
blindness	fahajambana
blink	akimpiko kely
blip	blip
bliss	fahasambarana
blissful	blissful
blister	blister
blistering	mandoro
blitz	Blitz
blizzard	blizzard
bloat	bloat
bloated	bloated
blob	blob
block	andian-tsoratra
blockade	sakana
blockage	fanivanana
blockbuster	ireny horonantsary malaza ireny
blockhead	blockhead
blog	bilaogy
bloke	bloke
blond	blond
blonde	blonde
blood	ra
bloodbath	rà mandriaka
bloodhound	bloodhound
bloodless	ra
bloodline	bloodline
bloodshed	ny fandatsahan-dra
bloodshot	mena be
bloodstream	ra
bloodthirsty	mpandatsa-drà
bloody	ra mandriaka
bloom	fotoana fivelaran'ny
bloomers	bloomers
blooming	mamelana
blossom	mamony
blot	tsiny
blotched	blotched
blotter	blotter
blouse	blouse
blow	mitsoka
blower	blower
blowfish	blowfish
blowing	nitsoka
blowjob	blowjob
blown	notsofina
blowout	mitsoka
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	manga
blue spruce	jiro manga
blueberry	myrtille
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	rafitra
blues	BLUES
bluff	Bluff
bluish	bluish
blunder	blunder
blunt	mivantambantam-piteny
blur	nanjavozavo ny zavatra nosoratany
blurred	Manjavozavo
blurry	Mason'ny
blurt	blurt
blush	mena
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	lambo
board	board
board game	board game
boarder	NO TRANSLATION
boarding	fiondranana
boardroom	boardroom
boards	zana-kazo
boardwalk	boardwalk
boast	reharehako
boastful	mpirehareha
boasting	fireharehana
boat	sambo
boathouse	boathouse
boating	Mitsangantsangana
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	Bode
bodega	bodega
bodice	bodice
bodily	ara-batana
body	vatana
bodyguard	mpiambina
bog	Bog
bogey	bogey
bogeyman	bogeyman
bogus	sandoka
bohemian	Bohemian
boil	vay
boiler	etona
boilerplate	boilerplate
boiling	mangotraka
boisterous	sahiran-tsaina
bold	sahy
boldness	fahasahiana
bollocks	bollocks
bolster	lohany
bolt	bolt
bolus	bolus
bomb	baomba
bombard	be dia be
bombardier	Bombardier
bombardment	daroka baomba
bombed	baomba
bomber	kamikazy
bombers	baomba
bombing	daroka baomba
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	fatorana
bondage	amin 'ny fanandevozana
bonding	firaiketam-po
bonds	fatorana
bondsman	bondsman
bone	taolana
bonehead	bonehead
boner	boner
bones	taolana
bonfire	bonfire
bong	Bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	Bonnet
bonny	Bonny
bonsai	bonsai
bonus	tombony
bony	taolana
boo	Boo
boob	boob
booby	karazana voron-dranomasina
booger	booger
boogeyman	boogeyman
boogie	Boogie
book	boky
bookcase	bookcase
bookie	bookie
booking	famandrihana
bookish	bookish
bookkeeper	bookkeeper
bookkeeping	tamin'ny fanaovana kaonty
booklet	boky kely
bookmaker	bookmaker
bookmark	tsoratadidy
books	boky
bookseller	mpivaro-boky
bookshop	bookshop
bookstore	fivarotam-boky
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	Boomerang
booming	midoboka be
boon	Boon
boooo	NO TRANSLATION
boost	tosika
booster	Booster
boot	Kiraro
booth	trano heva
bootleg	bootleg
bootlegger	bootlegger
boots	kiraro
booty	babo
booze	booze
bop	bop
bopper	bopper
border	sisintany
bordering	manamorona
borderline	Tsipiky ny sisintany
bore	niteraka
boreal	boreal
bored	leo
boredom	fahasorenana
borer	borer
boring	mankaleo
born	Teraka
boron	bore
borough	Borough
borrow	mindrana
borrower	misambotra
bosom	an-tratrany
boss	lehibeny
bossy	bossy
boston	Boston
botanical	Botanical
botanist	bôtanista
botany	Haizavamaniry
bother	manelingelina
bothering	mandrebireby
bottle	tavoahangy
bottleneck	bottleneck
bottling	ny manakombona ireny
bottom	ambany
bottomless	tsy hita noanoa
botulism	botulism
boulder	Boulder
bounce	Aza kivy
bouncer	Niambina
bouncy	bouncy
bound	nifatotra
boundary	sisin-tany
boundless	tsy manam-petra
bounds	fetra
bountiful	'i Soafeno
bounty	fiantranareo
bouquet	fehezam-boninkazo
bourbon	Bourbon
bourgeois	olona antonontonony amny'ny mpia
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	Boutique
bouttime	bouttime
bovine	bovine
bow	tsipìka
bowed	niankohoka
bowel	tsinay
bowels	kibony
bowl	vilia baolina
bowler	bowler
bowling	Bowling
bowls	vilia baolina
box	boaty
boxcar	vagao
boxer	mpanao ady totohondry
boxers	mpanao ady totohondry
boxing	ady totohondry
boy	zazalahy
boycott	fanaovana ankivy
boyfriend	ankizilahy
boyhood	fahazazako
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	Bra
brace	Hatanjaho hiatrika
bracelet	fehin-tanana
braces	vy fanitsiana tongotra
brachial	brachial
bracket	bracket
brackets	fononteny mahitsy
brackish	brackish
brad	Brad
brag	mirehareha
braid	randrana
brain	atidoha
brainless	atidoha
brains	atidoha
brainstorm	Medina
brainwash	brainwash
brainy	brainy
brake	notapahiny
bran	bran
branch	sampana
branching	maitso
brand	marika
brandy	brandy
brash	brash
brass	varahina
brass knuckle	varahina varahina
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	lefy
brave	be herim-po
bravery	herim-pony
brawl	brawl
brawn	brawn
brazen	varahina
breach	tsokosoko
bread	mofo
breadth	sakany
break	break
breakable	vaky
breakaway	misara-dàlana
breakdown	mitanondrika
breaker	mpandika
breakers	onja
breakfast	sakafo maraina
breaking and entering	manapaka sy miditra
breakingnews	breakingnews
breakneck	breakneck
breakthrough	fandrosoana
breakup	misaraka
breast	tratra
breath	fofonaina
breathe	miaina
breather	breather
breathless	breathless
breathtaking	mahatalanjona
breech	breech
breeches	kalisaona fohy
breed	mikotrika
breeder	mpiompy
breeding	piompiana
breeze	tsio-drivotra
breezy	breezy
brethren	rahalahy
breve	NO TRANSLATION
brevity	fohy
brew	labiera
brewery	labiera
brewing	labiera
briar	maratran'ny
bribe	kolikoly
bribery	kolikoly
brick	biriky
bridal	mpanotrona ny mpanambady
bride	ampakarina
bridegroom	mpampakatra
bridesmaid	Bridesmaid
bridge	tetezana
bridle	lamboridy
brief	fohy
briefcase	kitapo
briefing	Misahana ny
briefly	fohifohy
brig	brig
brigade	Brigade
bright	mamirapiratra
brighten	miramirana
brightens	brightens
brighter	mamirapiratra
brightness	famirapiratana
brilliance	famirapiratana
brilliant	mamirapiratra
brim	molony
brimming	brimming
brimstone	solifara
brine	brine
bring	mitondra
brink	amoron'ny
brisk	maika,
brisket	brisket
bristle	bristle
brittle	malemy
bro	Bro
broach	broach
broad	malalaka
broadcast	fampitana
broadcasting	Broadcasting
broaden	hanitatra
broadside	broadside
broadsword	broadsword
brocade	brocade
broccoli	broccoli
brochure	bokikely
broil	broil
broke	namaky
broken	tapaka
brokenheart	NO TRANSLATION
brokenhearted	torotoro fo
broker	broker
brokerage	brokerage
bromide	Brômira
bronco	bronco
bronze	varahina
brooch	brooch
brood	taranaky
brooding	brooding
brook	lohasahan-driaka
broom	kifafa
broomstick	broomstick
broth	ron-kena
brothel	brothel
brother	rahalahy
brotherhood	mpirahalahy
brotherly	rahalahy
brow	handriny
brown	Brown
brownstone	brownstone
browse	mijery
brrr	brrr
bruise	hanorotoro
bruising	fanorotoroana
brunch	odiambavafo
brunette	brunette
brunt	iharan'izany
brush	borosy
brutal	mahery vaika
brutality	herisetra
brute	tsy manan-tsaina
brutish	ketrina
bubble	fefy
bubbling	hiboiboika
bubbly	bubbly
bubonic	pesta
buck	Buck
buckaroo	buckaroo
bucket	siny
buckle	jaigrafy
buckled	matanja
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	kiboriny
buddha	Bouddha
buddhism	Bodisma
buddhist	Bodista
budding	budding
buddy	akama
budge	nihontsona
budget	teti-bola
buff	Buff
buffalo	Buffalo
buffer	buffer
buffering	buffering
buffet	Buffet
buffoon	buffoon
bug	bibikely
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	voatiry
bugle	Bugle
bugler	bugler
build	manao
builder	mpanorina
building	trano
buildings	trano
buildup	manangana
bulb	jiro
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	ampahany
bulkhead	bulkhead
bulky	mibahan-toerana
bull	omby
bulldog	bulldog
bulldozer	bilidaozera
bullet	bala
bulletin	Bulletin
bulletproof	bala
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	omby
bullpen	bullpen
bullshit	hadalana
bully	mpihetraketraka
bulwark	fiarovana
bum	Bum
bumblebee	tantely
bummed	bummed
bummer	Bummer
bump	midona amin-
bumper	mitombo
bumpy	tsara loatra iny
bun	NO TRANSLATION
bunch	bunch
bundle	voafatotry
bungalow	Bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	fandriana
bunker	efitra ambanin'ny tany
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	hanohana
buoyancy	buoyancy
buoyant	feno fifaliana
bur	bur
burden	enta-mavesatra
burdened	ny mavesatra
burdensome	enta-mavesatra
bureau	bureau
bureaucracy	birao
bureaucrat	birao
bureaucratic	fitantànana ara-
burger	Burger
burglar	mpangalatra
burglary	burglary
burial	fandevenana
buried	nalevina
burke	Burke
burlap	burlap
burlesque	burlesque
burly	Nandray
burn	handoro
burned	may
burner	burner
burning	fandoroana
burnished	manganohano
burnout	trotraka
burnt	fanatitra
burp	burp
burr	Burr
burrito	burrito
burro	NO TRANSLATION
burrow	lavaka
bursary	bursary
burst	vaky
bury	nandevina
bus	fiara fitateram-bahoaka
busboy	busboy
bush	voaroy
bushel	vata famarana
bushy	voloina
business	raharaham-barotra
business man	NO TRANSLATION
businessman	mpandraharaha
businesswoman	mpandraharaha
busload	busload
buss	Buss
bust	bust
busted	busted
buster	Buster
bustle	feno olona misomebiseby
bustling	be olona na be
busy	be asa
busybody	mpitsabaka
butane	butane
butcher	mpivaro-kena
butler	mpitondra kapoaka
butt	Butt
butter	dibera
buttercup	buttercup
butterfly	lolo
buttermilk	buttermilk
butterscotch	butterscotch
buttery	buttery
buttock	buttock
buttocks	fitombenako
button	bokotra
buttress	buttress
buxom	buxom
buy	mividy
buyer	mpividy
buying	mividy
buzz	Buzz
buzzard	ankoay
buzzed	buzzed
buzzer	buzzer
buzzing	naresaka
bye	veloma
bygone	fahiny,
bylaw	didim-pitondrana
byline	byline
bypass	Bypass
bystander	Sendra teo
byte	byte
byzantine	Byzance
cab	fiara karetsaka
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	laisoa
cabbie	cabbie
cabernet	Cabernet
cabin	efitra
cabinet	kabinetra
cable	tariby
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	Raketa
cad	CAD
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	Cadet
cafe	Cafe
cafeteria	samy maka izay tiany
caffeine	kafeinina
cage	tranom-borona
cagey	cagey
cahoots	cahoots
