Word	ca
befuddled	embruixat
beg	pregueu
beggar	captaire
begging	mendicitat
begin	començar
beginner	principiant
beginning	inici
beginnings	inicis
begrudge	begrudge
begun	començat
behappy	NO TRANSLATION
behave	es comporten
behavior	comportament
behavioral	comportament
behemoth	behemoth
behest	demanar
behold	heus aquí
beholden	observat
beholder	observador
beige	beix
belated	tardà
belay	Belay
belch	Belch
belief	creença
believable	creïble
believe	creureu
believed	cregut
believer	creient
believing	creient
belittle	menyspreu
belittled	menystingut
bell	timbre
bellboy	bellboy
bellhop	botxí
belligerent	bel·ligerant
bellman	timbre
bellow	avall
bellows	fuelle
belly	ventre
bellybutton	melic
bellyful	bellyful
belong	pertanyen
belongings	pertinences
beloved	estimat
belt	cinturó
beluga	Beluga
bemused	bemused
bench	banc
bend	doblegar
bender	bender
bending	flexió
beneath	sota
benedictory	benedictòries
benefactor	benefactor
beneficial	beneficiós
beneficiary	beneficiari
benefit	benefici
benevolence	benevolència
benevolent	benevolent
benign	benigne
bent	inclinat
benzene	benceno
bequeath	bequeat
bequest	llegat
bereaved	afligit
bereavement	dol
bereft	abandonat
beret	boina
bergamot	bergamota
berlin	berlin
berserk	boig
berth	llitera
beryllium	Beril·li
beseech	preguem
beset	assetjat
bestdayever	millor dia
bestfeeling	millor sentiment
bestfriends	millors amics
bestial	bestial
besties	besties
bestow	concedir
bestseller	bestseller
bet	aposta
beta	beta
betray	trair
betrayal	traïció
betrayed	traït
betrothed	compromès
betterment	millorament
betting	apostant
betty	Betty
bevel	bisell
beverage	beguda
bevy	bevy
beware	beware
bewilder	desconcertant
bewildered	desconcertat
bewilderment	desconcert
bias	parcialitat
biased	tendenciat
bib	batedor
bible	bíblia
biblical	bíblica
bibliography	bibliografia
bicarbonate	bicarbonat
bicentennial	bicentenari
biceps	bíceps
bicker	bicker
bickering	discutint
bicolor	bicolor
bicycle	bicicleta
bid	licitació
bidder	licitador
bidding	licitació
bide	NO TRANSLATION
biennial	biennal
bier	NO TRANSLATION
bifurcation	bifurcació
big	gran
bigamy	Bigamia
bigday	gran dia
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	cofrescos
bigmouth	boca gran
bigot	bigot
bigoted	granat
bigotry	fanatisme
bike	bicicleta
biker	ciclista
bikini	bikini
bilateral	bilateral
bilayer	bicapa
bile	bilis
bilge	sentge
bilingual	bilingüe
bill	factura
billboard	cartellera
billet	billet
billiard	billar
billiards	billar
billing	facturació
billion	mil milions
billionaire	multimilionari
billy	billy
bimbo	bimbo
bimonthly	bimensual
bin	paperera
binary	binari
bind	enllaçar
binder	aglutinant
bindery	bindery
binding	enquadernació
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	binomial
bio	bio
biochemical	bioquímic
biochemist	bioquímic
biochemistry	bioquímica
biogenesis	biogènesi
biographer	biògraf
biography	biografia
biological	biològic
biologist	biòleg
biology	biologia
bionic	bionic
biopsy	biòpsia
biosphere	biosfera
bipartite	bipartita
bipolar	bipolar
birch	bedoll
bird	au
birdcage	Pajarera
birdie	ocellet
birdman	home aus
birth	naixement
birthday	aniversari
birthing	naixement
birthmark	marca de naixement
birthplace	lloc de naixement
birthright	dret de naixement
bis	NO TRANSLATION
biscuit	galeta
bisexual	bisexual
bishop	bisbe
bison	Bisonte
bisque	bisque
bistro	bistro
bit	poc
bitch	puta
bitchy	genial
bite	mossegar
biter	NO TRANSLATION
bitsy	bitsy
bitter	amarg
bitterly	amargament
bitterness	amargor
bittersweet	agredolç
bitty	bitty
bitumen	betum
biweekly	cada dues setmanes
biz	biz
bizarre	estrany
blab	blab
blabbermouth	blabbermouth
black	negre
black snake	serp negre
blackberry	mora
blackbird	merla
blackboard	pissarra
blacken	negre
blackface	franja negra
blackjack	blackjack
blacklist	Llista negra
blackmail	xantatge
blackmailer	blackmailer
blackness	negritud
blackout	apagada
blacksmith	ferrer
bladder	bufeta
blade	fulla
blame	culpa
blameless	sense culpa
bland	suau
blank	en blanc
blanket	manta
blare	blare
blase	NO TRANSLATION
blasphemous	blasfem
blasphemy	blasfèmia
blast	explosió
blaster	Blaster
blastoff	enlairar
blatant	flagrant
blather	blather
blaze	flames
blazer	blazer
blazing	ardent
bleach	lleixiu
bleak	desolador
bleed	sagnar
bleeder	purga
bleeding	sagnat
bleep	bleep
blemish	taques
blemished	impecable
blend	barreja
blender	licuadora
blending	barreja
bless	beneeixi
blessed	beneït
blessing	benedicció
blessings	benediccions
bleu	bleu
blight	taca
blighted	esclatat
blimp	blimp
blind	cec
blinded	encegat
blindfold	amb els ulls embenats
blindfolded	amb els ulls embenats
blinding	cegamiento
blindly	cegament
blindness	ceguesa
blink	parpellejar
blip	blip
bliss	felicitat
blissful	feliç
blister	ampolla
blistering	ampolla
blitz	Blitz
blizzard	vent de neu
bloat	inflat
bloated	inflat
blob	blob
block	bloc
blockade	bloqueig
blockage	bloqueig
blockbuster	superproducció
blockhead	bloqueig
blog	bloc
bloke	bloquejar
blond	ros
blonde	Ros
blood	sang
bloodbath	bany de sang
bloodhound	semental
bloodless	sense sang
bloodline	línia de sang
bloodshed	vessament de sang
bloodshot	sang de sang
bloodstream	corrent sanguini
bloodthirsty	sanguinari
bloody	sagnant
bloom	florir
bloomers	Bloomers
blooming	floreixen
blossom	florir
blot	manchar
blotched	embotit
blotter	Blotter
blouse	brusa
blow	cop
blower	bufador
blowfish	peix blau
blowing	bufant
blowjob	mamada
blown	bufat
blowout	apagada
blowtorch	bufador
blubber	greix
bluddy	confús
blue	blau
blue spruce	avet blau
blueberry	aranja
bluebird	bluebird
bluegrass	bluegrass
bluejay	Gaig blau
blueprint	projecte
blues	blues
bluff	bluff
bluish	azulado
blunder	error
blunt	Despuntar
blur	borrós
blurred	borrosa
blurry	borrós
blurt	blurt
blush	sonrojar
blushing	rubor
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	senglar
board	pissarra
board game	joc de taula
boarder	NO TRANSLATION
boarding	abordatge
boardroom	sala de juntes
boards	taulers
boardwalk	passeig marítim
boast	presumir
boastful	boastful
boasting	presumint
boat	vaixell
boathouse	boathouse
boating	canotaje
boatload	barcassa
boatman	barquero
bobbin	bobina
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	celler
bodice	corpiño
bodily	físicament
body	cos
bodyguard	guardaespatlles
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	fals
bohemian	Bohèmia
boil	bullir
boiler	caldera
boilerplate	boilerplate
boiling	bullint
boisterous	boig
bold	en negreta
boldness	audàcia
bollocks	bollocks
bolster	reforçar
bolt	perno
bolus	bolus
bomb	bomba
bombard	bombard
bombardier	bombarder
bombardment	bombardeig
bombed	bombardejat
bomber	bombarder
bombers	bombarders
bombing	bombardeig
bombshell	bombeshell
bonanza	Bonança
bonbon	NO TRANSLATION
bond	llaç
bondage	esclavitud
bonding	enllaç
bonds	bons
bondsman	bondsman
bone	os
bonehead	cap d'os
boner	boner
bones	ossos
bonfire	foguera
bong	bong
bonkers	bufadors
bonne	NO TRANSLATION
bonnet	capó
bonny	bonny
bonsai	bonsai
bonus	bonificació
bony	òssia
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	Boogie
book	llibre
bookcase	llibreria
bookie	bookie
booking	reserva
bookish	llibertat
bookkeeper	comptador
bookkeeping	comptabilitat
booklet	fulletó
bookmaker	casa d'apostes
bookmark	marcador
books	llibres
bookseller	llibreria
bookshop	llibreria
bookstore	llibreria
bookworm	cuc de reserves
boom	boom
boomer	boom
boomerang	boomerang
booming	en auge
boon	boon
boooo	NO TRANSLATION
boost	estímul
booster	amplificador
boot	arrencada
booth	cabina
bootleg	bootleg
bootlegger	bootlegger
boots	botes
booty	botí
booze	beure
bop	bop
bopper	bopper
border	frontera
bordering	limítrof
borderline	límit
bore	avorrir
boreal	boreal
bored	avorrit
boredom	avorriment
borer	perforador
boring	avorrit
born	nascut
boron	bor
borough	barri
borrow	demanar prestat
borrower	prestatari
bosom	pit
boss	cap
bossy	capellà
boston	boston
botanical	botànic
botanist	botànic
botany	botànica
bother	molesteu
bothering	molestant
bottle	ampolla
bottleneck	coll d'ampolla
bottling	embotellat
bottom	fons
bottomless	sense fons
botulism	botulisme
boulder	roca
bounce	rebot
bouncer	bouncer
bouncy	inflable
bound	lligat
boundary	límit
boundless	sense límits
bounds	límits
bountiful	abundant
bounty	generositat
bouquet	ram
bourbon	bourbon
bourgeois	burgès
bourgeoisie	burgesia
bourse	bourse
bout	combat
boutique	boutique
bouttime	NO TRANSLATION
bovine	boví
bow	arc
bowed	es va inclinar
bowel	intestí
bowels	intestins
bowl	bol
bowler	bolquer
bowling	bitlles
bowls	bols
box	Caixa
boxcar	boxcar
boxer	boxejador
boxers	boxejadors
boxing	boxa
boy	noi
boycott	boicot
boyfriend	nuvi
boyhood	infància
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	sostenidor
brace	brace
bracelet	polsera
braces	tirants
brachial	braquial
bracket	suport
brackets	claudàtors
brackish	salobre
brad	Brad
brag	presumir
braid	trena
brain	cervell
brainless	sense brain
brains	cervells
brainstorm	pluja d'idees
brainwash	rentat del cervell
brainy	intel·ligent
brake	fre
bran	salvat
branch	branca
branching	ramificació
brand	marca
brandy	aguardiente
brash	boig
brass	llautó
brass knuckle	mocador de llautó
brassiere	sujetador
brat	Brat
bratwurst	bratwurst
bravado	bravat
brave	valent
bravery	valentia
brawl	baralla
brawn	brawn
brazen	descarat
breach	incompliment
bread	pa
breadth	amplada
break	trencar
breakable	trencable
breakaway	ruptura
breakdown	desglossament
breaker	interruptor
breakers	interruptors
breakfast	esmorzar
breaking and entering	trencar i entrar
breakingnews	notícies d'última hora
breakneck	pont vertebrador
breakthrough	avenç
breakup	trencar
breast	pit
breath	alè
breathe	respira
breather	respirar
breathless	sense alè
breathtaking	impressionant
breech	breech
breeches	calces
breed	raça
breeder	criador
breeding	cria
breeze	brisa
breezy	ventós
brethren	germans
breve	NO TRANSLATION
brevity	brevetat
brew	cervesa
brewery	fàbrica de cervesa
brewing	elaboració de la cervesa
briar	briar
bribe	suborn
bribery	suborn
brick	maó
bridal	nupcial
bride	núvia
bridegroom	nuvi
bridesmaid	dama d'honor
bridge	pont
bridle	brida
brief	breu
briefcase	maletí
briefing	sessió d'informació
briefly	breument
brig	bergantín
brigade	brigada
bright	brillant
brighten	alegre
brightens	aclareix
brighter	més brillant
brightness	brillantor
brilliance	brillantor
brilliant	genial
brim	brim
brimming	ombrívol
brimstone	sofre
brine	salmorra
bring	portar
brink	brink
brisk	ràpid
brisket	pitó
bristle	truges
brittle	trencadissa
bro	bro
broach	abordar
broad	ampli
broadcast	emissió
broadcasting	emissió
broaden	ampliar
broadside	broadside
broadsword	corbata
brocade	brocat
broccoli	bròquil
brochure	fulletó
broil	broil
broke	es va trencar
broken	trencat
brokenheart	NO TRANSLATION
brokenhearted	amb el cor trencat
broker	corredor
brokerage	corretatge
bromide	bromur
bronco	Bronco
bronze	bronze
brooch	fermall
brood	ramaderia
brooding	crueltat
brook	rierol
broom	escombra
broomstick	escoba
broth	brou
brothel	prostíbul
brother	germà
brotherhood	confraria
brotherly	fraternal
brow	front
brown	marró
brownstone	pedra marró
browse	navegar
brrr	brrr
bruise	Moretones
bruising	moretones
brunch	brunch
brunette	morena
brunt	pitjor
brush	raspall
brutal	brutal
brutality	brutalitat
brute	brute
brutish	brutal
bubble	bombolla
bubbling	bombolleig
bubbly	bombolles
bubonic	bubònica
buck	Buck
buckaroo	buckaroo
bucket	cubeta
buckle	sivella
buckled	sivella
bucko	bucko
buckshot	valentia
buckwheat	blat sarraí
bud	brot
buddha	Buda
buddhism	budisme
buddhist	budista
budding	brotació
buddy	amic
budge	llançar
budget	pressupost
buff	buff
buffalo	búfal
buffer	buffer
buffering	buffering
buffet	bufet
buffoon	bufó
bug	error
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	corneta
bugler	bugler
build	construir
builder	constructor
building	edifici
buildings	edificis
buildup	construir
bulb	bombeta
bulbous	bulbós
bulge	protuberància
bulimic	bulimic
bulk	a granel
bulkhead	mampara
bulky	voluminós
bull	toro
bulldog	bulldog
bulldozer	bulldozer
bullet	bullet
bulletin	butlletí
bulletproof	a prova de bales
bullfighter	torero
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	lingots
bullock	bou
bullpen	bullpen
bullshit	bullshit
bully	intimidació
bulwark	baluard
bum	bum
bumblebee	abellot
bummed	aborigen
bummer	bummer
bump	bony
bumper	parachoques
bumpy	accidentat
bun	NO TRANSLATION
bunch	grup
bundle	paquet
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	felicitat
bunk	llitera
bunker	búnquer
bunkhouse	bunkhouse
bunny	conill
bunt	bunt
buoy	boia
buoyancy	flotabilitat
buoyant	boïdal
bur	Bur
burden	càrrega
burdened	carregat
burdensome	incrèdul
bureau	gabinet
bureaucracy	burocràcia
bureaucrat	buròcrata
bureaucratic	burocràtic
burger	hamburguesa
burglar	lladre
burglary	robatori
burial	enterrament
buried	enterrat
burke	burke
burlap	arpillera
burlesque	burlesco
burly	burly
burn	cremar
burned	cremat
burner	cremador
burning	crema
burnished	brunyit
burnout	ardor
burnt	cremat
burp	burp
burr	burr
burrito	Burrito
burro	NO TRANSLATION
burrow	burrow
bursary	butlletí
burst	explosió
bury	enterrar
bus	autobús
busboy	NO TRANSLATION
bush	arbust
bushel	Bushel
bushy	arbust
business	negocis
business man	NO TRANSLATION
businessman	home de negocis
businesswoman	NO TRANSLATION
busload	busload
buss	buss
bust	bust
busted	busted
buster	Buster
bustle	enrenou
bustling	bulliciós
busy	ocupada
busybody	ocupat
butane	butà
butcher	carnisser
butler	majordom
butt	culata
butter	mantega
buttercup	garrapata
butterfly	papallona
buttermilk	mantega de llet
butterscotch	manteca de mantequilla
buttery	mantega
buttock	natges
buttocks	natges
button	botó
buttress	contrafort
buxom	buxom
buy	comprar
buyer	comprador
buying	comprant
buzz	brunzit
buzzard	avorrida
buzzed	buzzed
buzzer	timbre
buzzing	zumbido
bye	adéu
bygone	passat
bylaw	reglament
byline	byline
bypass	bypass
bystander	espectador
byte	byte
byzantine	bizantí
cab	cabina
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	col
cabbie	cabbie
cabernet	Cabernet
cabin	cabina
cabinet	gabinet
cable	cable
caboodle	Caboodle
caboose	caboose
cabriolet	cabriolet
cache	memòria cau
cacophony	cacofonia
cactus	cactus
cad	Cad
cadaver	Cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadència
cadet	Cadet
cafe	cafè
cafeteria	cafeteria
caffeine	cafeïna
cage	gàbia
cagey	Cagey
cahoots	Cahoots
cairn	cairn
cake	pastís
cakewalk	cakewalk
calamari	calamars
calamitous	calamitoso
calamity	calamitat
calcareous	calcària
calcium	calci
calculate	calcular
calculated	calculat
calculating	calcular
calculation	càlcul
calculator	calculadora
calculus	càlcul
calendar	calendari
calender	NO TRANSLATION
calf	becerro
caliber	calibre
calibrate	calibrar
calico	Calic
calipers	pinces
calisthenics	Calistenia
call	anomenada
callback	devolució de trucada
caller	persona que truca
calligraphy	cal·ligrafia
calling	trucant
callous	callós
calls	trucades
calm	calma
calming	calmant
calmness	calma
caloric	calòric
calorie	calories
calorimeter	calorímetre
cam	càmera
camaraderie	company de camarades
camber	camber
camcorder	càmera de vídeo
camel	camell
cameo	cameo
camera	càmera
cameraman	càmera
camisole	camisola
camouflage	camuflatge
camouflaged	NO TRANSLATION
camp	campament
campaign	campanya
campaigner	activista
campaigning	campanyes
camper	camper
campfire	fogata
camping	campament
campsite	càmping
campus	campus
can	llauna
can opener	obrellaunes
canal	canal
canary	canari
cancel	cancel · lar
canceling	cancel·lació
cancellation	cancel·lació
cancer	càncer
candid	sincer
candidacy	candidatura
candidate	candidat
candied	confitat
candle	vela
candlelight	llum de les espelmes
candles	espelmes
candlestick	candelero
candor	candor
candy	caramel
cane	canya
canine	caní
canister	canister
canker	canker
cannabis	cànnabis
canned	enllaunat
cannibal	caníbal
cannibalism	canibalisme
canning	conserves
cannon	canó
cannonball	bala de canó
canoe	canoa
canon	cànon
canonical	canònic
canons	canons
canopy	dosser
cantaloupe	meló
cantbreathe	NO TRANSLATION
canteen	menjador escolar
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	Cantó
cantstandit	cantstandit
cantwin	Cantwin
canvas	tela
canvass	NO TRANSLATION
canyon	canó
cap	cap
capability	capacitat
capable	capaç
capacity	capacitat
cape	cape
caper	caper
capillary	capil·lar
capital	capital
capitalism	capitalisme
capitalist	capitalista
capitalize	capitalitzar
capitals	capitals
capitation	Capitación
capitol	capitol
capitulation	capitulació
cappuccino	Caputxino
caprice	caprici
capricious	capritxós
caps	gorres
capslock	Majúscules activades
capsule	càpsula
captain	capità
caption	títol
captivate	cautivar
captivating	cautivant
captive	captiva
captivity	captivitat
captor	captor
capture	captura
car	cotxe
