Word	ht
begin	kòmanse
beginner	debutan
beginning	kòmanse
beginnings	kòmanse
begrudge	kontan
begun	kòmanse
behappy	NO TRANSLATION
behave	konpòte yo
behavior	konpòtman
behavioral	konpòtman
behemoth	behemoth
behest	verifye
behold	gade
beholden	te kenbe
beholder	chofè
beige	beige
belated	chaje
belay	belay
belch	belch
belief	kwayans
believable	kredib
believe	kwè
believed	kwè
believer	kwayan
believing	kwè
belittle	bite
belittled	belittled
bell	klòch
bellboy	bellboy
bellhop	bellhop
belligerent	belligerent
bellman	bellman
bellow	klòch
bellows	bellows
belly	vant
bellybutton	bellybutton
bellyful	vant
belong	fè pati
belongings	bagay yo
beloved	renmen anpil
belt	senti
beluga	beluga
bemused	tris
bench	ban
bend	pliye
bender	Bender
bending	koube
beneath	anba
benedictory	benediktè
benefactor	benefisye
beneficial	benefisye
beneficiary	benefisyè
benefit	benefisye
benevolence	benevolans
benevolent	benediksyon
benign	beni
bent	bese
benzene	benzèn
bequeath	lè
bequest	konvèti
bereaved	pèdi
bereavement	tris
bereft	rejte
beret	bè
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	beseech
beset	okipe
bestdayever	Bestdayever
bestfeeling	Bestfeeling
bestfriends	Bon zanmi
bestial	pi bon
besties	bè
bestow	achte
bestseller	bèstzele
bet	parye
beta	beta
betray	trayi
betrayal	trayizon
betrayed	trayi
betrothed	fiyanse
betterment	amelyorasyon
betting	parayj
betty	Betty
bevel	bizote
beverage	bwason
bevy	konprandr
beware	pran prekosyon
bewilder	konplo
bewildered	dezoryante
bewilderment	konfizyon
bias	patipri
biased	dezas
bib	bib
bible	Bib la
biblical	biblik
bibliography	bibliyografi
bicarbonate	bikabonat
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	britalite
bicolor	bicolor
bicycle	bisiklèt
bid	òf
bidder	machandè
bidding	òf
bide	NO TRANSLATION
biennial	Biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	gwo
bigamy	bigamy
bigday	gwo jou
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	Grandi
bigotry	prejije
bike	bisiklèt
biker	motar
bikini	bikini
bilateral	bilateral
bilayer	bilayer
bile	kòlè
bilge	Bilgari
bilingual	bileng
bill	bòdwo
billboard	afichaj
billet	bale
billiard	biyar
billiards	bilyar
billing	bòdwo
billion	milya dola
billionaire	bilyonè
billy	Billy
bimbo	bimbo
bimonthly	bimè
bin	bin
binary	binè
bind	mare
binder	lyan
bindery	bindery
binding	obligatwa
bing	bing
binge	banjèd
bingo	bengo
binocular	binokilè
binoculars	longvi
binomial	binomial
bio	bio
biochemical	byochimik
biochemist	byochimist
biochemistry	byochimik
biogenesis	byoenèz
biographer	byograf
biography	biyografi
biological	byolojik
biologist	byolojis
biology	byoloji
bionic	byonik
biopsy	byopsi
biosphere	byosfèr
bipartite	bipartite
bipolar	bipolè
birch	Birch
bird	zwazo
birdcage	vèt
birdie	birdie
birdman	birdman
birth	nesans
birthday	anivèsè nesans
birthing	nesans
birthmark	nesans
birthplace	Kote li fèt
birthright	dwa kòm premye pitit
bis	NO TRANSLATION
biscuit	biskit
bisexual	bisexual
bishop	evèk
bison	bizon
bisque	pike
bistro	bistro
bit	ti jan
bitch	bitch
bitchy	bitchy
bite	mòde
biter	NO TRANSLATION
bitsy	bitsy
bitter	anmè
bitterly	anmè kou fièl
bitterness	anmè
bittersweet	amèr
bitty	Bitty
bitumen	bitumen
biweekly	danjere
biz	biz
bizarre	ra
blab	blab
blabbermouth	blabbermouth
black	nwa
black snake	nwa koulèv
blackberry	blackberry
blackbird	blackbird
blackboard	tablo
blacken	nwa
blackface	blackface
blackjack	blakjak
blacklist	lis nwa
blackmail	chantaj
blackmailer	blackmailer
blackness	nwa
blackout	blakawout
blacksmith	forj
bladder	nan blad pipi
blade	lam
blame	blame
blameless	san repwòch
bland	mare
blank	vid
blanket	dra
blare	blare
blase	NO TRANSLATION
blasphemous	blasfèm
blasphemy	blasfèm
blast	eksplozyon
blaster	boutfeu
blastoff	blastoff
blatant	flagran
blather	benyen
blaze	flanm dife
blazer	blazer
blazing	flanm dife
bleach	klowòks
bleak	fèb
bleed	senyen
bleeder	bleeder
bleeding	senyen
bleep	kònen
blemish	bèbè
blemished	blemished
blend	melanj
blender	blendè
blending	melanje
bless	beni
blessed	beni
blessing	benediksyon
blessings	benediksyon
bleu	bleu
blight	cheche
blighted	cheche
blimp	blimp
blind	avèg
blinded	bouche
blindfold	blindfold
blindfolded	blindfolded
blinding	avegleman
blindly	je fèmen
blindness	avèg
blink	bat
blip	blip
bliss	bonè
blissful	benediksyon
blister	ti anpoul
blistering	blistering
blitz	Blitz
blizzard	Blizzard
bloat	bloat
bloated	boure
blob	pate
block	blòk
blockade	blokaj
blockage	blokaj
blockbuster	sukse
blockhead	blokaj
blog	blog
bloke	bloke
blond	blond
blonde	blond
blood	san
bloodbath	san
bloodhound	san an
bloodless	san
bloodline	san liy
bloodshed	san koule
bloodshot	san
bloodstream	san
bloodthirsty	asasen
bloody	san
bloom	fleri
bloomers	bloomers
blooming	éklèrè
blossom	flè
blot	efase
blotched	blotched
blotter	blotter
blouse	kòsaj
blow	kònen
blower	vantilatè
blowfish	blowfish
blowing	mouche
blowjob	pip
blown	kònen
blowout	épouvantabl
blowtorch	kònen klewon
blubber	blubber
bluddy	bluddy
blue	ble
blue spruce	ble Spruce
blueberry	blouberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	Bluejay
blueprint	plan
blues	blues
bluff	blòf
bluish	blouye
blunder	bèbè
blunt	bèbè
blur	flou
blurred	twoub
blurry	twoub
blurt	blese
blush	ront
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	kochon
board	tablo
board game	tablo jwèt
boarder	NO TRANSLATION
boarding	monte
boardroom	boardroom
boards	ankadreman
boardwalk	tablo
boast	fè grandizè
boastful	prese
boasting	fè grandizè
boat	bato
boathouse	boathouse
boating	bato
boatload	bato
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobi
bode	anbete
bodega	bodega
bodice	fimye
bodily	kò
body	kò
bodyguard	gad kò
bog	mare
bogey	bogey
bogeyman	Bogeyman
bogus	fos
bohemian	ensèk nuizib
boil	bouyi
boiler	chofaj
boilerplate	chodyè
boiling	bouyi
boisterous	fò
bold	fonse
boldness	konviksyon
bollocks	bollocks
bolster	ranfòse
bolt	boulon
bolus	bolus
bomb	bonm
bombard	bonbard
bombardier	bombardier
bombardment	bonbadman
bombed	bonbade
bomber	commando
bombers	bonm
bombing	bonbadman
bombshell	bonm
bonanza	bonanza
bonbon	NO TRANSLATION
bond	kosyon
bondage	esklavaj
bonding	lyezon
bonds	obligasyon
bondsman	bondsman
bone	zo
bonehead	bonehead
boner	bonè
bones	zo
bonfire	feu
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonnèt
bonny	bonny
bonsai	bonsai
bonus	bonis
bony	cheve
boo	boo
boob	boob
booby	baskile
booger	booger
boogeyman	boogeyman
boogie	boogie
book	Liv
bookcase	etajè
bookie	liv
booking	anrjistreman
bookish	bookish
bookkeeper	kontab
bookkeeping	kontabl
booklet	ti liv
bookmaker	boukmèyker
bookmark	makè
books	liv
bookseller	livè
bookshop	bookshop
bookstore	libreri
bookworm	livworm
boom	boom
boomer	boume
boomerang	boomerang
booming	en
boon	Boon
boooo	NO TRANSLATION
boost	ranfòse
booster	rapèl
boot	bòt
booth	izolwa
bootleg	bootleg
bootlegger	bootlegger
boots	bòt
booty	priz
booze	bibwon
bop	bop
bopper	bopper
border	fwontyè
bordering	fontyè
borderline	Borderline
bore	fè
boreal	boreal
bored	anniye
boredom	annwi
borer	bore
boring	raz
born	fèt
boron	bor
borough	minisipalite
borrow	prete
borrower	prete lajan
bosom	bosom
boss	bòs nan travay la
bossy	bossy
boston	boston
botanical	botanik
botanist	botanist
botany	Botanik
bother	anmède
bothering	tris
bottle	boutèy
bottleneck	enèji
bottling	boutèy
bottom	anba
bottomless	fon
botulism	botulism
boulder	Boulder
bounce	rebondisman
bouncer	bouncer
bouncy	bouncy
bound	mare
boundary	fwontyè
boundless	san limit
bounds	limit
bountiful	bon
bounty	Bounty
bouquet	Bouquet
bourbon	bourbon
bourgeois	boujwa
bourgeoisie	boujwa
bourse	bourse
bout	bout
boutique	boutik
bouttime	bout tan
bovine	bèf
bow	banza
bowed	bese
bowel	entesten
bowels	zantray
bowl	bòl
bowler	Bowler
bowling	Bowling
bowls	bòl
box	bwat
boxcar	boxcar
boxer	bokseur
boxers	bokseur
boxing	boksè
boy	ti gason
boycott	bòykòt
boyfriend	mennaj
boyhood	anfans
boyish	jivenil
boysenberry	boysenberry
bozo	bozo
bra	soutyen
brace	atèl
bracelet	braslè
braces	aparèy òtopedik
brachial	brachial
bracket	bracket
brackets	parantèz
brackish	brackish
brad	brad
brag	fè djòlè
braid	galon
brain	sèvo
brainless	brainless
brains	sèvo
brainstorm	brase tanpèt
brainwash	sèvo
brainy	brainy
brake	fren
bran	bran
branch	branch
branching	branch
brand	mak
brandy	Brandy
brash	bras
brass	kwiv
brass knuckle	an kwiv
brassiere	brassiere
brat	brat
bratwurst	bratweur
bravado	bravado
brave	brav
bravery	kouraj
brawl	tapaj
brawn	brawn
brazen	brase
breach	vyolasyon
bread	pen
breadth	lajè
break	kraze
breakable	kraze
breakaway	kraze
breakdown	kraze
breaker	brekè
breakers	kasè yo
breakfast	manje maten
breaking and entering	kase ak antre
breakingnews	Denye nouvel
breakneck	Breakneck
breakthrough	zouti
breakup	separe
breast	tete
breath	souf
breathe	respire
breather	rale
breathless	san souf
breathtaking	mayifik
breech	kale
breeches	kale
breed	kwaze
breeder	reproduksion
breeding	elvaj
breeze	briz
breezy	brizi
brethren	frè m yo
breve	NO TRANSLATION
brevity	konsantman
brew	melanje
brewery	brasri
brewing	bwason
briar	briar
bribe	kòronp
bribery	koripsyon
brick	brik
bridal	Bridal
bride	lamarye
bridegroom	marye
bridesmaid	oneur
bridge	pon
bridle	bridle
brief	kout
briefcase	valiz
briefing	brèf
briefly	yon ti tan
brig	brig
brigade	brigad
bright	klere
brighten	eklere
brightens	klere
brighter	briyan
brightness	klète
brilliance	klere
brilliant	briyan
brim	bri
brimming	briyan
brimstone	souf
brine	sèl
bring	pote
brink	bord
brisk	vitès
brisket	briskèt
bristle	bros
brittle	frajil
bro	bro
broach	bri
broad	laj
broadcast	emisyon
broadcasting	difize
broaden	elaji
broadside	gran wout
broadsword	broadsword
brocade	brocade
broccoli	bwokoli
brochure	bwochi
broil	bril
broke	kase
broken	kase
brokenheart	NO TRANSLATION
brokenhearted	tranche
broker	koutye
brokerage	Brokerage
bromide	bromide
bronco	bronco
bronze	kwiv
brooch	broch
brood	ti gason
brooding	brooding
brook	ravin
broom	bale
broomstick	broomstick
broth	bouyon
brothel	bordel
brother	frè
brotherhood	Fratènite
brotherly	frè
brow	tèt
brown	mawon
brownstone	brownstone
browse	browse
brrr	brrr
bruise	kraze
bruising	ematom
brunch	kolasyon
brunette	femèl
brunt	brunt
brush	bwòs
brutal	brital
brutality	britalite
brute	brital
brutish	brutish
bubble	jarèt
bubbling	ebulisyon
bubbly	petiyan
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	bokit
buckle	boukl
buckled	vwale
bucko	bucko
buckshot	buckshot
buckwheat	Buckwheat
bud	boujon
buddha	Bouddha
buddhism	Boudis
buddhist	Boudis
budding	boujònman
buddy	zanmi
budge	bouje
budget	bidjè
buff	buff
buffalo	Buffalo
buffer	tanpon
buffering	tanpon
buffet	dégéné
buffoon	buffoon
bug	ensèk
bugaboo	bugaboo
bugged	ekout
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	bati
builder	mason
building	bilding
buildings	bilding
buildup	konstwi
bulb	anpoul
bulbous	bulbe
bulge	bonbe
bulimic	bulimik
bulk	èstime
bulkhead	balon
bulky	ankonbran
bull	ti towo bèf
bulldog	bulldog
bulldozer	bouteur
bullet	bal
bulletin	Bilten
bulletproof	bal
bullfighter	ti towo bèf
bullfrog	bullfrog
bullheaded	ti towo bèf
bullhorn	ti towo bèf
bullion	Bullion
bullock	towo bèf
bullpen	Bullpen
bullshit	eklatman
bully	entimide
bulwark	anpeche
bum	bom
bumblebee	bourdon
bummed	bom
bummer	bummer
bump	boul
bumper	eksepsyonèl
bumpy	aksidante
bun	NO TRANSLATION
bunch	pakèt
bundle	pake
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	oyon
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	Bunny
bunt	bunt
buoy	buoy
buoyancy	kontwole
buoyant	vwayan
bur	bur
burden	chay
burdened	chay
burdensome	lou
bureau	biwo
bureaucracy	biwokrasi
bureaucrat	bureaucrat
bureaucratic	biwokratik
burger	Burger
burglar	kanbriyolè
burglary	vòlè
burial	antèman
buried	antere l
burke	burke
burlap	twal
burlesque	burlesque
burly	toupatou
burn	boule
burned	boule
burner	brûler
burning	boule
burnished	boule
burnout	boule
burnt	boule nèt
burp	burp
burr	Burr
burrito	tòtiya
burro	NO TRANSLATION
burrow	Rfou
bursary	bursè
burst	pete
bury	antere
bus	otobis
busboy	busboy
bush	ti touf bwa
bushel	bushel
bushy	BUSHY
business	biznis
business man	NO TRANSLATION
businessman	biznisman
businesswoman	komèsan
busload	busload
buss	buss
bust	jarèt
busted	bustèd
buster	Buster
bustle	ajitasyon
bustling	trè aktif
busy	okipe
busybody	okipe moun
butane	Butane
butcher	bouche
butler	Butler
butt	bou
butter	bè
buttercup	buttercup
butterfly	papiyon
buttermilk	buttermilk
butterscotch	butterscotch
buttery	bèfri
buttock	dèyè
buttocks	bounda
button	bouton
buttress	bouche
buxom	bukom
buy	achte
buyer	achtè
buying	achte
buzz	Buzz
buzzard	Buzz
buzzed	Buzz
buzzer	buzzer
buzzing	Buzz
bye	bye
bygone	pa ale
bylaw	règleman
byline	byline
bypass	kontoune
bystander	bystander
byte	byte
byzantine	Byzantine
cab	kabinè
cabal	kabal
cabana	kabana
cabaret	Kabarè
cabbage	chou
cabbie	cabbie
cabernet	kabèrnet
cabin	kabin
cabinet	kabinè
cable	kab
caboodle	kaboud
caboose	kaboose
cabriolet	kabriyolèt
cache	kachèt
cacophony	kakofoni
cactus	kaktis
cad	kad
cadaver	kadav
caddie	NO TRANSLATION
caddy	kaddy
cadence	kadans
cadet	cadet
cafe	Kafe
cafeteria	kafeterya
caffeine	kafeyin
cage	kaj
cagey	cagey
cahoots	cahoots
cairn	karyè
cake	gato
cakewalk	cakewalk
calamari	calamari
calamitous	kalamite
calamity	malè
calcareous	Chalker
calcium	kalsyòm
calculate	kalkile
calculated	kalkile
calculating	kalkil
calculation	kalkil
calculator	kalkilatris
calculus	kalkil
calendar	kalandriye
calender	NO TRANSLATION
calf	ti towo bèf
caliber	kalib
calibrate	kalibre
calico	kaliko
calipers	konpa
calisthenics	Kalisthenik
call	rele
callback	Rele anko
caller	moun kap rele
calligraphy	kaligrafi
calling	rele
callous	san rete
calls	apèl
calm	kalm
calming	kalme
calmness	kalm
caloric	kalori
calorie	kalori
calorimeter	kaloriimèt
cam	Cam
camaraderie	kamaradri
camber	camber
camcorder	Camcorder
camel	chamo
cameo	vino
camera	kamera
cameraman	kameramann
camisole	kamizol
camouflage	kamouflaj
camouflaged	NO TRANSLATION
camp	kan
campaign	kanpay
campaigner	kanpay
campaigning	kanpay
camper	kanpay
campfire	boukan dife
camping	kan
campsite	Kan
campus	lakou lekòl la
can	kapab
can opener	ka bwat
canal	kanal
canary	kanè
cancel	anile
canceling	anile
cancellation	anile
cancer	kansè
candid	fran
candidacy	kandidati
candidate	kandida
candied	kondane
candle	chandèl
candlelight	chandèl
candles	bouji
candlestick	gwo lanp sèt branch lan
candor	candor
candy	sirèt
cane	kann
canine	kanin
canister	kanè
canker	kansè
cannabis	Cannabis
canned	nan bwat
cannibal	kanibal
cannibalism	kanibalism
canning	Canning
cannon	kanon
cannonball	obtu
canoe	kanoy
canon	kanon
canonical	kanonik
canons	kanon
canopy	canopy
cantaloupe	Kantaloup
cantbreathe	NO TRANSLATION
canteen	kantin
canterbury	Canterbury
canthandleit	NO TRANSLATION
cantilever	konsantre
cantina	kantin
canto	NO TRANSLATION
canton	Kanton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	twal
canvass	NO TRANSLATION
canyon	Canyon
cap	bouchon
capability	kapasite
capable	kapab
capacity	kapasite
cape	Kap
caper	kaper
capillary	kapilè
capital	kapital la
capitalism	kapitalis
capitalist	kapitalis
capitalize	kapitalize
capitals	kapital yo
capitation	Kapitèn
capitol	kapitòl
capitulation	kapitilasyon
cappuccino	Kapuksino
caprice	caprice
capricious	kaprisyeuz
caps	bouchon
capslock	Majiskil
capsule	kapsil
captain	kapitènn
caption	caption
captivate	kaptive
captivating	kaptivan
captive	prizonye
captivity	kaptivite
captor	kaptivan
capture	kaptire
car	machin
caramel	karamèl
carat	karat
caravan	Karavàn
carbon	kabòn
carburetor	karburateur
carcass	kadav
carcinoma	kansè
card	kat
cardboard	bwat katon
cardiac	kadyak
cardigan	vandè
cardinal	kadinal
cardiologist	kadyològ
cardiology	kadyoloji
cardiomyopathy	kadyomyopati
cards	kat
care	swen
career	karyè
carefree	kont
careful	atansyon
carefully	ak anpil atansyon
careless	neglijans
carelessness	negligans
caress	karès
caret	karyè
caretaker	k ap pran swen
cargo	kago
caribou	Karibou
caricature	karikatur
caries	kari
caring	pran swen
carjack	Carjack
carnage	carnage
carnal	karnal
carnation	karnat
carnival	kanaval
carnivorous	kanivò
carol	karol
carols	chan
carousel	Carousel
carp	Carp
carpal	karpal
carpenter	bòs chapant
carpentry	chapant
carpet	tapi
carpeting	tapi
carpool	Vwayaje nan Menm Machin
carriage	cha
carried	te pote
carrier	konpayi asirans lan
carrot	kawòt
carry	pote
carrying	pote
carsick	Machin
cart	kabwa
carte	NO TRANSLATION
cartel	katèl
carter	carter
cartilage	Cartilage
cartographic	kartografik
cartography	kartografi
carton	katon
cartoon	desen ki pi ba
cartouche	NO TRANSLATION
cartridge	katouch
carve	skilte
carver	Carver
carving	Sur
cascade	Cascade
case	ka
casein	kazin
cash	lajan kach
cashier	kesye
cashmere	kashmir
casing	bwat
casino	kazino
cask	kask
casket	casket
casserole	marmite
cassette	kasèt
cast	jete
castaway	jete
caste	kas
caster	koule
castle	chato
castor	castor
castrate	castrate
castration	castration
casual	aksidantèl
casually	dekontrakte
casualty	aksidan
cat	chat
catabolism	katabolism
catalog	catalogue
catalogue	catalogue
catalysis	catalysis
catalyst	katalis
catalytic	katalitik
catamaran	katamaran
catapult	Catapult
cataract	katarakt
catastrophe	katastwòf
catastrophic	katastwofik
catatonic	Catatonic
catch	trape
catcher	ranmasaj
catching	pwan
catchphrase	trape
catchy	Hatian
catechism	katechism
categorical	Kategori
category	kategori
cater	founi
caterer	caterer
caterpillar	cheni
cates	kate
catfish	pwason chat
cathartic	cathartic
cathedral	katedral
catheter	katetè
catholic	katolik
cathouse	cathouse
catnip	catnip
cattle	bèt
catwalk	pase'l
caucus	Caucus
caudal	kaudal
cauldron	chodyè
cauliflower	chou
caulk	chouk
causal	kozatif
causality	kozalite
causation	kozalite
cause	kòz
caused	lakòz
causeway	wout
caution	prekosyon
cautionary	priyorite
cautious	pridan
cautiously	konsyamman
cavalier	kavalye
cavalry	kavalye
cave	twou wòch
caveat	Avètisman
caveman	caveman
cavern	kavèn
cavernous	kavèrneuz
caviar	kavya
caving	soutyen
cavity	kavite
cayenne	kayèn
cease	sispann
ceasefire	sispann
ceaseless	san rete
cedar	bwa sèd
cede	sede
ceiling	plafon
celebrant	selebran
celebrate	selebre
celebrated	selebre
celebrating	selebre
celebration	selebrasyon
celebrations	selebrasyon
celebratory	selebrasyon
celebrity	selèb
celery	seleri
celestial	selès
celibacy	seliba
celibate	seliba
cell	selil
cellar	kav
cellblock	selilblock
cellist	vyolèt
cellmate	selman
cello	violoncelle
cellophane	selofan
cellular	selilè
cellulite	selulit
celluloid	Seluloid
cement	siman
cemented	simante
cemetery	simityè
censor	sansib
censorship	sansi
censure	entèdiksyon
census	resansman
cent	santim
centenary	santyèm
centennial	santyèm
center	sant
