Word	sm
baritone	paʻu
barium	barium
bark	paʻu
barkeep	taofi
barks	faʻailoga
barley	karite
barmaid	tamaitai faipule
barman	tamaʻitaʻi
barn	fale manu
barnacle	laulau
barney	nofoa
barnyard	fale manu
barometer	pasese
baron	baron
baroness	paʻu
baroque	baroque
barrack	fale puipui
barracuda	barracuda
barrage	faʻatau
barred	taofi
barrel	fala
barren	vale
barricade	paʻu
barrier	puipui
barring	faʻatau
barrister	loia
barroom	potu faʻatau
barrow	sulu
bartender	faletua
barter	faʻatau
base	faavae
baseball	pesipolo
baseball bat	pesipolo baseball
baseboard	laupapa laupapa
baseless	leai se aoga
baseline	laina faavae
baseman	leai
basement	lalo ifo
bases	faʻavae
bash	bash
bashful	pala
basic	faavae
basics	faavae
basil	Basil
basilica	Basilica
basin	pesini
basis	faavae
bask	vai
basket	ato
basketball	pasiketipolo
bass	bass
bass guitar	guitarita bass
basso	NO TRANSLATION
bassoon	bassoon
bastard	faʻailoga
bastarding	faʻailoga
bastards	tamaʻitaʻi
bastion	bastion
bat	pati
batch	lotoa
batching	lapisi
bate	NO TRANSLATION
bath	taele
bathe	taele
bathhouse	fale taele
bathing	taele
bathrobe	laʻei
bathroom	faletaele
bathtub	taele
bathymetry	taele paʻu
baton	baton
battalion	fitafita
batter	maʻa
battered	faʻamaʻavale
battering	toilalo
battery	maa
battle	taua
battled	tauivi
battlefield	taua
battleground	taua
battlements	taua
battleship	vaatau
batty	papa
bauble	faʻailoga
bawdy	paʻu
bawl	paʻu
bay	faga
bayonet	bayonet
bayou	bayou
bazaar	osofaʻi
bazooka	bazooka
bday	e
be	ia
beach	matafaga
beaches	matafaga
beacon	faʻailo
bead	pulu
beading	taloina
beads	siaki
beady	peʻa
beagle	laʻau
beak	gutu
beaker	beaker
beam	laʻau
beaming	laʻau
bean	pi
beanbag	taga fatu pi
beanie	beanie
bear	uʻu
bearable	mafai ona gafatia
beard	ava
bearded	faʻanoanoa
bearer	tagata e umia
bearing	tauaveina
bearings	uʻu
bearish	bearish
bearskin	faʻanoanoa
beast	manu
beastly	manu feʻai
beat	sasa
beaten	sasaina
beater	sasa
beating	sasaina
beatnik	beatnik
beau	matagofie
beautification	matagofie
beautiful	aulelei
beautify	faamatagofie
beauty	matagofie
beaver	faʻamaonia
bebop	faʻailoga
beck	togi
beckon	talofa
become	avea
bed	moega
bedding	moega
bedpan	moe
bedrock	moe
bedroom	potu moe
bedside	moega
bedspread	Luga lautele
bedtime	moe
bee	pipi
beef	lafumanu
beefsteak	beefsteak
beehive	togapi
beep	ufiufi
beeper	faʻailoa
beer	pia
bees	pi
beeswax	beeswax
beetle	vao
befall	pa'ū
befitting	talafeagai
befriend	faauo
befuddled	faʻanoanoa
beg	aioi
beggar	tagata aisi
begging	aioi
begin	amata
beginner	amataga
beginning	amataga
beginnings	amataga
begrudge	itavale
begun	amata
behappy	NO TRANSLATION
behave	amioga
behavior	amioga
behavioral	amioga
behemoth	gutu
behest	ia
behold	faauta
beholden	vaai
beholder	tagata vaai
beige	beige
belated	fiafia
belay	faʻailoga
belch	paʻu
belief	talitonuga
believable	talitonuina
believe	talitonu
believed	talitonu
believer	talitonu
believing	talitonu
belittle	faʻailoga
belittled	faalumaina
bell	logo
bellboy	fana
bellhop	faʻatau
belligerent	faʻanunununu
bellman	fana
bellow	i le pito i lalo
bellows	tapuni
belly	manava
bellybutton	faʻaipoipo
bellyful	manava
belong	au
belongings	meatotino
beloved	pele
belt	fusi
beluga	selu
bemused	faʻailoga
bench	nofoa
bend	punou
bender	faʻapena
bending	punou
beneath	pito i lalo
benedictory	Tusi a Mamona
benefactor	agalelei
beneficial	aoga
beneficiary	tagata faʻapitoa
benefit	manuia
benevolence	agalelei
benevolent	agalelei
benign	faʻapitoa
bent	punou
benzene	benzene
bequeath	faʻailoga
bequest	togi
bereaved	faʻanoanoa
bereavement	faʻanoanoa
bereft	leai
beret	faʻailoga
bergamot	bergamot
berlin	togi
berserk	berserk
berth	togi
beryllium	beryllium
beseech	aioi
beset	aʻafia
bestdayever	bestdayever
bestfeeling	lalelei
bestfriends	uo mamae
bestial	sili
besties	sili ona lelei
bestow	avatu
bestseller	sili ona lelei
bet	bet
beta	peta
betray	faalata
betrayal	faalataina
betrayed	faalataina
betrothed	faʻaipoipo
betterment	faʻalelei
betting	faʻatau
betty	lelei
bevel	fiafia
beverage	meainu
bevy	fuʻa
beware	faʻaeteete
bewilder	faʻatauvaʻa
bewildered	faʻanoanoa
bewilderment	faʻanoanoa
bias	vaʻaia
biased	faʻasalaga
bib	tusitusiga
bible	Tusi Paia
biblical	tusitusiga paia
bibliography	tusi o tala
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	faʻatau
bickering	fefinauai
bicolor	bicolor
bicycle	uila
bid	faʻailoa
bidder	tagata faʻatau
bidding	faʻatau
bide	NO TRANSLATION
biennial	lua tausaga
bier	NO TRANSLATION
bifurcation	faʻailoga
big	tele
bigamy	loʻu tina
bigday	tele aso
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	lapisi
bigmouth	bigmouth
bigot	tele
bigoted	telefoni
bigotry	matua tele
bike	uila
biker	uila
bikini	bikini
bilateral	Samoa
bilayer	bilayer
bile	talo
bilge	talo
bilingual	lua gagana
bill	pili
billboard	laupepa
billet	faʻasologa
billiard	Billiard
billiards	piliona
billing	piliina
billion	piliona
billionaire	piliona piliona
billy	totogi aitalafu
bimbo	bimbo
bimonthly	lua
bin	pini
binary	binary
bind	nonoa
binder	lili
bindery	fusi
binding	fusifusia
bing	bing
binge	taloina
bingo	bingo
binocular	faʻapitoa
binoculars	uila
binomial	faʻamaoni
bio	meaola
biochemical	vailaʻau
biochemist	biochemist
biochemistry	biochemistry
biogenesis	vailaʻau
biographer	tagata faʻamatala
biography	talafou
biological	meaola
biologist	tagata suʻesuʻe
biology	biology
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	palola
birch	birch
bird	manu
birdcage	manufeʻa
birdie	manuie
birdman	manu
birth	fanau mai
birthday	aso fanau
birthing	faʻailoa
birthmark	igoa fanau
birthplace	nofoaga fanau
birthright	tofi
bis	NO TRANSLATION
biscuit	keke
bisexual	bisexual
bishop	Epikopo
bison	bison
bisque	bisque
bistro	bistro
bit	laʻititi
bitch	fasipolo
bitchy	faʻailoga
bite	feinu
biter	NO TRANSLATION
bitsy	bitsy
bitter	tiga
bitterly	tiga
bitterness	tiga
bittersweet	meaʻai
bitty	siamu
bitumen	maʻa
biweekly	talo
biz	biz
bizarre	mea leaga
blab	lau
blabbermouth	laupepa
black	lanu uliuli
black snake	gata uliuli
blackberry	blackberry
blackbird	faʻanoanoa
blackboard	laupapa pipi
blacken	uliuli
blackface	uliuli
blackjack	faʻaipoipo
blacklist	tagata uliuli
blackmail	faʻailoga
blackmailer	blackmailer
blackness	uliuli
blackout	fulafula
blacksmith	fafie
bladder	vevela
blade	lau
blame	tuuaiga
blameless	leai se agasala
bland	faasee
blank	avanoa
blanket	palanikeke
blare	pala
blase	NO TRANSLATION
blasphemous	upu leaga
blasphemy	upu leaga
blast	osofaʻiga
blaster	lau
blastoff	blastoff
blatant	matala
blather	lau
blaze	mumu
blazer	sikola
blazing	mu
bleach	suauʻu
bleak	le fiafia
bleed	toto
bleeder	toto toto
bleeding	toto le toto
bleep	paʻu
blemish	pona
blemished	leaga
blend	faʻafefiloi
blender	suauu
blending	faʻafefiloi
bless	faʻamanuia
blessed	faamanuiaina
blessing	faamanuiaga
blessings	faamanuiaga
bleu	bleu
blight	mala
blighted	leaga
blimp	faʻailoga
blind	tauaso
blinded	faatauaso
blindfold	fusi mata
blindfolded	fusi mata
blinding	tauaso
blindly	tauaso
blindness	tauaso
blink	moli
blip	afaina
bliss	fiafiaga
blissful	fiafia
blister	afaina
blistering	afaina
blitz	puaʻa
blizzard	paʻu
bloat	fuga
bloated	fuga
blob	fuga
block	poloka
blockade	poloka poloka
blockage	fufulu
blockbuster	poloka poloka
blockhead	poloka poloka
blog	blog
bloke	fuga
blond	lanumoana
blonde	lanu enaena
blood	toto
bloodbath	toto
bloodhound	toto
bloodless	leai se toto
bloodline	toto
bloodshed	toto masaa
bloodshot	toto toto
bloodstream	toto
bloodthirsty	toto
bloody	toto
bloom	fuga
bloomers	fuga
blooming	fuga
blossom	fuga
blot	solo
blotched	solo
blotter	fufulu
blouse	fulufulu
blow	fana
blower	feosofi
blowfish	fana
blowing	feosofi
blowjob	fana
blown	sasaina
blowout	paʻu
blowtorch	fana
blubber	paʻu
bluddy	bluddy
blue	lanu moaga
blue spruce	lanu lanumoana
blueberry	lanu
bluebird	bluebird
bluegrass	lanu moana
bluejay	bluejay
blueprint	mamanu
blues	uila
bluff	bluff
bluish	faʻafiafia
blunder	faʻalavelave
blunt	faʻanoanoa
blur	faanatinati
blurred	faʻanoanoa
blurry	faanatinati
blurt	faʻanoanoa
blush	masalomia
blushing	e susulu
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	veʻa
board	laupapa
board game	taʻaloga a le komiti
boarder	NO TRANSLATION
boarding	ulufale i totonu
boardroom	potu fono
boards	laupapa
boardwalk	ala laupapa
boast	mitamita
boastful	mitamita
boasting	mitamita
boat	vaa
boathouse	fale potopoto
boating	taʻavale
boatload	vaa
boatman	tagata vaʻa
bobbin	fagu
bobcat	bobcat
bobsled	faʻanoanoa
bode	fale
bodega	podega
bodice	tino
bodily	tino
body	tino
bodyguard	leoleo
bog	pog
bogey	vevela
bogeyman	bogeyman
bogus	faʻailoa
bohemian	Bohemia
boil	matala
boiler	suauu
boilerplate	suauu
boiling	kuka
boisterous	osofaʻi
bold	malosi
boldness	lototoa
bollocks	falo
bolster	faʻamalosi
bolt	tui
bolus	bolus
bomb	pomu
bombard	Samoa Logo
bombardier	fanafana
bombardment	osofaʻiga
bombed	pomu
bomber	pamu
bombers	pomu
bombing	pomu
bombshell	faʻalavelave
bonanza	bonanza
bonbon	NO TRANSLATION
bond	faʻamau
bondage	nofo pologa
bonding	fusi
bonds	faʻamau
bondsman	tagata faigaluega
bone	ponaivi
bonehead	ponaivi
boner	popo
bones	ivi
bonfire	fana afi
bong	talo
bonkers	popo
bonne	NO TRANSLATION
bonnet	popo
bonny	fiafia
bonsai	talo
bonus	ponesi
bony	popo
boo	u
boob	boob
booby	i luga
booger	faʻatau
boogeyman	boogeyman
boogie	boogie
book	tusi
bookcase	tusi tusi
bookie	tusi
booking	resitalaina
bookish	tusi tusi
bookkeeper	tausi tusi
bookkeeping	tusi tusi
booklet	tamaitusi
bookmaker	tusi tusi
bookmark	faailoga tusi
books	tusi
bookseller	tusi faatau
bookshop	tusi tusi
bookstore	faletusi
bookworm	tusi tusi
boom	vaʻa
boomer	boomer
boomerang	boomerang
booming	faʻasolosolo
boon	fana
boooo	NO TRANSLATION
boost	faamalosia
booster	faʻamalosi
boot	faʻa
booth	fale
bootleg	bootleg
bootlegger	bootlegger
boots	seevae
booty	vete
booze	feololo
bop	toso
bopper	bopper
border	tuaoi
bordering	tuaoi
borderline	laina tuaoi
bore	fanaua
boreal	faʻailoga
bored	faʻanoanoa
boredom	leai se ita
borer	ufiufi
boring	le manava
born	fanau
boron	fana
borough	taʻavale
borrow	nono
borrower	tagata nono
bosom	fatu
boss	pule
bossy	pule
boston	tafa
botanical	fomaʻi
botanist	tamaʻitaʻi
botany	suauʻu
bother	faʻalavelave
bothering	popole
bottle	fagu
bottleneck	fagu
bottling	faguina
bottom	pito i lalo
bottomless	leai se aoga
botulism	fatuga
boulder	maʻa
bounce	faʻailoga
bouncer	faʻatau
bouncy	faʻailoga
bound	noatia
boundary	tuaoi
boundless	leai se tuaoi
bounds	tuaoi
bountiful	tele
bounty	tupe maua
bouquet	bouquet
bourbon	faletupe
bourgeois	faifeau
bourgeoisie	bourgeoisie
bourse	fefaʻatauaiga
bout	taliga
boutique	taliga
bouttime	taliga
bovine	vine
bow	aufana
bowed	ifo
bowel	manava
bowels	manava
bowl	pesini
bowler	faila
bowling	taʻalo
bowls	ipu
box	pusa
boxcar	pusa
boxer	tagata fai pusa
boxers	tagata faomea
boxing	pusa
boy	tamaitiiti
boycott	toso ese
boyfriend	tama tama
boyhood	tamaitiiti
boyish	tamaitiiti
boysenberry	tamaenberry
bozo	u
bra	fana
brace	faʻamau
bracelet	taulima
braces	taofi
brachial	brachial
bracket	puipui
brackets	puipui
brackish	faʻamaʻavale
brad	brad
brag	mitamita
braid	fefe
brain	faiʻai
brainless	faiʻai leai
brains	mafaufau
brainstorm	manatu paleni
brainwash	faiʻai failele
brainy	faiʻai
brake	toso
bran	lala
branch	paranesi
branching	totoga
brand	faailoga
brandy	talo
brash	faʻailoga
brass	apamemea
brass knuckle	apa apamemea
brassiere	brassiere
brat	uila
bratwurst	faʻataunuʻu
bravado	bravado
brave	toa
bravery	lototoa
brawl	faʻailoga
brawn	faʻamalosi
brazen	faʻamalosi
breach	solia
bread	falaoa
breadth	lautele
break	malologa
breakable	faʻamaʻi
breakaway	faʻailoga
breakdown	malepelepe
breaker	vavae
breakers	malologa
breakfast	aiga o le taeao
breaking and entering	malepe ma ulufale
breakingnews	talepe
breakneck	malepe
breakthrough	faʻalavelave
breakup	talepe ese
breast	susu
breath	manava
breathe	manava
breather	manava
breathless	manava
breathtaking	manaia
breech	selu
breeches	selu
breed	fanau
breeder	faʻatoʻaga
breeding	fafagaina
breeze	savili
breezy	matagi
brethren	Uso e
breve	NO TRANSLATION
brevity	vavave
brew	faʻailoga
brewery	fale faʻatau
brewing	toso
briar	leoleo
bribe	taufaaleaga
bribery	faʻatau tupe
brick	piliki
bridal	faʻaipoipo
bride	tamaʻitaʻi
bridegroom	tane faaipoipo
bridesmaid	teine ​​tamaitai
bridge	alalaupapa
bridle	faila
brief	puupuu
briefcase	ato
briefing	otootoga
briefly	puupuu
brig	brik
brigade	fanaua
bright	susulu
brighten	susulu
brightens	susulu
brighter	malamalama
brightness	susulu
brilliance	malamalama
brilliant	susulu
brim	meaʻai
brimming	faʻafefe
brimstone	teiō
brine	suauu
bring	aumai
brink	fagu
brisk	faʻailoga
brisket	faʻailoga
bristle	bristle
brittle	faasee
bro	bro
broach	sosolo
broad	lautele
broadcast	faasalalauga
broadcasting	faasalalauga
broaden	lautele
broadside	lautele lautele
broadsword	fofo
brocade	laumei
broccoli	broccoli
brochure	polosiua
broil	broil
broke	gau
broken	gau
brokenheart	NO TRANSLATION
brokenhearted	loto momomo
broker	tagata faioloa
brokerage	fale faʻatau
bromide	faʻasala
bronco	bronco
bronze	apamemea
brooch	togi
brood	au
brooding	faʻafefe
brook	vaitafe
broom	salu
broomstick	feʻau
broth	susu
brothel	fale talitane
brother	tuagane
brotherhood	usoga
brotherly	tuagane
brow	muaʻi
brown	lanu enaena
brownstone	brownstone
browse	mataʻitu
brrr	pala
bruise	tuʻimomomo
bruising	tuʻimomomoina
brunch	brunch
brunette	brunette
brunt	brunt
brush	pulumu
brutal	sauā
brutality	saua
brute	faʻanoanoa
brutish	leaga
bubble	afifi
bubbling	fafagu
bubbly	fofola
bubonic	faʻailoa
buck	faʻailoa
buckaroo	faila
bucket	pakete
buckle	lapoʻa
buckled	faʻailoa
bucko	taofi
buckshot	oso
buckwheat	buckwheat
bud	toso
buddha	buddha
buddhism	talitonuga faa Buddhism
buddhist	tamaʻitaʻi
budding	fuga
buddy	uo
budge	sosoʻo
budget	paketi
buff	faʻailoga
buffalo	pafalo
buffer	taofi
buffering	faʻamalosi
buffet	taʻavale
buffoon	faʻamau
bug	pusa
bugaboo	faʻasologa
bugged	faʻatau
bugger	uila
buggy	taavale solofanua
bugle	oso
bugler	faʻatau
build	fausia
builder	faufale
building	fale
buildings	fale
buildup	fausia mai
bulb	pulu
bulbous	bulbous
bulge	pulu
bulimic	pulu
bulk	tele
bulkhead	tumutumu
bulky	mapu
bull	povi
bulldog	bulldog
bulldozer	bulldozer
bullet	pulufana
bulletin	faila
bulletproof	faʻamalolo
bullfighter	faʻamalosi
bullfrog	lafu
bullheaded	faimalaga
bullhorn	povi
bullion	bullion
bullock	povi
bullpen	faʻamalosi
bullshit	lapoʻa
bully	osovale
bulwark	pulu
bum	au
bumblebee	bumblebee
bummed	faʻamalolo
bummer	suauu
bump	osofaʻi
bumper	faʻamalosi
bumpy	lapisi
bun	NO TRANSLATION
bunch	fusi
bundle	afifi
bungalow	fale faʻapitoa
bungee	afu
bunghole	fana
bunion	sulu
bunk	moega
bunker	suauu
bunkhouse	fale teu
bunny	lanu
bunt	teine
buoy	taʻavale
buoyancy	faʻatau tupe
buoyant	faʻatau
bur	sala
burden	avega
burdened	mamafa mamafa
burdensome	mamafa
bureau	ofisa
bureaucracy	faigamalo
bureaucrat	faipule
bureaucratic	faiga faʻapitoa
burger	faʻailoga
burglar	tagata faomea
burglary	felaʻuaʻiga
burial	falelauasiga
buried	tanumia
burke	sosolo
burlap	fagota
burlesque	avega
burly	faʻanoanoa
burn	mu
burned	mu
burner	suauu
burning	mu
burnished	faʻamafanafanaina
burnout	mumu
burnt	mu
burp	afaina
burr	uʻu
burrito	burrito
burro	NO TRANSLATION
burrow	afu
bursary	vaʻaia
burst	faʻanoanoa
bury	tanumia
bus	pasi
busboy	fanafana
bush	vao
bushel	pasi
bushy	solo
business	pisinisi
business man	NO TRANSLATION
businessman	tagata fai pisinisi
businesswoman	tamaʻitaʻi pisinisi
busload	pasi
buss	au
bust	manogi
busted	pasi
buster	pasi
bustle	osofaʻi
bustling	vevesi
busy	pisi
busybody	pisi
butane	ae
butcher	faʻatau
butler	tautai
butt	ae
butter	pata
buttercup	patapupo
butterfly	pepe
buttermilk	pata pata
butterscotch	faʻapitoa
buttery	toso
buttock	faʻatau
buttocks	faʻatau
button	button
buttress	toso
buxom	faʻatau
buy	faʻatau
buyer	tagata faʻatau
buying	faʻatau
buzz	uʻamea
buzzard	lapoʻa
buzzed	faʻanoanoa
buzzer	faʻatau
buzzing	faʻanoanoa
bye	fa
bygone	bygone
bylaw	tulafono
byline	tafatafa
bypass	pasi
bystander	e tu
byte	togi
byzantine	tolistana
cab	taavale
cabal	taʻavale
cabana	cabana
cabaret	cabaret
cabbage	kapisi
cabbie	cabbie
cabernet	cabernet
cabin	fale
cabinet	cabinet
cable	uaea
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	natia
cacophony	faʻataʻitaʻi
cactus	cactus
cad	cad
cadaver	tagata faʻatau
caddie	NO TRANSLATION
caddy	tama
cadence	cadence
cadet	cadet
cafe	cafe
cafeteria	cafeteria
caffeine	caffeine
cage	fale puipui
cagey	paʻu
cahoots	'au
cairn	vaʻai
cake	keke
cakewalk	kekewalk
calamari	mala
calamitous	faʻalavelave
calamity	mala
calcareous	tausi maʻi
calcium	calcium
calculate	fuafua
calculated	fuafua
calculating	fuafua
calculation	faʻatusatusaga
calculator	calculator
calculus	fua faʻatatau
calendar	kalena
calender	NO TRANSLATION
calf	tamaʻi povi
caliber	faʻatau
calibrate	faʻasologa
calico	calico
calipers	kiliva
calisthenics	faʻaoga
call	valaau
callback	toe foʻi
caller	faila
calligraphy	telefoni
calling	valaau
callous	le faʻaleagaina
calls	valaau
calm	toʻafilemu
calming	filemu
calmness	toafilemu
caloric	caloric
calorie	kalori
calorimeter	calorimeter
cam	cam
camaraderie	faʻatautaia
camber	sulu
camcorder	camcorder
camel	kamela
cameo	sau
camera	ataata
cameraman	tagata fai ataata
camisole	camisole
camouflage	faʻailoga
camouflaged	NO TRANSLATION
camp	tolauapiga
campaign	osofaʻiga
campaigner	tolauapi
campaigning	osofaia
camper	tagata tolauapi
campfire	afi tolauapi
camping	tolauapiga
campsite	tolauapiga
campus	tolauapiga
can	mafai
can opener	mafai ona tatalaina
canal	taivai
canary	canary
cancel	faalēaogā
canceling	faalēaogāina
cancellation	faalēaogāina
cancer	kanesa
candid	saʻo
candidacy	pule
candidate	sui
candied	lole
candle	moligao
candlelight	moligao
candles	moligao
candlestick	moligao
candor	moligao
candy	lole
cane	tootoo
canine	taifau
canister	vailaau
canker	faʻanoanoa
cannabis	cannabis
canned	otaota
cannibal	Kanani
cannibalism	agavaʻa
canning	tosoina
cannon	cannon
cannonball	cannonball
canoe	paopao
canon	taʻavale
canonical	faʻavae
canons	canons
canopy	tootoo
cantaloupe	tupe faʻaalu
cantbreathe	NO TRANSLATION
canteen	faletusi
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	faʻailoga
cantina	taulaʻi
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	tapoleni
canvass	NO TRANSLATION
canyon	vanu
cap	ufi
capability	mafai gafatia
capable	mafai
capacity	gafatia
cape	pulou
caper	leoleo
capillary	capillary
capital	tupe faavae
capitalism	mataʻitupe
capitalist	tagata nofo aitalafu
capitalize	sili atu
capitals	ulutala
capitation	faʻafeiloaʻiga
capitol	capitol
capitulation	faʻaupuga
cappuccino	Cappuccino
caprice	caprice
capricious	faʻamalosi
caps	pulou
capslock	puipui
capsule	capsule
captain	kapeteni
caption	faʻamatalaga
captivate	fiafia
captivating	fiafia
captive	ave faapagota
captivity	tafeaga
captor	faipule
capture	puʻeina
car	taavale
caramel	caramel
carat	carat
caravan	faletalimalo
carbon	carbon
carburetor	carburetor
carcass	tino oti
carcinoma	carcinoma
card	kata
cardboard	pepa pepa
cardiac	fatuga
cardigan	cardigan
cardinal	taua
cardiologist	cardiologist
cardiology	cardiology
cardiomyopathy	cardiomyopathy
cards	kata
care	tausiga
career	matata
carefree	leai se popole
careful	faʻaeteete
carefully	faʻaeteete
careless	le faʻaeteete
carelessness	le faʻaletonu
caress	caress
caret	caret
caretaker	tausi fale
cargo	uta
caribou	caribou
caricature	caricature
caries	caries
caring	popole
carjack	carjack
carnage	tagata oti
carnal	faaletino
carnation	faʻailoga
carnival	tino ola
