Word	uz
baldy	baldy
bale	balya
balk	boldir
ball	to'p
ballad	ballad
ballast	balast
ballerina	balerina
ballet	balet
ballgame	to'p o'yini
ballistic	balistik
ballistics	balistik
balloon	balon
ballot	ovoz berish
ballpark	ballpark
ballplayer	baletchi
ballpoint	ballpoint
ballroom	bal zalni
ballsy	shaxzoda
balm	balzam
balmy	baliq
balsam	balzam
balsamic	balsamik
bam	bam
bamboo	bambukdan
ban	NO TRANSLATION
banana	banan
band	band
bandage	bandaj
bandanna	bandanna
bandit	bandit
bandstand	stranger
bandwagon	bandvagon
bandwidth	tarmoqli kengligi
bane	yo'q
bang	portlash
banger	banger
banish	yo'qotish
banished	surgun qilingan
banishment	surgun
banister	kassa
banjo	banjo
bank	bank
banker	bankir
banking	bank xizmatlari
bankroll	bankrot
bankrupt	bankrot
bankruptcy	bankrotlik
banner	banner
banquet	ziyofat
banshee	banshee
banter	sharmandalik
banzai	NO TRANSLATION
baptism	suvga cho'mish
baptismal	suvga cho'mish
baptize	suvga cho'mdiring
bar	bar
barb	barb
barbarian	barbar
barbaric	barbar
barbarism	barbarlik
barbecue	barbekyu
barbed	tikonli
barber	sartarosh
barbershop	Sartaroshxona
barbie doll	Barbie chaqalog'ining
bard	bard
bare	yalang'och
bareback	yalang'och
barefoot	yalangoyoqlik
barely	zo'rg'a
barf	NO TRANSLATION
bargain	savdolashib
bargaining	savdolashish
barge	marmar
baritone	bariton
barium	bariy
bark	qobig'i
barkeep	barkeep
barks	qobig'i
barley	arpa
barmaid	barmaid
barman	bufetchi
barn	xonadon
barnacle	tirnoq
barney	barney
barnyard	barnyard
barometer	barometr
baron	baron
baroness	baronessa
baroque	barok
barrack	barrack
barracuda	barracuda
barrage	to'siq
barred	taqiqlangan
barrel	bochka
barren	bepusht
barricade	barrikada
barrier	to'siq
barring	taqiqlash
barrister	barrister
barroom	barroom
barrow	qurbonlik
bartender	barmen
barter	almashtirish
base	bazasi
baseball	beysbol
baseball bat	beysbol yarmi
baseboard	taglik
baseless	asossiz
baseline	boshlang'ich nuqtasi
baseman	baseman
basement	Bodrum
bases	bazalar
bash	bash
bashful	bashful
basic	Asosiy
basics	asoslari
basil	bazil
basilica	bazilika
basin	havzasi
basis	asos
bask	bask
basket	savat
basketball	basketbol
bass	bosh
bass guitar	bosh gitara
basso	NO TRANSLATION
bassoon	basseyn
bastard	Ablah
bastarding	pichoqlash
bastards	pichoqlar
bastion	qal'a
bat	bat
batch	partiya
batching	aralashtirish
bate	NO TRANSLATION
bath	Vanna
bathe	yuvinish
bathhouse	hammom
bathing	Hammom
bathrobe	bornoz
bathroom	hammom
bathtub	küvet
bathymetry	batimetriya
baton	baton
battalion	batalyon
batter	chig'anoq
battered	batamom
battering	battering
battery	batareya
battle	jang
battled	urush qildilar
battlefield	jang maydoni
battleground	urush maydoni
battlements	dorilar
battleship	battleship
batty	batt
bauble	qabariq
bawdy	bavdy
bawl	bavl
bay	bay
bayonet	süngü
bayou	bayou
bazaar	bozori
bazooka	bazooka
bday	Bday
be	bo'lishi
beach	plaj
beaches	sohillar
beacon	mayoq
bead	boncuk
beading	boncuk
beads	boncuklar
beady	bejirim
beagle	beagle
beak	gaga
beaker	qandil
beam	nurlanish
beaming	chiroyli
bean	loviya
beanbag	beanbag
beanie	beanie
bear	ayiq
bearable	chidamli
beard	soqol
bearded	soqolli
bearer	tashuvchisi
bearing	rulman
bearings	rulmanlar
bearish	tushkunlik
bearskin	bearskin
beast	hayvon
beastly	beastly
beat	urish
beaten	kaltaklangan
beater	chaqqon
beating	kaltaklash
beatnik	beatnik
beau	beau
beautification	obodonlashtirish
beautiful	chiroyli
beautify	obodonlashtirish
beauty	go'zallik
beaver	beaver
bebop	bebop
beck	beck
beckon	beckon
become	bo'lishi
bed	yotoqda
bedding	yotoq
bedpan	bedpan
bedrock	beda
bedroom	yotoq xonasi
bedside	yotoq xonasida
bedspread	choyshab
bedtime	yotish vaqti
bee	asalarilar
beef	mol go'shti
beefsteak	beefsteak
beehive	ari xayvonlari
beep	signal ohangi
beeper	signal ohangi
beer	pivo
bees	asalarilar
beeswax	asal mumi
beetle	qo'ng'iz
befall	kelishi
befitting	yoqimli
befriend	do'st bo'lish
befuddled	befuddled
beg	begona
beggar	tilanchi
begging	tilanchilik
begin	boshlash
beginner	boshlang'ich
beginning	boshlang
beginnings	boshlanishi
begrudge	begrudge
begun	boshlandi
behappy	NO TRANSLATION
behave	O'zingizni tuting
behavior	harakatlar
behavioral	xatti-harakatlari
behemoth	Begemot
behest	ogohlantirish
behold	ko'raylik
beholden	bilishadi
beholder	harakatsiz
beige	bej
belated	kechiktirilgan
belay	bemalol
belch	belch
belief	e'tiqod
believable	ishonchli
believe	ishonish
believed	ishongan
believer	imonli
believing	ishonish
belittle	kamsitish
belittled	kamsitilgan
bell	qo'ng'iroq
bellboy	bellboy
bellhop	bellhop
belligerent	urushgan
bellman	bellman
bellow	kel
bellows	kallaklar
belly	qorin
bellybutton	kindik
bellyful	qoramag'iz
belong	tegishli
belongings	narsalar
beloved	suyukli
belt	kamar
beluga	beluga
bemused	shikastlangan
bench	dastgoh
bend	bükme
bender	bender
bending	bükme
beneath	ostida
benedictory	benedictory
benefactor	xayr-saxov
beneficial	foydali
beneficiary	benefitsiariy
benefit	foyda
benevolence	xayrixohlik
benevolent	xayrixoh
benign	benign
bent	egilgan
benzene	benzol
bequeath	meros
bequest	vasiylik
bereaved	yo'qolgan
bereavement	yo'qotish
bereft	yo'q
beret	beret
bergamot	bergamot
berlin	Berlin
berserk	berserk
berth	berth
beryllium	berilyum
beseech	ibodat qiling
beset	beshtasi
bestdayever	eng yaxshi kunlar
bestfeeling	eng yaxshisi
bestfriends	Yaqin do'stlar
bestial	eng yaxshi
besties	Besties
bestow	berish
bestseller	bestseller
bet	tikish
beta	beta
betray	xiyonat qilish
betrayal	xiyonat
betrayed	xiyonat qildi
betrothed	nishonlangan
betterment	yaxshilash
betting	tikish
betty	betty
bevel	bevel
beverage	ichimliklar
bevy	bevy
beware	ehtiyot bo'ling
bewilder	shubhasiz
bewildered	hayratda qoldilar
bewilderment	sharmanda qilish
bias	noto'g'ri
biased	qarama-qarshi
bib	bib
bible	Injil
biblical	Injil
bibliography	bibliografiya
bicarbonate	bikarbonat
bicentennial	Ikki yuz yil
biceps	biceps
bicker	bicker
bickering	tortishish
bicolor	ikki rangli
bicycle	velosiped
bid	taklif
bidder	taklif egasi
bidding	takliflar
bide	NO TRANSLATION
biennial	biennale
bier	NO TRANSLATION
bifurcation	bifurkatsiya
big	katta
bigamy	Bigamy
bigday	katta kun
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	shoxli
bigmouth	Bigmouth
bigot	FATOT
bigoted	katta tasavvurga ega
bigotry	Fohisha
bike	velosiped
biker	biker
bikini	bikini
bilateral	ikki tomonlama hamkorlik
bilayer	bilayer
bile	hatto
bilge	Sintez
bilingual	ikki til biluvchi
bill	billing
billboard	billboard
billet	igna
billiard	billiard
billiards	billiardlar
billing	billing
billion	mlrd
billionaire	milliarder
billy	billy
bimbo	bimbo
bimonthly	ikki oyda bir marta
bin	ming
binary	ikkilik
bind	bog'lang
binder	bog'lovchi
bindery	bindery
binding	majburiy
bing	bing
binge	binge
bingo	bingo
binocular	dürbün
binoculars	dürbünler
binomial	binom
bio	tinchlik yʆlida
biochemical	biokimyoviy
biochemist	biokimyos
biochemistry	biokimyo
biogenesis	biogenez
biographer	biyografi muallifi
biography	biografiya
biological	biologik
biologist	biolog
biology	biologiya
bionic	bionik
biopsy	biopsiya
biosphere	biosfera
bipartite	ikki tomonlama
bipolar	bipolyar
birch	qayin
bird	qush
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	tug'ilish
birthday	tug'ilgan kun
birthing	bir narsa
birthmark	tug'ilish belgisi
birthplace	tug'ilgan joyi
birthright	tug'ilish huquqi
bis	NO TRANSLATION
biscuit	pechene
bisexual	biseksual
bishop	episkop
bison	Bizmon
bisque	bisque
bistro	bistro
bit	bit
bitch	xashak
bitchy	bitchy
bite	luqma
biter	NO TRANSLATION
bitsy	bitsy
bitter	achchiq
bitterly	achinarli
bitterness	achchiqlanish
bittersweet	bittersweet
bitty	bitty
bitumen	bitum
biweekly	ikki hafta
biz	biz
bizarre	g'alati
blab	blab
blabbermouth	blabbermouth
black	qora rangda
black snake	qora ilon
blackberry	BlackBerry
blackbird	qora tanli
blackboard	qora taxta
blacken	qorayib
blackface	blackface
blackjack	blackjack
blacklist	qora ro'yxat
blackmail	shantaj
blackmailer	qora tanli
blackness	qora rangda
blackout	qarama-qarshilik
blacksmith	temirchi
bladder	Quviq
blade	blade
blame	aybdor
blameless	begunoh
bland	muloyim
blank	bo'sh
blanket	adyol
blare	blare
blase	NO TRANSLATION
blasphemous	kufrli
blasphemy	kufrlik
blast	portlash
blaster	blaster
blastoff	blastoff
blatant	shafqatsiz
blather	blather
blaze	olov
blazer	blazer
blazing	yonib turadi
bleach	oqartiruvchi
bleak	jirkanch
bleed	qon ketishi
bleeder	qonga belangan
bleeding	Qon ketishi
bleep	bleep
blemish	bema'ni
blemished	noto'g'ri
blend	aralashtirish
blender	blender
blending	aralashtirish
bless	muborak bo'l
blessed	muborak
blessing	marhamat
blessings	ne'matlar
bleu	bleu
blight	blight
blighted	blighted
blimp	blimp
blind	ko'r
blinded	ko'r
blindfold	ko'r-ko'rona
blindfolded	Ko'rinishida
blinding	ko'r-ko'rona
blindly	ko'r-ko'rona
blindness	ko'rlik
blink	sindirish
blip	blip
bliss	baxt
blissful	baxtiyor
blister	blister
blistering	blistering
blitz	blits
blizzard	bo'ron
bloat	shishasimon
bloated	shishgan
blob	blob
block	blok
blockade	blokirovka
blockage	blokirovkalash
blockbuster	blokbaster
blockhead	blokirovka qilish
blog	blog
bloke	bloklandi
blond	fotosurat
blonde	fotosintez
blood	qon
bloodbath	qon bosimi
bloodhound	qon bosimi
bloodless	qonsiz
bloodline	qon tomirlari
bloodshed	qon to'kdi
bloodshot	qon quyilishi
bloodstream	qon oqimi
bloodthirsty	qonga botgan
bloody	qonli
bloom	gullash
bloomers	bloomers
blooming	gullash
blossom	gullash
blot	blot
blotched	shishib ketgan
blotter	blotter
blouse	bluzka
blow	puflamoq
blower	ventilyator
blowfish	Blowfish
blowing	shamollash
blowjob	blowjob
blown	blown
blowout	ISHIRMOQ
blowtorch	zarba mashinasi
blubber	blubber
bluddy	bluddy
blue	ko'k
blue spruce	Moviy qoraqarag'ali
blueberry	buta mevasi
bluebird	ko'kbird
bluegrass	blugrass
bluejay	Bluejay
blueprint	rejasi
blues	blues
bluff	blf
bluish	mavimsi
blunder	noto'g'ri
blunt	to'mtoq
blur	loyqalik
blurred	bulaniq
blurry	bulaniq
blurt	bodur
blush	qizarib
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	to'ng'iz
board	paneli
board game	o'yin
boarder	NO TRANSLATION
boarding	yatılıdır
boardroom	majlis binosi
boards	lövhalari
boardwalk	taxtasi
boast	maqtanchoqlik
boastful	maqtanchoq
boasting	maqtanchoqlik
boat	qayiq
boathouse	qayiqcha
boating	qayiqda
boatload	qayiq yuk
boatman	qayiqchi
bobbin	qo'pol
bobcat	bobcat
bobsled	bobsled
bode	bod
bodega	bodega
bodice	kostirib
bodily	tana
body	tanasi
bodyguard	qo'riqchi
bog	botish
bogey	bogey
bogeyman	bogeyman
bogus	soxta
bohemian	bohem
boil	qaynatiladi
boiler	qozon
boilerplate	qozonxona
boiling	qaynatiladi
boisterous	g'azablangan
bold	qalin
boldness	jasurlik
bollocks	bolloklar
bolster	quvvatlang
bolt	murvat
bolus	bolus
bomb	bomba
bombard	bombardimon
bombardier	bombardimon
bombardment	bombardimon
bombed	bombalangan
bomber	bombardimonchi
bombers	bombardimonchi
bombing	bombardimon
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	munosabatlar
bondage	qullik
bonding	bog'lanish
bonds	aloqalar
bondsman	soqchilar
bone	suyak
bonehead	suyak boshi
boner	boner
bones	suyaklar
bonfire	olov
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	qopqoq
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	suyak
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	kitob
bookcase	shkafi
bookie	kitobcha
booking	rezervasyon
bookish	kitob
bookkeeper	buxgalter
bookkeeping	buxgalteriya hisobi
booklet	kitobcha
bookmaker	buxgalter
bookmark	manzil belgisi
books	kitoblar
bookseller	kitob sotuvchisi
bookshop	kitob do'koni
bookstore	kitob do'koni
bookworm	kitob qurtlari
boom	boom
boomer	boomer
boomerang	bumerang
booming	puchga chiqadi
boon	boon
boooo	NO TRANSLATION
boost	takomillashtirish
booster	kuchaytirgich
boot	yuklash
booth	stantsiyani
bootleg	bootleg
bootlegger	bootlegger
boots	chizmalar
booty	o'lja
booze	ichish
bop	bop
bopper	bopper
border	chegara
bordering	chegaradosh
borderline	chegarasi
bore	teshik
boreal	boreal
bored	zerikdi
boredom	zerikish
borer	Borer
boring	zerikarli
born	tug'ilgan
boron	Bor
borough	shahar
borrow	qarz olish
borrower	qarz oluvchi
bosom	ko'krak
boss	xo'jayin
bossy	xo'jayin
boston	boston
botanical	botanika
botanist	botanist
botany	botanika
bother	bezovta qilmang
bothering	bezovta qilmoqda
bottle	shisha
bottleneck	darboğaz
bottling	shishani to'ldirish
bottom	pastki qismida joylashgan
bottomless	tubsiz
botulism	botulizm
boulder	qumloq
bounce	siqilish
bouncer	jodugar
bouncy	bouncy
bound	bog'langan
boundary	chegarasi
boundless	cheksizdir
bounds	chegaralar
bountiful	mo'l-ko'lchilik
bounty	bardoshlik
bouquet	guldasta
bourbon	Burbon
bourgeois	burjua
bourgeoisie	burjuvazi
bourse	kursi
bout	jang
boutique	butik
bouttime	vaqt yo'q
bovine	mol go'shti
bow	kamon
bowed	ta'zim qildilar
bowel	ichak
bowels	ichaklarda
bowl	kosa
bowler	kamon
bowling	bouling
bowls	kosa
box	quti
boxcar	boxcar
boxer	bokschi
boxers	bokschilar
boxing	boks
boy	bola
boycott	boykot qilish
boyfriend	erkak do'sti
boyhood	bolalik
boyish	bolalik
boysenberry	boysenberry
bozo	bozo
bra	sutyen
brace	brace
bracelet	bilaguzuk
braces	qalamchalar
brachial	brakiyali
bracket	braket
brackets	Qavslar
brackish	og'riqlar
brad	Brad
brag	maqtanchoqlik
braid	ortiqcha oro bermay
brain	miya
brainless	miyasiz
brains	miyalar
brainstorm	miya bo'roni
brainwash	miya yuvish
brainy	aqlli
brake	tormozlanadi
bran	kepek
branch	filiali
branching	dallanma
brand	tovar belgisi
brandy	brendi
brash	shafqatsiz
brass	guruch
brass knuckle	guruch chig'anoqlari
brassiere	brassiere
brat	brat
bratwurst	NO TRANSLATION
bravado	bravado
brave	jasur
bravery	jasurlik
brawl	janjal
brawn	qoshiq
brazen	jirkanch
breach	buzish
bread	non
breadth	kengligi
break	tanaffus
breakable	breakable
breakaway	ajralib chiqish; uzoqlashish
breakdown	buzilmoq
breaker	to'xtatuvchidir
breakers	to'siqlar
breakfast	nonushta
breaking and entering	sinishi va kirishi
breakingnews	Tezkor xabarlar
breakneck	shafqatsiz
breakthrough	kashfiyot
breakup	sindirish; ayrilish; to'xtatish
breast	ko'krak
breath	nafas olish
breathe	nafas olish
breather	nafas olish
breathless	nafas olishmaydi
breathtaking	hayratomuz
breech	makon
breeches	plashlar
breed	jinsi
breeder	ishlab chiqaruvchi
breeding	ko'paytirish
breeze	shamol
breezy	shamol
brethren	birodarlar
breve	NO TRANSLATION
brevity	qisqartirish
brew	qaymoq
brewery	pivo zavodi
brewing	pivo tayyorlash
briar	briar
bribe	pora olish
bribery	poraxo'rlik
brick	g'isht
bridal	kelin
bride	kelin
bridegroom	kuyov
bridesmaid	kelin-kuyov
bridge	ko'prik
bridle	bridle
brief	qisqacha
briefcase	portfel
briefing	brifing
briefly	qisqacha
brig	brig
brigade	brigada
bright	yorqin
brighten	yorqinroq
brightens	yoritadi
brighter	yorqinroq
brightness	yorqinligi
brilliance	yorqinlik
brilliant	porloq
brim	burun
brimming	shamollatish
brimstone	oltingugurt
brine	sho'r
bring	olib kelish
brink	brink
brisk	jonli
brisket	brisket
bristle	qasr
brittle	mo'rt
bro	Bro
broach	broshy
broad	keng
broadcast	tarqatish
broadcasting	eshittirish
broaden	kengaytirish
broadside	keng tarqalgan
broadsword	broadsword
brocade	brokadan
broccoli	brokkoli
brochure	broshyura
broil	broil
broke	buzildi
broken	singan
brokenheart	NO TRANSLATION
brokenhearted	singan
broker	broker
brokerage	brokerlik
bromide	Bromit
bronco	bronco
bronze	bronza
brooch	broshy
brood	zoti
brooding	parvarish qilish
brook	daryo
broom	supurgi
broomstick	supurgi
broth	suyuqlik
brothel	fohishaxonalar
brother	birodar
brotherhood	birodarlik
brotherly	birodarlik
brow	qosh
brown	jigarrang
brownstone	jigarrang tosh
browse	ko'rib chiqing
brrr	brrr
bruise	mo'rtlik
bruising	mo'rtlik
brunch	brunch
brunette	qoramag'iz
brunt	shafqatsiz
brush	cho'tkasi
brutal	shafqatsiz
brutality	shafqatsizlik
brute	shafqatsiz
brutish	shafqatsiz
bubble	qabariq
bubbling	pufakchalar
bubbly	bubbly
bubonic	bubonik
buck	pul
buckaroo	buckaroo
bucket	kepçe
buckle	qisqich
buckled	burkangan
bucko	bucko
buckshot	parcha
buckwheat	karabuğday
bud	bud
buddha	Budda
buddhism	buddizm
buddhist	buddist
budding	tomurcuklanma
buddy	Buddy
budge	budge
budget	Byudjet
buff	buff
buffalo	qo'tos
buffer	bufer
buffering	buferlash
buffet	bufet
buffoon	buffon
bug	xato
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	uchqun
bugler	bugler
build	qurmoq
builder	quruvchi
building	bino
buildings	binolar
buildup	mustahkamlamoq
bulb	Lampochka
bulbous	bulbul
bulge	bulge
bulimic	bulim
bulk	ommaviy
bulkhead	bulkhead
bulky	katta hajmli
bull	buqa
bulldog	buldog
bulldozer	buldozer
bullet	o'tilganlik
bulletin	axborot byulleteni
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	buqoq
bullpen	bullpen
bullshit	bullshit
bully	bully
bulwark	bulvark
bum	bum
bumblebee	yomg'ir
bummed	bummer
bummer	bummer
bump	zarba
bumper	bamper
bumpy	jirkanch
bun	NO TRANSLATION
bunch	shamlardan
bundle	to'plam
bungalow	bungalov
bungee	bungee
bunghole	bunghole
bunion	bunyon
bunk	ranza
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	tovush
buoy	buoy
buoyancy	chidamlilik
buoyant	baquvvat
bur	bur
burden	yuk
burdened	og'ir yuk
burdensome	og'ir yuk
bureau	byurosi
bureaucracy	rasmiyatchilik
bureaucrat	byurokrat
bureaucratic	byurokratik
burger	burger
burglar	o'g'ri
burglary	o'g'rilik
burial	ko'milgan
buried	ko'milgan
burke	burke
burlap	burlap
burlesque	burlesk
burly	burly
burn	kuyish
burned	yondi
burner	burner
burning	yonayotgan
burnished	ochilgan
burnout	tirqish
burnt	yondi
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	stipendiya
burst	portlash
bury	dafn qilmoq
bus	avtobus
busboy	busboy
bush	buta
bushel	buxgalter
bushy	buta
business	biznes
business man	NO TRANSLATION
businessman	Tadbirkor
businesswoman	NO TRANSLATION
busload	yuk
buss	buss
bust	bust
busted	buzib tashlangan
buster	buster
bustle	shovqin
bustling	harakatlanuvchi
busy	band
busybody	busybody
butane	butan
butcher	qassob
butler	butler
butt	boshcha
butter	sariyog'
buttercup	yog'och
butterfly	kelebek
buttermilk	ayran
butterscotch	butterscotch
buttery	moyni
buttock	qovoq
buttocks	qaltirash
button	tugmasini bosing
buttress	tayanch
buxom	buxom
buy	sotib oling
buyer	xaridor
buying	sotib olish
buzz	buzz
buzzard	buzzard
buzzed	buzildi
buzzer	buzzer
buzzing	xiralashgan
bye	bye
bygone	o'tib ketdi
bylaw	qonun
byline	byline
bypass	bypass
bystander	kuzatuvchi
byte	bayt
byzantine	byzantin
cab	kabina
cabal	kabinet
cabana	cabana
cabaret	kabare
cabbage	karam
cabbie	cabbie
cabernet	cabernet
cabin	idishni
cabinet	shkafi
cable	kabel
caboodle	soxta
caboose	kemadan tushirish
cabriolet	kabriolet
cache	kesh
cacophony	kakofoni
cactus	kaktus
cad	SAPR
cadaver	kadavr
caddie	NO TRANSLATION
caddy	do'kon
cadence	kadans
cadet	kursant
cafe	kafe
cafeteria	kafeterya
caffeine	kofein
cage	qafas
cagey	kagay
cahoots	jahoots
cairn	kairn
cake	kek
cakewalk	kakevalk
calamari	kalamari
calamitous	halokatli
calamity	falokat
calcareous	kalkerli
calcium	kaltsiy
calculate	hisoblash
calculated	hisoblangan
calculating	hisoblash
calculation	hisoblash
calculator	kalkulyator
calculus	hisob
calendar	taqvim
calender	NO TRANSLATION
calf	buzoq
caliber	kalibrli
calibrate	sozlang
calico	hijob
calipers	kaliperlar
calisthenics	gimnastika
call	qo'ng'iroq qiling
callback	qayta qo'ng'iroq qilish
caller	chaqiruvchi
calligraphy	kalligrafiya
calling	qo'ng'iroq qilish
callous	shafqatsiz
calls	qo'ng'iroqlar
calm	sokin
calming	tinchlantirish
calmness	tinchlik
caloric	kaloriya
calorie	kaloriya
calorimeter	kalorometr
cam	shisha
camaraderie	qarindoshlar
camber	kambag'al
camcorder	Kamera
camel	tuya
cameo	koso
camera	kamera
cameraman	operator
camisole	kamisol
camouflage	kamuflyaj
camouflaged	NO TRANSLATION
camp	lager
