Word	ms
bathymetry	bathymetry
baton	tongkat
battalion	batalion
batter	adunan
battered	terbakar
battering	battering
battery	bateri
battle	pertempuran
battled	bertempur
battlefield	medan perang
battleground	medan perang
battlements	battlements
battleship	kapal perang
batty	batty
bauble	bauble
bawdy	lemah
bawl	bawl
bay	teluk
bayonet	bayonet
bayou	bayou
bazaar	bazar
bazooka	bazooka
bday	bday
be	menjadi
beach	pantai
beaches	pantai
beacon	lampu isyarat
bead	manik
beading	manik
beads	manik
beady	beady
beagle	beagle
beak	paruh
beaker	bikar
beam	rasuk
beaming	berseri
bean	kacang
beanbag	beg kacang
beanie	beanie
bear	beruang
bearable	boleh ditanggung
beard	janggut
bearded	berjanggut
bearer	pembawa
bearing	galas
bearings	galas
bearish	penurunan harga
bearskin	kulit beruang
beast	binatang
beastly	beastly
beat	mengalahkan
beaten	dipukul
beater	pemukul
beating	mengalahkan
beatnik	beatnik
beau	beau
beautification	kecantikan
beautiful	cantik
beautify	mencantikkan
beauty	kecantikan
beaver	memerang
bebop	bebop
beck	beck
beckon	beckon
become	menjadi
bed	katil
bedding	tempat tidur
bedpan	bedpan
bedrock	batuan dasar
bedroom	bilik tidur
bedside	katil sebelah
bedspread	seprai tidur
bedtime	waktu tidur
bee	lebah
beef	daging lembu
beefsteak	daging steak
beehive	sarang lebah
beep	bip
beeper	beeper
beer	bir
bees	lebah
beeswax	lilin lebah
beetle	kumbang
befall	menimpa
befitting	sesuai
befriend	berteman
befuddled	befuddled
beg	beg
beggar	pengemis
begging	mengemis
begin	mulakan
beginner	pemula
beginning	permulaan
beginnings	permulaan
begrudge	begrudge
begun	bermula
behappy	NO TRANSLATION
behave	berkelakuan
behavior	tingkah laku
behavioral	tingkah laku
behemoth	raksasa
behest	behest
behold	lihatlah
beholden	wahai
beholder	melihatnya
beige	beige
belated	terlewat
belay	belay
belch	belch
belief	kepercayaan
believable	boleh dipercayai
believe	percaya
believed	percaya
believer	orang percaya
believing	percaya
belittle	kurangkan
belittled	diperkecil
bell	loceng
bellboy	koboi
bellhop	tuan rumah
belligerent	berperang
bellman	bellman
bellow	melaung
bellows	belos
belly	perut
bellybutton	Pusat
bellyful	perut
belong	milik
belongings	barang-barang
beloved	kekasih
belt	tali pinggang
beluga	beluga
bemused	bemused
bench	bangku
bend	bengkok
bender	bender
bending	membengkok
beneath	di bawah
benedictory	benedictory
benefactor	dermawan
beneficial	berfaedah
beneficiary	benefisiari
benefit	manfaat
benevolence	kebajikan
benevolent	baik hati
benign	benigna
bent	bengkok
benzene	benzene
bequeath	bequeath
bequest	wasiat
bereaved	kekurangan
bereavement	pengsan
bereft	bereft
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	berilium
beseech	beseech
beset	beset
bestdayever	hari paling terbaik
bestfeeling	bestfeeling
bestfriends	kawan baik
bestial	bestial
besties	besties
bestow	berikan
bestseller	bestseller
bet	bertaruh
beta	beta
betray	mengkhianati
betrayal	pengkhianatan
betrayed	dikhianati
betrothed	bertunangan
betterment	kebaikan
betting	pertaruhan
betty	betty
bevel	serong
beverage	minuman
bevy	bevy
beware	berhati-hati
bewilder	kebingungan
bewildered	bingung
bewilderment	kebingungan
bias	bias
biased	berat sebelah
bib	bib
bible	Bible
biblical	Alkitab
bibliography	bibliografi
bicarbonate	bikarbonat
bicentennial	dua tahun
biceps	bisep
bicker	bicker
bickering	pertengkaran
bicolor	bicolor
bicycle	basikal
bid	tawaran
bidder	pembida
bidding	pembidaan
bide	NO TRANSLATION
biennial	dwitahunan
bier	NO TRANSLATION
bifurcation	bifurcation
big	besar
bigamy	bigamy
bigday	besar hari
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	tanduk besar
bigmouth	mulut besar
bigot	bigot
bigoted	ketegangan
bigotry	ketaksuban
bike	basikal
biker	Bikers
bikini	bikini
bilateral	dua hala
bilayer	bilayer
bile	hempedu
bilge	bilge
bilingual	dwibahasa
bill	bil
billboard	papan iklan
billet	billet
billiard	biliard
billiards	biliard
billing	bil
billion	bilion
billionaire	jutawan
billy	billy
bimbo	bimbo
bimonthly	dua bulan sekali
bin	bin
binary	binari
bind	mengikat
binder	pengikat
bindery	bindery
binding	mengikat
bing	bing
binge	pesta
bingo	bingo
binocular	teropong
binoculars	teropong
binomial	binomial
bio	bio
biochemical	biokimia
biochemist	biokimia
biochemistry	biokimia
biogenesis	biogenesis
biographer	biografi
biography	biografi
biological	biologi
biologist	ahli biologi
biology	biologi
bionic	bionik
biopsy	biopsi
biosphere	biosfera
bipartite	bipartit
bipolar	bipolar
birch	birch
bird	burung
birdcage	sangkar burung
birdie	birdie
birdman	burung
birth	kelahiran
birthday	hari lahir
birthing	kelahiran
birthmark	tanda lahir
birthplace	tempat kelahiran
birthright	hak kelahiran
bis	NO TRANSLATION
biscuit	biskut
bisexual	biseksual
bishop	uskup
bison	bison
bisque	bisque
bistro	bistro
bit	sedikit
bitch	jalang
bitchy	bitchy
bite	menggigit
biter	NO TRANSLATION
bitsy	bitsy
bitter	pahit
bitterly	pahit
bitterness	kepahitan
bittersweet	pahit manis
bitty	bitty
bitumen	bitumen
biweekly	dua kali seminggu
biz	biz
bizarre	pelik
blab	blab
blabbermouth	blabbermouth
black	hitam
black snake	ular hitam
blackberry	blackberry
blackbird	blackbird
blackboard	papan hitam
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	senarai hitam
blackmail	memeras ugut
blackmailer	pemanah
blackness	kegelapan
blackout	pemadaman
blacksmith	tukang besi
bladder	pundi kencing
blade	bilah
blame	menyalahkan
blameless	tidak bersalah
bland	hambar
blank	kosong
blanket	selimut
blare	blare
blase	NO TRANSLATION
blasphemous	menghujat
blasphemy	penghujatan
blast	letupan
blaster	blaster
blastoff	meletup
blatant	terang-terangan
blather	blather
blaze	kebakaran
blazer	blazer
blazing	terbakar
bleach	peluntur
bleak	suram
bleed	berdarah
bleeder	pemarah
bleeding	berdarah
bleep	bleep
blemish	cacat
blemished	cacat
blend	campuran
blender	pengisar
blending	pengadunan
bless	memberkati
blessed	diberkati
blessing	berkat
blessings	berkat
bleu	bleu
blight	blight
blighted	dimusnahkan
blimp	blimp
blind	buta
blinded	buta
blindfold	penutup mata
blindfolded	ditutup mata
blinding	membutakan
blindly	secara membuta tuli
blindness	buta
blink	berkedip
blip	blip
bliss	kebahagiaan
blissful	gembira
blister	lepuh
blistering	melepuh
blitz	blitz
blizzard	badai salji
bloat	mengembung
bloated	kembung
blob	gumpalan
block	blok
blockade	sekatan
blockage	penyumbatan
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	bloke
blond	berambut perang
blonde	berambut perang
blood	darah
bloodbath	darah
bloodhound	gempa bumi
bloodless	tanpa darah
bloodline	keturunan
bloodshed	pertumpahan darah
bloodshot	petikan darah
bloodstream	aliran darah
bloodthirsty	dahagakan darah
bloody	berdarah
bloom	mekar
bloomers	pembeli
blooming	mekar
blossom	berbunga
blot	blot
blotched	blotched
blotter	blotter
blouse	baju
blow	tamparan
blower	blower
blowfish	blowfish
blowing	meniup
blowjob	blowjob
blown	ditiup
blowout	meniup
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	biru
blue spruce	cemara biru
blueberry	blueberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	cetak biru
blues	blues
bluff	menipu
bluish	kebiruan
blunder	kesilapan
blunt	tumpul
blur	kabur
blurred	kabur
blurry	kabur
blurt	blurt
blush	memerah
blushing	memalukan
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	babi hutan
board	papan
board game	permainan papan
boarder	NO TRANSLATION
boarding	menaiki pesawat
boardroom	bilik lembaga
boards	papan
boardwalk	jalan masuk
boast	bermegah
boastful	berbangga
boasting	membual
boat	bot
boathouse	boathouse
boating	bot
boatload	beban bot
boatman	tukang perahu
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	korset
bodily	tubuh badan
body	badan
bodyguard	pengawal peribadi
bog	rawa
bogey	bogey
bogeyman	bogeyman
bogus	palsu
bohemian	bohemian
boil	didih
boiler	dandang
boilerplate	boilerplate
boiling	mendidih
boisterous	gelisah
bold	berani
boldness	keberanian
bollocks	bollocks
bolster	bolster
bolt	baut
bolus	bolus
bomb	bom
bombard	pengeboman
bombardier	pengebom
bombardment	pengeboman
bombed	dibom
bomber	pengebom
bombers	pengebom
bombing	pengeboman
bombshell	bom
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bon
bondage	perhambaan
bonding	ikatan
bonds	bon
bondsman	pemegang bon
bone	tulang
bonehead	tulang kepala
boner	boner
bones	tulang
bonfire	unggun api
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bonet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	tulang belakang
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	buku
bookcase	rak buku
bookie	bookie
booking	tempahan
bookish	bookish
bookkeeper	penjaga buku
bookkeeping	simpan kira
booklet	buku kecil
bookmaker	bookmaker
bookmark	penanda buku
books	buku
bookseller	penjual buku
bookshop	kedai buku
bookstore	kedai buku
bookworm	ulat buku
boom	boom
boomer	boomer
boomerang	bumerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	galakan
booster	booster
boot	boot
booth	gerai
bootleg	bootleg
bootlegger	bootlegger
boots	but
booty	harta rampasan
booze	minuman keras
bop	bop
bopper	bopper
border	sempadan
bordering	bersempadan
borderline	sempadan
bore	melahirkan
boreal	boreal
bored	bosan
boredom	kebosanan
borer	borer
boring	membosankan
born	lahir
boron	boron
borough	borough
borrow	meminjam
borrower	peminjam
bosom	pangkuan
boss	bos
bossy	bossy
boston	boston
botanical	botani
botanist	ahli botani
botany	botani
bother	mengganggu
bothering	mengganggu
bottle	botol
bottleneck	kesesakan
bottling	pembotolan
bottom	bawah
bottomless	tidak bermaya
botulism	botulisme
boulder	batu
bounce	melantun
bouncer	bouncer
bouncy	melenting
bound	terikat
boundary	sempadan
boundless	tanpa batas
bounds	sempadan
bountiful	bertuah
bounty	bounty
bouquet	sejambak
bourbon	bourbon
bourgeois	borjuasi
bourgeoisie	borjuasi
bourse	bursa
bout	pertarungan
boutique	butik
bouttime	bouttime
bovine	lembu
bow	busur
bowed	membungkuk
bowel	usus
bowels	perut
bowl	mangkuk
bowler	bowler
bowling	bowling
bowls	mangkuk
box	kotak
boxcar	kotak kereta
boxer	peninju
boxers	peninju
boxing	tinju
boy	budak lelaki
boycott	boikot
boyfriend	teman lelaki
boyhood	kanak-kanak
boyish	budak lelaki
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	pendakap
bracelet	gelang
braces	pendakap
brachial	brachial
bracket	kurungan
brackets	kurungan
brackish	payau
brad	brad
brag	membesarkan diri
braid	tocang
brain	otak
brainless	brainless
brains	otak
brainstorm	brainstorm
brainwash	brainwash
brainy	cerdas
brake	brek
bran	dedak
branch	cawangan
branching	cawangan
brand	jenama
brandy	brendi
brash	kurang ajar
brass	tembaga
brass knuckle	buku jari kuningan
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	berani
bravery	keberanian
brawl	pergaduhan
brawn	brawn
brazen	brazen
breach	pelanggaran
bread	roti
breadth	luasnya
break	pecah
breakable	terputus
breakaway	berpisah
breakdown	rosak
breaker	pemutus
breakers	pemutus
breakfast	sarapan pagi
breaking and entering	memecahkan dan memasuki
breakingnews	breakingnews
breakneck	pecah
breakthrough	kejayaan
breakup	putus
breast	payudara
breath	nafas
breathe	bernafas
breather	bernafas
breathless	terengah-engah
breathtaking	menakjubkan
breech	breech
breeches	breeches
breed	baka
breeder	pembiak baka
breeding	pembiakan
breeze	angin
breezy	berangin
brethren	saudara-saudara
breve	NO TRANSLATION
brevity	Keringkasan
brew	minuman
brewery	kilang bir
brewing	bru
briar	briar
bribe	rasuah
bribery	rasuah
brick	bata
bridal	pengantin
bride	pengantin perempuan
bridegroom	pengantin laki-laki
bridesmaid	pengiring pengantin perempuan
bridge	jambatan
bridle	kekang
brief	ringkas
briefcase	beg bimbit
briefing	taklimat
briefly	sebentar
brig	brig
brigade	briged
bright	terang
brighten	cerah
brightens	mencerahkan
brighter	lebih cerah
brightness	kecerahan
brilliance	kecemerlangan
brilliant	cemerlang
brim	penuh
brimming	penuh
brimstone	brimstone
brine	air garam
bring	bawa
brink	ambang
brisk	cepat
brisket	brisket
bristle	bulu
brittle	rapuh
bro	bro
broach	broach
broad	luas
broadcast	siaran
broadcasting	penyiaran
broaden	meluaskan
broadside	broadside
broadsword	broadsword
brocade	brokat
broccoli	brokoli
brochure	brosur
broil	broil
broke	pecah
broken	pecah
brokenheart	NO TRANSLATION
brokenhearted	hati yang terluka
broker	broker
brokerage	broker
bromide	bromida
bronco	bronco
bronze	gangsa
brooch	kerongsang
brood	brood
brooding	brooding
brook	sungai
broom	penyapu
broomstick	batang penyapu
broth	sup
brothel	rumah pelacuran
brother	saudara lelaki
brotherhood	persaudaraan
brotherly	bersaudara
brow	dahi
brown	coklat
brownstone	brownstone
browse	semak imbas
brrr	brrr
bruise	lebam
bruising	lebam
brunch	brunch
brunette	si rambut coklat
brunt	brunt
brush	berus
brutal	kejam
brutality	kekejaman
brute	brute
brutish	brutish
bubble	gelembung
bubbling	menggelegak
bubbly	berbuih
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	baldi
buckle	gesper
buckled	tergelincir
bucko	bucko
buckshot	Buah dada
buckwheat	soba
bud	tunas
buddha	buddha
buddhism	buddisme
buddhist	buddhist
budding	tunas
buddy	buddy
budge	bergolak
budget	bajet
buff	buff
buffalo	kerbau
buffer	penampan
buffering	buffering
buffet	bufet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	diserang
bugger	bugger
buggy	kereta buggy
bugle	bugle
bugler	bugler
build	membina
builder	pembina
building	bangunan
buildings	bangunan
buildup	membina
bulb	mentol
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	pukal
bulkhead	bahagian kepala
bulky	besar
bull	lembu
bulldog	bulldog
bulldozer	jentolak
bullet	peluru
bulletin	buletin
bulletproof	peluru berpandu
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	bullhorn
bullion	bullion
bullock	lembu jantan
bullpen	bullpen
bullshit	bullshit
bully	pembuli
bulwark	benteng
bum	bum
bumblebee	bumblebee
bummed	membosankan
bummer	mengecewakan
bump	benjolan
bumper	bumper
bumpy	berbonggol
bun	NO TRANSLATION
bunch	sekumpulan
bundle	ikatan
bungalow	banglo
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	tempat tidur
bunker	bunker
bunkhouse	bunkhouse
bunny	kelinci
bunt	memburu
buoy	buoy
buoyancy	keapungan
buoyant	buoyant
bur	bur
burden	beban
burdened	dibebani
burdensome	membebankan
bureau	biro
bureaucracy	birokrasi
bureaucrat	birokrat
bureaucratic	birokratik
burger	burger
burglar	pencuri
burglary	pencurian
burial	pengebumian
buried	dikebumikan
burke	burke
burlap	burlap
burlesque	burlesque
burly	kasar
burn	terbakar
burned	dibakar
burner	pembakar
burning	pembakaran
burnished	dibakar
burnout	terbakar
burnt	dibakar
burp	sendawa
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bendahari
burst	pecah
bury	mengebum
bus	bas
busboy	busboy
bush	belukar
bushel	bushel
bushy	lebat
business	perniagaan
business man	NO TRANSLATION
businessman	ahli perniagaan
businesswoman	ahli perniagaan
busload	busload
buss	buss
bust	dada
busted	dirampas
buster	buster
bustle	kesibukan
bustling	ramai
busy	sibuk
busybody	penyibuk
butane	butana
butcher	tukang daging
butler	pelayan
butt	pantat
butter	mentega
buttercup	buttercup
butterfly	rama-rama
buttermilk	buttermilk
butterscotch	butterscotch
buttery	mentega
buttock	punggung
buttocks	punggung
button	butang
buttress	buttress
buxom	buxom
buy	beli
buyer	pembeli
buying	membeli
buzz	buzz
buzzard	buzzard
buzzed	berdengung
buzzer	buzzer
buzzing	berdengung
bye	selamat tinggal
bygone	tidak lama lagi
bylaw	undang-undang
byline	byline
bypass	memintas
bystander	perantaraan
byte	bait
byzantine	byzantine
cab	teksi
cabal	cabal
cabana	cabana
cabaret	kabaret
cabbage	kobis
cabbie	cabbie
cabernet	cabernet
cabin	kabin
cabinet	kabinet
cable	kabel
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	kaktus
cad	cad
cadaver	mayat
caddie	NO TRANSLATION
caddy	caddy
cadence	irama
cadet	kadet
cafe	kafe
cafeteria	kafetaria
caffeine	kafein
cage	sangkar
cagey	cagey
cahoots	cahoots
cairn	sairn
cake	kek
cakewalk	cakewalk
calamari	cumi
calamitous	malang
calamity	malapetaka
calcareous	berkapur
calcium	kalsium
calculate	kiraan
calculated	dikira
calculating	pengiraan
calculation	pengiraan
calculator	kalkulator
calculus	kalkulus
calendar	kalendar
calender	NO TRANSLATION
calf	anak lembu
caliber	berkaliber
calibrate	menentukur
calico	calico
calipers	calipers
calisthenics	calisthenics
call	panggilan
callback	panggilan balik
caller	pemanggil
calligraphy	kaligrafi
calling	memanggil
callous	lelah
calls	panggilan
calm	tenang
calming	menenangkan
calmness	ketenangan
caloric	kalori
calorie	kalori
calorimeter	calorimeter
cam	cam
camaraderie	persahabatan
camber	camber
camcorder	camcorder
camel	unta
cameo	datanglah
camera	kamera
cameraman	jurukamera
camisole	camisole
camouflage	penyamaran
camouflaged	NO TRANSLATION
camp	kem
campaign	kempen
campaigner	kempen
campaigning	berkempen
camper	kemping
campfire	unggun api
camping	berkhemah
campsite	Tapak perkhemahan
campus	kampus
can	boleh
can opener	pembuka tin
canal	terusan
canary	canary
cancel	batalkan
canceling	membatalkan
cancellation	pembatalan
cancer	kanser
candid	terang
candidacy	pencalonan
candidate	calon
candied	candied
candle	lilin
candlelight	lilin
candles	lilin
candlestick	candlestick
candor	ketulusan
candy	gula-gula
cane	tebu
canine	anjing
canister	kanister
canker	canker
cannabis	ganja
canned	tin
cannibal	kanibal
cannibalism	kanibalisme
canning	pengetinan
cannon	meriam
cannonball	meriam
canoe	kanu
canon	kanon
canonical	kanonikal
canons	kanon
canopy	kanopi
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	kantin
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	kanvas
canvass	NO TRANSLATION
canyon	canyon
cap	topi
capability	keupayaan
capable	mampu
capacity	kapasiti
cape	jubah
caper	lompat
capillary	kapilari
capital	modal
capitalism	kapitalisme
capitalist	kapitalis
capitalize	memanfaatkan
capitals	ibu kota
capitation	pengambilan
capitol	capitol
capitulation	penyerahan
cappuccino	cappuccino
caprice	caprice
capricious	tidak menentu
caps	topi
capslock	Caps Lock
capsule	kapsul
captain	kapten
caption	keterangan
captivate	menawan
