Word	sr
bedspread	постељина
bedtime	спавање
bee	пчела
beef	говедина
beefsteak	бифтек
beehive	кошница
beep	звучни сигнал
beeper	беепер
beer	пиво
bees	пчеле
beeswax	пчелињи восак
beetle	буба
befall	бефалл
befitting	надмашује
befriend	бефриенд
befuddled	бефуддлед
beg	молити
beggar	просјак
begging	просјачење
begin	започети
beginner	почетник
beginning	почетак
beginnings	почетки
begrudge	бегрудге
begun	почело
behappy	NO TRANSLATION
behave	понашати се
behavior	понашање
behavioral	понашање
behemoth	бехемотх
behest	желим
behold	Ево
beholden	бехолден
beholder	Гледај
beige	беж
belated	закаснели
belay	белаи
belch	белцх
belief	веровање
believable	уверљив
believe	верујте
believed	веровали
believer	верник
believing	верујући
belittle	омаловажава
belittled	омаловажени
bell	звоно
bellboy	звонко
bellhop	беллхоп
belligerent	ратно
bellman	беллман
bellow	испод
bellows	мехови
belly	стомак
bellybutton	пупак
bellyful	беллифул
belong	припадати
belongings	ствари
beloved	вољен
belt	појас
beluga	белуга
bemused	бемусед
bench	клупа
bend	бенд
bender	бендер
bending	савијање
beneath	испод
benedictory	бенедицтори
benefactor	добротворац
beneficial	благотворан
beneficiary	корисник
benefit	користи
benevolence	беневоленце
benevolent	добронамерно
benign	Бенигни
bent	савијен
benzene	бензен
bequeath	Бекуеатх
bequest	бекуест
bereaved	ожалошћен
bereavement	отежано
bereft	лишен
beret	берет
bergamot	бергамот
berlin	берлин
berserk	берсерк
berth	вез
beryllium	берилијум
beseech	Молим те
beset	бијег
bestdayever	најбољи дан икада
bestfeeling	бестфеелинг
bestfriends	најбољи пријатељ
bestial	бестиал
besties	бестиес
bestow	дарује
bestseller	бестселер
bet	опклада
beta	бета
betray	издај
betrayal	издаја
betrayed	издати
betrothed	обавезно
betterment	побољшање
betting	беттинг
betty	Бетти
bevel	бевел
beverage	напитак
bevy	беви
beware	Пазите
bewilder	бевилдер
bewildered	збуњен
bewilderment	збуњеност
bias	склоност
biased	пристрасан
bib	биб
bible	Библија
biblical	библијски
bibliography	библиографија
bicarbonate	бикарбонат
bicentennial	двогодишњи
biceps	бицепс
bicker	бикер
bickering	пецкање
bicolor	биколор
bicycle	бицикл
bid	понуда
bidder	понуђач
bidding	понуде
bide	NO TRANSLATION
biennial	биенниал
bier	NO TRANSLATION
bifurcation	бифуркација
big	велики
bigamy	бигами
bigday	Велики дан
biggestfear	NO TRANSLATION
biggie	биггие
bighorn	бигхорн
bigmouth	Велика уста
bigot	фанатик
bigoted	побуњеник
bigotry	фанатику
bike	бицикл
biker	бикер
bikini	бикини
bilateral	билатерални
bilayer	двосмерни
bile	жуч
bilge	билге
bilingual	двојезични
bill	рачун
billboard	Огласна табла
billet	греда
billiard	билијар
billiards	билијар
billing	наплате
billion	милијарде
billionaire	милијардер
billy	Билли
bimbo	Бимбо
bimonthly	двомесечно
bin	бин
binary	бинарно
bind	везати
binder	регистратор
bindery	биндери
binding	везивање
bing	бинг
binge	Бинге
bingo	бинго
binocular	бинокуларни
binoculars	двоглед
binomial	биномски
bio	био
biochemical	биохемијски
biochemist	биохемичар
biochemistry	биокемија
biogenesis	биогенеза
biographer	биограф
biography	биографија
biological	биолошки
biologist	биолог
biology	биологија
bionic	биониц
biopsy	биопсија
biosphere	биосфера
bipartite	бипартите
bipolar	биполар
birch	бирцх
bird	птица
birdcage	бирдцаге
birdie	птица
birdman	бирдман
birth	рођење
birthday	рођендан
birthing	биртхинг
birthmark	биртхмарк
birthplace	место рођења
birthright	рођендан
bis	NO TRANSLATION
biscuit	бисквит
bisexual	бисексуална
bishop	бискуп
bison	бисон
bisque	бискуе
bistro	бистро
bit	мало
bitch	кучка
bitchy	битцхи
bite	угриз
biter	NO TRANSLATION
bitsy	битси
bitter	горко
bitterly	горко
bitterness	горчина
bittersweet	биттерсвеет
bitty	битка
bitumen	битумен
biweekly	двонедељно
biz	биз
bizarre	бизарно
blab	блаб
blabbermouth	блаббермоутх
black	црн
black snake	црна змија
blackberry	купина
blackbird	блацкбирд
blackboard	табла
blacken	црни
blackface	Црна лице
blackjack	блацкјацк
blacklist	црна листа
blackmail	уцена
blackmailer	блацкмаилер
blackness	црнило
blackout	блацкоут
blacksmith	ковач
bladder	бешика
blade	сечиво
