Word	sn
battalion	battalion
batter	batter
battered	battered
battering	battering
battery	bateri
battle	hondo
battled	kurwisana
battlefield	battlefield
battleground	battleground
battlements	warments
battleship	battleship
batty	batty
bauble	bauble
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	be
beach	beach
beaches	beaches
beacon	bhakoni
bead	bead
beading	beading
beads	bheshi
beady	beady
beagle	beagle
beak	beak
beaker	beaker
beam	danda
beaming	kubwinya
bean	bhinzi
beanbag	beanbag
beanie	beanie
bear	bere
bearable	bearable
beard	ndebvu
bearded	bearded
bearer	mutakuri
bearing	kutakura
bearings	bearings
bearish	bearish
bearskin	bearkin
beast	chikara
beastly	chikara
beat	kurohwa
beaten	kurohwa
beater	beater
beating	kurova
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	runako
beautify	beautify
beauty	runako
beaver	beaver
bebop	bebop
beck	beck
beckon	beckon
become	kuva
bed	mubhedha
bedding	pamabhedha
bedpan	bedpan
bedrock	bedrock
bedroom	muimba yekurara
bedside	mubhedha
bedspread	bedspread
bedtime	nguva yokurara
bee	nyuchi
beef	nyama yemombe
beefsteak	nyama yemombe
beehive	nyuchi
beep	beep
beeper	beeper
beer	doro
bees	nyuchi
beeswax	bekisi
beetle	beetle
befall	inowira
befitting	zvakakodzera
befriend	shamwari
befuddled	befuddled
beg	kumbira
beggar	mupemhi
begging	achikumbira
begin	tanga
beginner	kutanga
beginning	kutanga
beginnings	kutanga
begrudge	kunyadziswa
begun	kutanga
behappy	NO TRANSLATION
behave	ita
behavior	maitiro
behavioral	behavioral
behemoth	behemoth
behest	shingairira
behold	tarisai
beholden	tarisai
beholder	tarisai
beige	beige
belated	belated
belay	belay
belch	bhanki
belief	kutenda
believable	inotendwa
believe	tenda
believed	vakatenda
believer	mutendi
believing	kutenda
belittle	belittle
belittled	vakanyarara
bell	bhero
bellboy	bellboy
bellhop	bellhop
belligerent	gakava
bellman	bellman
bellow	bellow
bellows	dumbu
belly	dumbu
bellybutton	bellybutton
bellyful	bellyful
belong	ndevamwe
belongings	zvinhu
beloved	mudiwa
belt	bhandi
beluga	beluga
bemused	vakanyarara
bench	bench
bend	bend
bender	bender
bending	bending
beneath	pasi
benedictory	benedictory
benefactor	anobatsira
beneficial	inobatsira
beneficiary	vabatsiri
benefit	anobatsira
benevolence	kusununguka
benevolent	zvakanaka
benign	benign
bent	bent
benzene	benzene
bequeath	bequeath
bequest	inobata
bereaved	kufirwa
bereavement	kufirwa
bereft	kuberekwa
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	berth
beryllium	beryllium
beseech	ndinokumbira
beset	dambudziko
bestdayever	bestdayever
bestfeeling	bestfeeling
bestfriends	shamwari dzepamoyo
bestial	chifeve
besties	besties
bestow	bestow
bestseller	bestseller
bet	bethi
beta	beta
betray	betha
betrayal	kutengesa
betrayed	inotengeswa
betrothed	betrothed
betterment	zviri nani
betting	kubheji
betty	betty
bevel	bevel
beverage	beverage
bevy	bevy
beware	chenjerera
bewilder	kugumburwa
bewildered	kushamisika
bewilderment	kushamiswa
bias	kusarura
biased	zvakashata
bib	bib
bible	bible
biblical	biblical
bibliography	bibliography
bicarbonate	bicarbonate
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bickering	kukakavara
bicolor	bicolor
bicycle	bhasikoro
bid	bidha
bidder	mubatsiri
bidding	bidding
bide	NO TRANSLATION
biennial	biennial
bier	NO TRANSLATION
bifurcation	bifurcation
big	big
bigamy	bigamy
bigday	bigday
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	bigmouth
bigot	bigot
bigoted	bigoted
bigotry	kuburitsa
bike	bicycle
biker	biker
bikini	bikini
bilateral	kushamwaridzana
bilayer	bilayer
bile	bile
bilge	bilge
bilingual	zvinyorwa zviviri
bill	Bill
billboard	billboard
billet	billet
billiard	mabhiriyoni
billiards	mabhiriyoni
billing	kubhadhara
billion	mabhiriyoni
billionaire	mabhiriyoniire
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	zvisunga
binder	binder
bindery	bindery
binding	kusunga
bing	bing
binge	binge
bingo	bingo
binocular	binocular
binoculars	binoculars
binomial	binomial
bio	bio
biochemical	biochemical
biochemist	biochemist
biochemistry	biochemistry
biogenesis	biogenesis
biographer	biographer
biography	biography
biological	biological
biologist	biologist
biology	biology
bionic	bionic
biopsy	biopsy
biosphere	biosphere
bipartite	bipartite
bipolar	bipolar
birch	birch
bird	shiri
birdcage	birdcage
birdie	birdie
birdman	birdman
birth	kuberekwa
birthday	bhavhdhe
birthing	birthing
birthmark	birthmark
birthplace	nzvimbo yokuberekwa
birthright	udangwe
bis	NO TRANSLATION
biscuit	biscuit
bisexual	vakaroorana
bishop	bishop
bison	bison
bisque	bhisiki
bistro	bistro
bit	bit
bitch	bitch
bitchy	bitchy
bite	bite
biter	NO TRANSLATION
bitsy	bitsy
bitter	zvinorwadza
bitterly	zvinorwadza
bitterness	hasha
bittersweet	bittersweet
bitty	bitty
bitumen	bitumen
biweekly	biweekly
biz	biz
bizarre	zvinoshamisa
blab	blab
blabbermouth	blabbermouth
black	nhema
black snake	black snake
blackberry	blackberry
blackbird	blackbird
blackboard	bhodhi
blacken	blacken
blackface	blackface
blackjack	blackjack
blacklist	blacklist
blackmail	kushata
blackmailer	blackmailer
blackness	blackness
blackout	blackout
blacksmith	mupfuri
bladder	shanje
blade	blade
blame	mhosva
blameless	asina chaanopomerwa
bland	bland
blank	pasina
blanket	bhandi
blare	blare
blase	NO TRANSLATION
blasphemous	anonyomba
blasphemy	kunyomba
blast	blast
blaster	blaster
blastoff	blastoff
blatant	zvakashata
blather	blather
blaze	kupisa
blazer	blazer
blazing	kupisa
bleach	bleach
bleak	bleak
bleed	kubuda ropa
bleeder	bleeder
bleeding	kubuda ropa
bleep	b
blemish	chirema
blemished	akaremara
blend	blend
blender	blender
blending	blending
bless	ropafadza
blessed	akaropafadzwa
blessing	chikomborero
blessings	maropafadzo
bleu	bluu
blight	blight
blighted	blighted
blimp	blimp
blind	mapofu
blinded	mapofu
blindfold	kuvharwa pakafuti
blindfolded	kuvharwa maziso
blinding	kupofumadza
blindly	mapofu
blindness	bofu
blink	blink
blip	blip
bliss	mufaro
blissful	anofadza
blister	blister
blistering	kubvunda
blitz	blitz
blizzard	bhirizzard
bloat	bloat
bloated	bloated
blob	blob
block	chivharo
blockade	blockade
blockage	blockage
blockbuster	blockbuster
blockhead	blockhead
blog	blog
bloke	bloke
blond	blond
blonde	blonde
blood	ropa
bloodbath	ropabath
bloodhound	bloodhound
bloodless	isina ropa
bloodline	bloodline
bloodshed	kuteura ropa
bloodshot	ropa
bloodstream	ropastream
bloodthirsty	ropa
bloody	ropa
bloom	bloom
bloomers	bloomers
blooming	kurima
blossom	maruva
blot	bvisa
blotched	yakavharwa
blotter	blotter
blouse	blouse
blow	kupfura
blower	blower
blowfish	blowfish
blowing	blowing
blowjob	blowjob
blown	blown
blowout	blowout
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	bhuruu
blue spruce	blue spruce
blueberry	bhiriberry
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	blueprint
blues	blues
bluff	bluff
bluish	bluish
blunder	zvakashata
blunt	blunt
blur	blur
blurred	zvakashata
blurry	blurry
blurt	blurt
blush	blush
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	boar
board	bhodhi
board game	bhodhi yemutambo
boarder	NO TRANSLATION
boarding	bhomba
boardroom	boardroom
boards	mapuranga
boardwalk	boardwalk
boast	kuzvirumbidza
boastful	kuzvirumbidza
boasting	kuzvirumbidza
boat	chikepe
boathouse	boathouse
boating	boating
boatload	boatload
boatman	boatman
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	mumuviri
body	muviri
bodyguard	murindi
bog	bog
bogey	bogey
bogeyman	bogeyman
bogus	rumbidzo
bohemian	bohemian
boil	vira
boiler	boiler
boilerplate	boilerplate
boiling	kubika
boisterous	kukakavara
bold	bold
boldness	ushingi
bollocks	bollocks
bolster	bolster
bolt	bolt
bolus	bolus
bomb	bhomba
bombard	bhomba
bombardier	bombardier
bombardment	kubhomba
bombed	bhomba
bomber	bhomba
bombers	mabhomba
bombing	bhomba
bombshell	bombshell
bonanza	bonanza
bonbon	NO TRANSLATION
bond	bond
bondage	varanda
bonding	bonding
bonds	zvisungo
bondsman	muranda
bone	bone
bonehead	bonehead
boner	boner
bones	mafupa
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	bhotet
bonny	bonny
bonsai	bonsai
bonus	bhonasi
bony	bony
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	boogie
book	bhuku
bookcase	bookcase
bookie	bookie
booking	kubvisa
bookish	bookish
bookkeeper	bookkeeper
bookkeeping	bookkeeping
booklet	kabhuku
bookmaker	bookmaker
bookmark	bookmark
books	mabhuku
bookseller	bookseller
bookshop	bookshop
bookstore	bookstore
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	boomerang
booming	booming
boon	boon
boooo	NO TRANSLATION
boost	kuwedzera
booster	booster
boot	boot
booth	bhokisi
bootleg	bootleg
bootlegger	bootlegger
boots	boots
booty	zvakapambwa
booze	booze
bop	bop
bopper	bopper
border	border
bordering	bordering
borderline	borderline
bore	bore
boreal	boreal
bored	bored
boredom	boredom
borer	borer
boring	boring
born	akaberekwa
boron	boron
borough	borough
borrow	Borrow
borrower	kukopa
bosom	chifuva
boss	bhosi
bossy	bossy
boston	boston
botanical	botanical
botanist	botanist
botany	botany
bother	bother
bothering	kunetsa
bottle	bhodhoro
bottleneck	bottleneck
bottling	bottling
bottom	pasi
bottomless	pasina
botulism	botulism
boulder	boulder
bounce	bounce
bouncer	bouncer
bouncy	bouncy
bound	akasungwa
boundary	muganhu
boundless	zvisingagumi
bounds	miganhu
bountiful	zvakawanda
bounty	bounty
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	boutique
bouttime	bouttime
bovine	bovine
bow	uta
bowed	akakotama
bowel	bowel
bowels	bowels
bowl	ndiro
bowler	bowler
bowling	Bowling
bowls	ndiro
box	bhokisi
boxcar	motokari
boxer	boxer
boxers	boxers
boxing	boxing
boy	mukomana
boycott	chengeta
boyfriend	mukomana
boyhood	boyhood
boyish	boyish
boysenberry	boysenberry
bozo	bozo
bra	bh
brace	brace
bracelet	bhokisi
braces	braces
brachial	brachial
bracket	bracket
brackets	mabheketi
brackish	brackish
brad	brad
brag	rumbidzai
braid	braid
brain	ubongo
brainless	brainless
brains	ubongo
brainstorm	fungisisa
brainwash	brainwash
brainy	brainy
brake	brake
bran	branh
branch	davi
branching	branching
brand	brand
brandy	brandy
brash	brash
brass	ndarira
brass knuckle	ndarira knuckle
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	vakashinga
bravery	ushingi
brawl	kurwisana
brawn	brawn
brazen	bhuru
breach	kuputsa
bread	chingwa
breadth	yakafara
break	kuputsa
breakable	breakable
breakaway	breakaway
breakdown	kuputsika
breaker	breaker
breakers	breakers
breakfast	kambodzwa
breaking and entering	kuputsa nekupinda
breakingnews	breakingnews
breakneck	breakneck
breakthrough	kuputsa
breakup	kuparadzana
breast	chifuva
breath	kufema
breathe	fema
breather	breather
breathless	kufema
breathtaking	zvinoshamisa
breech	breech
breeches	breeches
breed	breed
breeder	breeder
breeding	kubereka
breeze	bhepo
breezy	breezy
brethren	hama
breve	NO TRANSLATION
brevity	brevity
brew	brew
brewery	brewery
brewing	brewing
briar	briar
bribe	chiokomuhomwe
bribery	chiokomuhomwe
brick	brick
bridal	bridal
bride	mwenga
bridegroom	chikomba
bridesmaid	chirikadzi
bridge	bhiriji
bridle	tomu
brief	muchidimbu
briefcase	briefcase
briefing	mhemberero
briefly	muchidimbu
brig	brig
brigade	brigade
bright	kupenya
brighten	kuchena
brightens	rinopenya
brighter	kujeka
brightness	kupenya
brilliance	kubwinya
brilliant	brilliant
brim	brim
brimming	brimming
brimstone	sarufa
brine	brine
bring	bring
brink	brink
brisk	brisk
brisket	brisket
bristle	bristle
brittle	brittle
bro	bro
broach	broach
broad	yakafara
broadcast	kuparadzirwa
broadcasting	kuparadzanisa
broaden	kuwedzera
broadside	kupararira
broadsword	broadsword
brocade	brocade
broccoli	broccoli
brochure	bhurocha
broil	broil
broke	rakaputsika
broken	broken
brokenheart	NO TRANSLATION
brokenhearted	vakaora mwoyo
broker	broker
brokerage	brokerage
bromide	bromide
bronco	bronco
bronze	bronze
brooch	brooch
brood	brood
brooding	brooding
brook	rukova
broom	broom
broomstick	broomstick
broth	muto
brothel	brothel
brother	hanzvadzi konama
brotherhood	hama
brotherly	hama
brow	brow
brown	bhurawuni
brownstone	brownstone
browse	browse
brrr	brrr
bruise	bruise
bruising	kupwanya
brunch	brunch
brunette	brunette
brunt	brunt
brush	brush
brutal	utsinye
brutality	utsinye
brute	brute
brutish	utsinye
bubble	bubble
bubbling	kuputika
bubbly	bubbly
bubonic	bubonic
buck	buck
buckaroo	buckaroo
bucket	bucket
buckle	buckle
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	buckwheat
bud	bud
buddha	buddha
buddhism	ChiBhudha
buddhist	Buddhist
budding	budding
buddy	shamwari
budge	budge
budget	bhajeti
buff	buff
buffalo	buffalo
buffer	buffer
buffering	buffering
buffet	buffet
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	kuvaka
builder	muvaki
building	kuvaka
buildings	zvivakwa
buildup	vaka
bulb	bulb
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	guru
bulkhead	bulkhead
bulky	bulky
bull	nzombe
bulldog	bulldog
bulldozer	bulldozer
bullet	bullet
bulletin	bulletin
bulletproof	bulletproof
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	nzombe
bullhorn	bullhorn
bullion	bullion
bullock	nzombe
bullpen	bullpen
bullshit	bullshit
bully	bully
bulwark	bulwark
bum	bum
bumblebee	bumblebee
bummed	bummed
bummer	bummer
bump	bump
bumper	bumper
bumpy	bumpy
bun	NO TRANSLATION
bunch	bunch
bundle	bundle
bungalow	bungalow
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	bunk
bunker	bunker
bunkhouse	bunkhouse
bunny	bunny
bunt	bunt
buoy	buoy
buoyancy	buoyancy
buoyant	buoyant
bur	bur
burden	mutoro
burdened	zvinorema
burdensome	zvinorema
bureau	Hofisi
bureaucracy	bureaucracy
bureaucrat	bureaucrat
bureaucratic	masimba ehurumende
burger	burger
burglar	burglar
burglary	kuburitsa
burial	kuvigwa
buried	akavigwa
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	kupisa
burned	akapiswa
burner	burner
burning	kupisa
burnished	kupiswa
burnout	kupera simba
burnt	burned
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bhasari
burst	burst
bury	kuviga
bus	bhasi
busboy	busboy
bush	bwenzi
bushel	bushel
bushy	bushy
business	bhizinesi
business man	NO TRANSLATION
businessman	businessman
businesswoman	businesswoman
busload	busload
buss	buss
bust	kuputika
busted	busted
buster	buster
bustle	chinotyisa
bustling	kushamisika
busy	busy
busybody	busybody
butane	butane
butcher	butcher
butler	butler
butt	butt
butter	mafuta
buttercup	buttercup
butterfly	butterfly
buttermilk	buttermilk
butterscotch	butterscotch
buttery	buttery
buttock	bongo
buttocks	matako
button	bhatani
buttress	buttress
buxom	buxom
buy	buy
buyer	mutengi
buying	kutenga
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	buzzer
buzzing	buzzing
bye	chisarai
bygone	yakaitika
bylaw	lawlaw
byline	inline
bypass	kupfuurira
bystander	muteereri
byte	byte
byzantine	byzantine
cab	cab
cabal	cabal
cabana	cabana
cabaret	cabaret
cabbage	cabbage
cabbie	cabbie
cabernet	cabernet
cabin	cabin
cabinet	cabinet
cable	cable
caboodle	caboodle
caboose	caboose
cabriolet	cabriolet
cache	cache
cacophony	cacophony
cactus	cactus
cad	cad
cadaver	cadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	cadence
cadet	cadet
cafe	cafe
cafeteria	cafeteria
caffeine	caffeine
cage	cage
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	cake
cakewalk	cakewalk
calamari	calamari
calamitous	dambudziko
calamity	dambudziko
calcareous	calcareous
calcium	calcium
calculate	kuverenga
calculated	akaverengwa
calculating	kuverenga
calculation	kuverenga
calculator	calculator
calculus	calculus
calendar	kalendari
calender	NO TRANSLATION
calf	mhuru
caliber	caliber
calibrate	calibrate
calico	calico
calipers	vanyori
calisthenics	calisthenics
call	kudana
callback	callback
caller	caller
calligraphy	calligraphy
calling	kudana
callous	inotyisa
calls	kudana
calm	nyarara
calming	kunyaradza
calmness	kudzikama
caloric	caloric
calorie	calorie
calorimeter	calorimeter
cam	cam
camaraderie	camaraderie
camber	camber
camcorder	camcorder
camel	ngamera
cameo	cameo
camera	camera
cameraman	cameraman
camisole	camisole
camouflage	camouflage
camouflaged	NO TRANSLATION
camp	musasa
campaign	kurwisa
campaigner	muparidzi
campaigning	kuparidzira
camper	camper
campfire	moto wemusasa
camping	vakadzika musasa
campsite	makambi
campus	campus
can	anogona
can opener	inogona kuvhura
canal	canal
canary	canary
cancel	kanzura
canceling	canceling
cancellation	cancellation
cancer	kenza
candid	candid
candidacy	candidacy
candidate	candidate
candied	candied
candle	kenduru
candlelight	candlelight
candles	makandulo
candlestick	chigadziko
candor	candor
candy	candy
cane	tsanga
canine	canine
canister	canister
canker	canker
cannabis	cannabis
canned	makinheni
cannibal	cannibal
cannibalism	kurwisa
canning	canning
cannon	cannon
cannonball	cannonball
canoe	ngarava
canon	canon
canonical	canonical
canons	canons
canopy	canopy
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	canteen
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	cantilever
cantina	cantina
canto	NO TRANSLATION
canton	canton
cantstandit	NO TRANSLATION
cantwin	cantwin
canvas	canvas
canvass	NO TRANSLATION
canyon	canyon
cap	cap
capability	simba
capable	anokwanisa
capacity	simba
cape	cape
caper	caper
capillary	capillary
capital	guta guru
capitalism	capitalist
capitalist	capitalist
capitalize	capitalize
capitals	capitals
capitation	capitation
capitol	capitol
capitulation	capitulation
cappuccino	cappuccino
caprice	caprice
capricious	capricious
caps	caps
capslock	capslock
capsule	capsule
captain	mukuru
caption	caption
captivate	captivate
captivating	kufadza
captive	vakatapwa
captivity	kutapwa
captor	captor
capture	capture
car	motokari
caramel	caramel
carat	carat
caravan	caravan
carbon	carbon
carburetor	carburetor
carcass	chitunha
carcinoma	carcinoma
card	kadhi
cardboard	cardboard
cardiac	mwoyo
cardigan	cardigan
cardinal	cardinal
cardiologist	cardiologist
cardiology	cardiology
cardiomyopathy	cardiomyopathy
cards	makadhi
care	kutarisira
career	basa
carefree	carefree
careful	chenjerera
carefully	zvakanyatsonaka
careless	vasina hanya
carelessness	kusava nehanya
caress	caress
caret	caret
caretaker	caretaker
cargo	cargo
caribou	caribou
caricature	caricature
caries	caries
caring	kutarisira
carjack	carjack
carnage	kuuraya
carnal	zvenyama
carnation	carnation
carnival	carnival
