Word	mn
aversion	дургүйцэх
avert	avert
aviary	Нисдэг тэрэг
aviation	нислэг
aviator	нисдэг тэрэг
avid	Хэцүү
avocado	бүрдсэн ногооны салат
avoid	зайлсхийх
avoidance	зайлсхийх
avoiding	зайлсхийх
await	хүлээж байна
awake	сэрүүн байна
awaken	сэрүүн байна
awakening	сэрэх
award	шагнал
awards	шагнал
aware	мэдэж байх
awareness	Мэдлэг
awe	NO TRANSLATION
awed	гайхсан
awesome	Гайхалтай
awesomeness	гайхалтай
awestruck	awestruck
awful	аймшигтай
awkward	худлаа
awkwardness	залхуурал
awning	саравч
awry	Уучлаарай
axe	сүх
axial	тэнхлэг
axiom	axiom
axiomatic	axiomatic
axis	тэнхлэг
axle	тэнхлэг
ay	а
aye	нөгөөх нь
azimuth	azimuth
azure	ноостой
babble	babble
babbling	babbling
babe	бяцхан хүү
baboon	baboon
baby	хүүхэд
babysit	babysit
babysitter	хүүхэд асрагч
baccalaureate	Бакалавр
baccarat	Баскарат
bachelor	бакалавр
bachelorette	бакалавр
back	буцах
backboard	backboard
backbone	нуруу
backdoor	Арын хаалга
backdrop	backdrop
backer	дэмжигч
backfire	backfire
backgammon	backgammon
background	суурь
backhand	backhand
backhoe	арын суудал
backoff	ухрах
backpack	ажил хэргийн зогсолт
backpacker	backpacker
backroom	арын өрөө
backseat	арын суудал
backside	арын хэсэг
backtrack	буцах зам
backup	нөөцлөлт
backward	буцах
backwardness	буцах чадвар
backwards	буцах
backwater	backwater
backwoods	нуруу модон
backyard	арын хашаа
bacon	гахайн мах
bacteria	бактери
bacterial	бактери
bacterium	бактери
bad	муу байна
badass	хушуу
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	тэмдэг
badger	муухай
badhabit	NO TRANSLATION
badly	муу байна
badness	муу муухай
baffle	мухардах
baffled	Муухай болсон
bag	баг
bagel	Багц
baggage	ачаа тээш
baggie	баг
baggy	багтай
bagman	багтана
bagpipes	баг
bail	барьцаа
bailiff	Шүүхийн шийдвэр гүйцэтгэх байгууллага
bait	уур хилэн
bake	жигнэх
bakery	талх нарийн боов
baking	жигнэх
bal	NO TRANSLATION
balance	тэнцэл
balanced	тэнцвэртэй
balcony	тагтны
bald	халзан
balding	халзан
baldy	baldy
bale	бэйл
balk	balk
ball	бөмбөг
ballad	Баллад
ballast	Балласт
ballerina	балеина
ballet	балет
ballgame	ballgame
ballistic	Баллистик
ballistics	балет
balloon	бөмбөлөг
ballot	саналын хуудас
ballpark	баланс
ballplayer	бөмбөг тоглогч
ballpoint	бал
ballroom	латин
ballsy	ballsy
balm	гавар
balmy	сайхан байна
balsam	balsam
balsamic	бальзам
bam	Бам
bamboo	хулс
ban	NO TRANSLATION
banana	банан
band	хамтлаг
bandage	боолт
bandanna	NO TRANSLATION
bandit	дээрэмчин
bandstand	bandstand
bandwagon	Хамтын ажиллагаа
bandwidth	зурвасын өргөн
bane	Биш
bang	bang
banger	banger
banish	хаях
banished	хөөгдсөн
banishment	хаях
banister	хорт хавдар
banjo	banjo
bank	банк
banker	банкны эзэн
banking	банк
bankroll	bankroll
bankrupt	дампуурч байна
bankruptcy	дампуурал
banner	сурталчилгаа
banquet	үдэшлэг
banshee	banshee
banter	Дуучин
banzai	NO TRANSLATION
baptism	баптисм
baptismal	баптисм
baptize	баптисм хүртээх
bar	бар
barb	barb
barbarian	тэнэг хүн
barbaric	Барбари муутай
barbarism	barbarism
barbecue	шарсан
barbed	өргөстэй
barber	үсчин
barbershop	үсчин
barbie doll	Барби хүүхэлдэй
bard	Бан
bare	нүцгэн байна
bareback	Барбак
barefoot	хөл нүцгэн
barely	бараг л
barf	барк
bargain	наймаа
bargaining	хэлэлцээр хийх
barge	ачааны машин
baritone	баритон
barium	бари
bark	холтос
barkeep	barkeep
barks	barks
barley	арвай
barmaid	barmaid
barman	Бармен
barn	ам
barnacle	шинэ зүйл
barney	Барни
barnyard	barnyard
barometer	барометрийн
baron	барон
baroness	Baroness
baroque	baroque
barrack	барааны
barracuda	barracuda
barrage	барьцаа
barred	хоригдсон
barrel	баррель
barren	үржил шимгүй
barricade	барьцаалах
barrier	саад бэрхшээл
barring	хориглох
barrister	хуульч
barroom	barroom
barrow	barrow
bartender	bartender
barter	бартер
base	суурь
baseball	бейсболын
baseball bat	бейсболын Бат
baseboard	baseboard
baseless	суурьгүй
baseline	үндсэн суурь
baseman	baseman
basement	суурь
bases	суурь
bash	bash
bashful	Башинд
basic	үндсэн
basics	үндсэн ойлголтууд
basil	basil
basilica	basilica
basin	сав газар
basis	суурь
bask	bask
basket	сагс
basketball	сагсан бөмбөг
bass	бассейн
bass guitar	Басс гитар
basso	NO TRANSLATION
bassoon	bassoon
bastard	Новш
bastarding	шаналсан
bastards	новшнууд
bastion	Бардам
bat	Бат
batch	Багц
batching	Багцлах
bate	NO TRANSLATION
bath	банн
bathe	Усанд орох
bathhouse	халуун усны газар
bathing	усанд орох
bathrobe	усанд ордог халат
bathroom	угаалгын өрөө
bathtub	ванн
bathymetry	bathymetry
baton	baton
battalion	Батлан ​​хамгаалах
batter	Баттерей
battered	зодуулсан
battering	зодох
battery	зай
battle	тулаан
battled	тулалдаж байна
battlefield	тулааны талбар
battleground	тулааны талбар
battlements	Батлан ​​хамгаалах
battleship	Байлдааны хөлөг
batty	Батти
bauble	зоос
bawdy	Тэнцүү
bawl	bawl
bay	булан
bayonet	жад
bayou	bayou
bazaar	Базар
bazooka	bazooka
bday	bday
be	байх ёстой
beach	далайн эрэг
beaches	далайн эргүүд
beacon	гэрэлт цамхаг
bead	ирмэг
beading	Beading
beads	бөмбөлгүүдийг
beady	beady
beagle	beagle
beak	хушуу
beaker	стакан
beam	мод
beaming	Энэ нь
bean	буурцаг
beanbag	буурцагны уут
beanie	beanie
bear	баавгай
bearable	хүлцэнгүй
beard	сахал
bearded	сахалтай
bearer	хариуцагч
bearing	холхивч
bearings	холхивч
bearish	bearish
bearskin	bearskin
beast	араатан
beastly	бузар юм
beat	цохих
beaten	Зодуулсан
beater	beater
beating	зодох
beatnik	beatnik
beau	Бодвол
beautification	гоо сайхан
beautiful	сайхан байна
beautify	сайхан байна
beauty	гоо сайхан
beaver	Beaver
bebop	bebop
beck	beck
beckon	beckon
become	болсон
bed	ор
bedding	ор дэрний хэрэгсэл
bedpan	bedpan
bedrock	суурь чулуулаг
bedroom	унтлагын өрөө
bedside	орны дэргэд
bedspread	даавууны хэсэг
bedtime	унтах цаг
bee	зөгий
beef	үхрийн мах
beefsteak	үхрийн шарсан мах
beehive	зөгийн бал
beep	beep
beeper	beeper
beer	шар айраг
bees	зөгий
beeswax	лаа
beetle	цох
befall	болно
befitting	тохирсон
befriend	найзтай болно
befuddled	Баярлалаа
beg	гуйж байна
beggar	гуйлгачин
begging	гуйлга гуйх
begin	Эхлэх
beginner	Эхлэгч
beginning	эхлэл
beginnings	эхлэл
begrudge	уйтгар гунигтай
begun	эхэлсэн
behappy	NO TRANSLATION
behave	биеэ авч явах байдал
behavior	зан байдал
behavioral	зан төлөв
behemoth	behemoth
behest	захирамж
behold	болгоогтун
beholden	Болгоомжтой байна
beholder	beholder
beige	шаргал
belated	тэвчихгүй
belay	belay
belch	belch
belief	итгэл үнэмшил
believable	итгэх боломжтой
believe	итгэж байна
believed	итгэсэн
believer	итгэгчид
believing	итгэж байна
belittle	хоромхон зуурт
belittled	татгалзсан
bell	хонх
bellboy	хонх
bellhop	Хонхо
belligerent	дайтагч
bellman	bellman
bellow	доор байна
bellows	хөөрөг
belly	гэдэс
bellybutton	гэдэс товчлуур
bellyful	гэдэстэй
belong	харьяалагддаг
belongings	эд зүйлс
beloved	хайрт минь
belt	бүс
beluga	beluga
bemused	bemused
bench	вандан
bend	нугалах
bender	ажилчин
bending	гулзайлт
beneath	доор байна
benedictory	Бенедикт
benefactor	туслагч
beneficial	ашигтай
beneficiary	хүртэгчид
benefit	ашиг тус
benevolence	нинжин сэтгэл
benevolent	нинжин сэтгэлтэй
benign	хоргүй
bent	бөхийж байна
benzene	бензин
bequeath	гэр бүл
bequest	Илгээх
bereaved	өвдөж байна
bereavement	Үр хөндөлт
bereft	зүүн
beret	Берет
bergamot	лийр
berlin	berlin
berserk	berserk
berth	орон байр
beryllium	Бериллий
beseech	Безье
beset	татсан
bestdayever	сайн өдөр
bestfeeling	Хамгийн шилдэг нь
bestfriends	сайн найзууд
bestial	bestial
besties	besties
bestow	Алдартай
bestseller	шилдэг борлуулагч
bet	бооцоо
beta	бета
betray	урвах
betrayal	урвалт
betrayed	урвасан
betrothed	Нөхөрлөл
betterment	сайн сайхан байдал
betting	бооцоо
betty	betty
bevel	Налуу
beverage	ундаа
bevy	bevy
beware	болгоомжтой байх
bewilder	Гайхалтай
bewildered	Алдаатай
bewilderment	гунигтай байна
bias	алдаа
biased	хэвийсэн
bib	цээжэвч
bible	Библи
biblical	Библийн дагуу
bibliography	ном зүй
bicarbonate	бикарбонат
bicentennial	bicentennial
biceps	biceps
bicker	Bicker
bickering	зөрчилдөөн
bicolor	bicolor
bicycle	унадаг дугуй
bid	тендер
bidder	тендерт оролцогч
bidding	тендерийн санал
bide	NO TRANSLATION
biennial	хоёр жил
bier	NO TRANSLATION
bifurcation	хагалгаа хийдэг
big	том
bigamy	bigamy
bigday	чухал өдөр
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	том эвэр
bigmouth	том ам
bigot	bigot
bigoted	түгшүүртэй
bigotry	Томотресс
bike	дугуй
biker	дугуйчин
bikini	бикини
bilateral	хоёр талын
bilayer	хоёр толгой
bile	цөс
bilge	Баярлалаа
bilingual	хос хэлээр
bill	Билл
billboard	самбар
billet	Биллет
billiard	биллярд
billiards	биллярд
billing	төлбөр тооцоо
billion	тэрбум
billionaire	тэрбумтан
billy	billy
bimbo	bimbo
bimonthly	хоёр сар тутам
bin	бин
binary	хоёртын файл
bind	холбох
binder	Биндэр
bindery	bindery
binding	холбох
bing	bing
binge	binge
bingo	bingo
binocular	дуран
binoculars	дуран
