Word	et
barrister	vandeadvokaat
barroom	salongis
barrow	käru
bartender	baarimees
barter	barter
base	baas
baseball	pesapall
baseball bat	pesapallikurikas
baseboard	põrandalaud
baseless	alusetu
baseline	lähtejoon
baseman	bassein
basement	kelder
bases	alused
bash	bash
bashful	häbelik
basic	põhiline
basics	põhitõed
basil	basiilik
basilica	basiilika
basin	kauss
basis	alus
bask	baskima
basket	korv
basketball	korvpall
bass	bass
bass guitar	basskitarr
basso	NO TRANSLATION
bassoon	fagott
bastard	naine
bastarding	vallutamine
bastards	vennad
bastion	bastion
bat	nahkhiir
batch	partii
batching	partiide tootmine
bate	NO TRANSLATION
bath	vanni
bathe	ujuma
bathhouse	vannituba
bathing	suplemine
bathrobe	hommikumantel
bathroom	vannituba
bathtub	vanni
bathymetry	batümeetria
baton	baton
battalion	pataljon
batter	taignas
battered	peksis
battering	peksmine
battery	aku
battle	lahing
battled	võitles
battlefield	lahinguväljal
battleground	lahinguväli
battlements	vaheseinad
battleship	lahingulaev
batty	batty
bauble	triibuline
bawdy	vilets
bawl	bawl
bay	lahe
bayonet	bajonett
bayou	bayou
bazaar	bazaar
bazooka	bazooka
bday	bday
be	olgu
beach	rand
beaches	rannad
beacon	majakas
bead	rant
beading	beading
beads	helmed
beady	beady
beagle	beagle
beak	nokk
beaker	keeduklaas
beam	tala
beaming	säravad
bean	uba
beanbag	beanbag
beanie	beanie
bear	kandke
bearable	talutav
beard	habe
bearded	habemega
bearer	kandja
bearing	laager
bearings	laagrid
bearish	lohakas
bearskin	karusnahk
beast	metsaline
beastly	loomulikult
beat	peksma
beaten	peksti
beater	beater
beating	peksmine
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	ilus
beautify	kaunistama
beauty	ilu
beaver	kobras
bebop	bebop
beck	tuli
beckon	kutsuma
become	saada
bed	voodi
bedding	voodipesu
bedpan	voodipesu
bedrock	aluspõhjakivi
bedroom	magamistuba
bedside	voodilinad
bedspread	voodikatted
bedtime	enne magamaminekut
bee	mesilane
beef	veiseliha
beefsteak	beefsteak
beehive	mesilased
beep	piiksu
beeper	piiks
beer	õlut
bees	mesilased
beeswax	mesilasvaha
beetle	mardikas
befall	tulema
befitting	sobib
befriend	sõpru
befuddled	peatuda
beg	palun
beggar	kullakas
begging	kerjamine
begin	alustada
beginner	algaja
beginning	algusest peale
beginnings	algused
begrudge	ärritama
begun	alanud
behappy	NO TRANSLATION
behave	käituma
behavior	käitumine
behavioral	käitumuslikkus
behemoth	behemoth
behest	käsku
behold	vaata
beholden	pidage seda
beholder	vaataja
beige	beez
belated	hilja
belay	Belay
belch	vihma
belief	veendumus
believable	usutav
believe	uskuge
believed	uskusin
believer	usklik
believing	usklik
belittle	alandama
belittled	alandatud
bell	kell
bellboy	kellakott
bellhop	kellapood
belligerent	sõjaväeline
bellman	bellman
bellow	allpool
bellows	lõõtsad
belly	kõht
bellybutton	naba
bellyful	vilets
belong	kuuluma
belongings	asjad
beloved	armastatud
belt	turvavöö
beluga	beluga
bemused	kõhklev
bench	pink
bend	painutada
bender	Bender
bending	painutamine
beneath	allpool
benedictory	Benedictory
benefactor	heategija
beneficial	kasulik
beneficiary	toetusesaaja
benefit	kasu
benevolence	heatahtlikkus
benevolent	heatahtlik
benign	healoomuline
bent	kõver
benzene	benseen
bequeath	pärandama
bequest	Pärand
bereaved	surnud
bereavement	kaotamine
bereft	kadunud
beret	beretti
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	kai
beryllium	berüllium
beseech	palun
beset	hävitama
bestdayever	parim päev üldse
bestfeeling	parim tunne
bestfriends	parimad sõbrad
bestial	loomakasvatus
besties	besties
bestow	annetama
bestseller	bestseller
bet	panustama
beta	beeta
betray	heida ära
betrayal	reetmine
betrayed	reedetud
betrothed	vallutatud
betterment	paranemine
betting	kihlveod
betty	Betty
bevel	kooniline
beverage	jook
bevy	bevy
beware	ole ettevaatlik
bewilder	hämmastav
bewildered	hämmingus
bewilderment	hämmeldust
bias	kõrvalekalle
biased	erapooletu
bib	lips
bible	Piibel
biblical	piibellik
bibliography	bibliograafia
bicarbonate	bikarbonaat
bicentennial	kaheksakümne aasta pikkune
biceps	biceps
bicker	põrkama
bickering	pühkimine
bicolor	bicolor
bicycle	jalgratas
bid	pakkumine
bidder	pakkuja
bidding	pakkumine
bide	NO TRANSLATION
biennial	biennaal
bier	NO TRANSLATION
bifurcation	bifurkatsioon
big	suur
bigamy	bigamy
bigday	tähtis päev
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	suur sarv
bigmouth	suur suu
bigot	võlur
bigoted	fanatiseeritud
bigotry	võluvägi
bike	jalgratas
biker	biker
bikini	bikiinid
bilateral	kahepoolne
bilayer	kahekihiline
bile	sapi
bilge	pilk
bilingual	kakskeelne
bill	arve
billboard	reklaamplaat
billet	arve
billiard	piljard
billiards	piljard
billing	arveldamine
billion	miljardit eurot
billionaire	miljardär
billy	billy
bimbo	bimbo
bimonthly	kord kuus
bin	prügikasti
binary	binaarne
bind	siduma
binder	sideaine
bindery	sidumine
binding	siduv
bing	bing
binge	imetamine
bingo	bingo
binocular	binokulaarne
binoculars	binoklid
binomial	kaheosaline
bio	bio
biochemical	biokeemiline
biochemist	biokeemik
biochemistry	biokeemia
biogenesis	bioenergeetika
biographer	biograaf
biography	elulugu
biological	bioloogiline
biologist	bioloog
biology	bioloogia
bionic	biooniline
biopsy	biopsia
biosphere	biosfäär
bipartite	kahepoolne
bipolar	bipolaarne
birch	kask
bird	lind
birdcage	birdcage
birdie	linnuke
birdman	linnumaja
birth	sündi
birthday	sünnipäev
birthing	birthing
birthmark	sünnimärk
birthplace	sünnikoht
birthright	sünniõigus
bis	NO TRANSLATION
biscuit	biskviit
bisexual	biseksuaal
bishop	piiskop
bison	bison
bisque	bisque
bistro	bistroo
bit	natuke
bitch	emane
bitchy	bitchy
bite	hammustada
biter	NO TRANSLATION
bitsy	bitsy
bitter	kibe
bitterly	kibedalt
bitterness	kibedus
bittersweet	kibedad
bitty	natuke
bitumen	bituumen
biweekly	kaks korda nädalas
biz	biz
bizarre	veider
blab	blab
blabbermouth	blabbermouth
black	must
black snake	must madu
blackberry	murakas
blackbird	mustad linnud
blackboard	tahvel
blacken	mustane
blackface	mustas
blackjack	blackjack
blacklist	musta nimekirja
blackmail	väljapressimine
blackmailer	šantažeerija
blackness	mustus
blackout	elektrikatkestus
blacksmith	sepp
bladder	kusepõis
blade	tera
blame	süüdistada
blameless	süütu
bland	õrn
blank	tühi
blanket	tekk
blare	blare
blase	NO TRANSLATION
blasphemous	pühadusekindel
blasphemy	jumalateotamine
blast	lööklaine
blaster	blaster
blastoff	lööklaine
blatant	tahtlik
blather	puhastage
blaze	põlema
blazer	bleiser
blazing	lõõskav
bleach	pleegitamine
bleak	kurb
bleed	verejooks
bleeder	vereerijat
bleeding	verejooks
bleep	lööma
blemish	plekk
blemished	plekiline
blend	segu
blender	segisti
blending	segamine
bless	õnnistagu
blessed	õnnis
blessing	õnnistamine
blessings	õnnistused
bleu	bleu
blight	halb
blighted	muretud
blimp	pilguheit
blind	pime
blinded	pimestav
blindfold	silmad kinni
blindfolded	silmadega
blinding	silmatorkav
blindly	pimesi
blindness	pimedus
blink	vilkuma
blip	lööklaine
bliss	õndsus
blissful	õnnis
blister	blister
blistering	villitud
blitz	blitz
blizzard	pimedus
bloat	paisuma
bloated	paisunud
blob	loll
block	blokeerida
blockade	blokaad
blockage	blokeerimine
blockbuster	filmikunstnik
blockhead	pealetung
blog	blogi
bloke	blokeerima
blond	blond
blonde	blond
blood	veri
bloodbath	verevangis
bloodhound	veresauna
bloodless	verine
bloodline	verejooks
bloodshed	verevalamine
bloodshot	verevalamine
bloodstream	vereringe
bloodthirsty	verejanuline
bloody	verine
bloom	õitsema
bloomers	bloomers
blooming	õitsev
blossom	õis
blot	blot
blotched	puhastatud
blotter	blotter
blouse	pluus
blow	löök
blower	puhur
blowfish	puhkeala
blowing	puhumine
blowjob	blowjob
blown	puhutud
blowout	välja puhuma
blowtorch	lööklaine
blubber	jama
bluddy	viga
blue	sinine
blue spruce	sinine kuus
blueberry	mustika
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	plaan
blues	blues
bluff	bluff
bluish	sinakas
blunder	viga
blunt	nüri
blur	hägusus
blurred	ähmane
blurry	udune
blurt	hägune
blush	punane
blushing	punane
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	metssiga
board	pardal
board game	Lauamäng
boarder	NO TRANSLATION
boarding	laevasõit
boardroom	juhatusel
boards	lauad
boardwalk	laudteed
boast	kiidelda
boastful	kiiduväärne
boasting	kiidelda
boat	paat
boathouse	botaanikas
boating	paadisõit
boatload	boatload
boatman	paadimees
bobbin	spiraal
bobcat	bobcat
bobsled	bobsleed
bode	bode
bodega	bodega
bodice	kummuli
bodily	keha
body	keha
bodyguard	ihukaitsja
bog	raba
bogey	muretud
bogeyman	vennasõitja
bogus	võlts
bohemian	boheemlased
boil	keema
boiler	boiler
boilerplate	katteplaat
boiling	keevas
boisterous	tormakas
bold	julge
boldness	julgust
bollocks	bollocks
bolster	toetage
bolt	polt
bolus	boolus
bomb	pomm
bombard	pommitama
bombardier	pommitaja
bombardment	pommitamine
bombed	pommitatakse
bomber	pommitaja
bombers	pommitajad
bombing	pommitamine
bombshell	pomm
bonanza	Bonanza
bonbon	NO TRANSLATION
bond	võlakiri
bondage	vangistus
bonding	sidumine
bonds	võlakirjad
bondsman	võlakirik
bone	luu
bonehead	luuheid
boner	kobama
bones	luud
bonfire	tulekahju
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	kapott
bonny	kena õhtu
bonsai	bonsai
bonus	boonus
bony	luustik
boo	boo
boob	boob
booby	jama
booger	booger
boogeyman	boogeyman
boogie	boogie
book	raamat
bookcase	raamatukapp
bookie	bookie
booking	broneerimine
bookish	broneerima
bookkeeper	raamatupidaja
bookkeeping	raamatupidamine
booklet	brošüür
bookmaker	kihlveovahendaja
bookmark	järjehoidja
books	raamatud
bookseller	raamatukauplus
bookshop	raamatupood
bookstore	raamatupood
bookworm	raamatukogu
boom	buum
boomer	boomer
boomerang	boomerang
booming	õitseb
boon	õnnistus
boooo	NO TRANSLATION
boost	kiirendama
booster	võimendus
boot	boot
booth	kabiin
bootleg	bootleg
bootlegger	bootlegger
boots	saapad
booty	saak
booze	booze
bop	bop
bopper	bopper
border	piiri
bordering	piirnevad
borderline	piiriülese
bore	kandis
boreal	boreaalsed
bored	igav
boredom	igavus
borer	puur
boring	igav
born	sündinud
boron	boor
borough	linnaosa
borrow	laenama
borrower	laenuvõtja
bosom	bosom
boss	ülemus
bossy	bossy
boston	Boston
botanical	botaaniline
botanist	botaanik
botany	botaanika
bother	vaeva
bothering	häirib
bottle	pudel
bottleneck	pudelikael
bottling	villimine
bottom	põhja
bottomless	sügavalt
botulism	botulism
boulder	rahnud
bounce	põrgatama
bouncer	bouncer
bouncy	püsti
bound	seotud
boundary	piiri
boundless	piiritu
bounds	piirid
bountiful	rikkalik
bounty	halastus
bouquet	kimp
bourbon	bourbon
bourgeois	kodanlik
bourgeoisie	kodanlus
bourse	börs
bout	viga
boutique	boutique
bouttime	bouttime
bovine	veis
bow	vibu
bowed	kummardunud
bowel	soole
bowels	süda
bowl	kaussi
bowler	pallur
bowling	bowling
bowls	potid
box	kasti
boxcar	karkass
boxer	poksija
boxers	poksijad
boxing	poks
boy	poiss
boycott	boikoteerima
boyfriend	poiss-sõber
boyhood	poissia
boyish	poisteline
boysenberry	boysenberry
bozo	bozo
bra	rinnahoidja
brace	traksidega
bracelet	käevõru
braces	traksid
brachial	Brachial
bracket	sulg
brackets	sulgudes
brackish	riimikas
brad	brad
brag	hiilgama
braid	punutud
brain	aju
brainless	ajukahjulik
brains	ajud
brainstorm	ajurünnak
brainwash	ajupesu
brainy	vaimne
brake	pidurdama
bran	kliid
branch	filiaal
branching	hargnev
brand	bränd
brandy	brändi
brash	tormakas
brass	messing
brass knuckle	messingipähkel
brassiere	rinnahoidja
brat	jõmpsikas
bratwurst	bratwurst
bravado	bravado
brave	vapper
bravery	vaprus
brawl	lööma
brawn	sügelemine
brazen	brazen
breach	rikkumine
bread	leib
breadth	laius
break	murda
breakable	lagunev
breakaway	lahku
breakdown	lagunema
breaker	kaitselüliti
breakers	kaitselülitid
breakfast	hommikusöök
breaking and entering	sissemurdmine
breakingnews	erakorralised uudised
breakneck	lööklaine
breakthrough	läbimurre
breakup	lahku minema
breast	rinnaga
breath	hingetõmme
breathe	hingake
breather	hingetõmme
breathless	hingeldav
breathtaking	hingemattev
breech	karvane
breeches	põlvpüksid
breed	tõug
breeder	kasvataja
breeding	aretamine
breeze	tuli
breezy	vilets
brethren	vennad
breve	NO TRANSLATION
brevity	lühidust
brew	pruulima
brewery	õlletehas
brewing	pruulimine
briar	briar
bribe	altkäemaksu andmine
bribery	altkäemaks
brick	tellis
bridal	pruudi
bride	pruut
bridegroom	peigmees
bridesmaid	pruutneitsi
bridge	sild
bridle	vorster
brief	lühike
briefcase	kohver
briefing	infotund
briefly	lühidalt
brig	brig
brigade	brigaad
bright	särav
brighten	heledamaks
brightens	brillges
brighter	heledam
brightness	heledus
brilliance	sära
brilliant	suurepärane
brim	äär
brimming	viimistlemine
brimstone	vääni
brine	soolvees
bring	tuua
brink	äärele
brisk	kiire
brisket	rinnatükk
bristle	harjased
brittle	rabe
bro	bro
broach	tõmmata
broad	lai
broadcast	ringhääling
broadcasting	ringhääling
broaden	laiendama
broadside	laia taha
broadsword	sõnastik
brocade	brokaat
broccoli	brokkoli
brochure	brošüür
broil	praetud
broke	murdis
broken	katki
brokenheart	NO TRANSLATION
brokenhearted	murtud südamega
broker	vahendaja
brokerage	maaklerlus
bromide	bromiid
bronco	bronco
bronze	pronks
brooch	pross
brood	poeginud
brooding	poegimine
brook	jõgi
broom	luud
broomstick	hambakivi
broth	puljong
brothel	bordell
brother	vend
brotherhood	vennaskond
brotherly	vendlikult
brow	noh
brown	pruun
brownstone	pruunikasvatus
browse	sirvige
brrr	brrr
bruise	verevalumid
bruising	verevalumid
brunch	Brunch
brunette	brünett
brunt	koormus
brush	harja
brutal	jõhker
brutality	jõhkrus
brute	jõhker
brutish	jõuline
bubble	mull
bubbling	mullitamine
bubbly	kihisev
bubonic	bubooniline
buck	buck
buckaroo	buckaroo
bucket	kopp
buckle	lukk
buckled	pandud
bucko	bucko
buckshot	tramp
buckwheat	tatar
bud	bud
buddha	buda
buddhism	budism
buddhist	budistlik
budding	järkjärguline
buddy	sõber
budge	liikuma
budget	eelarve
buff	puhver
buffalo	pühvlid
buffer	puhver
buffering	puhverdamine
buffet	buffet
buffoon	buffoon
bug	viga
bugaboo	bugaboo
bugged	bugged
bugger	kutt
buggy	lollakas
bugle	lööma
bugler	bugler
build	ehitama
builder	ehitaja
building	hoone
buildings	ehitised
buildup	üles ehitama
bulb	pirn
bulbous	sibulakujuline
bulge	pahkluu
bulimic	bulimic
bulk	lahtiselt
bulkhead	vahesein
bulky	kogukas
bull	pull
bulldog	buldog
bulldozer	buldooser
bullet	bullet
bulletin	bülletään
bulletproof	kuulikindel
bullfighter	härjaväeja
bullfrog	kuldkull
bullheaded	tibukesed
bullhorn	härjavärv
bullion	väärismetallikangid
bullock	härjavärv
bullpen	jõulupüstol
bullshit	jama
bully	kiusaja
bulwark	kaitsetõkk
bum	kallis
bumblebee	kimalaste
bummed	kukkunud
bummer	purjeja
bump	lööma
bumper	kaitseraud
bumpy	kallis
bun	NO TRANSLATION
bunch	kamp
bundle	kimp
bungalow	bungalo
bungee	benji
bunghole	bunghole
bunion	bunion
bunk	rumalus
bunker	punker
bunkhouse	bunkhouse
bunny	jänku
bunt	bunt
buoy	poi
buoyancy	ujuvus
buoyant	ujuv
bur	bur
burden	koorem
burdened	koormatud
burdensome	koormav
bureau	büroo
bureaucracy	bürokraatia
bureaucrat	bürokraat
bureaucratic	bürokraatlik
burger	burger
burglar	sissemurdja
burglary	murdvargus
burial	matmine
buried	maetud
burke	burke
burlap	salvrätik
burlesque	Burlesque
burly	tormakas
burn	põletada
burned	põles
burner	põleti
burning	põletamine
burnished	põletatud
burnout	läbi põlema
burnt	põles
burp	röhitsema
burr	söömine
burrito	burrito
burro	NO TRANSLATION
burrow	nurk
bursary	stipendium
burst	lõhkema
bury	matta
bus	buss
busboy	busboy
bush	bush
bushel	bushel
bushy	kummitav
business	äri
business man	NO TRANSLATION
businessman	ärimees
businesswoman	ärinaine
busload	busload
buss	buss
bust	büst
busted	vahele jäänud
buster	Buster
bustle	sebimine
bustling	tormakas
busy	hõivatud
busybody	busybody
butane	butaan
butcher	lihunik
butler	toidukorraldaja
butt	tagumik
butter	või
buttercup	buttercup
butterfly	liblikas
buttermilk	petipiim
butterscotch	butterscotch
buttery	võine
buttock	tuhar
buttocks	tuharad
button	nuppu
buttress	tugipunkt
buxom	buxom
buy	osta
buyer	ostja
buying	ostmine
buzz	buzz
buzzard	buzzard
buzzed	buzzed
buzzer	sädemeja
buzzing	sumin
bye	bye
bygone	möödas
bylaw	seadusega
byline	byline
bypass	ümbersõit
bystander	kõrvalseisja
byte	bait
byzantine	bütsantsi
cab	Takso
cabal	cabal
cabana	kaban
cabaret	kabaree
cabbage	kapsas
cabbie	cabbie
cabernet	kabeliühendus
cabin	salongi
cabinet	kabinet
cable	kaabel
caboodle	caboodle
caboose	caboose
cabriolet	kabriolett
cache	vahemälu
cacophony	kakofoonia
cactus	kaktus
cad	cad
cadaver	lõvi
caddie	NO TRANSLATION
caddy	Caddy
cadence	juhuslikkus
cadet	kadett
cafe	kohvik
cafeteria	kohvik
caffeine	kofeiin
cage	puur
cagey	cagey
cahoots	kohupiimad
cairn	cairn
cake	kook
cakewalk	Cakewalk
calamari	kalamari
calamitous	õnnetu
calamity	õnnetus
calcareous	lubjakivi
calcium	kaltsium
calculate	arvutama
calculated	arvutatud
calculating	arvutades
calculation	arvutus
calculator	kalkulaator
calculus	calculus
calendar	kalender
calender	NO TRANSLATION
calf	vasikas
caliber	kaliibriga
calibrate	kalibreerige
calico	kalico
calipers	kliimaseadmed
calisthenics	arstiteadus
call	helistama
callback	helista tagasi
caller	helistaja
calligraphy	kalligraafia
calling	kutsudes
callous	kallis
calls	kõned
calm	rahulik
calming	rahustav
calmness	rahulikkus
caloric	kaloriline
calorie	kalorit
calorimeter	kalorimeeter
cam	nukk
camaraderie	võrdsus
camber	kamber
camcorder	videokaamera
camel	kaamel
cameo	kameeja
camera	kaamera
cameraman	operaator
camisole	kapsel
camouflage	kamuflaaž
camouflaged	NO TRANSLATION
camp	laagrisse
campaign	kampaania
campaigner	võitleja
campaigning	kampaaniad
camper	laagris
campfire	lõkkeplats
camping	telkimine
campsite	puhkekülas või laagris
campus	ülikoolilinnak
can	saab
can opener	purgiavaja
canal	kanal
canary	kanariin
cancel	tühistada
canceling	tühistamine
cancellation	tühistamine
cancer	vähk
candid	siiralt
candidacy	kandidatuur
candidate	kandidaat
candied	suhkrustatud
candle	küünal
candlelight	küünlavalgus
candles	küünlad
candlestick	küünlajalg
candor	kummardus
candy	kristalliseerunud
cane	suhkruroo
canine	koer
canister	kanister
canker	katkestama
cannabis	kanepit
canned	konserveeritud
cannibal	kannibal
cannibalism	kannibalism
canning	konserveerimine
cannon	kahur
cannonball	Cannonball
canoe	kanuu
canon	kanon
canonical	kanooniline
canons	kanonid
canopy	kuppel
cantaloupe	küüslaugu
cantbreathe	NO TRANSLATION
canteen	söökla
canterbury	canterbury
canthandleit	NO TRANSLATION
