Word	hy
avalanche	ավալանշ
avarice	ավarice
avatar	avatar
avenge	վրեժխնդրություն
avenger	վրեժխնդրություն
avenging	վրեժխնդրություն
avenue	պողոտա
aver	NO TRANSLATION
average	միջին
aversation	ավերումը
averse	հակառակ դեպքում
averseness	անհանգստություն
aversion	անհանգստություն
avert	կանխել
aviary	ավազի
aviation	ավիացիան
aviator	ավիատորի
avid	անշուշտ
avocado	ավոկադո
avoid	խուսափել
avoidance	խուսափում
avoiding	խուսափելով
await	սպասեք
awake	արթնացեք
awaken	արթնացեք
awakening	զարթոնք
award	մրցանակաբաշխություն
awards	մրցանակներ
aware	տեղյակ
awareness	իրազեկում
awe	NO TRANSLATION
awed	սարսափեց
awesome	հիանալի
awesomeness	awesomeness
awestruck	խայտառակություն
awful	սարսափելի
awkward	անհարմար
awkwardness	անհարմարություն
awning	հովանավոր
awry	արթնացեք
axe	կացին
axial	առանցքային
axiom	ա axiom
axiomatic	ախիոմատիկ
axis	առանցք
axle	առանցք
ay	ամիս
aye	aye
azimuth	ազիմուտ
azure	աղքատություն
babble	խաբեություն
babbling	խանգարում
babe	ԲՈԼՈՐ
baboon	բաբաուն
baby	երեխա
babysit	երեխա
babysitter	դայակ
baccalaureate	բակալավրիատ
baccarat	բակալավր
bachelor	բակալավր
bachelorette	bachelorette
back	ետ
backboard	պահակախումբ
backbone	ողնաշարը
backdoor	Հետեւի դուռ
backdrop	ֆոնի վրա
backer	աջակցող
backfire	ետ
backgammon	նարդի
background	ֆոնի վրա
backhand	backhand
backhoe	բեռնախցիկ
backoff	հեռու մնա
backpack	մեջքի պայուսակ
backpacker	backpacker
backroom	ննջասենյակ
backseat	հետեւի նստատեղ
backside	բուք
backtrack	backtrack
backup	կրկնօրինակում
backward	ետ
backwardness	հետամնացություն
backwards	հետընթաց
backwater	ցածր ջուրը
backwoods	backwoods
backyard	բակում
bacon	բեկոն
bacteria	բակտերիաներ
bacterial	բակտերիալ
bacterium	մանրէներ
bad	վատ
badass	badass
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	նշագիծ
badger	պոռնիկ
badhabit	NO TRANSLATION
badly	վատ
badness	վատություն
baffle	խուճապ
baffled	շփոթված
bag	տոպրակ
bagel	սալիկապատ
baggage	ուղեբեռը
baggie	բալգեյ
baggy	ծանրաբեռնված
bagman	բլթբեն
bagpipes	տոպրակներ
bail	գրավ
bailiff	հարկադիր կատարող
bait	ճնշումը
bake	թխել
bakery	հացաբուլկեղեն
baking	թխում
bal	NO TRANSLATION
balance	հաշվեկշիռ
balanced	հավասարակշռված
balcony	պատշգամբ
bald	բալդ
balding	բալլինգ
baldy	բալդի
bale	բալե
balk	բալ
ball	գնդակը
ballad	բալադ
ballast	բալաստ
ballerina	ballerina
ballet	բալետ
ballgame	բալգեյմ
ballistic	բալիստիկ
ballistics	բալիստիկա
balloon	փուչիկ
ballot	քվեաթերթիկ
ballpark	ballpark
ballplayer	երգչուհի
ballpoint	գնդիկավոր
ballroom	բալետի սենյակ
ballsy	բլյուզ
balm	բալասան
balmy	բալզամ
balsam	բալզամ
balsamic	բալզամիկ
bam	bam
bamboo	բամբուկ
ban	NO TRANSLATION
banana	բանան
band	խումբը
bandage	վիրակապ
bandanna	NO TRANSLATION
bandit	ավազակ
bandstand	նետաձիգ
bandwagon	խումբը
bandwidth	թողունակություն
bane	գողանալ
bang	բախում
banger	բանդեր
banish	հեռացնել
banished	հեռացվեց
banishment	փախուստը
banister	արգելափակում
banjo	բանջո
bank	բանկը
banker	բանկիր
banking	բանկային համակարգում
bankroll	բանկային հաշիվ
bankrupt	սնանկ
bankruptcy	սնանկություն
banner	դրոշ
banquet	բանկետ
banshee	banshee
banter	խաբեություն
banzai	NO TRANSLATION
baptism	մկրտություն
baptismal	մկրտություն
baptize	մկրտել
bar	բար
barb	գորշ
barbarian	բարբարոս
barbaric	բարբարոսական
barbarism	բարբարոսություն
barbecue	խորոված
barbed	փշոտ
barber	սանրիկ
barbershop	վարսավիրանոց
barbie doll	Barbie տիկնիկ
bard	բարդ
bare	ծնեց
bareback	ծանրաբեռնված
barefoot	ոտաբոբիկ
barely	հազիվ թե
barf	barf
bargain	գործարք
bargaining	վաճառք
barge	գմբեթը
baritone	բարիտոն
barium	բարիում
bark	հաբեր
barkeep	հաչել
barks	հեծանիվներ
barley	գարի
barmaid	բարմեն
barman	բարմեն
barn	ամառանոց
barnacle	խառնաշփոթ
barney	բարին
barnyard	բարնարդ
barometer	բարոմետր
baron	բարոն
baroness	բարոնուհի
baroque	բարոկկո
barrack	բարեր
barracuda	Բարրակուդա
barrage	արգելոց
barred	արգելված է
barrel	բարել
barren	անչափահաս
barricade	բարիկադ
barrier	արգելքը
barring	արգելքը
barrister	բարերար
barroom	բարեր
barrow	արջը
bartender	բարմեն
barter	բարեր
base	բազան
baseball	բեյսբոլ
baseball bat	բեյսբոլի կափարիչ
baseboard	սալաքար
baseless	անհիմն
baseline	բանալին
baseman	բասեմ
basement	նկուղում
bases	հիմքեր
bash	բաշ
bashful	խաբեությամբ
basic	հիմնական
basics	հիմունքներ
basil	ռեհան
basilica	բազիլիկա
basin	ավազանը
basis	հիմք
bask	բազկ
basket	զամբյուղ
basketball	բասկետբոլ
bass	բաս
bass guitar	բաս կիթառ
basso	NO TRANSLATION
bassoon	բասոն
bastard	Սրիկա
bastarding	անպիտան
bastards	բանդերներ
bastion	բաստիոն
bat	bat
batch	խմբաքանակ
batching	բախում
bate	NO TRANSLATION
bath	լոգարան
bathe	լողանալ
bathhouse	բաղնիքը
bathing	լոգանք
bathrobe	ծածկոց
bathroom	լոգարանում
bathtub	լոգարան
bathymetry	բոմիմետրիայով
baton	բոնուս
battalion	գումարտակ
batter	խառնուրդը
battered	կողոպտված
battering	ծեծկռտուք
battery	մարտկոցը
battle	ճակատամարտը
battled	բախվելով
battlefield	ռազմական դաշտում
battleground	մարտահրավեր
battlements	ճակատամարտեր
battleship	մարտահրավեր
batty	batty
bauble	կախվածություն
bawdy	Բավական
bawl	Բավլ
bay	բեյ
bayonet	սվին
bayou	Bayou
bazaar	շուկա
bazooka	bazooka
bday	bday
be	լինել
beach	լողափ
beaches	լողափեր
beacon	ազդանշանը
bead	բշտիկ
beading	բաճկոն
beads	բեղիկներ
beady	բույր
beagle	beagle
beak	խոզ
beaker	բեղիկներ
beam	ճառագայթ
beaming	ծեծկռտուք
bean	լոբի
beanbag	beanbag
beanie	beanie
bear	արջ
bearable	տառապող
beard	մորուքը
bearded	մորուքով
bearer	կրողը
bearing	կրողը
bearings	առանցքակալներ
bearish	կրծքավանդակը
bearskin	բեյքերսին
beast	գազան
beastly	անասելի
beat	ծեծել
beaten	ծեծել
beater	ծեծկռտուք
beating	ծեծում
beatnik	beatnik
beau	բեյ
beautification	բարելավում
beautiful	գեղեցիկ
beautify	գեղեցկացնել
beauty	գեղեցկություն
beaver	բժիշկ
bebop	bebop
beck	բեկը
beckon	Բեկոն
become	դառնալ
bed	մահճակալ
bedding	անկողնային պարագաներ
bedpan	bedpan
bedrock	բակեր
bedroom	ննջասենյակ
bedside	մահճակալ
bedspread	սեղանի շուրջ
bedtime	bedtime- ը
bee	մեղու
beef	տավարի միս
beefsteak	տավարի սթեյք
beehive	փեթակ
beep	ազդանշան
beeper	բեյքեր
beer	Գարեջուր
bees	մեղուները
beeswax	մեղրամոմ
beetle	բզեզ
befall	տառապում
befitting	հագեցած
befriend	ընկերուհին
befuddled	befuddled
beg	աղաչում
beggar	մուրացիկ
begging	մուրացկանություն
begin	սկսեք
beginner	սկսնակ
beginning	սկիզբը
beginnings	սկիզբը
begrudge	անչափահասը
begun	սկսվեց
behappy	NO TRANSLATION
behave	վարվել
behavior	վարքագիծ
behavioral	վարքագիծը
behemoth	Բեգեմոտը
behest	պահոց
behold	ահա
beholden	առանձին
beholder	վարակիչ
beige	բեժ
belated	ուշացած
belay	տխուր
belch	belch
belief	հավատք
believable	հավատալիք
believe	հավատացեք
believed	հավատացին
believer	հավատացյալ
believing	հավատալով
belittle	գայթակղիչ
belittled	նեղացած
bell	զանգը
bellboy	bellboy
bellhop	բելհոպ
belligerent	ռազմատենչ
bellman	Բելլմանը
bellow	բեղ
bellows	բլիթներ
belly	փորը
bellybutton	փետուրը
bellyful	գորշ
belong	պատկանում են
belongings	սեփականություն
beloved	սիրելի
belt	գոտի
beluga	Beluga
bemused	անհանգստացած
bench	նստարան
bend	թեքում
bender	բանդեր
bending	կռում
beneath	ներքեւում
benedictory	բենեդիկորթ
benefactor	բարերար
beneficial	շահավետ
beneficiary	շահառու
benefit	օգուտ
benevolence	բարեգործություն
benevolent	բարեգործական
benign	բարենպաստ
bent	թեքում
benzene	բենզին
bequeath	ժառանգություն
bequest	երրորդը
bereaved	ազատվելով
bereavement	կորուստը
bereft	անպտուղ
beret	բերետ
bergamot	բերգամոտ
berlin	Բեռլին
berserk	Բերկեր
berth	լեռը
beryllium	Բերիլիում
beseech	աղաչում
beset	բախվելով
bestdayever	Բլոգի գրառումներ
bestfeeling	Լավագույնը
bestfriends	լավագույն ընկերներ
bestial	բրիտանացի
besties	Լավագույնները
bestow	շնորհել
bestseller	լավագույն վաճառող
bet	խաղադրույք
beta	բետա
betray	դավաճանել
betrayal	դավաճանություն
betrayed	դավաճանել
betrothed	զույգը
betterment	ավելի լավը
betting	Խաղադրույքներ
betty	Բեթի
bevel	բեկոր
beverage	ըմպելիք
bevy	եղեգ
beware	զգուշացեք
bewilder	ցնցող
bewildered	զարմանալիորեն
bewilderment	տարակուսանք
bias	կողմնակալություն
biased	կողմնակալ
bib	բիբ
bible	Աստվածաշունչ
biblical	բիբլիական
bibliography	բիբլիոգրաֆիա
bicarbonate	բիկարբոնատ
bicentennial	երկնիշ տարի
biceps	բիժուտերիա
bicker	բիկերը
bickering	բախվելով
bicolor	երկկողմանի
bicycle	հեծանիվ
bid	հայտ
bidder	հայտատու
bidding	վաճառք
bide	NO TRANSLATION
biennial	երկամյա
bier	NO TRANSLATION
bifurcation	բիֆուրկացիա
big	մեծ
bigamy	բլոգամին
bigday	մեծամասնությունը
biggestfear	NO TRANSLATION
biggie	Մեծ ծիծիկներով կոպիտ սեքս
bighorn	բեղուն
bigmouth	մեծ բերանը
bigot	բլոկ
bigoted	բիոտոներ
bigotry	ֆոտոպատմություն
bike	հեծանիվ
biker	հեծանիվ
bikini	բիկինի
bilateral	երկկողմանի
bilayer	երկայնքով
