Word	mr
auburn	औबर्न
auction	लिलाव
auctioneer	लिलाव
audacious	धाडसी
audacity	औदासीन्य
audible	ऐकू येईल असा
audience	प्रेक्षक
audio	ऑडिओ
audit	लेखापरीक्षण
audition	ऑडिशन
auditions	ऑडिशन
auditor	लेखापरीक्षक
auditorium	सभागृह
auditory	श्रवणविषयक
aught	काहीही
augment	वाढवणे
augmentation	वाढ
august	ऑगस्ट
aunt	मावशी
auntie	मावशी
aura	आभा
aurora	अरोरा
auspices	सहाय्य
auspicious	शुभ
austere	साधा
austerity	तपस्या
authentic	खरा
authenticate	प्रमाणित करा
authentication	प्रमाणीकरण
authenticity	सत्यता
author	लेखक
authoritative	अधिकृत
authority	अधिकार
authorization	अधिकृतता
authorize	प्रमाणित करा
authorized	अधिकृत
authorship	लेखकत्व
autism	आत्मकेंद्रीपणा
autistic	ऑटिस्टिक
auto	स्वयं
autobiographical	आत्मचरित्यात्मक
autobiography	आत्मचरित्र
autocorrect	स्वयंदुरुस्त
autocratic	निष्ठूर
autograph	स्वाक्षरी
autographed	स्वाक्षरीकृत
automated	स्वयंचलित
automatic	स्वयंचलित
automobile	ऑटोमोबाईल
automotive	ऑटोमोटिव्ह
autonomy	स्वायत्तता
autopilot	ऑटोप्लाट
autopsy	शवविच्छेदन
autumn	शरद ऋतूतील
auxiliary	पूरक
avail	लाभ घ्या
availability	उपलब्धता
available	उपलब्ध
avalanche	हिमस्खलन
avarice	लहरी
avatar	अवतार
avenge	सूड
avenger	प्रतिवादी
avenging	बदलाची शिक्षा
avenue	मार्ग
aver	NO TRANSLATION
average	सरासरी
aversation	NO TRANSLATION
averse	प्रतिकूल
averseness	कल्पनेत
aversion	तिटकारा
avert	टाळणे
aviary	पक्षी ठेवण्यासाठी केलेला पिंजरा
aviation	विमानचालन
aviator	प्रवासी वाहतूक करणारे विमान
avid	उत्सुक
avocado	ऑवोकॅडो
avoid	टाळा
avoidance	टाळणे
avoiding	टाळून
await	वाट पहा
awake	जागे होणे
awaken	जागृत करा
awakening	प्रबोधन
award	पुरस्कार
awards	पुरस्कार
aware	जाणीव
awareness	जागरूकता
awe	NO TRANSLATION
awed	वाटलेले
awesome	छान
awesomeness	उत्तम
awestruck	अस्ताव्यस्त
awful	भीषण
awkward	अस्ताव्यस्त
awkwardness	अस्ताव्यस्तता
awning	चांदणी
awry	अस्ताव्यस्त
axe	कुर्हाड
axial	अक्षीय
axiom	स्वयंसिद्ध तत्व
axiomatic	स्वयंसिद्ध
axis	अक्ष
axle	एक्सल
ay	ते
aye	हो
azimuth	अझिमथ
azure	निळा
babble	बडबड करणे
babbling	बडबड
babe	बाळ
baboon	भेकड
baby	बाळ
babysit	बाळसायट
babysitter	पालकांच्या गैरहजेरीत त्यांच्या लहानपणापासून
baccalaureate	विद्यापीठातील सर्वोच्च नियामक मंडळ
baccarat	क्रमवारी लावा
bachelor	बॅचलर
bachelorette	बेल्लोरेटेटे
back	परत
backboard	बॅकबोर्ड
backbone	पाठीचा कणा
backdoor	नोकरी
backdrop	पार्श्वभूमी
backer	पाठिंबा
backfire	उलथापालथ
backgammon	बॅकगॅमन
background	पार्श्वभूमी
backhand	बॅकहँड
backhoe	बॅकहॉ
backoff	बॅकऑफ
backpack	बॅकपॅक
backpacker	बॅकपॅकर
backroom	बॅकरूम
backseat	बॅकसीट
backside	मागील बाजू
backtrack	बॅकट्रॅक
backup	बॅकअप
backward	मागे
backwardness	मागासलेपणा
backwards	मागील बाजूस
backwater	बॅकवॉटर
backwoods	बॅकवुडस
backyard	घरामागील अंगण
bacon	बेकन
bacteria	जीवाणू
bacterial	जिवाणू
bacterium	जीवाणू
bad	वाईट
badass	बदमाश
badday	NO TRANSLATION
badfeeling	NO TRANSLATION
badge	बॅज
badger	बॅजर
badhabit	NO TRANSLATION
badly	वाईट रीतीने
badness	वाईटपणा
baffle	गोंधळून जाणे
baffled	गोंधळावलेला
bag	पिशवी
bagel	बेगल
baggage	सामान
baggie	बॅगी
baggy	बेबी
bagman	बॅगमन
bagpipes	बॅगिपीस
bail	जामीन
bailiff	बेलीफ
bait	आमिष
bake	बेक करावे
bakery	बेकरी
baking	बेकिंग
bal	NO TRANSLATION
balance	शिल्लक
balanced	संतुलित
balcony	बाल्कनी
bald	टक्कल
balding	बालपणा
baldy	बाल्डी
bale	बेल
balk	बॉक
ball	बॉल
ballad	पोवाडा
ballast	निळसर
ballerina	बॅलेरिना
ballet	नृत्यनाट्य
ballgame	चेंडूचा खेळ
ballistic	बॅलेस्टिक
ballistics	बेलिस्टिक
balloon	बलून
ballot	मतपत्रिका
ballpark	बेलपार्क
ballplayer	बॉलप्लेअर
ballpoint	बॉलपॉइंट
ballroom	बॉलरूम
ballsy	बॉलीझ
balm	मलम
balmy	मौल्यवान
balsam	सुगंधी उटणे
balsamic	मृदू करणारे
bam	बेम
bamboo	बांबू
ban	NO TRANSLATION
banana	केळी
band	बँड
bandage	मलमपट्टी
bandanna	NO TRANSLATION
bandit	डाकू
bandstand	बॅन्डस्टँड
bandwagon	बंदर
bandwidth	बँडविड्थ
bane	विष
bang	मोठा आवाज
banger	बॅन्जर
banish	मनातून काढून टाकणे
banished	निर्लज्ज
banishment	हद्दपारी
banister	बॅनिस्टर
banjo	बॅंजो
bank	बँक
banker	बँकर
banking	बँकिंग
bankroll	बँकोल
bankrupt	दिवाळखोर
bankruptcy	दिवाळखोरी
banner	बॅनर
banquet	मेजवानी
banshee	बन्सी
banter	थट्टा
banzai	NO TRANSLATION
baptism	बाप्तिस्मा
baptismal	बाप्तिस्म्यासंबंधी
baptize	बाप्तिस्मा द्या
bar	बार
barb	चिडखोर
barbarian	जंगली
barbaric	रानटी
barbarism	रानटीपणा
barbecue	बार्बेक्यु
barbed	काटेरी तार
barber	न्हावी
barbershop	नाईशॉप
barbie doll	बार्बी बाहुली
bard	बारद
bare	बेअर
bareback	जरा मागे
barefoot	अनवाणी
