Word	bs
bean	bean
beanbag	beanbag
beanie	kapica
bear	nositi
bearable	podnošljiv
beard	brada
bearded	bradati
bearer	nosilac
bearing	ležaj
bearings	ležajevi
bearish	medvjed
bearskin	medvjed
beast	zver
beastly	zverno
beat	pobijediti
beaten	pobijeđen
beater	beater
beating	premlaćivanje
beatnik	beatnik
beau	beau
beautification	beautification
beautiful	prelepo
beautify	ukrašavanje
beauty	ljepota
beaver	dabar
bebop	bebop
beck	beck
beckon	zeznuti
become	postati
bed	krevet
bedding	posteljina
bedpan	bedpan
bedrock	bedrock
bedroom	spavaca soba
bedside	bedna
bedspread	posteljina
bedtime	vreme za spavanje
bee	pčela
beef	govedina
beefsteak	biftek
beehive	košnica
beep	zvučni signal
beeper	beeper
beer	pivo
bees	pčele
beeswax	pčelinji vosak
beetle	buba
befall	slučaj
befitting	prilično
befriend	sprijateljiti se
befuddled	befuddled
beg	beg
beggar	prosjak
begging	prosjačenje
begin	započeti
beginner	početnik
beginning	početak
beginnings	početki
begrudge	besmrtnost
begun	započet
behappy	NO TRANSLATION
behave	ponašaj se
behavior	ponašanje
behavioral	ponašanje
behemoth	behemoth
behest	da
behold	Evo
beholden	beholden
beholder	posmatrač
beige	bež
belated	zakasnio
belay	belay
belch	belch
belief	verovanje
believable	uverljiv
believe	verujte
believed	vjerovali
believer	vernik
believing	verujući
belittle	omalovažava
belittled	oprezan
bell	zvono
bellboy	zvončić
bellhop	bellhop
belligerent	ratni
bellman	bellman
bellow	ispod
bellows	mehovi
belly	stomak
bellybutton	pupak
bellyful	stomak
belong	pripadaju
belongings	stvari
beloved	voljeni
belt	pojas
beluga	beluga
bemused	zbunjen
bench	klupa
bend	bend
bender	bender
bending	savijanje
beneath	ispod
benedictory	benedictory
benefactor	dobrotvorac
beneficial	korisno
beneficiary	korisnik
benefit	korist
benevolence	benevolence
benevolent	dobronamerno
benign	benigni
bent	savijen
benzene	benzen
bequeath	Bequeath
bequest	zapuštanje
bereaved	ožalošćen
bereavement	otežan
bereft	lišen
beret	beret
bergamot	bergamot
berlin	berlin
berserk	berserk
berth	vez
beryllium	berilijum
beseech	molim te
beset	opterećen
bestdayever	najbolji dan ikad
bestfeeling	bestfeeling
bestfriends	najbolji prijatelji
bestial	bestial
besties	besties
bestow	daruje
bestseller	najbolji prodavac
bet	bet
beta	beta
betray	izdaj
betrayal	izdaja
betrayed	izdali
betrothed	oženjen
betterment	poboljšanje
betting	klađenje
betty	Betty
bevel	bevel
beverage	napitak
bevy	bevy
beware	pazi
bewilder	bewilder
bewildered	zbunjeno
bewilderment	zbunjenost
bias	pristrasnost
biased	pristrasan
bib	bib
bible	Biblija
biblical	biblijski
bibliography	bibliografija
bicarbonate	bikarbonat
bicentennial	dvogodišnji
biceps	biceps
bicker	biker
bickering	peckanje
bicolor	bikolor
bicycle	bicikl
bid	ponuda
bidder	ponuđač
bidding	nadmetanje
bide	NO TRANSLATION
biennial	bienale
bier	NO TRANSLATION
bifurcation	bifurkacija
big	veliki
bigamy	bigamy
bigday	budi dobar
biggestfear	NO TRANSLATION
biggie	biggie
bighorn	bighorn
bigmouth	velika usta
bigot	bigot
bigoted	pobunjenik
bigotry	fanatika
bike	bicikl
biker	bicikl
bikini	bikini
bilateral	bilateralni
bilayer	dvosjed
bile	žuč
bilge	bilge
bilingual	dvojezični
bill	račun
billboard	bilbord
billet	gajba
billiard	bilijar
billiards	bilijar
billing	fakturisanje
billion	milijardu
billionaire	milijarder
billy	Billy
bimbo	bimbo
bimonthly	dvomesečno
bin	bin
binary	binarni
bind	vezati
binder	registrator
bindery	borderija
binding	obavezujuće
bing	bing
binge	binge
bingo	bingo
binocular	binokularni
binoculars	dvogled
binomial	binomski
bio	bio
biochemical	biohemijski
biochemist	biohemičar
biochemistry	biokemija
biogenesis	biogeneza
biographer	biograf
biography	biografija
biological	biološki
biologist	biolog
biology	biologija
bionic	bionic
biopsy	biopsija
biosphere	biosfera
bipartite	bipartite
bipolar	bipolarni
birch	breza
bird	ptica
birdcage	birdcage
birdie	ptica
birdman	birdman
birth	rođenje
birthday	rođendan
birthing	rođenje
birthmark	birthmark
birthplace	mesto rođenja
birthright	rođendan
bis	NO TRANSLATION
biscuit	biskvit
bisexual	biseksualan
bishop	biskup
bison	bizon
bisque	bisque
bistro	bistro
bit	bit
bitch	kučka
bitchy	bitchy
bite	ugriz
biter	NO TRANSLATION
bitsy	bitsy
bitter	gorko
bitterly	gorko
bitterness	gorčina
bittersweet	bittersweet
bitty	bitka
bitumen	bitumen
biweekly	dvonedeljno
biz	biz
bizarre	bizarno
blab	blab
blabbermouth	blabbermouth
black	crno
black snake	crna zmija
blackberry	kupina
blackbird	crni ptica
blackboard	tabla
blacken	crni
blackface	blackface
blackjack	blackjack
blacklist	crna lista
blackmail	ucjena
blackmailer	ucitelj
blackness	crnilo
blackout	zatamnjenje
blacksmith	kovač
bladder	bešika
blade	nož
blame	krivicu
blameless	bezobzirno
bland	bland
blank	prazno
blanket	odeću
blare	blare
blase	NO TRANSLATION
blasphemous	blasphem
blasphemy	blasfemija
blast	eksplozija
blaster	blaster
blastoff	eksplozija
blatant	blatantan
blather	blather
blaze	požar
blazer	blazer
blazing	plamen
bleach	bleach
bleak	bleak
bleed	krvario
bleeder	bleeder
bleeding	krvarenje
bleep	bleep
blemish	nedostatak
blemished	bledi
blend	mešavina
blender	blender
blending	mešanje
bless	blagoslovi
blessed	blagosloven
blessing	blagoslov
blessings	blagoslovi
bleu	bleu
blight	blata
blighted	oštećen
blimp	blimp
blind	slep
blinded	zaslepljen
blindfold	povez
blindfolded	sa povezom na oči
blinding	zaslepljujuće
blindly	slepo
blindness	slepilo
blink	treperi
blip	blip
bliss	blaženstvo
blissful	blažen
blister	blister
blistering	blistering
blitz	Blitz
blizzard	blizzard
bloat	bloat
bloated	naduvana
blob	blob
block	blok
blockade	blokada
blockage	blokada
blockbuster	blockbuster
blockhead	blokhead
blog	blog
bloke	bloke
blond	plavuša
blonde	plavuša
blood	krv
bloodbath	krvoproliće
bloodhound	krvarenje
bloodless	bez krvi
bloodline	bloodline
bloodshed	krvoproliće
bloodshot	krvotok
bloodstream	krvotok
bloodthirsty	krvožedan
bloody	krvavo
bloom	cvet
bloomers	bloomers
blooming	cvetanje
blossom	cvet
blot	blot
blotched	blotovan
blotter	bloter
blouse	bluza
blow	udari
blower	ventilator
blowfish	blowfish
blowing	duva
blowjob	blowjob
blown	raznesen
blowout	ispuhati
blowtorch	ventilator
blubber	blubber
bluddy	bluddy
blue	plavo
blue spruce	plava smrča
blueberry	borovnica
bluebird	bluebird
bluegrass	bluegrass
bluejay	bluejay
blueprint	plan
blues	blues
bluff	blef
bluish	plavičasto
blunder	greška
blunt	tupi
blur	zamućenje
blurred	zamućen
blurry	mutno
blurt	brijanje
blush	rumenilo
blushing	blistanje
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	svinja
board	board
board game	društvena igra
boarder	NO TRANSLATION
boarding	ukrcavanje
boardroom	Sala za sastanke
boards	ploče
boardwalk	crosswalk
boast	hvaliti se
boastful	hvaljen
boasting	hvaljen
boat	brod
boathouse	čamac
boating	čamac
boatload	brod
boatman	čamac
bobbin	bobbin
bobcat	bobcat
bobsled	bobsled
bode	bode
bodega	bodega
bodice	bodice
bodily	telesno
body	telo
bodyguard	bodyguard
bog	bog
bogey	Bogey
bogeyman	bogeyman
bogus	lažno
bohemian	boemski
boil	kuvati
boiler	kotao
boilerplate	kotlovska ploča
boiling	ključanje
boisterous	bujni
bold	bold
boldness	smelost
bollocks	bollocks
bolster	podupira
bolt	vijak
bolus	bolus
bomb	bomba
bombard	bombardiraj
bombardier	bombardier
bombardment	bombardovanje
bombed	bombardovana
bomber	bombarder
bombers	bombarderi
bombing	bombardovanje
bombshell	bomba
bonanza	bonanza
bonbon	NO TRANSLATION
bond	veza
bondage	ropstvo
bonding	vezivanje
bonds	obveznice
bondsman	bondsman
bone	kost
bonehead	bonehead
boner	boner
bones	kosti
bonfire	bonfire
bong	bong
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	poklopac motora
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	kosti
boo	boo
boob	sisa
booby	sisa
booger	Booger
boogeyman	boogeyman
boogie	boogie
book	knjiga
bookcase	polica
bookie	bookie
booking	rezervacije
bookish	bookish
bookkeeper	knjigovođa
bookkeeping	knjigovodstvo
booklet	knjižica
bookmaker	kladionica
bookmark	obeleživač
books	knjige
bookseller	knjigovođa
bookshop	knjižara
bookstore	knjižara
bookworm	bookworm
boom	bum
boomer	boomer
boomerang	boomerang
booming	cvjetaju
boon	dobit
boooo	NO TRANSLATION
boost	poticaj
booster	booster
boot	boot
booth	oboje
bootleg	bootleg
bootlegger	bootlegger
boots	čizme
booty	plijen
booze	alkoholna pića
bop	bop
bopper	bopper
border	granica
bordering	graniči
borderline	granična
bore	nosio
boreal	boreal
bored	dosadno
boredom	dosada
borer	borer
boring	dosadan
born	rođen
boron	bor
borough	okrug
borrow	pozajmljujem
borrower	zajmoprimac
bosom	bosom
boss	šef
bossy	bossy
boston	boston
botanical	botanički
botanist	botaničar
botany	botanika
bother	trudi se
bothering	muči
bottle	boca
bottleneck	usko grlo
bottling	flaširanje
bottom	dno
bottomless	bez dna
botulism	botulizam
boulder	boulder
bounce	odskočiti
bouncer	izbacivač
bouncy	bouncy
bound	vezani
boundary	granica
boundless	beskrajno
bounds	granice
bountiful	bogat
bounty	bounty
bouquet	buket
bourbon	bourbon
bourgeois	buržoaski
bourgeoisie	buržoazija
bourse	berza
bout	bout
boutique	butik
bouttime	NO TRANSLATION
bovine	goveda
bow	luk
bowed	poklonio se
bowel	creva
bowels	creva
bowl	posuda
bowler	bowler
bowling	kuglanje
bowls	posude
box	box
boxcar	boxcar
boxer	bokser
boxers	bokseri
boxing	boks
boy	dečko
boycott	bojkot
boyfriend	dečko
boyhood	dečak
boyish	dečak
boysenberry	boysenberry
bozo	bozo
bra	bra
brace	brace
bracelet	narukvica
braces	kočnice
brachial	brachial
bracket	nosač
brackets	zagrade
brackish	brackish
brad	brad
brag	hvalisati
braid	pletenica
brain	mozak
brainless	bez mozga
brains	mozgovi
brainstorm	brainstorm
brainwash	ispiranje mozga
brainy	braina
brake	kočnica
bran	brana
branch	ogranak
branching	grananje
brand	brend
brandy	rakija
brash	brash
brass	mesing
brass knuckle	medeninasti knuckle
brassiere	brassiere
brat	brat
bratwurst	bratwurst
bravado	bravado
brave	hrabar
bravery	hrabrost
brawl	bravo
brawn	braun
brazen	brave
breach	kršenje
bread	hleb
breadth	širina
break	pauza
breakable	lomljiv
breakaway	otcepljenje
breakdown	slom
breaker	prekidač
breakers	prekidači
breakfast	doručak
breaking and entering	lomljenje i ulazak
breakingnews	najnovije vijesti
breakneck	opušteno
breakthrough	proboj
breakup	raskid
breast	dojke
breath	dah
breathe	disati
breather	Dušo
breathless	bez daha
breathtaking	prekrasno
breech	breech
breeches	breeches
breed	breed
breeder	uzgajivač
breeding	uzgoj
breeze	vjetar
breezy	vedro
brethren	braćo
breve	NO TRANSLATION
brevity	kratkotrajnost
brew	pivo
brewery	pivovara
brewing	pivo
briar	briar
bribe	mito
bribery	podmićivanje
brick	cigla
bridal	svadba
bride	mlada
bridegroom	mladoženja
bridesmaid	djeveruša
bridge	most
bridle	uzdah
brief	kratko
briefcase	aktovka
briefing	brifing
briefly	ukratko
brig	brig
brigade	brigada
bright	svetao
brighten	prosvetliti
brightens	olakšava
brighter	svetlije
brightness	osvetljenost
brilliance	briljantnost
brilliant	sjajan
brim	obod
brimming	brimming
brimstone	sumpor
brine	slanine
bring	donijeti
brink	ivica
brisk	brzi
brisket	brisket
bristle	bristle
brittle	krto
bro	bro
broach	broš
broad	širok
broadcast	emituje
broadcasting	emitovanje
broaden	proširiti
broadside	šire
broadsword	broadsword
brocade	brokada
broccoli	brokoli
brochure	brošura
broil	pismo
broke	slomio
broken	slomljen
brokenheart	NO TRANSLATION
brokenhearted	slomljenog srca
broker	broker
brokerage	brokerska kuća
bromide	bromid
bronco	bronko
bronze	bronza
brooch	broška
brood	zagrljaj
brooding	razmišljanje
brook	potok
broom	metla
broomstick	metla
broth	juha
brothel	bordel
brother	brate
brotherhood	bratstvo
brotherly	bratski
brow	čelo
brown	braon
brownstone	brownstone
browse	pretražite
brrr	brrr
bruise	modrica
bruising	modrice
brunch	brunch
brunette	brineta
brunt	brutalno
brush	četka
brutal	brutalno
brutality	brutalnost
brute	brute
brutish	brutalno
bubble	balon
bubbling	kubanj
bubbly	mehurići
bubonic	bubonski
buck	dućan
buckaroo	buckaroo
bucket	kašika
buckle	kopča
buckled	buckled
bucko	bucko
buckshot	buckshot
buckwheat	heljde
bud	bud
buddha	buddha
buddhism	budizam
buddhist	budistički
budding	budding
buddy	drugar
budge	budge
budget	Budžet
buff	buff
buffalo	bivolje
buffer	buffer
buffering	buffering
buffet	bife
buffoon	buffoon
bug	bug
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugler
build	izgraditi
builder	graditelj
building	zgrade
buildings	zgrade
buildup	izgraditi
bulb	bulb
bulbous	bulbous
bulge	bulge
bulimic	bulimic
bulk	bulk
bulkhead	pregrada
bulky	gusto
bull	bik
bulldog	buldog
bulldozer	buldožer
bullet	bullet
bulletin	bilten
bulletproof	otporno na brušenje
bullfighter	bullfighter
bullfrog	bullfrog
bullheaded	bullheaded
bullhorn	mažor
bullion	bullion
bullock	bullock
bullpen	bullpen
bullshit	sranje
bully	siledžija
bulwark	bulwark
bum	bum
bumblebee	bumbar
bummed	bummed
bummer	bummer
bump	bump
bumper	odbojnik
bumpy	nervozan
bun	NO TRANSLATION
bunch	gomilu
bundle	bundle
bungalow	bungalov
bungee	bungee
bunghole	bunghole
bunion	bunion
bunk	krevet
bunker	bunker
bunkhouse	bunkhouse
bunny	zeka
bunt	bunt
buoy	boju
buoyancy	plovnost
buoyant	plutajuće
bur	bur
burden	teret
burdened	opterećeni
burdensome	opterećujući
bureau	biro
bureaucracy	birokratija
bureaucrat	birokrat
bureaucratic	birokratski
burger	hamburger
burglar	provalnik
burglary	provala
burial	sahrana
buried	pokopan
burke	burke
burlap	burlap
burlesque	burlesque
burly	burly
burn	opekotina
burned	spaljen
burner	gorionik
burning	spaljivanje
burnished	sjajno
burnout	izgorelost
burnt	spržen
burp	burp
burr	burr
burrito	burrito
burro	NO TRANSLATION
burrow	burrow
bursary	bursary
burst	burst
bury	zakopati
bus	autobus
busboy	NO TRANSLATION
bush	grm
bushel	bushel
bushy	gusto
business	poslovanje
business man	NO TRANSLATION
businessman	biznismen
businesswoman	NO TRANSLATION
busload	busload
buss	autobus
bust	bust
busted	uhvaćen
buster	buster
bustle	burno
bustling	užurban
busy	zauzeto
busybody	busybody
butane	butan
butcher	mesar
butler	Butler
butt	butt
butter	maslac
buttercup	buttercup
butterfly	leptir
buttermilk	buttermilk
butterscotch	butterscotch
buttery	maslina
buttock	zadnjica
buttocks	zadnjice
button	dugme
buttress	buttress
buxom	buxom
buy	kupiti
buyer	kupac
buying	kupovina
buzz	buzz
buzzard	mazalica
buzzed	zujan
buzzer	zujalica
buzzing	zujanje
bye	zdravo
bygone	prošao
bylaw	podzakonski akt
byline	byline
bypass	obilaznica
bystander	posmatrač
byte	bajt
byzantine	vizantin
cab	taksi
cabal	kabal
cabana	cabana
cabaret	kabare
cabbage	kupus
cabbie	cabbie
cabernet	kabernet
cabin	kabina
cabinet	kabinet
cable	kabel
caboodle	kokoljka
caboose	caboose
cabriolet	kabriolet
cache	skladiste
cacophony	kakofonija
cactus	kaktus
cad	cad
cadaver	kadaver
caddie	NO TRANSLATION
caddy	caddy
cadence	kadenca
cadet	kadet
cafe	kafić
cafeteria	kafeterija
caffeine	kofein
cage	kavez
cagey	cagey
cahoots	cahoots
cairn	cairn
cake	kolač
cakewalk	cakewalk
calamari	kalamari
calamitous	katastrofalan
calamity	katastrofa
calcareous	apsolutno
calcium	kalcijum
calculate	izračunati
calculated	izračunati
calculating	računajući
calculation	proračun
calculator	kalkulator
calculus	račun
calendar	kalendar
calender	NO TRANSLATION
calf	tele
caliber	kalibar
calibrate	kalibriraj
calico	calico
calipers	čeljusti
calisthenics	calisthenics
call	pozovite
callback	povratni poziv
caller	pozivaoca
calligraphy	kaligrafija
calling	pozivanjem
callous	nepopustljiv
calls	pozive
calm	miran
calming	smirujuće
calmness	mirnost
caloric	kalorična
calorie	kalorija
calorimeter	kalorimetar
cam	cam
camaraderie	drugarica
camber	kamenje
camcorder	kamkorder
camel	kamila
cameo	cameo
camera	kamera
cameraman	kamerman
camisole	kamisol
camouflage	kamuflaža
camouflaged	NO TRANSLATION
camp	kamp
campaign	kampanju
campaigner	kampanja
campaigning	kampanja
camper	camper
campfire	campfire
camping	kampiranje
campsite	kamp
campus	kampus
can	može
can opener	otvarač konzervi
canal	kanal
canary	kanarski
cancel	otkazati
canceling	otkazivanje
cancellation	otkazivanje
cancer	rak
candid	iskren
candidacy	kandidaturu
candidate	kandidat
candied	candied
candle	sveća
candlelight	sveća
candles	sveće
candlestick	svećnjak
candor	iskreno
candy	bombone
cane	trska
canine	pseća
canister	kanister
canker	canker
cannabis	kanabis
canned	konzerve
cannibal	kanibala
cannibalism	kanibalizam
canning	konzerviranje
cannon	top
cannonball	topova
canoe	kanu
canon	canon
canonical	kanoničan
canons	kanoni
canopy	nadstrešnica
cantaloupe	cantaloupe
cantbreathe	NO TRANSLATION
canteen	kantina
canterbury	canterbury
canthandleit	NO TRANSLATION
cantilever	konzolni
cantina	cantina
canto	NO TRANSLATION
canton	kanton
cantstandit	cantstandit
cantwin	cantwin
canvas	platno
canvass	NO TRANSLATION
canyon	kanjon
cap	kapa
capability	sposobnost
capable	sposoban
capacity	kapacitet
cape	kape
caper	caper
capillary	kapilarni
capital	kapital
capitalism	kapitalizam
capitalist	kapitalista
capitalize	iskoristiti
capitals	capitals
capitation	capitation
capitol	capitol
capitulation	kapitulacija
cappuccino	kapućino
caprice	caprice
capricious	kapriciozno
caps	kapice
capslock	kapslok
capsule	kapsula
captain	kapetane
caption	caption
captivate	uhvatiti
captivating	zadivljujući
captive	zarobljenik
captivity	zarobljeništvo
captor	captor
capture	hvatanje
car	auto
caramel	karamel
carat	karat
caravan	karavan
carbon	ugljenik
carburetor	karburator
carcass	trup
carcinoma	karcinom
card	kartica
cardboard	karton
cardiac	srčani
cardigan	kardigan
cardinal	kardinal
cardiologist	kardiolog
cardiology	kardiologija
cardiomyopathy	kardiomiopatija
cards	kartice
care	negu
career	karijera
carefree	bezbrižno
careful	pažljiv
carefully	pažljivo
careless	nebriga
carelessness	nebriga
