Word	lt
barefoot	basos
barely	vos
barf	barf
bargain	derėtis
bargaining	derybos
barge	barža
baritone	baritonas
barium	baris
bark	žievė
barkeep	barkeep
barks	barks
barley	miežiai
barmaid	barmenė
barman	barmenas
barn	tvartas
barnacle	Biurokratas
barney	Barney
barnyard	barnyard
barometer	barometras
baron	baronas
baroness	baronienė
baroque	barokas
barrack	baraką
barracuda	Barracuda
barrage	užtvankos
barred	draudžiama
barrel	barelis
barren	nevaisingas
barricade	barikadas
barrier	barjeras
barring	draudimas
barrister	advokatas
barroom	baras
barrow	barrow
bartender	barmenas
barter	mainai
base	bazė
baseball	beisbolas
baseball bat	beisbolo lazda
baseboard	pagrindinė plokštė
baseless	be pagrindo
baseline	bazinis lygis
baseman	baseman
basement	rūsyje
bases	pagrindai
bash	bash
bashful	siaubingas
basic	pagrindinis
basics	pagrindai
basil	bazilikas
basilica	bazilika
basin	baseinas
basis	pagrindas
bask	maudytis
basket	krepšelis
basketball	krepšinis
bass	bosas
bass guitar	bosinė gitara
basso	NO TRANSLATION
bassoon	fagotas
bastard	bastard
bastarding	bustarding
bastards	bastards
bastion	bastionas
bat	šikšnosparnis
batch	partija
batching	partija
bate	NO TRANSLATION
bath	vonia
bathe	maudytis
bathhouse	pirtis
bathing	maudytis
bathrobe	chalatas
bathroom	vonia
bathtub	vonia
bathymetry	batimetrija
baton	batonėlis
battalion	batalionas
batter	tešlą
battered	sumuštas
battering	plakimas
battery	baterija
battle	mūšis
battled	kovojo
battlefield	mūšio laukas
battleground	mūšio laukas
battlements	bokštelius
battleship	karo laivas
batty	batty
bauble	truputį
bawdy	bawdy
bawl	Bawl
bay	įlankoje
bayonet	bajonetas
bayou	bayou
bazaar	turgus
bazooka	bazooka
bday	bday
be	būti
beach	papludimys
beaches	paplūdimiai
beacon	švyturys
bead	karoliukas
beading	karoliukas
beads	karoliukai
beady	beady
beagle	beagle
beak	snapas
beaker	keptuvėlis
beam	spindulys
beaming	spinduliuojantis
bean	pupelė
beanbag	pupelių maišas
beanie	beanie
bear	turėti
bearable	toleruojamas
beard	barzda
bearded	barzdotas
bearer	nešėjas
bearing	guolis
bearings	guoliai
bearish	lydekas
bearskin	Bearskin
beast	žvėris
beastly	bjaurus
beat	mušti
beaten	sumuštas
beater	šaulys
beating	plakimas
beatnik	beatnik
beau	beau
beautification	grožis
beautiful	grazus
beautify	pagražinti
beauty	grožis
beaver	bebras
bebop	bebop
beck	beck
beckon	paskambinti
become	tapti
bed	lova
bedding	patalynė
bedpan	bedpan
bedrock	pagrindas
bedroom	miegamasis
bedside	nakvynė
bedspread	lovatiesė
bedtime	prieš miegą
bee	bičių
beef	jautiena
beefsteak	jautienos kepsnys
beehive	avilys
beep	pyptelėti
beeper	garsiakalbis
beer	alus
bees	bitės
beeswax	bičių vaškas
beetle	vabalas
befall	atsitikti
befitting	tinkamas
befriend	drauge
befuddled	pasipūtęs
beg	prašau
beggar	elgeta
begging	meldimas
begin	prasideda
beginner	pradedantysis
beginning	pradžia
beginnings	pradžia
begrudge	prašau
begun	prasidėjo
behappy	NO TRANSLATION
behave	elgtis
behavior	elgesys
behavioral	elgesys
behemoth	behemothas
behest	prašau
behold	štai
beholden	atrodo
beholder	žiūrovas
beige	smėlio spalvos
belated	pavėluotas
belay	belay
belch	nuleisti
belief	tikėjimas
believable	tikėtina
believe	tikėk
believed	tikėjo
believer	tikintis
believing	tikintis
belittle	nuraminti
belittled	nuramintas
bell	varpas
bellboy	varpelis
bellhop	staliukas
belligerent	karingasis
bellman	varpinas
bellow	žemiau
bellows	silfonas
belly	pilvas
bellybutton	bamba
bellyful	pilvas
belong	priklausyti
belongings	daiktai
beloved	mylimasis
belt	diržas
beluga	beluga
bemused	Susipainiojęs
bench	suolas
bend	sulenkti
bender	Bender
bending	lenkimas
beneath	po žeme
benedictory	Benediktinis
benefactor	geradarys
beneficial	naudingas
beneficiary	naudos gavėjas
benefit	nauda
benevolence	geranoriškumas
benevolent	geranoriškas
benign	gerybingas
bent	išlenktas
benzene	benzenas
bequeath	palikti paveldi
bequest	užklausa
bereaved	prarasta
bereavement	praradimas
bereft	nepasiekiamas
beret	beretė
bergamot	bergamotis
berlin	Berlynas
berserk	Berserk
berth	krantinė
beryllium	Berilis
beseech	prašau
beset	apipjaustyti
bestdayever	geriausia diena
bestfeeling	geriausias jausmas
bestfriends	Geriausi draugai
bestial	žvėris
besties	besties
bestow	dovanok
bestseller	geriausiai parduodamas
bet	bet
beta	beta
betray	išduoti
betrayal	išdavystė
betrayed	išduotas
betrothed	susituokęs
betterment	gerinimas
betting	lažybos
betty	Betty
bevel	kvadratas
beverage	gėrimas
bevy	bevy
beware	saugotis
bewilder	keista
bewildered	sumišimas
bewilderment	sumišimas
bias	šališkumas
biased	šališkas
bib	bib
bible	Biblija
biblical	biblinis
bibliography	bibliografija
bicarbonate	bikarbonatas
bicentennial	dvidešimtmetį
biceps	bicepsas
bicker	bicker
bickering	siaubti
bicolor	bicolor
bicycle	dviratis
bid	pasiūlymas
bidder	siūlytojas
bidding	siūlymas
bide	NO TRANSLATION
biennial	bienalė
bier	NO TRANSLATION
bifurcation	bifurkacija
big	didelis
bigamy	bigamy
bigday	svarbi diena
biggestfear	NO TRANSLATION
biggie	Biggie
bighorn	didelis ragas
bigmouth	Didelė burna
bigot	fanatas
bigoted	fantazuoti
bigotry	fantazija
bike	dviratis
biker	baikeris
bikini	bikini
bilateral	dvišalė
bilayer	dvigubas sluoksnis
bile	tulžis
bilge	triumfas
bilingual	dvikalbis
bill	sąskaitą
billboard	skelbimų lenta
billet	užrašas
billiard	biliardas
billiards	biliardas
billing	atsiskaitymas
billion	mlrd
billionaire	milijardierius
billy	Billy
bimbo	Bimbo
bimonthly	kartą per mėnesį
bin	bin
binary	dvejetainis
bind	įpareigoti
binder	rišiklis
bindery	užsegimas
binding	privalomas
bing	Bing
binge	girtis
bingo	Bingo
binocular	binokliškas
binoculars	žiūronai
binomial	binomial
bio	bio
biochemical	biocheminis
biochemist	biochemikas
biochemistry	biochemija
biogenesis	biogenezė
biographer	biografas
biography	biografija
biological	biologinis
biologist	biologas
biology	biologija
bionic	bioninė
biopsy	biopsija
biosphere	biosfera
bipartite	dvišalis
bipolar	bipolinis
birch	beržas
bird	paukštis
birdcage	paukščio narvas
birdie	paukštis
birdman	paukštis
birth	Gimdymas
birthday	gimtadienis
birthing	birthing
birthmark	gimimo ženklas
birthplace	gimimo vieta
birthright	pirmagimis
bis	NO TRANSLATION
biscuit	biskvitas
bisexual	biseksualus
bishop	vyskupas
bison	bizonas
bisque	bisque
bistro	bistro
bit	šiek tiek
bitch	kalė
bitchy	bitchy
bite	įkandimas
biter	NO TRANSLATION
bitsy	bitsy
bitter	kartaus
bitterly	kartaus
bitterness	kartumas
bittersweet	kartis
bitty	bitty
bitumen	bitumas
biweekly	dvi savaites
biz	biz
bizarre	keistas
blab	blab
blabbermouth	Blabbermouth
black	juoda
black snake	juoda gyvatė
blackberry	gervuogė
blackbird	juodasis paukštis
blackboard	lenta
blacken	juodinti
blackface	blackface
blackjack	Blackjack
blacklist	juodasis sąrašas
blackmail	šantažas
blackmailer	šantažininkas
blackness	juodumas
blackout	aklavietė
blacksmith	kalvis
bladder	šlapimo pūslė
blade	ašmenys
blame	kaltinti
blameless	nepriekaištingas
bland	nuobodus
blank	tuščias
blanket	antklodė
blare	blare
blase	NO TRANSLATION
blasphemous	šventvagiškas
blasphemy	šventvagystė
blast	sprogimas
blaster	blasteris
blastoff	pakilkite
blatant	akivaizdus
blather	valyti
blaze	blaze
blazer	šlepetė
blazing	pyksta
bleach	baliklis
bleak	nuobodus
bleed	kraujuoti
bleeder	bleizeris
bleeding	kraujavimas
bleep	bleep
blemish	trūkumas
blemished	blauzdotas
blend	mišinys
blender	maišiklis
blending	maišymas
bless	palaiminti
blessed	palaimintas
blessing	palaiminimas
blessings	palaiminimai
bleu	bleu
blight	purvinas
blighted	blighted
blimp	blizga
blind	aklas
blinded	aklai
blindfold	sargybinis aklas
blindfolded	su akimis
blinding	apakinti
blindly	aklai
blindness	aklumas
blink	mirksi
blip	blip
bliss	palaima
blissful	palaimingas
blister	lizdinė plokštelė
blistering	pūslės
blitz	Blitz
blizzard	blizzardas
bloat	išpūsti
bloated	išpūstas
blob	BLOB
block	blokuoti
blockade	blokada
blockage	blokavimas
blockbuster	Blockbuster
blockhead	bosas
blog	dienoraštis
bloke	blokuoti
blond	blondinė
blonde	Šviesiaplaukis
blood	kraujas
bloodbath	kraujas
bloodhound	kraujas
bloodless	beverčiai
bloodline	kraujo linija
bloodshed	kraujo praliejimas
bloodshot	kraujo pylimas
bloodstream	kraujotaka
bloodthirsty	kraujo įsivertinimas
bloody	kruvinas
bloom	žydi
bloomers	bloomers
blooming	žydi
blossom	žiedas
blot	blot
blotched	blotched
blotter	bloteris
blouse	palaidinė
blow	smūgis
blower	pūstuvas
blowfish	blowfish
blowing	pučia
blowjob	blowjob
blown	prapūstas
blowout	išpūsti
blowtorch	blowtorch
blubber	blubber
bluddy	bluddy
blue	mėlynas
blue spruce	mėlyna eglė
blueberry	mėlynių
bluebird	mėlynas paukštis
bluegrass	Bluegrassas
bluejay	bluejay
blueprint	techninis piešinys
blues	bliuzas
bluff	blefas
bluish	melsva
blunder	klaida
blunt	bukas
blur	blur
blurred	neryškus
blurry	neryškus
blurt	sumušė
blush	susiraukti
blushing	blushing
boa	NO TRANSLATION
boa constrictor	NO TRANSLATION
boar	šernas
board	lenta
board game	stalo žaidimas
boarder	NO TRANSLATION
boarding	įlaipinimas
boardroom	posėdžių salė
boards	lentos
boardwalk	tvenkinys
boast	pasigirti
boastful	pasigyrimas
boasting	pasigyrimas
boat	valtis
boathouse	boathouse
boating	plaukiojimas laivu
boatload	laivais
boatman	valtis
bobbin	bobas
bobcat	bobcat
bobsled	bobsledas
bode	bode
bodega	Bodega
bodice	liemenė
bodily	kūno
body	kūnas
bodyguard	sargybinis
bog	pelkė
bogey	bogey
bogeyman	bogeyman
bogus	fiktyvus
bohemian	bohemiškas
boil	virti
boiler	katilas
boilerplate	boeliplate
boiling	virimo
boisterous	audringas
bold	drąsus
boldness	drąsa
bollocks	bollocks
bolster	sustiprinti
bolt	varžtas
bolus	boliusas
bomb	bomba
bombard	bombarduoti
bombardier	bombardierius
bombardment	bombardavimas
bombed	bombardavo
bomber	bombonešis
bombers	sprogdintojas
bombing	bombardavimas
bombshell	bomba
bonanza	bonanza
bonbon	NO TRANSLATION
bond	obligacija
bondage	vergija
bonding	klijavimas
bonds	obligacijos
bondsman	bondsman
bone	kaulas
bonehead	bonehead
boner	atbaidyti
bones	kaulai
bonfire	laužas
bong	Bongas
bonkers	bonkers
bonne	NO TRANSLATION
bonnet	variklio dangtis
bonny	malonus
bonsai	bonsai
bonus	premija
bony	kaulinis
boo	boo
boob	boob
booby	booby
booger	booger
boogeyman	boogeyman
boogie	bogis
book	knyga
bookcase	knygos spintelė
bookie	Bookie
booking	rezervavimas
bookish	bookish
bookkeeper	buhalteris
bookkeeping	buhalterinė apskaita
booklet	brošiūra
bookmaker	bukmacher
bookmark	žymeklis
books	knygos
bookseller	knygų pardavėjas
bookshop	knygynas
bookstore	knygynas
bookworm	knygynas
boom	bumas
boomer	boomeris
boomerang	bumerangas
booming	klesti
boon	palaima
boooo	NO TRANSLATION
boost	paskatinti
booster	stiprintuvas
boot	boot
booth	stendas
bootleg	bootleg
bootlegger	bootlegger
boots	batai
booty	grobis
booze	booze
bop	BOP
bopper	boperis
border	sienos
bordering	ribojasi
borderline	pasienio
bore	pagimdė
boreal	borealinis
bored	nuobodžiaujantis
boredom	nuobodulys
borer	gręžtuvas
boring	nuobodu
born	gimęs
boron	boras
borough	rajonas
borrow	skolintis
borrower	skolininkas
bosom	pirštas
boss	bosas
bossy	valdingas
boston	Bostonas
botanical	botanikos
botanist	botanikas
botany	botanika
bother	nerimauti
bothering	grisus
bottle	butelis
bottleneck	butelio kakliukas
bottling	išpilstymas
bottom	apačioje
bottomless	be dūmų
botulism	botulizmas
boulder	riedulys
bounce	bounce
bouncer	biuletenis
bouncy	bouncy
bound	privaloma
boundary	riba
boundless	beribis
bounds	ribos
bountiful	puikus
bounty	lazda
bouquet	puokštė
bourbon	Burbonas
bourgeois	buržuazinis
bourgeoisie	buržuazija
bourse	birža
bout	bout
boutique	boutique
bouttime	bouttime
bovine	galvijai
bow	lankas
bowed	nusilenkė
bowel	žarnynas
bowels	žarnynas
bowl	dubuo
bowler	bouleris
bowling	boulingas
bowls	dubenys
box	dėžė
boxcar	boxcar
boxer	boksininkas
boxers	boksininkai
boxing	boksas
boy	berniukas
boycott	boikotuoti
boyfriend	vaikinas
boyhood	vaikystę
boyish	berniukas
boysenberry	boysenberry
bozo	bozo
bra	liemenėlė
brace	petneša
bracelet	apyrankė
braces	petnešos
brachial	Brachialas
bracket	laikiklis
brackets	skliausteliuose
brackish	sūrus
brad	Bradas
brag	pasidaryk
braid	padažu
brain	smegenys
brainless	beprasmiška
brains	smegenys
brainstorm	smegenų audra
brainwash	smegenų plovimas
brainy	sumanus
brake	stabdis
bran	sėlenos
branch	filialas
branching	filialas
brand	prekės ženklas
brandy	brendis
brash	netinkamas
brass	Žalvaris
brass knuckle	žalvarinis kumštis
brassiere	liemenėlė
brat	vaikpalaikis
bratwurst	bratwurst
bravado	bravado
brave	drąsus
bravery	drąsa
brawl	sumušimas
brawn	raumeningas
brazen	bjaurus
breach	pažeidimas
bread	duona
breadth	plotis
break	pertrauka
breakable	purus
breakaway	separator
breakdown	palaužti
breaker	pertraukiklis
breakers	pertraukikliai
breakfast	pusryčiai
breaking and entering	Įsibrovimas
breakingnews	breaknews
breakneck	siaubas
breakthrough	proveržis
breakup	išsiskirti
breast	krūtinė
breath	kvėpavimas
breathe	kvėpuoti
breather	kvėpuojantis
breathless	dusulys
breathtaking	kvapą gniaužianti
breech	liemenė
breeches	bridžai
breed	veislė
breeder	selekcininkas
breeding	veisimas
breeze	vėjas
breezy	vėjas
brethren	broliai
breve	NO TRANSLATION
brevity	trumpumas
brew	užvirti
brewery	alaus darykla
brewing	alaus
briar	briar
bribe	kyšis
bribery	kyšininkavimas
brick	plyta
bridal	vestuvės
bride	nuotaka
bridegroom	jaunikis
bridesmaid	pamergė
bridge	tiltas
bridle	jaunikis
brief	trumpas
briefcase	portfelį
briefing	instruktažas
briefly	trumpai
brig	brig
brigade	brigada
bright	šviesus
brighten	ryškesni
brightens	šviesina
brighter	šviesesnė
brightness	ryškumas
brilliance	blizgesį
brilliant	puikus
brim	kraštas
brimming	pilnavertis
brimstone	siera
brine	sūrymas
bring	atsinešti
brink	brink
brisk	bjaurus
brisket	krūtinukas
bristle	šeriai
brittle	trapus
bro	bro
broach	pakelti
broad	platus
broadcast	transliuoti
broadcasting	transliavimas
broaden	išplėsti
broadside	palydovas
broadsword	plačialapas žodis
brocade	brocade
broccoli	Brokoliai
brochure	brošiūra
broil	broil
broke	sumušė
broken	sunaikintas
brokenheart	NO TRANSLATION
brokenhearted	pažeista širdis
broker	brokeris
brokerage	tarpininkavimas
bromide	bromidas
bronco	bronco
bronze	bronzos
brooch	sagė
brood	broodai
brooding	brooding
brook	srautas
broom	šluota
broomstick	šlifuoklis
broth	sultinys
brothel	bordelis
brother	brolis
brotherhood	brolija
brotherly	broliai
brow	brow
brown	ruda
brownstone	Brownstone
browse	naršyti
brrr	brrr
bruise	mėlynė
bruising	mėlynės
brunch	Brunch
brunette	brunetė
brunt	smūgis
brush	teptuku
brutal	brutalus
brutality	brutalumas
brute	brute
brutish	brutish
bubble	burbulas
bubbling	burbuliuoti
bubbly	švelnus
bubonic	bubonikas
buck	Buck
buckaroo	buckaroo
bucket	kibiras
buckle	sagtis
buckled	pakabintas
bucko	bucko
buckshot	sargas
buckwheat	grikiai
bud	budas
buddha	buda
buddhism	budizmas
buddhist	budizmas
budding	pradedantysis
buddy	bičiulis
budge	nukreipti
budget	biudžetas
buff	mėgdžioti
buffalo	buivolai
buffer	buferis
buffering	buferizavimas
buffet	bufetas
buffoon	bifundas
bug	klaida
bugaboo	bugaboo
bugged	bugged
bugger	bugger
buggy	buggy
bugle	bugle
bugler	bugleris
build	statyti
builder	statybininkas
building	pastatas
buildings	pastatai
buildup	pastatyti
bulb	lemputė
bulbous	svogūnas
bulge	bulge
bulimic	bulimikas
bulk	birūs
bulkhead	pertvara
bulky	didelių gabaritų
bull	buliukas
bulldog	buldogas
bulldozer	buldozeris
bullet	bullet
bulletin	biuletenis
bulletproof	bulletproof
bullfighter	bokštas
bullfrog	Bullfrog
bullheaded	buliukas
bullhorn	Bullhorn
bullion	sidabrinė
bullock	bulija
bullpen	koplytstulpis
bullshit	nesąmonė
bully	patyčias
bulwark	bokštas
bum	Bum
bumblebee	kamanė
bummed	Bummeras
bummer	bummeris
bump	bump
bumper	bamperis
bumpy	bamperis
bun	NO TRANSLATION
bunch	krūva
bundle	ryšulys
bungalow	vasarnamį
bungee	bungee
bunghole	bunghole
bunion	bunionas
bunk	dviaukštis
bunker	bunkeris
bunkhouse	bunkhouse
bunny	zuikis
bunt	bunt
buoy	plūdurys
buoyancy	plūdrumas
buoyant	plūduriuojantis
bur	bur
burden	našta
burdened	apsunkintas
burdensome	našta
bureau	biuras
bureaucracy	biurokratija
bureaucrat	biurokratas
bureaucratic	biurokratija
burger	mesainis
burglar	įsilaužimas
burglary	įsilaužimas
burial	laidojimas
buried	palaidotas
burke	burke
burlap	lapelė
burlesque	Burlesque
burly	gudrus
burn	deginti
burned	sudegino
burner	degiklis
burning	deginimas
burnished	išpūstas
burnout	išsekimas
burnt	sudegęs
burp	šoktelėti
burr	perriukas
burrito	Burrito
burro	NO TRANSLATION
burrow	nykštukas
bursary	stipendija
burst	sprogo
bury	palaidoti
bus	autobusas
busboy	Busboy
bush	krūmas
bushel	Bušelis
bushy	gausus
business	verslas
business man	NO TRANSLATION
businessman	verslininkas
businesswoman	verslininkė
busload	autobusas
buss	autobusas
bust	biustas
busted	busted
buster	Busteris
bustle	šurmulys
bustling	triukšmingas
busy	užsiėmes
busybody	busybody
butane	butanas
butcher	mėsininkas
butler	butleris
butt	užpakalis
butter	sviestas
buttercup	buttercup
butterfly	drugelis
buttermilk	pasukos
butterscotch	butterscotch
buttery	sviestas
buttock	sėdmenis
buttocks	sėdmenis
button	mygtukas
buttress	atrama
buxom	buxom
buy	pirkti
buyer	pirkėjas
buying	pirkti
buzz	Buzz
buzzard	buzzard
buzzed	buzzed
buzzer	švilpukas
buzzing	sumišimas
bye	Ate
bygone	praėjo
bylaw	įstatymas
byline	pagal eilutę
bypass	Apeiti
bystander	asistentas
byte	baitas
byzantine	Byzantine
cab	Taksi
cabal	cabal
cabana	cabana
cabaret	kabaretas
cabbage	kopūstai
cabbie	cabbie
cabernet	kabelis
cabin	kabina
cabinet	kabinetas
cable	kabelis
caboodle	caboodle
caboose	caboose
cabriolet	kabrioletas
cache	talpykla
cacophony	kakofonija
cactus	kaktusas
cad	Cad
cadaver	Cadaver
caddie	NO TRANSLATION
caddy	Caddy
cadence	kadencija
cadet	kariūnas
cafe	kavinė
cafeteria	kavinė
caffeine	kofeinas
cage	narvas
cagey	Cagey
cahoots	cahoots
cairn	kiaulė
cake	tortas
cakewalk	cakewalk
calamari	kalmarai
calamitous	nelaimingas
calamity	nelaimė
calcareous	kalkinti
calcium	kalcis
calculate	apskaičiuoti
calculated	apskaičiuotas
calculating	skaičiuojant
calculation	apskaičiavimas
calculator	skaičiuotuvas
calculus	skaičiavimas
